SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Arlington - Thompson,00100050,8.2,14.4,7.5,68.3,0.0,0.0,1.6,48.9,51.1
Ashburnham-Westminster - Briggs Elem,06100025,1.0,1.0,4.9,90.4,0.4,0.0,2.3,51.6,48.4
Ashburnham-Westminster - Meetinghouse School,06100010,0.0,2.3,2.8,91.6,0.0,0.0,3.3,50.9,49.1
Ashburnham-Westminster - Oakmont Regional H S,06100505,1.2,1.0,2.3,94.9,0.0,0.0,0.6,55.7,44.3
Ashburnham-Westminster - Overlook Middle School,06100305,0.5,1.5,2.8,93.5,0.3,0.0,1.5,54.0,46.0
Ashburnham-Westminster - Westminster Elem,06100005,0.3,0.5,3.2,93.8,0.0,0.0,2.2,49.3,50.7
Ashland - Ashland High,00140505,2.2,0.1,5.8,85.5,0.1,4.1,2.1,50.9,49.1
Ashland - Ashland Middle,00140405,1.0,0.0,2.0,94.0,0.0,2.5,0.5,51.7,48.3
Ashland - David Mindess,00140015,4.1,0.3,4.2,86.4,0.0,0.3,4.7,51.2,48.8
Ashland - Henry E Warren Elem,00140010,1.9,0.2,4.1,86.4,0.9,4.8,1.7,49.2,50.8
Ashland - William Pittaway Elem,00140005,1.0,0.0,6.2,83.1,0.0,8.8,1.0,54.4,45.6
Assabet Valley - Assabet Valley Voc H S,08010605,1.1,0.8,11.0,84.3,0.3,0.0,2.5,63.2,36.8
Athol-Royalston - Athol High,06150505,1.3,0.7,4.1,89.9,0.5,0.4,3.1,53.9,46.1
Athol-Royalston - Athol-Royalston Middle School,06150305,1.8,0.4,4.1,91.6,0.6,0.2,1.2,56.0,44.0
Athol-Royalston - Ellen Bigelow,06150005,0.0,0.0,3.2,90.3,0.0,0.0,6.5,80.6,19.4
Athol-Royalston - Pleasant St,06150016,2.7,0.0,6.7,84.5,1.0,0.0,5.1,51.2,48.8
Athol-Royalston - Riverbend,06150020,6.4,0.5,9.4,80.2,1.0,0.0,2.5,51.5,48.5
Athol-Royalston - Royalston Community Sch,06150050,0.0,0.0,3.2,92.1,1.6,0.0,3.2,45.2,54.8
Athol-Royalston - Sanders Street,06150025,7.1,0.0,7.1,82.5,0.0,0.0,3.2,54.5,45.5
Athol-Royalston - Silver Lake,06150030,1.5,0.5,5.0,89.6,0.0,0.0,3.5,53.7,46.3
Atlantis Charter - Atlantis Charter School,04910550,5.6,1.5,4.7,85.8,0.1,0.0,2.3,48.0,52.0
Attleboro - A. Irvin Studley Elementary School,00160001,3.6,3.1,18.6,73.4,0.0,0.0,1.3,55.2,44.8
Attleboro - Attleboro High,00160505,3.4,4.8,8.4,77.9,1.7,0.1,3.8,50.2,49.8
Attleboro - Cyril K. Brennan Middle School,00160315,4.1,4.8,7.8,79.8,1.2,0.0,2.3,50.2,49.8
Attleboro - Early Learning Center,00160008,2.2,1.1,9.6,80.3,0.6,0.0,6.2,61.8,38.2
Attleboro - Hill-Roberts Elementary School,00160045,2.4,2.8,6.5,86.1,0.0,0.2,2.0,49.3,50.7
Attleboro - Hyman Fine Elementary School,00160040,3.8,4.7,8.9,76.4,4.7,0.0,1.6,50.4,49.6
Attleboro - Peter Thacher Elementary School,00160050,4.0,7.3,7.5,76.2,0.7,0.0,4.4,49.4,50.6
Attleboro - Robert J. Coelho Middle School,00160305,4.6,3.3,4.9,85.2,0.2,1.3,0.6,50.8,49.2
Attleboro - Thomas E. Willett School,00160035,3.8,5.3,6.0,81.8,0.5,0.0,2.6,55.6,44.4
Attleboro - Wamsutta Middle School,00160320,3.7,7.8,9.0,78.4,0.0,0.0,1.1,52.1,47.9
Auburn - Auburn Middle,00170305,1.3,2.5,3.3,92.1,0.7,0.0,0.2,51.2,48.8
Auburn - Auburn Senior High,00170505,1.5,2.3,4.1,91.9,0.0,0.0,0.3,49.8,50.2
Auburn - Bryn Mawr,00170010,0.4,1.8,4.0,90.2,0.9,0.0,2.7,48.0,52.0
Auburn - Julia Bancroft,00170005,0.4,0.4,3.6,94.2,0.4,0.0,1.1,54.4,45.6
Auburn - Mary D Stone,00170025,1.3,2.3,2.0,93.2,0.3,0.0,1.0,50.8,49.2
Auburn - Pakachoag,00170015,1.1,1.8,2.1,94.4,0.4,0.0,0.4,47.7,52.3
Avon - Avon Middle High School,00180510,27.2,5.8,2.2,64.3,0.0,0.0,0.5,45.1,54.9
Avon - Ralph D Butler,00180010,14.2,4.1,3.6,77.1,0.3,0.3,0.5,53.2,46.8
Ayer - Ayer High,00190510,0.5,0.3,6.2,78.0,0.0,0.0,15.0,47.7,52.3
Ayer - Ayer Middle,00190305,11.4,3.4,6.1,77.8,1.1,0.0,0.3,48.1,51.9
Ayer - Page-Hilltop,00190025,7.7,3.2,8.4,80.0,0.5,0.0,0.2,56.3,43.7
Barnstable - Barnstable Early Learning Center,00200004,6.7,0.8,0.8,90.0,0.0,0.8,0.8,54.2,45.8
Barnstable - Barnstable High,00200505,4.1,1.4,8.4,82.1,0.5,0.4,3.1,49.3,50.7
Barnstable - Barnstable Middle School,00200305,4.9,0.6,6.1,87.0,0.6,0.4,0.3,52.3,47.7
Barnstable - Centerville Elementary,00200010,2.2,1.2,5.0,89.8,0.6,0.0,1.2,50.2,49.8
Barnstable - Cotuit Elem,00200015,3.5,0.0,2.6,92.2,1.7,0.0,0.0,58.3,41.7
Barnstable - Hyannis Elementary,00200020,11.0,1.9,17.7,58.4,4.4,0.0,6.6,54.6,45.4
Barnstable - Hyannis West Elementary,00200025,7.8,1.9,9.6,61.1,1.9,2.2,15.6,53.0,47.0
Barnstable - Marstons Mills Elem,00200030,4.1,0.7,0.7,94.5,0.0,0.0,0.0,57.2,42.8
Barnstable - Osterville Bay Elementary,00200040,0.0,1.3,1.9,93.8,1.3,0.6,1.3,56.9,43.1
Barnstable - Osterville Elementary,00200035,1.5,1.5,1.5,93.9,0.0,0.0,1.5,47.5,52.5
Barnstable - West Barnstable Elem,00200005,0.8,1.6,0.0,94.9,0.4,0.0,2.4,48.2,51.8
Barnstable HMCS - Barnstable HMCS School,04230010,3.6,2.1,4.8,86.2,2.1,0.0,1.3,49.4,50.6
Bedford - Bedford High,00230505,8.4,8.1,1.1,82.0,0.1,0.0,0.3,50.5,49.5
Bedford - John Glenn Middle,00230305,2.3,10.2,2.1,83.8,0.9,0.0,0.6,51.3,48.7
Bedford - Lt Elezer Davis,00230010,5.7,8.8,3.9,78.9,0.2,0.0,2.5,51.7,48.3
Bedford - Lt Job Lane School,00230012,5.2,12.6,2.6,77.6,0.7,0.0,1.3,46.9,53.1
Belchertown - Belchertown High,00240505,1.1,1.1,1.6,93.9,0.1,0.0,2.3,48.9,51.1
Belchertown - Chestnut Hill Community,00240004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belchertown - Chestnut Hill Community School,00240006,1.4,2.4,4.1,90.1,0.5,0.0,1.4,48.8,51.2
Belchertown - Cold Spring,00240005,1.3,1.8,2.7,91.1,0.9,0.4,1.8,56.4,43.6
Belchertown - Jabish Middle School,00240025,0.7,1.6,3.0,93.8,0.0,0.0,0.9,55.8,44.2
Belchertown - Swift River Elem,00240018,1.6,1.6,2.0,93.9,0.2,0.0,0.7,52.5,47.5
Belchertown - Tadgell Hall,00240020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellingham - Bellingham ECC,00250003,4.5,0.0,0.0,95.5,0.0,0.0,0.0,95.5,4.5
Bellingham - Bellingham High School,00250505,0.4,2.3,2.2,94.8,0.3,0.0,0.1,49.3,50.7
Bellingham - Bellingham Memorial Middle School,00250315,1.4,2.1,2.5,93.1,0.4,0.0,0.5,51.2,48.8
Bellingham - Clara Macy Elementary,00250009,0.7,0.0,2.2,96.7,0.4,0.0,0.0,54.3,45.7
Bellingham - Primavera Jr/Sr H S,00250510,2.8,0.0,5.6,88.9,2.8,0.0,0.0,77.8,22.2
Bellingham - South Elem,00250020,1.7,1.7,1.7,93.3,0.5,0.0,1.0,52.3,47.7
Bellingham - Stall Brook,00250025,1.1,3.9,3.9,89.4,0.4,0.0,1.4,48.8,51.2
Belmont - Belmont High,00260505,5.5,10.4,3.8,78.0,0.1,0.0,2.2,50.3,49.7
Belmont - Daniel Butler,00260015,4.7,18.5,6.4,64.4,0.0,0.0,6.0,47.6,52.4
Belmont - Mary Lee Burbank,00260010,5.5,7.7,3.3,77.0,0.0,0.0,6.6,49.6,50.4
Belmont - Roger E Wellington,00260035,3.5,8.5,5.0,77.3,0.2,0.7,4.7,48.0,52.0
Belmont - Winn Brook,00260005,1.7,9.8,3.0,78.9,0.9,0.2,5.5,54.3,45.7
Belmont - Winthrop L Chenery Middle,00260305,4.1,10.0,4.6,78.3,0.0,0.0,2.9,51.6,48.4
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,86.0,0.0,11.3,0.0,0.0,0.0,2.7,43.0,57.0
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0.3,5.7,1.0,90.6,0.3,0.0,2.1,49.7,50.3
Berkley - Berkley Community School,00270010,0.7,0.0,1.2,95.8,0.0,0.0,2.2,51.7,48.3
Berkley - Berkley Middle School,00270305,0.7,0.2,0.7,98.4,0.0,0.0,0.0,50.6,49.4
Berkshire Arts and Technology Charter - Berkshire Arts and Technology Charter School,04140305,5.6,0.0,1.4,93.0,0.0,0.0,0.0,48.3,51.7
Berkshire Hills - Monument Mt Reg High,06180505,1.9,1.1,2.5,94.2,0.0,0.0,0.3,52.1,47.9
Berkshire Hills - Monument Valley Regional Middle School,06180310,0.5,1.0,2.4,95.2,0.0,0.0,1.0,49.8,50.2
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,1.9,0.0,5.4,92.7,0.0,0.0,0.0,54.5,45.5
Berkshire Hills - Searles Middle,06180305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkshire Hills - Stockbridge Plain,06180030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berlin - Berlin Memorial,00280005,0.0,2.0,2.4,94.0,0.0,0.0,1.6,48.6,51.4
Berlin-Boylston - Tahanto Reg High,06200505,0.4,1.9,2.1,94.7,0.6,0.0,0.2,44.0,56.0
Beverly - Ayers/Ryal Side Sch,00300055,2.2,2.9,7.4,87.5,0.0,0.0,0.0,53.9,46.1
Beverly - Beverly High,00300505,3.1,1.2,4.1,91.0,0.0,0.0,0.5,47.9,52.1
Beverly - Briscoe Middle,00300305,3.3,1.5,4.7,90.2,0.0,0.0,0.2,49.3,50.7
Beverly - Centerville Elementary,00300010,3.2,0.9,5.6,88.9,0.0,0.0,1.5,52.8,47.2
Beverly - Cove Elementary,00300015,1.7,2.6,5.8,88.7,0.0,0.0,1.3,46.9,53.1
Beverly - Hannah Elementary,00300033,0.9,1.8,5.8,89.9,0.0,0.0,1.5,48.2,51.8
Beverly - McKeown Elementary,00300037,1.1,4.2,6.0,85.3,0.0,0.0,3.4,55.1,44.9
Beverly - Memorial Middle,00300310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beverly - North Beverly Elementary,00300040,3.8,0.6,9.8,83.2,0.0,0.0,2.5,50.5,49.5
Billerica - Billerica Memorial High School,00310505,0.5,1.0,1.1,96.6,0.0,0.0,0.8,48.4,51.6
Billerica - Eugene C Vining,00310030,0.0,0.3,0.9,98.2,0.0,0.0,0.6,52.6,47.4
Billerica - Frederick J Dutile,00310007,1.4,1.2,1.0,95.1,0.0,0.0,1.4,49.1,50.9
Billerica - Hajjar Elementary,00310026,0.5,1.0,0.8,97.0,0.0,0.0,0.7,53.6,46.4
Billerica - John F Kennedy,00310012,0.0,0.8,1.1,97.5,0.4,0.0,0.2,52.7,47.3
Billerica - Locke Middle,00310310,0.0,0.1,0.3,99.1,0.0,0.0,0.4,54.7,45.3
Billerica - Marshall Middle School,00310305,0.1,0.3,0.8,98.4,0.0,0.0,0.3,53.4,46.6
Billerica - Parker,00310015,1.2,6.4,1.4,91.0,0.0,0.0,0.0,52.3,47.7
Billerica - Thomas Ditson,00310005,0.9,4.2,0.9,93.5,0.0,0.0,0.5,53.5,46.5
Blackstone Valley Reg - Blackstone Valley,08050605,0.7,0.4,3.3,94.4,0.4,0.0,0.9,62.4,37.6
Blackstone-Millville - A F Maloney,06220015,1.1,1.5,1.5,95.4,0.0,0.0,0.4,52.9,47.1
Blackstone-Millville - Blackstone Millville RHS,06220505,0.9,1.4,1.4,96.3,0.0,0.0,0.0,48.1,51.9
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.8,0.9,1.4,95.8,0.0,0.0,0.0,49.5,50.5
Blackstone-Millville - John F Kennedy Elem,06220008,1.1,0.7,3.4,94.3,0.0,0.0,0.5,50.5,49.5
Blackstone-Millville - Millville Elem,06220010,0.3,0.9,1.4,96.6,0.0,0.0,0.9,57.7,42.3
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,14.9,0.0,4.1,79.5,0.4,0.0,1.1,63.3,36.7
Boston - Academy of Public Service,00350502,73.8,0.4,21.0,3.7,0.4,0.4,0.4,52.4,47.6
Boston - Agassiz,00350007,17.9,0.3,77.6,3.8,0.0,0.0,0.5,51.6,48.4
Boston - Alexander Hamilton,00350011,32.4,18.4,24.3,22.7,0.5,0.0,1.6,52.4,47.6
Boston - Another Course To College,00350541,48.9,9.0,21.1,20.2,0.9,0.0,0.0,46.2,53.8
Boston - Beethoven,00350021,41.3,7.3,22.6,22.6,0.7,0.0,5.6,52.8,47.2
Boston - Blackstone,00350390,22.5,1.5,70.7,4.6,0.2,0.0,0.7,51.0,49.0
Boston - Blue Hill Ave ECC,00350010,46.2,5.6,42.1,2.0,0.5,1.0,2.5,47.2,52.8
Boston - Boston Adult Academy,00350548,71.9,4.4,20.4,3.0,0.0,0.0,0.4,50.4,49.6
Boston - Boston Arts Academy,00350546,43.1,3.5,29.1,20.6,0.3,0.0,3.5,38.3,61.7
Boston - Boston Community Leadership Academy,00350558,62.8,1.5,26.0,9.4,0.0,0.0,0.3,42.1,57.9
Boston - Boston International  High School,00350507,23.0,3.0,66.7,6.7,0.0,0.0,0.6,43.6,56.4
Boston - Boston Latin,00350560,9.4,28.4,6.7,53.7,0.2,0.0,1.6,44.6,55.4
Boston - Boston Latin Academy,00350545,26.5,21.0,14.6,36.0,0.4,0.0,1.6,41.8,58.2
Boston - Boston Middle School Academy,00350413,80.8,7.7,11.5,0.0,0.0,0.0,0.0,80.8,19.2
Boston - Brighton High,00350505,45.5,5.5,42.5,5.7,0.2,0.0,0.6,46.2,53.8
Boston - Brook Farm Business and Service Career Academy,00350576,47.5,1.2,37.9,12.8,0.0,0.0,0.6,57.3,42.7
Boston - Carter Develop Day Care,00350036,36.0,0.0,52.0,12.0,0.0,0.0,0.0,64.0,36.0
Boston - Charles H Taylor,00350054,88.7,2.6,5.8,1.0,1.2,0.0,0.6,52.8,47.2
Boston - Charles Sumner,00350052,29.2,0.8,59.4,9.2,0.0,0.0,1.4,53.3,46.7
Boston - Charlestown High,00350515,50.2,16.6,26.2,6.5,0.1,0.2,0.2,52.5,47.5
Boston - Clarence R Edwards Middle,00350430,30.3,11.3,43.4,12.9,0.5,0.0,1.6,50.7,49.3
Boston - Community Academy,00350518,69.1,3.6,23.6,1.8,1.8,0.0,0.0,67.3,32.7
Boston - Community Academy of Science and Health,00350581,77.0,0.2,18.3,3.5,0.5,0.0,0.5,35.9,64.1
Boston - Curtis Guild,00350062,3.0,4.2,74.7,16.5,0.8,0.0,0.8,51.1,48.9
Boston - Dante Alighieri,00350066,7.0,1.8,64.9,22.8,0.9,0.9,1.8,52.6,47.4
Boston - David A Ellis,00350072,46.4,0.0,50.8,1.6,0.3,0.0,0.9,52.4,47.6
Boston - Dearborn,00350074,54.1,5.4,37.8,2.3,0.2,0.0,0.2,53.4,46.6
Boston - Dennis C Haley,00350077,60.0,1.1,25.7,9.6,0.0,0.0,3.6,54.6,45.4
Boston - Donald Mckay,00350080,2.6,0.5,90.1,6.7,0.0,0.0,0.2,49.5,50.5
Boston - East Boston ECC,00350009,6.5,2.3,76.2,14.5,0.5,0.0,0.0,52.3,47.7
Boston - East Boston High,00350530,21.7,2.0,53.5,21.7,0.5,0.1,0.6,52.2,47.8
Boston - Economics and Business Academy,00350524,72.3,3.0,21.8,1.8,0.7,0.0,0.4,55.0,45.0
Boston - Edward Everett,00350088,44.1,19.7,17.6,15.1,0.7,0.0,2.9,47.7,52.3
Boston - Egleston Comm High School,00350543,61.7,0.9,37.4,0.0,0.0,0.0,0.0,42.1,57.9
Boston - ELC - East Zone,00350005,70.7,3.0,21.8,1.5,2.3,0.0,0.8,54.1,45.9
Boston - ELC - North Zone,00350003,24.6,24.6,25.7,22.9,0.6,0.0,1.7,49.7,50.3
Boston - ELC - West Zone,00350006,37.1,4.8,41.9,15.2,0.0,0.0,1.0,51.4,48.6
Boston - Elihu Greenwood,00350094,69.1,1.0,26.2,2.7,0.5,0.0,0.5,52.7,47.3
Boston - Eliot Elementary,00350096,24.0,1.9,35.7,33.8,0.0,0.0,4.5,54.5,45.5
Boston - Ellis Mendell,00350100,44.3,1.6,49.7,2.2,1.1,0.0,1.1,47.5,52.5
Boston - Emily A Fifield,00350102,82.2,1.3,11.5,1.9,0.0,1.0,2.2,48.7,51.3
Boston - Excel High School,00350522,39.4,22.6,19.4,17.8,0.3,0.0,0.5,52.7,47.3
Boston - Farragut,00350108,43.5,10.4,37.0,4.3,1.7,0.0,3.0,52.6,47.4
Boston - Fenway High School,00350540,46.4,2.5,31.8,16.8,1.4,0.0,1.1,43.6,56.4
Boston - Franklin D Roosevelt,00350116,43.9,2.3,21.8,30.5,0.0,0.0,1.5,49.6,50.4
Boston - George H Conley,00350122,49.8,0.9,30.0,17.5,0.5,0.0,1.4,58.5,41.5
Boston - Grover Cleveland,00350415,63.4,6.6,22.3,5.1,0.3,0.9,1.4,58.3,41.7
Boston - Harbor School,00350426,64.9,2.7,19.1,10.7,0.4,0.0,2.3,50.0,50.0
Boston - Harvard-Kent,00350200,19.5,36.2,28.6,13.9,0.7,0.0,1.1,53.7,46.3
Boston - Henry Grew,00350135,53.2,1.6,28.6,14.7,0.4,0.0,1.6,49.2,50.8
Boston - Henry L Higginson,00350137,68.3,0.0,28.0,2.5,0.6,0.0,0.6,53.4,46.6
Boston - Horace Mann,00350750,30.9,9.6,42.6,13.2,0.7,0.0,2.9,52.2,47.8
Boston - Hugh Roe O'Donnell,00350141,5.5,5.0,64.8,23.7,0.0,0.0,0.9,49.3,50.7
Boston - Hyde Park High School,00350550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Jackson Mann,00350013,39.0,13.5,28.8,17.3,0.4,0.0,1.0,55.7,44.3
Boston - James A Garfield Elem,00350152,41.4,8.8,34.4,12.1,0.5,0.0,2.8,51.2,48.8
Boston - James Condon Elem,00350146,38.6,11.7,25.6,21.6,0.4,0.6,1.5,51.6,48.4
Boston - James J Chittick,00350154,84.4,1.2,11.2,2.4,0.4,0.0,0.4,54.4,45.6
Boston - James M Curley,00350384,32.0,2.9,41.9,21.0,0.7,0.0,1.5,48.2,51.8
Boston - James Otis,00350156,3.1,1.9,66.7,27.2,0.4,0.0,0.8,47.9,52.1
Boston - James P Timilty Middle,00350485,50.7,3.0,41.8,2.2,0.3,0.1,1.9,45.5,54.5
Boston - James W Hennigan,00350153,26.1,3.0,59.0,10.5,0.6,0.2,0.6,48.3,51.7
Boston - Jeremiah E Burke High,00350525,77.6,3.3,16.7,1.8,0.4,0.1,0.1,53.1,46.9
Boston - John D Philbrick,00350172,39.7,3.5,39.0,14.9,0.7,0.0,2.1,58.2,41.8
Boston - John F Kennedy,00350166,17.9,0.5,77.1,3.8,0.0,0.0,0.8,53.1,46.9
Boston - John Marshall,00350178,57.4,1.9,35.4,1.6,2.4,0.2,1.0,50.5,49.5
Boston - John P Holland,00350167,49.9,15.9,31.7,1.4,0.5,0.3,0.3,53.4,46.6
Boston - John W McCormack,00350179,38.6,12.2,38.0,9.5,0.5,0.5,0.5,51.0,49.0
Boston - John Winthrop,00350180,61.7,0.0,33.7,1.7,2.0,0.0,1.0,53.3,46.7
Boston - Joseph J Hurley,00350182,28.4,1.0,63.3,5.9,0.0,0.3,1.0,48.4,51.6
Boston - Joseph Lee,00350183,76.6,3.6,15.0,3.9,0.5,0.0,0.5,56.2,43.8
Boston - Joseph P Manning,00350184,21.5,7.0,15.7,54.1,0.0,0.0,1.7,55.8,44.2
Boston - Joseph P Tynan,00350181,46.6,4.6,18.9,26.5,0.6,0.6,2.1,54.0,46.0
Boston - Josiah Quincy,00350286,12.4,70.8,9.5,6.2,0.0,0.1,1.0,52.1,47.9
Boston - Joyce Kilmer,00350190,14.4,10.5,10.1,63.2,0.0,0.0,1.8,52.3,47.7
Boston - Lee Academy,00350001,69.3,3.9,19.0,3.9,0.0,0.0,3.9,54.2,45.8
