SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
FALL RIVER - COUGHLIN,00950030,4.0,4.0,0.6,91.4,0.0,49.1,50.9
FALL RIVER - DAVOL,00950040,3.4,5.6,2.8,87.6,0.6,46.1,53.9
FALL RIVER - EDMOND P TALBOT MIDDLE,00950305,2.2,9.6,4.1,83.6,0.4,51.2,48.8
FALL RIVER - FALL RIVER ALT,00950330,8.3,0.0,8.3,83.3,0.0,95.8,4.2
FALL RIVER - FOWLER ELEM,00950060,2.6,1.3,0.7,95.4,0.0,47.1,52.9
FALL RIVER - FRANK M SILVIA,00950067,5.4,5.9,9.0,79.4,0.3,52.2,47.8
FALL RIVER - HARRIET T HEALY,00950070,3.6,12.2,23.9,60.4,0.0,55.3,44.7
FALL RIVER - HECTOR L BELISLE,00950010,4.1,3.5,6.4,85.5,0.6,58.1,41.9
FALL RIVER - HENRY LORD MIDDLE,00950310,3.0,5.2,2.2,89.6,0.0,49.1,50.9
FALL RIVER - HIGHLAND,00950075,4.4,1.3,3.8,89.4,1.3,50.6,49.4
FALL RIVER - HUGO A DUBUQUE,00950050,12.3,4.7,5.3,77.8,0.0,54.4,45.6
FALL RIVER - JAMES TANSEY,00950140,1.8,0.0,1.1,97.0,0.0,60.1,39.9
FALL RIVER - JOHN J DORAN,00950045,4.1,0.4,4.1,91.5,0.0,55.3,44.7
FALL RIVER - JOHN J DORAN ANNEX,00950046,4.0,0.0,4.7,90.7,0.7,54.0,46.0
FALL RIVER - LAUREL LAKE,00950080,15.3,7.0,9.4,68.3,0.0,56.4,43.6
FALL RIVER - LEONTINE LINCOLN,00950090,7.9,9.5,5.0,75.9,1.7,58.5,41.5
FALL RIVER - MATTHEW J KUSS MIDDLE,00950320,4.4,3.4,3.2,89.0,0.0,51.7,48.3
FALL RIVER - MCCARRICK,00950021,9.0,0.0,3.6,85.6,1.8,54.1,45.9
FALL RIVER - MORTON MIDDLE,00950315,2.2,2.1,1.7,94.0,0.0,51.9,48.1
FALL RIVER - N B BORDEN,00950012,8.5,2.3,3.4,85.3,0.6,53.1,46.9
FALL RIVER - OSBORN STREET,00950100,3.0,0.6,0.0,95.8,0.6,54.2,45.8
FALL RIVER - RALPH M SMALL,00950125,7.1,10.5,4.6,76.8,0.9,48.9,51.1
FALL RIVER - SAMUEL WATSON,00950145,4.7,17.2,1.5,76.6,0.0,54.7,45.3
FALL RIVER - SLADE,00950120,6.3,3.8,4.5,84.3,1.0,50.7,49.3
FALL RIVER - SPENCER BORDEN,00950130,1.7,3.0,2.6,92.2,0.4,46.6,53.4
FALL RIVER - STONE,00950135,5.3,2.7,2.7,89.3,0.0,57.3,42.7
FALL RIVER - SUSAN H WIXON,00950160,1.8,2.4,4.5,90.6,0.6,50.9,49.1
FALL RIVER - THE LEARNING CENTER,00950110,4.1,5.5,1.4,87.7,1.4,56.2,43.8
FALL RIVER - WESTALL,00950150,9.0,2.1,10.0,78.5,0.3,50.5,49.5
FALL RIVER - WILLIAM CONNELL,00950025,3.8,1.9,5.6,88.8,0.0,43.8,56.3
FALL RIVER - WILLIAM J WILEY,00950155,20.4,3.6,9.0,66.5,0.6,52.7,47.3
FALL RIVER - WILLIAM S GREENE,00950065,2.8,11.8,8.4,75.8,1.1,54.5,45.5
FALMOUTH - EAST FALMOUTH ELEM,00960005,7.1,0.6,2.7,87.6,1.9,54.4,45.6
FALMOUTH - FALMOUTH HIGH,00960505,4.5,1.4,1.0,91.9,1.2,48.6,51.4
FALMOUTH - LAWRENCE,00960405,4.0,0.5,1.1,94.0,0.4,49.1,50.9
FALMOUTH - MORSE POND SCHOOL,00960305,5.1,0.9,1.8,91.0,1.2,50.1,49.9
FALMOUTH - MULLEN-HALL,00960020,1.9,1.1,2.7,93.8,0.5,51.9,48.1
FALMOUTH - NORTH FALMOUTH ELEM,00960030,2.2,0.0,1.2,96.0,0.6,49.8,50.2
FALMOUTH - TEATICKET,00960015,3.3,0.2,4.1,91.1,1.2,52.7,47.3
FARMINGTON RIVER REG - FARMINGTON RIVER ELEM,06620020,0.0,0.0,0.0,100.0,0.0,57.1,42.9
FITCHBURG - B F BROWN MIDDLE,00970305,9.2,11.8,22.1,56.9,0.0,51.7,48.3
FITCHBURG - CROCKER ELEMENTARY,00970016,6.3,6.3,27.2,60.2,0.0,52.4,47.6
FITCHBURG - FITCHBURG HIGH,00970505,4.8,8.3,24.4,62.5,0.0,50.0,50.0
FITCHBURG - GOODRICH KDG CTR,00970025,8.1,5.1,27.1,59.7,0.0,53.8,46.2
FITCHBURG - MCKAY CAMPUS-FSC,00970030,9.6,13.7,22.8,53.8,0.0,48.5,51.5
FITCHBURG - MEMORIAL MIDDLE,00970310,5.0,7.8,28.8,58.0,0.4,51.7,48.3
FITCHBURG - REINGOLD,00970043,6.0,10.0,13.5,70.4,0.0,49.9,50.1
FITCHBURG - SOUTH FITCHBURG,00970055,6.7,14.0,23.5,55.9,0.0,53.1,46.9
FITCHBURG - SOUTH STREET,00970060,6.5,10.8,35.5,47.2,0.0,52.5,47.5
FLORIDA - ABBOTT MEMORIAL,00980005,0.0,0.0,0.0,100.0,0.0,48.8,51.2
FOXBOROUGH - CHARLES TAYLOR ELEM,00990050,0.8,0.8,0.3,98.1,0.0,50.8,49.2
FOXBOROUGH - FOXBOROUGH HIGH,00990505,3.7,1.9,1.1,93.4,0.0,51.3,48.7
FOXBOROUGH - JOHN J AHERN,00990405,2.0,1.1,1.4,95.4,0.0,49.5,50.5
FOXBOROUGH - MABELLE M BURRELL,00990015,0.6,1.5,0.0,97.9,0.0,48.5,51.5
FOXBOROUGH - VINCENT M IGO ELEM,00990020,1.4,0.7,1.3,96.4,0.2,55.1,44.9
FRAMINGHAM - BARBIERI ELEM,01000035,6.4,2.5,31.2,59.7,0.2,50.7,49.3
FRAMINGHAM - BROPHY,01000006,2.0,7.7,33.2,57.1,0.0,51.8,48.2
FRAMINGHAM - CHARLOTTE A DUNNING,01000007,6.1,14.9,6.7,72.3,0.0,49.7,50.3
FRAMINGHAM - FRAMINGHAM H S,01000515,11.3,6.5,9.2,73.0,0.0,48.2,51.8
FRAMINGHAM - FULLER MIDDLE,01000305,8.0,3.2,21.3,66.8,0.7,50.4,49.6
FRAMINGHAM - HEMENWAY,01000015,3.7,3.7,7.5,85.1,0.0,51.0,49.0
FRAMINGHAM - JUNIPER HILL,01000020,3.8,4.3,20.8,71.1,0.0,45.8,54.2
FRAMINGHAM - MARY E STAPLETON ELEM,01000045,14.0,3.2,8.6,74.1,0.0,50.2,49.8
FRAMINGHAM - MIRIAM F MCCARTHY SCH,01000050,15.4,2.8,15.6,66.0,0.2,48.4,51.6
FRAMINGHAM - POTTER ROAD,01000039,5.6,2.8,0.8,90.8,0.0,55.4,44.6
FRAMINGHAM - WALSH MIDDLE,01000310,8.2,4.1,14.7,73.0,0.0,53.5,46.5
FRAMINGHAM - WOODROW WILSON,01000055,26.4,0.7,33.1,39.8,0.0,48.0,52.0
FRANCIS W PARKER CHARTER - FRANCIS W PARKER CS,04780505,0.8,3.1,2.3,93.8,0.0,56.3,43.8
FRANKLIN - BRICK,01010002,0.0,0.0,0.0,100.0,0.0,50.0,50.0
FRANKLIN - DAVIS THAYER,01010035,3.5,0.5,0.3,95.1,0.5,53.3,46.7
FRANKLIN - FRANKLIN ECC,01010003,0.0,0.0,0.0,100.0,0.0,66.7,33.3
FRANKLIN - FRANKLIN HIGH,01010505,0.4,1.9,0.5,97.0,0.2,48.1,51.9
FRANKLIN - HORACE MANN,01010405,0.3,1.0,0.2,98.5,0.0,50.4,49.6
FRANKLIN - J F KENNEDY MEMORIAL,01010013,0.6,0.6,0.0,98.9,0.0,53.3,46.7
FRANKLIN - JEFFERSON ELEMENTARY,01010010,1.5,0.5,0.7,97.1,0.2,50.8,49.2
FRANKLIN - OAK STREET ELEMENTARY,01010030,1.2,3.0,0.0,95.9,0.0,51.0,49.0
FRANKLIN - PARMENTER,01010032,0.6,1.4,0.6,97.4,0.0,54.7,45.3
FRANKLIN - REMINGTON MIDDLE,01010310,1.6,1.8,1.0,95.4,0.2,48.9,51.1
FRANKLIN COUNTY - FRANKLIN COUNTY TECH,08180605,0.9,0.0,2.6,95.9,0.6,65.7,34.3
FREETOWN - FREETOWN ELEMENTARY,01020005,0.6,0.0,0.2,99.0,0.2,53.3,46.7
FREETOWN-LAKEVILLE - APPONEQUET REG HIGH,06650505,1.3,0.1,0.4,98.2,0.0,49.3,50.7
FREETOWN-LAKEVILLE - GEORGE R AUSTIN MIDDLE,06650305,1.8,0.4,0.7,96.4,0.6,50.8,49.2
FRONTIER - FRONTIER REG,06700505,0.1,1.5,0.9,97.5,0.0,50.9,49.1
GARDNER - ELM STREET SCHOOL,01030001,3.3,0.8,2.7,93.2,0.0,52.3,47.7
GARDNER - GARDNER HIGH,01030505,3.6,1.9,5.1,88.7,0.7,52.1,47.9
GARDNER - GARDNER MIDDLE SCHOOL,01030405,2.6,1.2,2.0,94.2,0.0,50.4,49.6
GARDNER - HELEN MAE SAUTER ELEM,01030015,1.1,2.5,5.3,90.8,0.4,50.4,49.6
GARDNER - PROSPECT,01030010,4.2,1.5,3.4,90.9,0.0,48.9,51.1
GARDNER - WATERFORD STREET,01030020,3.4,3.6,3.0,90.0,0.0,53.3,46.7
GATEWAY - BLANDFORD ELEMENTARY,06720033,0.0,0.0,1.7,98.3,0.0,43.1,56.9
GATEWAY - CHESTER ELEMENTARY,06720059,0.0,0.0,0.0,100.0,0.0,59.2,40.8
GATEWAY - GATEWAY REG HIGH,06720505,0.0,0.0,0.7,99.3,0.0,47.2,52.8
GATEWAY - GATEWAY REG MIDDLE,06720380,0.0,0.7,0.9,98.4,0.0,50.4,49.6
GATEWAY - MURRAYFIELD ELEMENTARY,06720143,0.0,0.0,0.5,99.5,0.0,49.5,50.5
GATEWAY - RUSSELL ELEMENTARY,06720256,1.0,0.0,2.1,96.9,0.0,56.8,43.2
GATEWAY - RUSSELL H CONWELL,06720349,0.0,0.0,2.6,97.4,0.0,54.5,45.5
GEORGETOWN - GEORGETOWN MIDDLE/HIGH,01050505,0.7,0.3,1.3,97.7,0.0,47.7,52.3
GEORGETOWN - PENN BROOK,01050010,1.1,1.8,1.3,95.7,0.0,53.9,46.1
GEORGETOWN - PERLEY ELEMENTARY,01050005,0.9,0.6,0.6,98.0,0.0,53.8,46.2
GILL-MONTAGUE - GILL ELEM,06740005,3.6,0.7,0.7,94.9,0.0,52.2,47.8
GILL-MONTAGUE - GREAT FALLS MIDDLE,06740310,1.9,1.9,3.1,90.1,3.1,45.4,54.6
GILL-MONTAGUE - HILLCREST,06740015,2.6,3.0,2.6,91.9,0.0,50.4,49.6
GILL-MONTAGUE - MONTAGUE CENTER,06740020,0.8,0.0,0.8,98.5,0.0,50.8,49.2
GILL-MONTAGUE - SHEFFIELD ELEMENTARY,06740050,1.0,1.0,2.3,95.6,0.0,50.1,49.9
GILL-MONTAGUE - TURNERS FALL HIGH,06740505,1.7,0.7,2.6,94.8,0.2,47.6,52.4
GLOUCESTER - BEEMAN MEMORIAL,01070010,1.2,0.4,0.4,98.0,0.0,52.4,47.6
GLOUCESTER - EAST GLOUCESTER ELEM,01070020,3.3,3.7,0.4,92.6,0.0,51.2,48.8
GLOUCESTER - GLOUCESTER ALT HIGH,01070510,0.0,0.0,0.0,100.0,0.0,69.0,31.0
GLOUCESTER - GLOUCESTER HIGH,01070505,0.2,0.5,1.1,98.2,0.0,50.1,49.9
GLOUCESTER - MILTON L FULLER ELEM,01070025,2.2,1.0,3.4,93.1,0.3,54.3,45.7
GLOUCESTER - PLUM COVE SCHOOL,01070042,2.5,0.0,0.0,97.5,0.0,47.1,52.9
GLOUCESTER - RALPH B O'MALEY MIDDLE,01070305,2.1,0.5,1.3,96.2,0.0,50.6,49.4
GLOUCESTER - VETERANS MEMORIAL,01070045,1.7,1.7,4.8,91.8,0.0,51.5,48.5
GLOUCESTER - WEST PARISH,01070050,1.2,0.2,0.2,98.3,0.0,51.4,48.6
GRAFTON - GRAFTON INTERMEDIATE,01100200,1.0,1.0,0.7,97.3,0.0,52.0,48.0
GRAFTON - GRAFTON MEMORIAL SENIOR,01100505,0.7,1.4,0.5,97.5,0.0,47.1,52.9
GRAFTON - GRAFTON MIDDLE,01100305,0.4,1.4,0.8,97.4,0.0,49.1,50.9
GRAFTON - NORTH GRAFTON ELEMENTARY,01100025,0.0,2.2,0.2,97.6,0.0,53.2,46.8
GRAFTON - SOUTH GRAFTON ELEMENTARY,01100005,1.2,1.7,0.7,96.3,0.0,55.0,45.0
GRANBY - EAST MEADOW,01110004,0.0,1.2,0.4,98.4,0.0,53.2,46.8
GRANBY - GRANBY JR SR HIGH SCH,01110505,0.6,1.0,1.0,97.1,0.2,50.0,50.0
GRANBY - WEST ST,01110010,0.3,0.3,0.0,99.4,0.0,50.1,49.9
GRANVILLE - GRANVILLE VILLAGE,01120005,0.8,0.0,0.4,98.8,0.0,52.8,47.2
GREATER FALL RIVER - DIMAN REG VOC TECH HIGH,08210605,0.7,0.6,1.1,96.9,0.7,61.9,38.1
GREATER LAWRENCE RVT - GR LAWRENCE REG VOC TECH,08230605,1.7,0.9,68.1,28.9,0.4,55.1,44.9
GREATER LOWELL VOC TEC - GR LOWELL REG VOC TECH,08280605,3.0,5.7,16.6,74.7,0.1,54.8,45.2
GREATER NEW BEDFORD - GR NEW BEDFORD VOC TECH,08250605,7.6,0.2,6.0,85.7,0.5,58.7,41.3
GREENFIELD - CONWAY STREET SCHOOL,01140003,0.0,0.0,4.8,95.2,0.0,57.1,42.9
GREENFIELD - FEDERAL,01140010,1.4,0.6,3.7,94.3,0.0,46.5,53.5
GREENFIELD - FOUR CORNERS,01140025,3.7,0.7,12.2,83.0,0.3,50.3,49.7
GREENFIELD - GREEN RIVER,01140030,2.3,0.0,0.0,97.7,0.0,49.2,50.8
GREENFIELD - GREENFIELD HIGH,01140505,1.9,0.8,5.9,91.3,0.0,49.6,50.4
GREENFIELD - GREENFIELD MIDDLE,01140305,1.8,1.3,4.9,92.0,0.0,51.7,48.3
GREENFIELD - NEWTON SCHOOL,01140035,4.4,0.4,2.6,92.6,0.0,50.6,49.4
GREENFIELD - NORTH PARISH,01140040,4.1,0.7,11.7,83.4,0.0,60.0,40.0
GROTON-DUNSTABLE - FLORENCE ROCHE SCHOOL,06730010,0.4,1.7,0.8,97.1,0.0,50.1,49.9
GROTON-DUNSTABLE - GROTON DUNSTABLE REGIONAL,06730505,0.2,0.9,0.2,98.5,0.2,49.8,50.2
GROTON-DUNSTABLE - GROTON-DUNSTABLE ECC,06730001,0.0,2.9,1.7,95.3,0.0,56.4,43.6
GROTON-DUNSTABLE - GROTON/DUN REG'L MIDDLE,06730305,0.0,0.2,0.0,99.8,0.0,50.3,49.7
GROTON-DUNSTABLE - PRESCOTT ELEM,06730040,0.4,3.8,0.8,94.9,0.0,49.6,50.4
GROTON-DUNSTABLE - SWALLOW/UNION SCHOOL,06730005,1.5,0.9,0.3,97.0,0.3,50.4,49.6
HADLEY - HADLEY ELEM,01170015,0.3,2.8,2.0,94.9,0.0,50.6,49.4
HADLEY - HOPKINS ACADEMY,01170505,0.0,1.5,2.6,95.9,0.0,47.8,52.2
HALIFAX - HALIFAX ELEMENTARY,01180005,1.5,0.4,0.0,98.1,0.0,50.8,49.2
HAMILTON-WENHAM - BESSIE BUKER MIDDLE,06750305,0.2,0.9,1.1,97.8,0.0,53.7,46.3
HAMILTON-WENHAM - CUTLER SCHOOL,06750010,0.9,1.1,0.7,97.4,0.0,52.7,47.3
HAMILTON-WENHAM - HAMILTON-WENHAM REG HIGH,06750505,0.3,1.3,0.1,98.3,0.0,45.0,55.0
HAMILTON-WENHAM - WINTHROP SCHOOL,06750015,1.6,2.9,0.4,95.0,0.2,52.4,47.6
HAMPDEN-WILBRAHAM - GREEN MEADOWS ELEM,06800005,0.0,0.0,0.0,100.0,0.0,47.7,52.3
HAMPDEN-WILBRAHAM - MEMORIAL TRANSITIONAL,06800015,2.2,2.2,1.1,94.5,0.0,53.5,46.5
HAMPDEN-WILBRAHAM - MILE TREE SCHOOL,06800020,1.8,1.4,1.8,95.0,0.0,54.5,45.5
HAMPDEN-WILBRAHAM - MINNECHAUG REG HIGH,06800505,1.5,1.5,0.6,96.3,0.1,50.5,49.5
HAMPDEN-WILBRAHAM - SOULE ROAD,06800030,2.3,2.3,0.6,94.8,0.0,54.3,45.7
HAMPDEN-WILBRAHAM - THORNTON BURGESS MIDDLE,06800305,3.7,0.7,0.2,95.3,0.0,49.3,50.7
HAMPDEN-WILBRAHAM - WILBRAHAM MIDDLE,06800310,1.3,2.4,1.3,95.0,0.0,48.5,51.5
HAMPSHIRE - HAMPSHIRE REG HIGH,06830505,0.1,0.1,0.1,99.7,0.0,51.4,48.6
HANCOCK - HANCOCK ELEMENTARY,01210005,2.2,0.0,0.0,97.8,0.0,54.3,45.7
HANOVER - CEDAR ELEMENTARY,01220004,0.4,0.8,0.6,98.3,0.0,49.6,50.4
HANOVER - CENTER ELEMENTARY,01220005,0.7,1.0,0.3,97.9,0.0,55.8,44.2
HANOVER - HANOVER HIGH,01220505,0.2,0.5,0.3,99.0,0.0,50.2,49.8
HANOVER - HANOVER MIDDLE,01220305,0.2,1.5,0.7,97.7,0.0,53.3,46.7
HANOVER - SALMOND,01220001,0.0,0.8,0.8,98.4,0.0,48.4,51.6
HANOVER - SYLVESTER,01220015,0.9,0.5,0.9,97.7,0.0,48.2,51.8
HARVARD - BROMFIELD,01250505,0.9,1.3,0.6,96.6,0.6,47.1,52.9
HARVARD - HARVARD ELEMENTARY,01250005,0.6,3.3,1.3,94.8,0.0,53.0,47.0
HARWICH - HARWICH ELEMENTARY,01260005,2.3,0.5,2.7,94.1,0.5,50.9,49.1
HARWICH - HARWICH HIGH,01260505,1.0,0.0,0.5,98.5,0.0,53.8,46.2
HARWICH - HARWICH MIDDLE,01260305,1.1,0.4,1.3,97.2,0.0,51.6,48.4
HATFIELD - DOROTHY M BREOR ELEM,01270005,0.3,0.7,0.0,99.0,0.0,53.2,46.8
HATFIELD - SMITH ACADEMY,01270505,0.5,0.0,0.0,99.5,0.0,50.0,50.0
HAVERHILL - BARTLETT,01280005,8.1,3.6,14.2,74.1,0.0,49.2,50.8
HAVERHILL - BURNHAM ELEMENTARY,01280010,3.8,1.1,13.0,82.2,0.0,48.6,51.4
HAVERHILL - CALEB DUSTIN HUNKING,01280035,1.5,1.3,4.5,92.6,0.0,51.7,48.3
HAVERHILL - COGSWELL,01280015,0.5,0.5,5.1,93.9,0.0,44.9,55.1
HAVERHILL - CONSENTINO,01280100,4.3,1.5,22.8,71.4,0.0,53.6,46.4
HAVERHILL - CROWELL,01280020,0.4,1.3,1.3,97.1,0.0,49.4,50.6
HAVERHILL - DR PAUL NETTLE,01280050,2.6,0.5,12.6,84.4,0.0,55.1,44.9
HAVERHILL - EARLY CHILDHOOD CTR,01280003,1.2,0.6,11.4,86.8,0.0,53.9,46.1
HAVERHILL - FOX,01280025,3.5,0.0,15.7,80.8,0.0,47.1,52.9
HAVERHILL - GOLDEN HILL,01280026,2.4,0.4,9.8,87.3,0.0,54.6,45.4
HAVERHILL - GREENLEAF,01280027,2.7,3.5,3.8,90.0,0.0,53.1,46.9
HAVERHILL - HAVERHILL HIGH,01280505,2.8,1.8,12.5,82.9,0.0,46.4,53.6
HAVERHILL - JOHN G WHITTIER,01280085,4.1,0.4,8.6,86.9,0.0,50.5,49.5
HAVERHILL - KNIPE,01280040,0.0,1.4,1.4,97.3,0.0,56.8,43.2
HAVERHILL - MOODY,01280045,1.1,0.7,4.9,92.9,0.4,52.4,47.6
HAVERHILL - R L WOOD,01280095,1.0,5.1,1.0,92.9,0.0,50.0,50.0
HAVERHILL - SILVER HILL,01280067,3.4,2.3,22.0,72.2,0.2,51.8,48.2
HAVERHILL - SMILEY ELEMENTARY,01280070,3.2,1.1,1.1,94.7,0.0,50.5,49.5
HAVERHILL - ST JAMES,01280062,4.4,0.3,38.1,57.1,0.0,52.4,47.6
HAVERHILL - TILTON,01280075,3.8,1.8,18.5,75.9,0.0,54.3,45.7
HAVERHILL - WALNUT SQUARE,01280080,1.5,0.0,4.4,94.1,0.0,50.7,49.3
HAWLEMONT - HAWLEMONT REG,06850005,1.0,0.5,0.5,97.9,0.0,53.4,46.6
HILLTOWN CHARTER SCHOOL - HILLTOWN COOPERATIVE CS,04500105,1.4,0.0,2.8,95.8,0.0,55.6,44.4
HINGHAM - HINGHAM HIGH,01310505,2.1,0.2,0.9,96.8,0.0,50.6,49.4
HINGHAM - HINGHAM JUNIOR HIGH,01310410,1.0,1.3,0.3,97.4,0.0,52.1,47.9
HINGHAM - PLYMOUTH RIVER,01310019,1.0,1.5,0.4,97.1,0.0,50.2,49.8
HINGHAM - SOUTH ELEM,01310020,0.5,1.0,0.5,98.1,0.0,52.8,47.2
HINGHAM - WM L FOSTER ELEM,01310010,1.2,1.1,0.8,97.0,0.0,44.9,55.1
HOLBROOK - HOLBROOK JR SR HIGH,01330505,5.0,1.5,5.2,88.3,0.0,48.8,51.2
HOLBROOK - JOHN F KENNEDY,01330018,7.7,0.8,2.5,89.0,0.0,50.6,49.4
HOLBROOK - SOUTH,01330025,6.0,0.8,2.6,90.4,0.3,50.8,49.2
HOLLAND - HOLLAND ELEMENTARY,01350005,0.3,0.3,2.4,97.0,0.0,48.8,51.2
HOLLISTON - ANDREWS,01360005,2.2,1.9,0.3,95.6,0.0,52.5,47.5
HOLLISTON - HOLLISTON HIGH,01360505,2.1,2.9,0.8,94.2,0.0,48.9,51.1
HOLLISTON - HOLLISTON MIDDLE,01360020,1.2,1.4,1.0,96.4,0.0,50.6,49.4
HOLLISTON - MILLER,01360025,0.7,1.5,0.7,97.1,0.0,51.4,48.6
HOLLISTON - WILDER,01360030,2.0,0.0,0.0,98.0,0.0,48.0,52.0
HOLYOKE - ANNE MCHUGH PRIMARY,01370007,4.4,1.3,82.1,12.3,0.0,53.8,46.2
HOLYOKE - DR WM R PECK,01370310,3.7,0.5,70.9,24.9,0.0,51.7,48.3
HOLYOKE - E N WHITE,01370045,6.6,1.5,62.0,29.9,0.0,51.9,48.1
HOLYOKE - HOLYOKE HIGH,01370505,3.7,1.0,48.9,46.3,0.1,48.4,51.6
HOLYOKE - HOLYOKE INTENSIVE PROG,01370520,0.0,0.0,95.2,4.8,0.0,90.5,9.5
HOLYOKE - JOHN J LYNCH MIDDLE,01370315,2.5,0.9,71.1,25.3,0.2,50.1,49.9
HOLYOKE - KELLY,01370040,5.4,0.6,74.4,19.6,0.0,53.3,46.7
HOLYOKE - LAWRENCE ELEM,01370010,1.7,0.0,74.1,23.4,0.8,58.1,41.9
HOLYOKE - LT CLAYRE SULLIVAN,01370055,3.8,0.7,74.4,21.1,0.0,52.3,47.7
HOLYOKE - LT ELMER J MCMAHON,01370015,3.6,0.0,66.3,30.1,0.0,46.3,53.7
HOLYOKE - MAGNET MIDDLE FOR ARTS,01370305,2.5,0.0,77.8,19.3,0.3,53.2,46.8
HOLYOKE - MAURICE A DONAHUE,01370060,2.6,0.5,78.2,18.7,0.0,54.6,45.4
HOLYOKE - MORGAN,01370025,2.1,0.2,74.4,23.2,0.0,50.7,49.3
HOLYOKE - WM J DEAN VOC TECH HIGH,01370605,3.2,0.0,72.3,24.3,0.1,48.7,51.3
HOPEDALE - HOPEDALE JR SR HIGH,01380505,0.9,1.2,0.0,97.9,0.0,46.0,54.0
HOPEDALE - MEMORIAL,01380010,1.4,1.0,0.4,97.2,0.0,50.6,49.4
HOPKINTON - CENTER,01390005,1.0,1.8,0.9,96.2,0.1,48.3,51.7
HOPKINTON - ELMWOOD,01390010,0.5,1.4,0.3,97.9,0.0,51.4,48.6
HOPKINTON - HOPKINTON HIGH,01390505,0.4,1.5,0.0,98.0,0.0,50.3,49.7
HOPKINTON - HOPKINTON MIDDLE SCHOOL,01390305,0.4,1.1,2.4,96.1,0.0,52.3,47.7
HUDSON - C A FARLEY,01410030,1.0,0.6,4.8,93.6,0.0,50.3,49.7
HUDSON - C R HUBERT,01410011,1.4,0.0,4.6,94.0,0.0,58.1,41.9
HUDSON - FOREST AVENUE ELEMENTARY,01410015,1.7,1.3,1.3,95.6,0.0,56.6,43.4
HUDSON - HUDSON HIGH,01410505,1.1,1.8,3.6,93.5,0.0,51.8,48.2
HUDSON - JOHN F KENNEDY,01410410,0.6,0.4,0.6,98.3,0.0,49.0,51.0
HUDSON - MULREADY ELEMENTARY,01410007,1.8,0.6,0.6,97.1,0.0,53.8,46.2
HULL - HULL JR/SR HIGH,01420505,2.1,1.4,1.7,94.7,0.0,52.0,48.0
HULL - LILLIAN M JACOBS,01420015,1.0,0.7,0.0,98.3,0.0,53.5,46.5
HULL - MEMORIAL MIDDLE,01420010,1.2,2.0,1.4,94.9,0.4,49.0,51.0
IPSWICH - IPSWICH HIGH,01440505,0.0,1.2,0.7,98.2,0.0,48.6,51.4
IPSWICH - PAUL F DOYON MEMORIAL,01440007,0.4,0.4,0.0,99.2,0.0,50.7,49.3
IPSWICH - R C WHIPPLE MIDDLE,01440305,1.1,2.0,0.7,96.2,0.0,51.7,48.3
IPSWICH - WINTHROP,01440015,2.1,1.0,0.4,96.5,0.0,51.2,48.8
KING PHILIP - KING PHILIP REG HIGH,06900505,0.1,1.7,0.6,97.6,0.0,46.1,53.9
KING PHILIP - KING PHILIP REG SCH NORTH,06900510,0.3,0.7,0.0,99.0,0.0,52.8,47.2
KINGSTON - KINGSTON ELEMENTARY,01450005,1.7,0.4,0.4,97.5,0.0,53.6,46.4
LAKEVILLE - ASSAWOMPSET,01460005,0.7,0.3,0.8,98.2,0.0,48.7,51.3
LANESBOROUGH - LANESBOROUGH ELEMENTARY,01480005,2.5,2.8,0.0,94.8,0.0,51.1,48.9
LAWRENCE - ALEXANDER B BRUCE,01490015,1.3,1.5,83.2,14.1,0.0,53.0,47.0
LAWRENCE - ARLINGTON,01490007,2.2,0.3,89.7,7.8,0.0,51.0,49.0
LAWRENCE - CHARLES S STORROW,01490070,5.8,2.3,66.5,24.5,0.8,46.7,53.3
LAWRENCE - EMILY G WETHERBEE,01490080,2.5,23.8,28.7,45.0,0.0,46.1,53.9
LAWRENCE - FRANCIS M LEAHY,01490040,2.4,0.5,88.7,8.5,0.0,51.8,48.2
LAWRENCE - GENERAL DONOVAN,01490005,1.8,0.0,91.6,6.6,0.0,54.2,45.8
LAWRENCE - HAVERHILL ST SCHOOL,01490019,3.0,0.8,85.5,10.7,0.0,50.8,49.2
LAWRENCE - HENRY K OLIVER,01490050,5.5,1.0,87.6,5.9,0.0,50.1,49.9
LAWRENCE - JAMES F HENNESSEY,01490020,3.2,3.0,81.2,12.6,0.0,50.4,49.6
LAWRENCE - JAMES F LEONARD,01490045,4.5,2.9,74.2,18.2,0.2,50.2,49.8
LAWRENCE - JOHN K TARBOX,01490075,0.5,0.3,97.6,1.6,0.0,48.8,51.2
LAWRENCE - JOHN R ROLLINS,01490055,5.5,0.5,57.1,36.9,0.0,52.5,47.5
LAWRENCE - LAWLOR ECC,01490002,3.1,0.4,84.3,11.7,0.4,52.5,47.5
LAWRENCE - LAWRENCE COMP ECC,01490003,1.8,3.6,61.5,33.1,0.0,50.7,49.3
LAWRENCE - LAWRENCE HIGH,01490505,2.3,4.9,85.0,7.9,0.0,48.9,51.1
LAWRENCE - NORTH CENTRAL ELEM,01490047,5.1,0.0,78.3,16.7,0.0,46.0,54.0
LAWRENCE - ROBERT FROST,01490018,1.8,6.7,61.4,30.1,0.0,54.2,45.8
LAWRENCE - SOUTH LAWRENCE EAST SCH,01490065,2.3,5.3,72.9,19.6,0.0,53.2,46.8
