SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Boston - Media Communications Technology High School,00350578,58.9,1.7,29.2,7.9,1.1,0.0,1.1,55.8,44.2
Boston - Michael J Perkins,00350231,36.8,7.0,37.3,12.9,0.0,0.5,5.5,45.3,54.7
Boston - Mildred Avenue K-8,00350378,74.6,1.5,21.5,1.3,0.4,0.0,0.7,55.1,44.9
Boston - Mission Hill School,00350382,40.0,0.6,29.1,22.4,0.6,0.0,7.3,53.3,46.7
Boston - Monument High School,00350538,41.4,3.6,32.5,21.3,0.9,0.0,0.3,53.8,46.2
Boston - Mozart,00350237,31.5,5.4,27.5,33.6,0.0,0.0,2.0,52.3,47.7
Boston - Nathan Hale,00350243,58.5,0.6,35.1,2.3,1.2,0.0,2.3,50.9,49.1
Boston - New Mission High School,00350542,66.0,0.0,30.1,2.7,0.4,0.0,0.8,43.4,56.6
Boston - O W Holmes,00350138,74.9,2.2,18.6,2.5,0.4,0.4,1.1,50.5,49.5
Boston - O'Bryant Sch Math/Science,00350575,38.3,22.1,25.4,12.8,0.3,0.2,0.9,44.1,55.9
Boston - Odyssey High School,00350577,38.9,7.7,30.9,20.6,0.3,0.0,1.7,56.3,43.7
Boston - Oliver Hazard Perry,00350255,18.0,3.8,15.1,61.9,0.0,0.0,1.3,51.9,48.1
Boston - Orchard Gardens,00350257,31.7,0.4,64.4,2.1,0.4,0.0,0.9,48.3,51.7
Boston - Parkway Academy of Technology and Health,00350574,45.9,0.9,43.4,7.8,0.6,0.0,1.3,46.9,53.1
Boston - Patrick F Gavin Middle,00350435,48.4,6.9,29.2,14.4,0.2,0.2,0.6,52.7,47.3
Boston - Patrick J Kennedy,00350264,6.6,1.9,79.8,8.9,0.0,0.0,2.7,55.3,44.7
Boston - Patrick O'Hearn,00350266,34.2,9.6,12.3,36.0,3.5,0.4,3.9,50.4,49.6
Boston - Paul A Dever,00350268,32.7,9.0,49.8,5.4,0.6,0.0,2.5,54.0,46.0
Boston - Phineas Bates,00350278,42.2,2.7,36.1,14.2,0.0,0.0,4.7,52.4,47.6
Boston - Quincy Upper School,00350565,23.6,55.6,12.6,6.2,0.8,0.0,1.2,56.6,43.4
Boston - Rafael Hernandez,00350691,2.9,0.2,90.8,5.4,0.0,0.0,0.7,46.0,54.0
Boston - Ralph Waldo Emerson,00350288,75.3,1.2,18.5,0.8,0.0,1.2,2.9,49.4,50.6
Boston - Richard J Murphy,00350240,27.9,24.7,12.2,31.8,0.9,0.2,2.3,52.9,47.1
Boston - Roger Clap,00350298,31.1,6.8,26.1,34.2,0.6,0.6,0.6,55.9,44.1
Boston - Samuel Adams,00350302,6.9,2.9,67.6,18.9,0.4,0.0,3.3,57.1,42.9
Boston - Samuel W Mason,00350304,51.4,1.0,31.3,11.1,0.0,0.5,4.8,51.9,48.1
Boston - Sarah Greenwood,00350308,27.3,0.8,67.6,2.4,0.0,0.3,1.6,51.1,48.9
Boston - Snowden Int'l High,00350690,38.4,12.8,38.9,8.5,0.3,0.0,1.0,44.7,55.3
Boston - Social Justice Academy,00350583,50.5,1.0,42.4,3.9,0.0,0.0,2.3,50.8,49.2
Boston - TechBoston Lower Academy,00350653,68.6,2.4,21.4,5.4,0.6,0.2,1.3,56.3,43.7
Boston - TechBoston Upper Academy,00350654,58.1,4.6,29.2,4.6,0.7,0.0,2.8,64.4,35.6
Boston - The Engineering School,00350582,51.4,2.8,38.2,6.5,0.0,0.3,0.9,67.4,32.6
Boston - The English High,00350535,37.2,2.0,55.8,3.8,0.1,0.0,1.1,54.7,45.3
Boston - Thomas J Kenny,00350328,50.6,20.9,17.7,8.8,0.4,0.4,1.2,53.8,46.2
Boston - Urban Science Academy,00350579,47.0,1.6,41.2,8.0,0.3,0.3,1.6,50.2,49.8
Boston - Warren-Prescott,00350346,10.6,2.4,30.1,55.1,0.0,0.0,1.8,51.5,48.5
Boston - Washington Irving Middle,00350445,37.0,3.6,46.6,10.4,0.5,0.0,1.8,53.6,46.4
Boston - William E Russell,00350366,27.3,11.7,54.5,2.6,0.3,0.3,3.4,52.7,47.3
Boston - William Ellery Channing,00350360,64.4,0.6,29.4,3.4,0.3,0.0,1.9,50.2,49.8
Boston - William H Ohrenberger,00350258,29.4,5.2,46.4,16.2,0.0,0.2,2.6,52.7,47.3
Boston - William McKinley,00350363,53.4,0.2,28.5,13.9,1.0,0.2,2.7,79.0,21.0
Boston - William Monroe Trotter,00350370,67.6,0.3,28.7,0.6,0.8,0.0,2.0,51.3,48.7
Boston - Winship Elementary,00350374,22.6,12.5,46.8,15.5,1.1,0.0,1.5,49.8,50.2
Boston - Wm B Rogers Middle,00350470,53.3,8.1,31.1,6.0,0.2,0.0,1.4,56.9,43.1
Boston - Young Achievers,00350380,61.0,0.4,32.4,3.6,0.6,0.0,2.1,58.0,42.0
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,29.6,1.0,11.8,55.3,0.4,0.0,2.0,46.3,53.7
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,62.4,1.4,30.8,3.2,0.7,0.4,1.1,42.3,57.7
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,68.1,0.0,25.4,6.6,0.0,0.0,0.0,51.6,48.4
Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School,04810550,68.1,1.8,27.0,1.0,0.1,0.0,2.0,48.2,51.8
Bourne - Bourne High,00360505,2.3,0.9,3.4,88.5,0.3,0.3,4.3,48.7,51.3
Bourne - Bourne Middle School,00360325,1.3,0.8,2.6,87.8,0.0,0.3,7.3,55.1,44.9
Bourne - Bournedale Elementary School,00360005,0.3,1.6,3.3,91.7,0.0,0.0,3.1,48.8,51.2
Bourne - James F Peebles Elem,00360010,0.8,1.4,3.9,83.9,0.0,0.0,10.0,47.8,52.2
Boxborough - Blanchard Memorial,00370005,0.8,21.0,2.8,70.7,0.2,0.0,4.4,54.3,45.7
Boxford - Harry Lee Cole,00380005,0.0,1.3,2.1,95.8,0.0,0.0,0.8,48.6,51.4
Boxford - Spofford Pond,00380013,0.6,0.4,1.1,97.0,0.0,0.2,0.8,55.1,44.9
Boylston - Boylston Elementary,00390005,1.9,4.2,1.6,88.1,0.8,0.0,3.4,48.0,52.0
Braintree - Archie T Morrison,00400033,7.7,9.8,11.1,70.1,0.0,0.7,0.7,51.2,48.8
Braintree - Braintree High,00400505,4.4,9.5,3.1,82.1,0.2,0.0,0.6,49.9,50.1
Braintree - Donald Ross,00400050,9.7,12.3,7.0,69.3,0.0,0.0,1.7,51.3,48.7
Braintree - East Middle School,00400305,5.5,8.9,5.0,80.1,0.0,0.1,0.4,52.7,47.3
Braintree - Highlands,00400015,0.7,7.6,1.9,88.7,0.0,0.0,1.2,48.0,52.0
Braintree - Hollis,00400005,1.6,5.8,3.6,87.7,0.0,0.0,1.4,51.4,48.6
Braintree - Liberty,00400025,2.1,12.5,2.3,82.3,0.2,0.0,0.6,51.8,48.2
Braintree - Mary E Flaherty School,00400020,2.3,8.0,1.8,85.5,0.0,0.5,2.0,54.4,45.6
Braintree - South Middle School,00400310,2.5,8.5,2.3,84.7,0.2,0.0,1.7,51.9,48.1
Brewster - Eddy Elementary,00410010,2.8,1.2,4.0,92.0,0.0,0.0,0.0,50.2,49.8
Brewster - Stony Brook Elementary,00410005,4.4,2.4,4.0,88.1,0.4,0.0,0.8,49.2,50.8
Bridgewater-Raynham - Bridgewater Middle School,06250320,3.3,0.5,1.7,93.3,0.0,0.0,1.2,50.7,49.3
Bridgewater-Raynham - Bridgewater-Raynham Reg,06250505,4.0,1.3,1.7,91.2,0.3,0.1,1.4,50.2,49.8
Bridgewater-Raynham - Laliberte Elementary School,06250050,2.0,1.8,2.6,89.1,0.0,0.0,4.4,52.0,48.0
Bridgewater-Raynham - Merrill Elementary School,06250020,1.4,1.7,2.6,90.2,0.6,0.0,3.5,52.4,47.6
Bridgewater-Raynham - Mitchell Elementary School,06250002,3.3,0.6,1.9,90.8,0.0,0.0,3.4,54.2,45.8
Bridgewater-Raynham - Raynham Middle School,06250315,2.7,1.1,2.5,91.2,0.3,0.0,2.2,52.8,47.2
Bridgewater-Raynham - Williams Intermediate School,06250300,2.3,1.8,2.4,91.4,0.0,0.0,2.1,54.4,45.6
Brimfield - Brimfield Elementary,00430005,0.0,1.5,0.9,96.2,0.0,0.0,1.5,49.7,50.3
Bristol County Agricultural - Bristol County Agr High,09100705,1.6,0.5,2.0,94.6,0.2,0.0,1.1,28.1,71.9
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Voc Tech,08100605,2.6,0.7,4.7,89.7,0.1,0.2,2.1,54.4,45.6
Brockton - Ashfield Middle School,00440421,42.9,3.8,9.1,42.0,0.2,0.2,1.7,53.2,46.8
Brockton - B B Russell Alternative School,00440080,54.9,4.9,14.6,19.5,2.4,1.2,2.4,86.6,13.4
Brockton - Brockton Champion High School,00440515,42.8,0.6,14.4,41.1,0.6,0.0,0.6,49.4,50.6
Brockton - Brockton High,00440505,56.2,2.3,11.7,27.3,0.9,0.2,1.6,49.5,50.5
Brockton - Brookfield,00440010,33.2,1.9,10.1,50.0,0.9,0.6,3.4,49.1,50.9
Brockton - Downey,00440110,48.3,2.1,18.5,26.5,0.5,0.5,3.5,56.9,43.1
Brockton - Dr W Arnone Comm Sch,00440001,54.5,0.9,22.0,16.3,0.6,0.1,5.6,53.9,46.1
Brockton - East Junior High,00440405,62.6,0.8,10.9,21.9,0.5,0.2,3.0,56.6,43.4
Brockton - Edgar B Davis,00440023,54.4,0.9,15.4,24.7,0.5,0.4,3.8,48.6,51.4
Brockton - Hancock,00440045,39.2,5.4,8.0,43.8,0.4,0.3,3.0,47.8,52.2
Brockton - Howard School,00440050,34.4,4.2,11.5,40.6,0.0,0.0,9.4,55.2,44.8
Brockton - Huntington,00440055,60.5,1.4,15.2,17.4,0.0,0.8,4.7,51.8,48.2
Brockton - John F Kennedy,00440017,40.4,6.4,10.3,37.9,0.3,0.3,4.2,53.1,46.9
Brockton - Joseph F. Plouffe Academy,00440422,37.3,3.3,19.2,36.3,0.8,0.0,3.0,51.2,48.8
Brockton - Lincoln Alternative School,00440400,36.4,2.3,22.7,31.8,0.0,0.0,6.8,75.0,25.0
Brockton - Louis F Angelo Elem,00440065,52.3,4.8,12.6,25.8,0.1,0.5,3.9,54.4,45.6
Brockton - Manthala George Jr School,00440003,35.4,1.7,38.1,19.1,0.6,0.2,4.9,52.8,47.2
Brockton - Mary E. Baker School,00440002,43.8,1.6,11.0,37.3,0.9,0.0,5.4,55.6,44.4
Brockton - North Junior High,00440410,54.0,1.2,15.7,24.4,1.4,0.4,2.9,47.2,52.8
Brockton - Oscar F Raymond,00440078,67.9,2.2,8.4,15.7,0.6,0.5,4.7,47.8,52.2
Brockton - South Junior High,00440415,48.7,3.8,13.4,32.0,0.2,0.0,1.9,54.8,45.2
Brockton - West Junior High,00440420,49.8,3.1,15.3,29.5,0.2,0.0,2.1,51.8,48.2
Brookfield - Brookfield Elementary,00450005,0.0,0.3,4.3,92.8,0.0,0.0,2.6,48.7,51.3
Brookline - Brookline High,00460505,9.9,15.8,10.2,60.1,0.0,0.1,4.0,52.3,47.7
Brookline - Edith C Baker,00460005,5.2,29.0,7.1,53.5,0.0,0.3,4.9,53.2,46.8
Brookline - Edward Devotion,00460015,7.6,12.7,9.4,64.7,0.0,0.4,5.2,52.3,47.7
Brookline - Heath,00460025,4.1,11.1,8.1,73.6,0.0,0.0,3.1,49.1,50.9
Brookline - John D Runkle,00460045,5.2,14.4,12.8,58.8,0.0,0.0,8.7,49.9,50.1
Brookline - Lawrence,00460030,6.7,26.0,7.8,52.2,0.0,0.0,7.3,49.7,50.3
Brookline - Michael Driscoll,00460020,7.1,13.8,5.4,64.3,0.0,0.0,9.4,48.9,51.1
Brookline - Pierce,00460040,6.3,21.9,9.1,53.4,0.0,0.0,9.4,48.4,51.6
Brookline - The Lynch Center,00460060,6.5,16.1,12.9,56.5,0.0,0.0,8.1,56.5,43.5
Brookline - William H Lincoln,00460035,9.3,18.0,9.7,56.4,0.0,0.0,6.6,52.5,47.5
Burlington - Burlington High,00480505,3.5,12.0,2.5,80.2,0.1,0.0,1.7,49.3,50.7
Burlington - Fox Hill,00480007,2.4,16.0,3.0,76.2,0.0,0.0,2.4,51.9,48.1
Burlington - Francis Wyman Elem,00480035,4.3,14.6,2.7,73.8,0.5,0.0,4.2,55.0,45.0
Burlington - Marshall Simonds Middle,00480303,3.5,10.0,2.2,81.1,0.0,0.3,2.8,53.9,46.1
Burlington - Memorial,00480015,6.1,14.4,1.5,75.4,1.9,0.4,0.4,53.0,47.0
Burlington - Pine Glen Elementary,00480020,1.8,10.5,4.4,81.0,0.0,0.0,2.3,49.7,50.3
Cambridge - Amigos School,00490006,7.5,3.1,54.6,29.5,0.0,0.0,5.4,45.8,54.2
Cambridge - Cambridge Rindge and Latin,00490506,38.0,8.7,14.7,36.3,0.6,0.1,1.6,51.2,48.8
Cambridge - Cambridgeport,00490007,31.2,13.6,7.8,42.7,0.7,0.0,4.1,46.4,53.6
Cambridge - Fletcher/Maynard Academy,00490090,50.2,6.4,22.1,15.3,2.0,1.2,2.8,52.6,47.4
Cambridge - Graham and Parks,00490080,23.4,16.7,7.9,46.7,0.7,0.2,4.3,50.5,49.5
Cambridge - Haggerty,00490020,27.0,15.2,5.1,43.9,0.7,0.7,7.4,53.4,46.6
Cambridge - John M Tobin,00490065,35.5,20.1,11.6,26.4,1.4,0.0,5.0,47.9,52.1
Cambridge - Kennedy-Longfellow,00490040,36.4,9.5,19.8,32.3,0.3,0.3,1.4,51.1,48.9
Cambridge - King Open,00490035,24.5,7.2,12.4,50.2,0.6,0.2,4.8,55.0,45.0
Cambridge - Maria L. Baldwin,00490005,27.2,9.9,8.1,48.6,0.8,0.3,5.2,54.0,46.0
Cambridge - Martin Luther King Jr.,00490030,51.3,17.9,10.6,15.2,0.0,0.8,4.2,52.1,47.9
Cambridge - Morse,00490045,36.5,14.1,11.0,32.2,0.5,0.5,5.3,46.8,53.2
Cambridge - Peabody,00490050,38.7,11.7,8.3,36.9,0.0,0.4,4.0,52.9,47.1
Canton - Canton High,00500505,12.7,4.5,4.0,75.2,0.1,0.0,3.4,49.3,50.7
Canton - Dean S Luce,00500020,5.1,8.4,2.1,81.6,0.0,0.0,2.8,51.9,48.1
Canton - John F Kennedy,00500017,6.0,7.5,2.9,79.3,0.2,0.0,4.1,53.4,46.6
Canton - Lt Peter M Hansen,00500012,8.5,8.2,3.2,74.2,0.0,0.0,5.9,52.4,47.6
Canton - Rodman Early Childhood Center,00500010,7.2,4.3,1.4,85.5,0.0,0.0,1.4,50.7,49.3
Canton - Wm H Galvin Middle,00500305,7.3,5.9,2.5,81.5,0.1,0.0,2.7,50.2,49.8
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,0.4,0.9,4.4,91.7,0.0,0.0,2.6,46.1,53.9
Cape Cod Regional Vocational Technical - Cape Cod Region Voc Tech,08150605,4.1,0.0,6.1,85.4,1.0,0.1,3.2,63.9,36.1
Carlisle - Carlisle School,00510025,0.3,8.2,1.6,85.5,0.0,0.0,4.4,51.3,48.7
Carver - Carver Elementary School,00520015,1.1,0.1,0.6,97.9,0.1,0.2,0.0,51.6,48.4
Carver - Carver Middle/High School,00520405,2.8,0.1,0.0,96.9,0.1,0.1,0.0,48.6,51.4
Central Berkshire - Becket Washington School,06350005,0.0,0.9,8.0,85.0,0.0,0.0,6.2,54.0,46.0
Central Berkshire - Berkshire Trail Elem,06350010,2.2,0.0,2.2,94.6,0.0,0.0,1.1,46.7,53.3
Central Berkshire - Craneville,06350025,0.2,1.3,2.1,93.9,0.0,0.0,2.5,50.4,49.6
Central Berkshire - Kittredge,06350035,1.1,0.6,1.1,93.3,0.0,0.0,3.9,54.4,45.6
Central Berkshire - Nessacus Regional Middle School,06350305,1.0,1.8,1.2,94.2,0.0,0.0,1.8,51.0,49.0
Central Berkshire - Wahconah Regional High,06350505,0.6,0.8,1.6,95.1,0.0,0.0,1.9,51.8,48.2
Chatham - Chatham Elementary,00550005,1.5,2.6,4.9,88.0,0.0,0.0,3.0,56.9,43.1
Chatham - Chatham High,00550505,2.0,0.5,4.0,89.9,0.0,1.0,2.5,52.3,47.7
Chatham - Chatham Middle School,00550305,1.0,1.4,6.3,87.5,0.5,0.0,3.4,51.4,48.6
Chelmsford - Byam School,00560030,4.8,10.5,2.8,80.1,0.4,0.0,1.5,50.6,49.4
Chelmsford - Center Elementary School,00560005,3.5,11.4,3.0,79.5,0.2,0.0,2.4,51.8,48.2
Chelmsford - Charles D Harrington,00560025,3.0,15.0,3.6,76.7,0.6,0.0,1.1,50.3,49.7
Chelmsford - Chelmsford High,00560505,1.8,7.8,1.8,88.1,0.2,0.0,0.4,49.1,50.9
Chelmsford - Col Moses Parker Schl,00560305,2.2,9.6,2.4,83.6,0.1,0.0,2.0,49.9,50.1
Chelmsford - Community Education Center,00560001,2.0,29.0,0.0,67.0,0.0,0.0,2.0,58.0,42.0
Chelmsford - McCarthy Middle School,00560310,2.3,7.1,2.8,87.3,0.0,0.0,0.5,51.5,48.5
Chelmsford - South Row,00560015,4.3,11.6,1.9,81.3,0.2,0.4,0.2,50.4,49.6
Chelsea - Chelsea High,00570505,7.8,3.5,79.0,9.2,0.1,0.0,0.4,51.4,48.6
Chelsea - Clark Avenue School,00570050,7.0,1.3,81.5,9.4,0.2,0.2,0.5,49.0,51.0
Chelsea - Edgar A Hooks Elem,00570030,6.5,2.0,82.2,8.0,0.0,0.0,1.3,54.1,45.9
Chelsea - Eugene Wright School,00570045,8.5,2.2,80.7,8.5,0.2,0.0,0.0,47.5,52.5
Chelsea - Frank M Sokolowski Elem,00570040,8.7,3.9,78.4,8.4,0.0,0.0,0.7,50.3,49.7
Chelsea - George F. Kelly Elem,00570035,2.6,0.8,92.7,3.7,0.0,0.0,0.2,45.3,54.7
Chelsea - Joseph A. Browne School,00570055,9.3,3.2,79.2,7.9,0.0,0.0,0.5,50.2,49.8
Chelsea - Shurtleff Early Childhood,00570003,4.4,1.8,85.1,6.7,0.7,0.0,1.4,50.9,49.1
Chelsea - William A Berkowitz Elem,00570025,9.6,2.9,76.8,9.8,0.0,0.0,0.9,54.2,45.8
Chesterfield-Goshen - New Hingham Regional Elem,06320025,0.5,0.5,1.1,97.3,0.0,0.0,0.5,51.9,48.1
Chicopee - Barry,00610003,1.9,4.5,11.2,78.8,0.5,0.0,3.1,53.0,47.0
Chicopee - Belcher,00610010,3.8,0.8,38.8,55.9,0.0,0.0,0.8,55.5,44.5
Chicopee - Bellamy Middle,00610305,3.1,1.3,36.6,56.0,0.1,0.5,2.5,52.2,47.8
Chicopee - Bowe,00610015,2.7,1.1,49.4,41.3,0.7,0.5,4.3,50.1,49.9
Chicopee - Bowie,00610020,4.2,0.7,9.4,80.7,0.0,0.2,4.7,50.7,49.3
Chicopee - Chicopee Academy,00610021,5.9,0.0,41.2,51.8,0.0,0.0,1.2,62.4,37.6
Chicopee - Chicopee Comprehensive HS,00610510,3.0,1.5,18.2,75.1,0.3,0.3,1.5,56.0,44.0
Chicopee - Chicopee High,00610505,4.1,0.8,26.7,67.0,0.1,0.3,1.2,46.6,53.4
Chicopee - Fairview Middle,00610310,2.7,1.3,19.2,74.1,0.1,0.1,2.4,50.2,49.8
Chicopee - Gen John J Stefanik,00610090,5.0,0.5,62.4,30.6,0.0,0.0,1.5,49.5,50.5
Chicopee - Lambert-Lavoie,00610040,1.3,4.6,17.9,73.3,0.0,0.0,2.9,58.0,42.0
Chicopee - Litwin,00610022,3.7,2.3,23.2,68.4,0.0,0.3,2.1,48.0,52.0
Chicopee - Selser,00610050,1.9,2.4,42.2,50.9,0.0,0.0,2.7,50.7,49.3
Chicopee - Streiber Memorial School,00610065,1.6,1.2,15.6,77.7,0.0,0.0,3.9,50.0,50.0
Chicopee - Szetela ECC,00610001,0.4,2.0,16.5,79.5,0.0,0.0,1.6,60.6,39.4
Christa McAuliffe Regional Charter Public (District) - Christa McAuliffe Regional Charter Public Sch,04180305,4.0,2.5,12.9,76.7,1.0,0.0,3.0,63.4,36.6
City On A Hill Charter Public (District) - City On A Hill Charter Public School,04370505,70.5,0.7,24.2,1.4,0.4,0.0,2.8,41.1,58.9
Clarksburg - Clarksburg Elementary,00630010,0.6,0.0,0.6,98.3,0.0,0.0,0.6,51.4,48.6
Clinton - Clinton Elementary,00640050,4.1,1.6,18.0,74.4,0.2,0.0,1.7,53.5,46.5
Clinton - Clinton Middle School,00640305,4.1,1.9,20.7,73.1,0.0,0.0,0.2,57.4,42.6
Clinton - Clinton Senior High,00640505,3.9,0.2,21.6,73.8,0.2,0.0,0.4,52.4,47.6
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,87.3,0.0,11.1,0.8,0.0,0.0,0.8,44.4,55.6
Cohasset - Cohasset Middle/High School,00650505,4.2,0.6,0.4,94.8,0.0,0.0,0.0,50.1,49.9
Cohasset - Deer Hill,00650005,2.6,0.8,0.5,95.5,0.5,0.0,0.0,52.0,48.0
Cohasset - Joseph Osgood,00650010,2.1,2.8,1.2,92.5,0.5,0.0,0.9,50.6,49.4
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,73.1,2.2,16.8,3.9,0.0,0.0,3.9,41.6,58.4
Community Day Charter Public (District) - Community Day Charter Public School,04400205,1.5,1.5,88.2,8.8,0.0,0.0,0.0,48.3,51.7
Concord - Alcott,00670005,5.8,6.5,4.9,78.0,0.2,0.0,4.6,46.3,53.7
Concord - Concord Middle,00670305,7.2,7.5,3.8,80.4,0.2,0.0,1.0,42.8,57.2
Concord - Thoreau,00670020,3.6,5.6,4.2,81.8,0.0,0.0,4.9,54.2,45.8
Concord - Willard,00670030,5.2,4.7,4.1,83.2,0.0,0.0,2.8,49.0,51.0
Concord-Carlisle - Concord Carlisle High,06400505,5.2,5.9,3.1,83.5,0.2,0.0,2.2,48.2,51.8
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,37.9,3.3,26.8,26.1,0.0,0.7,5.2,50.3,49.7
Conway - Conway Grammar,00680005,0.0,0.6,0.6,97.7,0.0,0.6,0.6,54.9,45.1
Danvers - Danvers High,00710505,0.9,1.4,3.9,93.1,0.1,0.0,0.6,43.8,56.2
Danvers - Great Oak,00710015,1.4,2.5,5.0,89.0,0.0,0.0,2.2,47.7,52.3
Danvers - Highlands,00710010,0.5,2.6,6.1,87.5,0.0,0.0,3.3,52.0,48.0
Danvers - Holten Richmond Middle School,00710305,0.4,1.7,4.9,90.5,0.5,0.0,1.8,52.3,47.7
Danvers - Ivan G Smith,00710032,0.7,3.2,5.4,89.2,0.0,0.0,1.4,45.5,54.5
Danvers - Riverside,00710030,2.4,0.9,6.1,86.9,0.9,0.0,2.8,55.4,44.6
Danvers - Willis E Thorpe,00710045,0.6,2.5,4.7,90.4,0.3,0.0,1.6,51.9,48.1
Dartmouth - Dartmouth High,00720505,1.7,2.5,1.5,92.1,0.3,0.4,1.5,52.2,47.8
Dartmouth - Dartmouth Middle,00720050,1.8,3.0,1.6,92.1,0.5,0.3,0.8,50.0,50.0
Dartmouth - George H Potter,00720030,1.7,2.3,3.9,89.3,0.0,0.0,2.9,50.4,49.6
Dartmouth - James M. Quinn School,00720040,1.7,3.8,1.3,91.6,0.2,0.1,1.3,50.9,49.1
Dartmouth - Joseph Demello,00720015,1.9,1.7,0.8,94.7,0.0,0.2,0.6,54.8,45.2
Dedham - Avery,00730010,9.3,5.3,19.0,62.4,0.9,0.0,3.1,48.2,51.8
Dedham - Dedham High,00730505,8.3,2.4,8.5,78.2,0.5,0.0,2.0,51.7,48.3
Dedham - Dedham Middle School,00730305,7.7,2.4,9.5,78.6,0.0,0.0,1.8,54.0,46.0
Dedham - Early Childhood Center,00730005,2.7,3.3,7.6,83.3,0.6,0.0,2.4,57.3,42.7
Dedham - Greenlodge,00730025,2.1,1.5,7.1,88.3,0.0,0.0,0.9,54.0,46.0
Dedham - Oakdale,00730030,6.0,3.1,6.6,82.3,0.0,0.0,2.0,51.6,48.4
Dedham - Riverdale,00730045,8.8,3.5,9.2,75.9,0.9,0.0,1.8,50.4,49.6
Deerfield - Deerfield Elem,00740015,1.0,2.0,3.5,91.8,0.2,0.0,1.4,50.8,49.2
Dennis-Yarmouth - Dennis-Yarmouth Reg High,06450505,5.6,2.0,6.7,82.5,1.2,0.0,2.0,52.1,47.9
Dennis-Yarmouth - Ezra H Baker,06450005,7.0,1.5,5.0,81.3,0.5,0.0,4.7,48.0,52.0
Dennis-Yarmouth - Laurence C MacArthur Elem,06450020,5.4,3.9,9.7,76.1,0.8,0.0,4.2,51.7,48.3
Dennis-Yarmouth - Marguerite E Small Elem,06450015,4.3,2.0,8.7,77.5,2.6,0.3,4.6,49.4,50.6
Dennis-Yarmouth - Mattacheese Middle Sch,06450305,3.4,2.2,9.3,78.7,1.1,0.0,5.2,54.6,45.4
Dennis-Yarmouth - N H Wixon Middle,06450310,4.5,0.9,6.5,81.3,0.4,0.2,6.2,54.0,46.0
Dennis-Yarmouth - Station Avenue Elem,06450025,5.1,2.8,10.4,68.6,4.6,0.0,8.5,51.7,48.3
Dighton-Rehoboth - Dighton Elementary,06500005,1.0,1.4,1.6,92.9,0.0,0.0,3.0,56.0,44.0
Dighton-Rehoboth - Dighton Middle School,06500305,1.2,0.5,2.4,93.7,0.0,0.0,2.2,56.6,43.4
Dighton-Rehoboth - Dighton-Rehoboth Rhs,06500505,0.5,0.6,0.9,96.1,0.0,0.0,1.9,49.2,50.8
Dighton-Rehoboth - Dorothy L Beckwith,06500310,1.0,1.4,3.2,91.4,0.2,0.0,2.9,52.9,47.1
Dighton-Rehoboth - Palmer River,06500010,0.4,0.7,3.1,92.9,0.0,0.0,2.8,53.3,46.7
Dorchester Collegiate Academy Charter (District) - Dorchester Collegiate Academy Charter,04750505,65.0,0.0,25.0,10.0,0.0,0.0,0.0,40.0,60.0
Douglas - Douglas Early Childhood,00770003,0.0,3.2,1.1,95.7,0.0,0.0,0.0,61.7,38.3
Douglas - Douglas Elementary,00770010,0.2,1.7,1.5,93.7,0.0,0.0,2.9,49.0,51.0
Douglas - Douglas High School,00770505,0.2,0.3,1.7,97.3,0.0,0.3,0.2,51.4,48.6
Douglas - Douglas Intermediate School,00770100,0.0,0.3,2.7,95.9,0.0,0.0,1.1,50.6,49.4
Dover - Chickering,00780005,3.1,7.7,1.4,86.5,0.2,0.0,1.0,52.3,47.7
Dover-Sherborn - Dover-Sherborn Reg High,06550505,1.3,3.8,1.5,93.3,0.2,0.0,0.0,47.9,52.1
Dover-Sherborn - Dover-Sherborn Reg MS,06550405,2.0,4.8,1.3,90.2,0.2,0.2,1.3,52.2,47.8
Dracut - Brookside Elementary,00790035,3.6,7.4,6.6,80.8,0.2,0.0,1.3,51.9,48.1
Dracut - Dracut Senior High,00790505,2.7,5.0,5.1,85.5,0.1,0.0,1.7,50.0,50.0
Dracut - George H. Englesby Intermediate,00790040,1.9,3.8,4.8,88.0,0.0,0.3,1.2,51.5,48.5
Dracut - Greenmont Avenue,00790030,1.4,3.2,4.1,90.0,0.0,0.5,0.9,52.7,47.3
Dracut - Joseph A Campbell Elem,00790020,2.6,5.3,4.3,86.8,0.0,0.0,1.0,53.4,46.6
Dracut - Lakeview Junior High,00790410,2.9,3.4,4.1,88.9,0.0,0.1,0.7,55.3,44.7
Dracut - Parker Avenue,00790025,8.7,6.3,17.3,66.1,0.0,0.0,1.6,60.6,39.4
Dudley-Charlton Reg - Charlton Elementary,06580020,0.2,0.0,5.6,90.4,0.0,2.0,1.8,54.1,45.9
