SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Boston - Mission Hill School,00350382,40.4,0.6,34.9,16.9,0.6,0.0,6.6,48.2,51.8
Boston - Mozart,00350237,29.7,2.3,36.0,29.7,0.0,0.0,2.3,51.2,48.8
Boston - Nathan Hale,00350243,58.3,0.6,35.1,1.2,1.2,0.0,3.6,48.8,51.2
Boston - New Mission High School,00350542,61.2,0.4,34.5,2.7,0.8,0.0,0.4,49.6,50.4
Boston - O W Holmes,00350138,65.6,1.5,27.6,1.8,0.3,0.3,2.8,50.9,49.1
Boston - O'Bryant School Math/Science,00350575,37.5,20.7,29.6,11.1,0.2,0.1,0.9,43.6,56.4
Boston - Oliver Hazard Perry,00350255,18.5,3.1,31.3,46.7,0.0,0.0,0.4,50.2,49.8
Boston - Orchard Gardens,00350257,39.7,0.9,55.5,1.2,0.4,0.7,1.7,48.0,52.0
Boston - Patrick J Kennedy,00350264,4.7,1.1,85.2,7.6,0.0,0.0,1.4,54.2,45.8
Boston - Paul A Dever,00350268,26.5,7.0,61.3,3.5,0.4,0.0,1.3,49.9,50.1
Boston - Phineas Bates,00350278,33.8,5.0,42.8,15.3,0.0,0.0,3.1,50.0,50.0
Boston - Quincy Upper School,00350565,22.2,51.9,17.9,5.7,0.4,0.0,1.9,58.5,41.5
Boston - Rafael Hernandez,00350691,2.4,0.2,90.6,6.0,0.0,0.0,0.7,47.5,52.5
Boston - Richard J Murphy,00350240,24.7,25.3,19.6,27.3,0.4,0.3,2.3,49.0,51.0
Boston - Roger Clap,00350298,24.1,6.0,38.6,29.5,0.6,0.6,0.6,55.4,44.6
Boston - Samuel Adams,00350302,6.1,1.8,70.9,20.1,0.0,0.0,1.1,54.7,45.3
Boston - Samuel W Mason,00350304,48.9,1.3,36.5,8.2,0.0,0.9,4.3,50.2,49.8
Boston - Sarah Greenwood,00350308,26.9,0.8,69.8,1.0,0.0,0.3,1.3,49.6,50.4
Boston - Snowden International School at Copley,00350690,37.1,9.0,43.4,8.3,0.5,0.0,1.7,46.6,53.4
Boston - TechBoston Academy,00350657,64.1,4.3,24.3,4.8,0.4,0.2,1.9,56.7,43.3
Boston - The English High,00350535,36.6,1.5,56.7,2.8,0.7,0.3,1.5,56.7,43.3
Boston - Thomas J Kenny,00350328,55.8,15.9,21.6,4.0,1.0,0.7,1.0,55.1,44.9
Boston - Umana/Alighieri K-8,00350656,5.7,3.4,74.0,15.6,0.3,0.0,1.1,52.4,47.6
Boston - Urban Science Academy,00350579,45.0,1.2,45.3,6.3,0.7,0.3,1.2,53.8,46.2
Boston - Warren-Prescott,00350346,11.2,3.3,28.5,53.6,0.2,0.0,3.1,52.5,47.5
Boston - Washington Irving Middle,00350445,32.6,2.0,53.2,10.6,0.0,0.0,1.6,58.3,41.7
Boston - William E Russell,00350366,25.5,10.8,58.5,2.2,0.5,0.3,2.2,51.2,48.8
Boston - William Ellery Channing,00350360,53.9,0.3,40.7,2.1,0.0,0.0,3.0,51.2,48.8
Boston - William H Ohrenberger,00350258,25.3,3.8,51.8,16.1,0.3,0.2,2.6,50.8,49.2
Boston - William McKinley,00350363,48.0,1.0,34.9,11.6,1.0,0.0,3.6,74.0,26.0
Boston - William Monroe Trotter,00350370,65.5,0.0,31.3,1.1,0.3,0.0,1.8,51.1,48.9
Boston - Winship Elementary,00350374,18.9,11.5,50.0,17.2,0.0,0.0,2.4,49.7,50.3
Boston - Wm B Rogers Middle,00350470,61.0,5.4,27.1,4.8,0.2,0.0,1.5,56.2,43.8
Boston - Young Achievers,00350380,50.8,0.4,44.6,3.2,0.4,0.0,0.7,56.3,43.7
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,25.2,1.2,13.8,57.1,0.4,0.0,2.3,46.1,53.9
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,53.0,3.2,23.9,6.1,0.6,9.8,3.5,42.7,57.3
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,48.1,5.1,33.1,13.1,0.0,0.3,0.3,50.1,49.9
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,64.3,0.0,27.0,4.2,1.1,0.3,3.1,49.9,50.1
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,66.6,1.7,28.2,1.2,0.0,0.0,2.3,47.8,52.2
Bourne - Bourne High School,00360505,2.1,0.7,3.8,86.6,0.2,0.2,6.4,53.0,47.0
Bourne - Bourne Middle School,00360325,0.8,1.0,2.5,90.3,0.1,0.0,5.3,52.1,47.9
Bourne - Bournedale Elementary School,00360005,0.6,1.5,4.3,89.9,0.0,0.0,3.7,50.9,49.1
Bourne - Peebles Elementary School,00360010,0.3,2.8,3.4,88.4,0.8,0.0,4.2,46.5,53.5
Boxborough - Blanchard Memorial,00370005,1.1,24.8,3.4,65.9,0.2,0.0,4.6,54.5,45.5
Boxford - Harry Lee Cole,00380005,0.3,3.1,2.0,93.5,0.0,0.3,0.8,49.9,50.1
Boxford - Spofford Pond,00380013,0.2,1.5,1.9,95.3,0.0,0.2,0.9,50.9,49.1
Boylston - Boylston Elementary,00390005,1.0,5.2,1.8,88.1,0.5,0.0,3.4,49.2,50.8
Braintree - Archie T Morrison,00400033,9.5,8.8,4.5,76.2,0.0,0.0,1.0,50.8,49.2
Braintree - Braintree High,00400505,4.5,10.4,3.6,80.6,0.1,0.0,0.8,50.5,49.5
Braintree - Donald Ross,00400050,8.0,11.5,7.1,72.1,0.3,0.0,1.0,54.5,45.5
Braintree - East Middle School,00400305,6.7,9.1,4.5,79.0,0.0,0.3,0.4,49.9,50.1
Braintree - Highlands,00400015,2.1,7.5,2.6,86.7,0.2,0.0,0.9,49.4,50.6
Braintree - Hollis,00400005,5.0,7.1,4.6,81.7,0.0,0.0,1.6,53.2,46.8
Braintree - Liberty,00400025,3.9,16.0,2.6,76.5,0.2,0.0,0.9,50.8,49.2
Braintree - Mary E Flaherty School,00400020,2.3,8.8,2.8,84.5,0.0,0.0,1.6,53.2,46.8
Braintree - South Middle School,00400310,1.5,8.9,2.4,85.7,0.2,0.0,1.3,50.7,49.3
Brewster - Eddy Elementary,00410010,3.4,1.7,1.3,91.9,0.0,0.0,1.7,51.7,48.3
Brewster - Stony Brook Elementary,00410005,4.6,1.9,4.6,87.7,0.0,0.0,1.2,53.5,46.5
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,60.6,1.4,26.8,1.4,0.0,0.0,9.9,43.7,56.3
Bridgewater-Raynham - Bridgewater Middle School,06250320,2.4,2.0,1.4,92.0,0.0,0.0,2.2,55.1,44.9
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,3.5,0.8,2.2,91.6,0.2,0.0,1.7,51.9,48.1
Bridgewater-Raynham - Laliberte Elementary School,06250050,1.5,1.9,2.1,89.3,0.2,0.2,4.9,52.1,47.9
Bridgewater-Raynham - Merrill Elementary School,06250020,2.7,1.3,3.0,90.3,0.3,0.0,2.3,49.3,50.7
Bridgewater-Raynham - Mitchell Elementary School,06250002,3.5,0.5,1.9,89.9,0.0,0.0,4.3,54.4,45.6
Bridgewater-Raynham - Raynham Middle School,06250315,2.4,1.4,2.2,89.8,0.3,0.0,3.9,49.6,50.4
Bridgewater-Raynham - Williams Intermediate School,06250300,2.7,1.2,2.1,91.0,0.0,0.0,2.9,50.2,49.8
Brimfield - Brimfield Elementary,00430005,1.2,1.2,0.9,96.0,0.0,0.0,0.6,47.3,52.7
Bristol County Agricultural - Bristol County Agricultural High,09100705,1.8,0.9,3.4,91.7,0.0,0.0,2.2,28.3,71.7
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,3.7,0.3,5.7,87.4,0.2,0.1,2.6,54.7,45.3
Brockton - Ashfield Middle School,00440421,44.8,2.3,8.5,41.3,0.6,0.2,2.3,51.2,48.8
Brockton - B B Russell Alternative School,00440080,61.5,2.2,13.2,15.4,2.2,1.1,4.4,73.6,26.4
Brockton - Brockton Champion High School,00440515,49.2,0.0,18.6,29.0,1.6,0.0,1.6,53.6,46.4
Brockton - Brockton High,00440505,57.7,2.4,11.6,25.8,0.6,0.1,1.9,49.4,50.6
Brockton - Brookfield,00440010,41.5,1.1,10.3,42.0,0.5,0.5,4.1,51.6,48.4
Brockton - Downey,00440110,46.0,1.2,20.0,25.9,0.2,0.9,5.9,55.9,44.1
Brockton - Dr W Arnone Community School,00440001,57.5,1.0,20.0,14.2,0.5,0.2,6.7,51.2,48.8
Brockton - East Middle School,00440405,69.7,0.8,11.2,15.3,0.0,0.0,3.1,49.6,50.4
Brockton - Edgar B Davis,00440023,58.3,1.2,12.7,21.6,0.6,0.6,4.9,45.8,54.2
Brockton - Gilmore School Early Childhood Center,00440050,44.8,3.5,12.4,36.3,0.0,0.4,2.7,63.7,36.3
Brockton - Goddard Alternative School,00440400,28.1,1.6,23.4,39.1,0.0,0.0,7.8,60.9,39.1
Brockton - Hancock,00440045,36.8,5.0,10.3,44.5,0.4,0.4,2.6,50.5,49.5
Brockton - Huntington,00440055,67.8,0.7,15.0,11.7,0.0,0.7,4.1,52.2,47.8
Brockton - John F Kennedy,00440017,44.0,6.8,10.7,34.8,0.0,0.0,3.7,51.8,48.2
Brockton - Joseph F. Plouffe Academy,00440422,37.5,3.6,20.7,33.6,0.7,0.0,4.1,51.0,49.0
Brockton - Louis F Angelo Elementary,00440065,49.4,5.0,12.3,28.0,0.1,0.2,5.0,52.4,47.6
Brockton - Manthala George Jr. School,00440003,36.1,0.9,43.3,14.9,0.2,0.2,4.2,49.9,50.1
Brockton - Mary E. Baker School,00440002,46.4,2.4,11.8,32.2,0.5,0.1,6.6,56.3,43.7
Brockton - North Middle School,00440410,68.3,0.8,14.3,12.7,0.8,0.2,2.8,53.2,46.8
Brockton - Oscar F Raymond,00440078,70.6,2.3,9.4,13.5,0.3,0.1,3.8,50.9,49.1
Brockton - South Middle School,00440415,51.6,3.8,13.0,28.5,0.4,0.4,2.3,52.4,47.6
Brockton - West Middle School,00440420,47.3,4.4,14.1,31.4,0.5,0.0,2.4,50.5,49.5
Brookfield - Brookfield Elementary,00450005,0.3,0.3,3.7,92.7,0.0,0.0,3.0,51.5,48.5
Brookline - Brookline High,00460505,8.7,15.1,9.9,60.4,0.0,0.1,5.7,52.1,47.9
Brookline - Edith C Baker,00460005,5.3,29.1,7.6,51.0,0.0,0.3,6.6,51.7,48.3
Brookline - Edward Devotion,00460015,7.0,12.5,9.1,62.6,0.0,0.1,8.6,52.1,47.9
Brookline - Heath,00460025,4.7,13.3,8.8,70.3,0.0,0.0,2.9,50.1,49.9
Brookline - John D Runkle,00460045,4.3,15.0,12.6,57.8,0.0,0.0,10.3,51.9,48.1
Brookline - Lawrence,00460030,6.3,26.8,10.4,46.8,0.0,0.0,9.7,49.3,50.7
Brookline - Michael Driscoll,00460020,5.1,14.0,5.2,62.9,0.5,0.2,12.1,52.1,47.9
Brookline - Pierce,00460040,6.4,20.7,10.1,54.3,0.0,0.0,8.5,50.3,49.7
Brookline - The Lynch Center,00460060,2.6,14.1,11.5,59.0,0.0,0.0,12.8,48.7,51.3
Brookline - William H Lincoln,00460035,9.0,21.0,12.0,51.1,0.0,0.0,6.8,49.4,50.6
Burlington - Burlington High,00480505,5.3,12.9,3.8,75.5,0.0,0.2,2.3,50.8,49.2
Burlington - Fox Hill,00480007,1.9,15.0,5.6,74.9,0.5,0.0,2.2,54.6,45.4
Burlington - Francis Wyman Elementary,00480035,5.7,17.2,2.8,69.5,0.7,0.0,4.1,55.5,44.5
Burlington - Marshall Simonds Middle,00480303,8.4,11.3,2.8,74.4,0.4,0.1,2.6,52.0,48.0
Burlington - Memorial,00480015,6.4,15.4,3.6,70.1,1.9,0.0,2.6,49.5,50.5
Burlington - Pine Glen Elementary,00480020,3.3,8.3,4.6,78.8,1.0,0.0,4.0,53.3,46.7
Cambridge - Amigos School,00490006,7.8,3.6,43.7,37.7,0.0,0.3,6.9,41.0,59.0
Cambridge - Cambridge Rindge and Latin,00490506,37.1,10.8,13.8,35.8,0.7,0.0,1.7,50.9,49.1
Cambridge - Cambridgeport,00490007,28.1,9.9,10.6,44.5,0.4,0.0,6.5,50.6,49.4
Cambridge - Fletcher/Maynard Academy,00490090,45.0,5.5,19.6,21.8,1.8,1.5,4.8,53.9,46.1
Cambridge - Graham and Parks,00490080,22.0,12.2,8.6,51.1,0.5,0.2,5.4,50.4,49.6
Cambridge - Haggerty,00490020,26.2,14.5,4.8,46.2,0.3,0.3,7.6,50.7,49.3
Cambridge - John M Tobin,00490065,36.1,19.1,9.3,28.9,1.0,0.2,5.3,49.8,50.2
Cambridge - Kennedy-Longfellow,00490040,31.3,10.3,18.2,36.7,0.2,0.2,3.0,53.0,47.0
Cambridge - King Open,00490035,23.5,8.2,11.3,49.5,1.0,0.2,6.2,56.7,43.3
Cambridge - Maria L. Baldwin,00490005,25.0,9.9,8.2,49.5,0.5,0.3,6.6,52.7,47.3
Cambridge - Martin Luther King Jr.,00490030,45.6,16.7,12.6,20.7,0.0,0.3,4.1,47.3,52.7
Cambridge - Morse,00490045,33.4,12.7,11.0,35.2,0.7,0.7,6.2,49.9,50.1
Cambridge - Peabody,00490050,32.1,10.4,8.0,43.3,0.2,0.6,5.4,51.5,48.5
Canton - Canton High,00500505,11.4,6.0,3.3,76.4,0.0,0.0,2.8,49.0,51.0
Canton - Dean S Luce,00500020,8.9,9.4,4.2,73.6,0.2,0.0,3.7,50.2,49.8
Canton - John F Kennedy,00500017,3.6,10.6,2.4,79.6,0.0,0.0,3.8,49.6,50.4
Canton - Lt Peter M Hansen,00500012,10.9,7.5,2.4,73.9,0.2,0.0,5.1,49.3,50.7
Canton - Rodman Early Childhood Center,00500010,2.0,5.1,0.0,90.8,0.0,0.0,2.0,61.2,38.8
Canton - Wm H Galvin Middle,00500305,7.9,6.3,3.7,78.5,0.0,0.0,3.6,53.5,46.5
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,0.9,0.4,2.2,93.9,0.0,0.0,2.6,51.3,48.7
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,4.6,0.4,9.4,79.3,1.3,0.1,4.6,63.2,36.8
Carlisle - Carlisle School,00510025,0.5,9.2,2.6,81.9,0.0,0.0,5.8,50.4,49.6
Carver - Carver Elementary School,00520015,0.8,0.0,0.6,98.4,0.1,0.0,0.0,51.6,48.4
Carver - Carver Middle/High School,00520405,3.3,0.0,0.1,95.9,0.3,0.3,0.0,50.3,49.7
Central Berkshire - Becket Washington School,06350005,0.0,0.0,8.1,87.4,0.0,0.0,4.5,47.7,52.3
Central Berkshire - Berkshire Trail Elementary,06350010,2.4,0.0,2.4,92.9,0.0,0.0,2.4,43.5,56.5
Central Berkshire - Craneville,06350025,0.2,1.1,2.4,92.8,0.2,0.0,3.3,53.8,46.2
Central Berkshire - Kittredge,06350035,0.6,1.2,0.6,95.7,0.0,0.0,1.9,55.6,44.4
Central Berkshire - Nessacus Regional Middle School,06350305,1.4,0.5,2.0,92.5,0.0,0.0,3.6,47.2,52.8
Central Berkshire - Wahconah Regional High,06350505,1.0,1.5,2.2,93.5,0.0,0.0,1.7,51.4,48.6
Chatham - Chatham Elementary,00550005,1.9,1.5,3.8,88.7,0.0,0.0,4.2,51.7,48.3
Chatham - Chatham High,00550505,4.0,1.7,4.6,85.1,0.0,1.1,3.4,51.1,48.9
Chatham - Chatham Middle School,00550305,2.6,2.0,5.1,87.8,0.0,0.0,2.6,57.1,42.9
Chelmsford - Byam School,00560030,7.8,13.7,3.5,72.7,0.8,0.0,1.6,47.8,52.2
Chelmsford - Center Elementary School,00560005,3.9,10.6,3.7,78.4,0.6,0.2,2.6,52.6,47.4
Chelmsford - Charles D Harrington,00560025,3.3,18.2,3.1,74.2,0.4,0.0,0.8,49.2,50.8
Chelmsford - Chelmsford High,00560505,2.7,8.9,2.9,84.8,0.1,0.0,0.6,50.3,49.7
Chelmsford - Col Moses Parker School,00560305,1.8,9.4,3.2,83.1,0.1,0.0,2.4,50.6,49.4
Chelmsford - Community Education Center,00560001,1.9,17.0,3.8,71.7,0.0,0.0,5.7,66.0,34.0
Chelmsford - McCarthy Middle School,00560310,2.0,7.5,2.6,86.6,0.0,0.0,1.3,53.0,47.0
Chelmsford - South Row,00560015,4.9,13.0,0.5,80.0,0.0,0.9,0.7,48.1,51.9
Chelsea - Chelsea High,00570505,9.5,3.6,76.9,9.3,0.2,0.0,0.5,51.1,48.9
Chelsea - Clark Avenue School,00570050,3.3,2.4,85.1,8.1,0.0,0.2,0.9,46.1,53.9
Chelsea - Edgar A Hooks Elementary,00570030,7.3,2.6,81.0,6.7,0.4,0.0,2.0,54.2,45.8
Chelsea - Eugene Wright Science and Technology Academy,00570045,8.6,2.1,78.9,10.3,0.2,0.0,0.0,48.1,51.9
Chelsea - Frank M Sokolowski Elementary,00570040,8.9,2.2,78.7,8.9,0.4,0.0,0.8,53.8,46.2
Chelsea - George F. Kelly Elementary,00570035,3.6,0.2,91.9,3.8,0.0,0.0,0.6,46.9,53.1
Chelsea - Joseph A. Browne School,00570055,11.3,1.8,79.2,7.7,0.0,0.0,0.0,49.6,50.4
Chelsea - Shurtleff Early Childhood,00570003,4.4,1.1,83.7,9.9,0.2,0.0,0.6,53.8,46.2
Chelsea - William A Berkowitz Elementary,00570025,7.5,1.3,81.6,8.4,0.4,0.0,0.7,50.7,49.3
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,0.6,0.6,0.6,97.6,0.0,0.0,0.6,51.5,48.5
Chicopee - Barry,00610003,1.1,2.9,16.9,75.4,0.7,0.0,2.9,53.0,47.0
Chicopee - Belcher,00610010,3.0,1.1,33.3,59.5,0.0,0.4,2.7,58.7,41.3
Chicopee - Bellamy Middle,00610305,4.2,1.7,36.0,56.1,0.2,0.2,1.6,52.4,47.6
Chicopee - Bowe,00610015,3.5,0.0,52.1,40.5,0.0,0.0,3.9,48.4,51.6
Chicopee - Bowie,00610020,3.2,0.8,13.8,77.3,0.0,0.0,4.9,51.9,48.1
Chicopee - Chicopee Academy,00610021,6.2,0.0,46.4,44.3,0.0,0.0,3.1,68.0,32.0
Chicopee - Chicopee Comprehensive High School,00610510,3.0,1.9,18.9,73.2,0.3,0.7,2.0,53.8,46.2
Chicopee - Chicopee High,00610505,2.6,2.4,31.3,61.8,0.2,0.0,1.7,47.8,52.2
Chicopee - Fairview Middle,00610310,2.7,1.3,23.5,69.0,0.3,0.4,2.9,51.0,49.0
Chicopee - Gen John J Stefanik,00610090,7.1,0.5,62.8,26.4,0.0,0.0,3.1,50.8,49.2
Chicopee - Lambert-Lavoie,00610040,0.3,3.6,15.8,75.7,0.0,0.0,4.6,53.9,46.1
Chicopee - Litwin,00610022,4.2,0.7,23.9,69.7,0.0,0.0,1.5,54.2,45.8
Chicopee - Selser,00610050,1.9,1.3,38.7,55.1,0.0,0.0,3.0,49.2,50.8
Chicopee - Streiber Memorial School,00610065,1.5,1.9,17.2,74.8,0.0,0.0,4.6,51.9,48.1
Chicopee - Szetela Early Childhood Center,00610001,1.3,2.9,19.2,74.2,0.0,0.0,2.5,59.6,40.4
Christa McAuliffe Regional Charter Public (District) - Christa McAuliffe Regional Charter Public School,04180305,5.2,5.6,11.2,76.2,0.0,0.0,1.9,58.0,42.0
City On A Hill Charter Public (District) - City On A Hill Charter Public School,04370505,69.8,1.4,26.5,1.4,0.0,0.0,1.0,44.0,56.0
Clarksburg - Clarksburg Elementary,00630010,0.0,0.0,1.7,97.8,0.0,0.0,0.6,49.4,50.6
Clinton - Clinton Elementary,00640050,3.4,1.8,18.3,75.3,0.0,0.0,1.3,52.1,47.9
Clinton - Clinton Middle School,00640305,4.3,1.7,22.4,70.5,0.3,0.0,0.7,52.9,47.1
Clinton - Clinton Senior High,00640505,4.7,1.0,23.2,71.1,0.0,0.0,0.0,53.5,46.5
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,84.6,1.3,11.4,2.0,0.7,0.0,0.0,44.3,55.7
Cohasset - Cohasset Middle/High School,00650505,4.8,0.6,0.7,94.0,0.0,0.0,0.0,50.2,49.8
Cohasset - Deer Hill,00650005,2.9,2.9,1.7,92.5,0.0,0.0,0.0,49.0,51.0
Cohasset - Joseph Osgood,00650010,1.2,1.0,0.5,96.3,0.2,0.0,0.7,54.8,45.2
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,67.0,3.0,23.6,1.8,1.5,0.0,3.0,43.6,56.4
Community Day Charter Public (District) - Community Day Charter Public School,04400205,1.8,1.2,89.4,7.6,0.0,0.0,0.0,47.7,52.3
Concord - Alcott,00670005,6.5,5.5,5.3,76.7,0.5,0.0,5.5,44.7,55.3
Concord - Concord Middle,00670305,4.0,7.0,3.3,83.5,0.2,0.0,2.1,46.4,53.6
Concord - Thoreau,00670020,4.6,7.3,4.6,76.9,0.0,0.0,6.7,53.4,46.6
Concord - Willard,00670030,4.8,3.5,5.0,83.5,0.2,0.0,3.0,46.3,53.7
Concord-Carlisle - Concord Carlisle High,06400505,5.8,7.7,3.8,80.8,0.2,0.0,1.7,47.1,52.9
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,37.4,7.6,26.3,24.6,0.0,0.0,4.1,54.4,45.6
Conway - Conway Grammar,00680005,0.0,0.0,1.7,97.2,0.0,0.0,1.1,54.1,45.9
Danvers - Danvers High,00710505,1.3,1.5,4.8,90.5,0.2,0.0,1.8,47.3,52.7
Danvers - Great Oak,00710015,1.4,1.6,7.3,88.6,0.0,0.0,1.1,46.2,53.8
Danvers - Highlands,00710010,1.0,3.7,5.4,86.3,0.2,0.0,3.4,50.1,49.9
Danvers - Holten Richmond Middle School,00710305,1.9,1.8,4.4,90.1,0.2,0.0,1.6,50.8,49.2
Danvers - Ivan G Smith,00710032,0.0,4.7,5.1,88.8,0.0,0.0,1.4,50.9,49.1
Danvers - Riverside,00710030,2.8,1.5,6.7,85.9,0.3,0.0,2.8,55.0,45.0
Danvers - Willis E Thorpe,00710045,0.6,4.3,3.7,89.2,0.0,0.0,2.2,50.5,49.5
Dartmouth - Andrew B. Cushman School,00720005,3.8,4.5,2.3,85.7,0.0,0.0,3.8,51.9,48.1
Dartmouth - Dartmouth High,00720505,2.2,3.3,1.5,91.2,0.2,0.2,1.5,51.5,48.5
Dartmouth - Dartmouth Middle,00720050,1.4,3.0,1.6,92.0,0.3,0.2,1.4,49.1,50.9
Dartmouth - George H Potter,00720030,2.7,2.5,4.2,87.7,0.0,0.2,2.7,51.4,48.6
Dartmouth - James M. Quinn School,00720040,1.9,4.3,1.9,89.8,0.3,0.0,1.8,55.2,44.8
Dartmouth - Joseph Demello,00720015,2.8,2.1,0.5,93.3,0.2,0.0,1.2,52.9,47.1
Dedham - Avery,00730010,9.3,5.7,21.1,56.4,1.3,0.0,6.2,48.9,51.1
Dedham - Dedham High,00730505,8.7,2.9,9.9,76.5,0.3,0.1,1.5,50.1,49.9
Dedham - Dedham Middle School,00730305,7.6,3.9,10.8,75.5,0.2,0.0,2.2,52.1,47.9
Dedham - Early Childhood Center,00730005,3.1,2.8,9.0,81.3,0.6,0.0,3.1,53.3,46.7
Dedham - Greenlodge,00730025,1.6,1.0,9.4,86.7,0.0,0.0,1.3,53.4,46.6
Dedham - Oakdale,00730030,5.2,2.0,6.4,84.0,0.0,0.0,2.3,51.7,48.3
Dedham - Riverdale,00730045,6.6,3.1,9.2,77.6,0.9,0.0,2.6,53.1,46.9
Deerfield - Deerfield Elementary,00740015,1.1,1.9,3.9,90.9,0.2,0.0,1.9,54.7,45.3
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,6.1,1.4,8.0,78.3,1.0,0.1,5.0,53.2,46.8
Dennis-Yarmouth - Ezra H Baker,06450005,7.3,0.8,5.9,78.2,2.2,0.0,5.6,51.3,48.7
Dennis-Yarmouth - Laurence C MacArthur Elementary,06450020,5.1,2.2,8.1,79.4,1.1,0.0,4.0,54.8,45.2
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,4.6,3.4,9.5,73.6,3.1,0.0,5.8,49.1,50.9
Dennis-Yarmouth - Mattacheese Middle School,06450305,3.7,3.2,7.4,78.5,1.9,0.0,5.3,52.1,47.9
Dennis-Yarmouth - N H Wixon Middle,06450310,7.3,1.6,6.0,77.8,0.7,0.0,6.7,49.9,50.1
Dennis-Yarmouth - Station Avenue Elementary,06450025,6.2,2.2,8.9,72.4,4.2,0.0,6.2,49.3,50.7
Dighton-Rehoboth - Dighton Elementary,06500005,0.9,2.0,2.0,92.3,0.2,0.0,2.5,54.5,45.5
Dighton-Rehoboth - Dighton Middle School,06500305,0.7,1.5,2.2,92.5,0.0,0.0,3.0,58.1,41.9
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,0.8,0.9,2.5,93.6,0.0,0.0,2.1,52.2,47.8
Dighton-Rehoboth - Dorothy L Beckwith,06500310,0.3,0.6,2.7,93.7,0.2,0.0,2.5,51.7,48.3
Dighton-Rehoboth - Palmer River,06500010,0.6,0.8,3.0,93.0,0.0,0.0,2.6,52.6,47.4
Dorchester Collegiate Academy Charter (District) - Dorchester Collegiate Academy Charter,04750505,77.3,1.8,15.5,4.5,0.0,0.0,0.9,56.4,43.6
Douglas - Douglas Early Childhood,00770003,0.0,4.8,0.0,94.0,0.0,0.0,1.2,41.0,59.0
Douglas - Douglas Elementary,00770010,0.3,2.7,3.3,90.2,0.0,0.3,3.3,54.5,45.5
Douglas - Douglas High School,00770505,0.2,0.3,1.3,97.3,0.0,0.3,0.5,51.8,48.2
Douglas - Douglas Intermediate School,00770100,0.3,0.8,1.8,95.3,0.2,0.0,1.7,49.5,50.5
Dover - Chickering,00780005,3.3,8.2,2.5,83.0,0.0,0.0,2.9,55.3,44.7
Dover-Sherborn - Dover-Sherborn Regional High,06550505,1.9,4.6,2.4,90.6,0.0,0.0,0.6,49.3,50.7
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,2.0,6.5,1.3,87.7,0.0,0.0,2.5,49.5,50.5
Dracut - Brookside Elementary,00790035,3.9,7.9,7.1,80.1,0.0,0.0,1.1,51.5,48.5
Dracut - Dracut Senior High,00790505,3.5,4.8,5.8,84.6,0.0,0.1,1.2,51.5,48.5
Dracut - George H. Englesby Intermediate,00790040,2.1,4.8,6.8,84.9,0.0,0.0,1.4,52.1,47.9
Dracut - Greenmont Avenue,00790030,3.8,2.5,4.2,87.4,0.0,0.4,1.7,50.0,50.0
Dracut - Joseph A Campbell Elementary,00790020,3.5,5.0,5.0,84.6,0.0,0.0,1.8,53.3,46.7
Dracut - Lakeview Junior High,00790410,2.1,3.7,5.0,87.5,0.0,0.2,1.5,50.2,49.8
Dracut - Parker Avenue,00790025,9.8,6.3,12.5,67.0,0.9,0.0,3.6,52.7,47.3
Dudley-Charlton Reg - Charlton Elementary,06580020,0.5,0.0,3.9,92.1,0.0,1.8,1.6,52.6,47.4
Dudley-Charlton Reg - Charlton Middle School,06580310,0.7,0.0,3.6,93.8,0.0,1.5,0.5,52.9,47.1
Dudley-Charlton Reg - Dudley Elementary,06580005,1.2,0.0,5.1,91.3,0.2,0.5,1.7,53.2,46.8
Dudley-Charlton Reg - Dudley Middle School,06580305,1.1,0.0,6.1,89.7,0.2,0.9,2.0,52.6,47.4
Dudley-Charlton Reg - Heritage School,06580030,0.9,0.0,6.0,89.2,0.0,1.5,2.3,50.4,49.6
Dudley-Charlton Reg - Mason Road School,06580010,1.6,0.0,7.2,88.8,0.0,1.0,1.3,46.7,53.3
