SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Methuen - Donald P Timony Grammar,01810060,2.7,5.4,36.7,52.8,0.3,0.0,2.1,52.3,47.7
Methuen - Marsh Grammar School,01810030,2.0,2.8,18.6,74.9,0.0,0.1,1.6,49.8,50.2
Methuen - Methuen High,01810505,3.2,3.2,26.5,64.5,0.8,0.0,1.8,52.4,47.6
Methuen - Pleasant Valley School,01810004,2.9,11.8,23.5,55.9,0.0,0.0,5.9,50.0,50.0
Methuen - Tenney Grammar School,01810055,4.0,3.0,38.4,53.2,0.0,0.1,1.3,50.6,49.4
Middleborough - Henry B. Burkland Elementary School,01820008,1.4,1.2,4.8,88.6,1.2,0.0,2.9,49.8,50.2
Middleborough - John T. Nichols Middle,01820305,2.3,1.2,3.9,89.6,0.4,0.0,2.6,55.8,44.2
Middleborough - Mary K. Goode Elementary School,01820010,1.1,1.8,3.2,90.2,0.8,0.0,3.0,51.4,48.6
Middleborough - Memorial Early Childhood Center,01820011,2.6,0.7,4.0,89.4,0.0,0.0,3.3,53.1,46.9
Middleborough - Middleborough High,01820505,3.2,1.1,2.8,89.7,0.6,0.0,2.6,50.1,49.9
Middleton - Fuller Meadow,01840003,0.7,2.2,2.9,92.6,0.4,0.0,1.1,51.8,48.2
Middleton - Howe-Manning,01840005,0.4,4.7,2.8,90.9,0.0,0.0,1.3,51.4,48.6
Milford - Brookside,01850065,2.7,2.9,22.3,66.4,2.3,0.0,3.4,52.9,47.1
Milford - Memorial,01850010,3.2,3.0,25.7,63.0,2.4,0.0,2.8,52.7,47.3
Milford - Milford High,01850505,2.0,3.1,11.2,81.6,0.9,0.2,1.1,50.4,49.6
Milford - Milford Middle East,01850310,2.3,1.3,16.5,79.0,0.0,0.0,1.0,50.0,50.0
Milford - Shining Star Early Childhood Center,01850075,2.6,4.6,13.7,75.8,2.0,0.0,1.3,51.6,48.4
Milford - Stacy Middle,01850305,2.6,3.5,18.2,72.1,2.0,0.1,1.5,50.1,49.9
Milford - Woodland,01850090,2.1,2.1,21.4,69.2,1.4,0.0,3.7,53.0,47.0
Millbury - Elmwood Street,01860017,1.5,2.8,7.4,82.6,0.0,0.0,5.7,48.6,51.4
Millbury - Millbury Junior/Senior High,01860505,2.1,1.1,4.3,88.5,0.4,0.1,3.5,52.1,47.9
Millbury - Raymond E. Shaw Elementary,01860025,0.7,0.7,7.6,88.2,0.0,0.0,2.7,46.9,53.1
Millis - Clyde F Brown,01870005,1.0,2.8,4.6,87.1,0.5,0.2,3.9,55.3,44.7
Millis - Millis High School,01870505,1.5,2.3,2.0,91.2,0.8,0.8,1.5,53.0,47.0
Millis - Millis Middle,01870020,1.6,1.6,3.4,91.0,0.7,0.2,1.6,48.9,51.1
Milton - Charles S Pierce Middle,01890410,21.0,5.7,3.6,65.8,0.1,0.6,3.2,47.6,52.4
Milton - Collicot,01890005,3.4,6.3,2.3,85.9,0.2,0.5,1.5,52.9,47.1
Milton - Cunningham School,01890007,11.1,5.7,3.1,78.6,0.0,0.0,1.5,53.3,46.7
Milton - Glover,01890010,7.1,5.8,4.9,78.8,0.2,0.4,2.9,53.8,46.2
Milton - Milton High,01890505,24.1,5.1,4.8,63.8,0.1,0.2,1.8,48.3,51.7
Milton - Tucker,01890020,39.8,3.2,8.2,46.4,0.0,0.0,2.4,55.4,44.6
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,6.9,3.2,7.7,79.9,0.0,0.0,2.3,67.6,32.4
Mohawk Trail - Buckland-Shelburne Regional,07170005,0.9,0.5,0.5,95.3,0.0,0.0,2.8,47.2,52.8
Mohawk Trail - Colrain Central,07170010,2.7,0.0,2.7,93.6,0.0,0.0,0.9,51.8,48.2
Mohawk Trail - Heath Elementary,07170015,0.0,0.0,10.1,89.9,0.0,0.0,0.0,58.0,42.0
Mohawk Trail - Mohawk Trail Regional High,07170505,1.6,1.6,3.6,91.0,0.0,0.0,2.2,50.5,49.5
Mohawk Trail - Sanderson Academy,07170020,0.0,1.7,1.7,94.0,0.0,0.0,2.6,51.3,48.7
Monomoy Regional School District - Chatham Elementary School,07120001,8.1,1.5,3.9,83.8,0.0,0.0,2.7,50.6,49.4
Monomoy Regional School District - Chatham High School,07120505,12.8,0.7,6.4,76.6,0.0,0.0,3.5,53.2,46.8
Monomoy Regional School District - Chatham Middle School,07120305,11.7,1.1,4.3,80.9,0.0,0.0,2.1,53.2,46.8
Monomoy Regional School District - Harwich Elementary School,07120002,4.4,1.7,4.4,84.1,0.0,0.0,5.3,50.5,49.5
Monomoy Regional School District - Harwich High School,07120510,6.0,0.6,2.8,87.3,0.3,0.0,2.8,50.6,49.4
Monomoy Regional School District - Harwich Middle School,07120310,5.6,1.3,4.6,83.6,0.5,0.0,4.4,53.6,46.4
Monson - Granite Valley Middle,01910310,0.5,0.5,1.6,95.6,0.0,0.2,1.6,51.3,48.7
Monson - Monson Innovation High School,01910505,1.1,1.1,3.3,92.2,0.3,0.3,1.7,45.7,54.3
Monson - Quarry Hill Community School,01910025,0.4,1.5,1.7,94.0,0.2,0.9,1.3,50.1,49.9
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,1.0,1.6,11.7,80.4,0.1,0.1,5.2,53.6,46.4
Mount Greylock - Mt Greylock Regional High,07150505,1.2,1.9,1.9,91.9,0.0,0.0,3.0,50.8,49.2
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,16.4,15.1,5.2,59.7,0.3,0.0,3.3,47.6,52.4
Nahant - Johnson,01960010,1.1,4.9,3.8,90.3,0.0,0.0,0.0,46.5,53.5
Nantucket - Cyrus Peirce,01970010,13.9,1.3,13.9,67.7,0.0,0.0,3.3,52.5,47.5
Nantucket - Nantucket Elementary,01970005,13.3,1.8,22.3,57.8,0.0,0.3,4.6,50.5,49.5
Nantucket - Nantucket High,01970505,14.7,2.8,13.0,67.3,0.0,0.0,2.1,51.2,48.8
Narragansett - Baldwinville Elementary,07200005,2.0,0.0,1.5,94.1,0.0,0.5,2.0,51.2,48.8
Narragansett - Narragansett  Middle,07200305,0.4,0.4,2.2,93.7,0.4,0.0,2.9,51.1,48.9
Narragansett - Narragansett Regional High,07200505,1.4,0.2,1.9,92.1,0.2,0.2,3.9,44.7,55.3
Narragansett - Phillipston Memorial,07200003,1.2,0.6,2.4,94.0,0.6,0.6,0.6,53.9,46.1
Narragansett - Templeton Center,07200020,0.0,0.0,0.8,97.0,0.0,0.8,1.5,53.4,46.6
Nashoba - Center School,07250020,0.2,4.4,2.5,92.6,0.0,0.0,0.4,50.1,49.9
Nashoba - Florence Sawyer School,07250025,0.9,3.7,2.7,90.6,0.0,0.0,2.1,47.7,52.3
Nashoba - Hale,07250310,0.0,3.3,3.3,88.3,0.3,0.3,4.3,47.7,52.3
Nashoba - Luther Burbank Middle School,07250305,1.6,2.4,6.8,85.2,0.4,0.0,3.6,58.4,41.6
Nashoba - Mary Rowlandson Elementary,07250010,1.6,1.8,3.6,90.6,0.0,0.4,2.0,51.4,48.6
Nashoba - Nashoba Regional,07250505,0.9,2.2,2.4,91.4,0.2,0.0,3.0,52.4,47.6
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,0.6,0.7,5.3,91.2,0.1,0.3,1.8,59.7,40.3
Natick - Bennett-Hemenway,01980005,1.4,7.0,0.9,87.3,0.2,0.2,3.0,51.6,48.4
Natick - Brown,01980010,3.5,18.6,7.4,65.7,0.0,0.0,4.8,48.7,51.3
Natick - J F Kennedy Middle School,01980305,1.6,6.8,2.4,87.1,0.0,0.2,2.0,52.3,47.7
Natick - Johnson,01980031,1.4,2.8,0.9,91.1,0.0,0.0,3.8,50.2,49.8
Natick - Lilja Elementary,01980035,2.4,5.8,4.5,81.9,0.0,0.0,5.5,50.4,49.6
Natick - Memorial,01980043,0.9,4.2,1.6,87.6,0.0,0.0,5.6,49.9,50.1
Natick - Natick High,01980505,3.3,6.3,3.9,82.6,0.0,0.1,3.8,52.7,47.3
Natick - Wilson Middle,01980310,3.6,4.1,3.4,87.5,0.0,0.0,1.4,49.5,50.5
Nauset - Nauset Regional High,06600505,3.2,2.3,3.0,89.9,0.4,0.3,0.8,49.6,50.4
Nauset - Nauset Regional Middle,06600305,3.4,1.9,4.1,87.5,0.7,0.5,1.9,49.6,50.4
Needham - Broadmeadow,01990005,1.4,6.6,4.1,82.5,0.2,0.0,5.3,48.8,51.2
Needham - High Rock School,01990410,4.1,8.1,3.9,80.7,0.0,0.0,3.1,50.6,49.4
Needham - Hillside Elementary,01990035,2.6,7.2,6.9,77.8,0.2,0.0,5.3,45.6,54.4
Needham - John Eliot,01990020,2.3,13.2,4.9,74.7,0.0,0.0,4.9,48.8,51.2
Needham - Needham High,01990505,2.6,6.1,3.4,85.3,0.1,0.0,2.4,49.9,50.1
Needham - Newman Elementary,01990050,2.1,8.1,5.8,80.5,0.0,0.0,3.5,56.0,44.0
Needham - Pollard Middle,01990405,3.9,5.8,4.1,84.2,0.0,0.0,2.0,49.7,50.3
Needham - William Mitchell,01990040,1.4,5.7,3.0,86.9,0.2,0.0,2.8,47.3,52.7
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,54.5,3.8,17.1,19.8,1.0,0.0,3.8,51.0,49.0
New Bedford - Abraham Lincoln,02010095,7.8,1.2,25.5,57.9,0.5,0.4,6.7,51.7,48.3
New Bedford - Alfred J Gomes,02010063,15.0,0.5,52.6,27.5,0.6,0.2,3.5,50.8,49.2
New Bedford - Betsey B Winslow,02010140,7.5,4.1,9.9,71.1,0.7,0.0,6.8,48.6,51.4
New Bedford - Carlos Pacheco,02010105,14.0,0.3,49.7,29.7,0.8,0.0,5.5,53.3,46.7
New Bedford - Casimir Pulaski,02010123,4.7,0.8,12.0,74.9,0.2,0.2,7.3,57.7,42.3
New Bedford - Charles S Ashley,02010010,3.9,0.0,16.1,76.4,0.3,0.3,3.0,56.7,43.3
New Bedford - Elizabeth Carter Brooks,02010015,10.8,2.0,33.7,46.1,1.3,0.7,5.6,52.6,47.4
New Bedford - Ellen R Hathaway,02010075,14.3,0.0,32.4,43.8,1.0,0.0,8.6,56.7,43.3
New Bedford - Elwyn G Campbell,02010020,4.5,0.0,34.6,55.6,0.0,0.4,4.9,53.8,46.2
New Bedford - Hayden/McFadden,02010078,12.8,0.1,43.8,35.5,0.6,0.6,6.6,51.7,48.3
New Bedford - Horatio A Kempton,02010085,5.6,0.9,20.4,66.7,0.0,0.0,6.5,55.6,44.4
New Bedford - James B Congdon,02010040,7.6,0.0,30.3,54.6,0.0,1.0,6.6,47.4,52.6
New Bedford - Jireh Swift,02010130,4.4,0.9,11.9,78.9,0.4,0.4,3.1,50.2,49.8
New Bedford - John Avery Parker,02010115,16.2,0.6,34.8,40.5,0.3,0.3,7.3,53.4,46.6
New Bedford - John B Devalles,02010050,11.7,0.7,35.4,46.3,0.5,0.0,5.4,50.6,49.4
New Bedford - John Hannigan,02010070,7.9,0.0,53.1,32.5,0.0,0.4,6.1,53.1,46.9
New Bedford - Keith Middle School,02010405,15.0,1.2,33.5,44.0,0.6,0.1,5.5,51.1,48.9
New Bedford - New Bedford High,02010505,15.0,1.0,27.9,46.3,1.2,1.0,7.5,53.2,46.8
New Bedford - Normandin Middle School,02010410,7.0,0.8,26.1,60.2,0.8,0.8,4.2,50.0,50.0
New Bedford - Roosevelt Middle School,02010415,10.9,0.4,39.2,44.4,0.1,0.6,4.3,53.4,46.6
New Bedford - Sgt Wm H Carney Academy,02010045,20.7,1.6,26.9,40.9,0.1,0.3,9.4,54.6,45.4
New Bedford - Thomas R Rodman,02010125,18.2,0.7,33.6,43.1,0.7,0.0,3.6,52.6,47.4
New Bedford - Trinity Day Academy,02010510,13.0,0.0,20.4,57.4,0.0,0.0,9.3,81.5,18.5
New Bedford - Whaling City Junior/Senior High School,02010515,18.7,0.0,36.3,34.1,1.1,1.1,8.8,80.2,19.8
New Bedford - William H Taylor,02010135,2.6,0.4,14.5,74.1,0.0,0.0,8.3,56.6,43.4
New Leadership Charter (District) - New Leadership Charter School,04710405,46.5,0.4,43.5,8.2,0.2,0.2,1.0,45.7,54.3
New Salem-Wendell - Swift River,07280015,0.0,2.2,5.8,87.6,0.0,0.0,4.4,53.3,46.7
Newburyport - Edward G. Molin Elementary School,02040030,0.6,1.7,2.0,93.3,0.0,0.0,2.3,47.4,52.6
Newburyport - Francis T Bresnahan Elementary,02040005,1.4,1.4,1.6,94.2,0.0,0.0,1.4,53.6,46.4
Newburyport - George W Brown,02040010,0.5,2.3,1.8,93.6,0.0,0.0,1.8,47.2,52.8
Newburyport - Newburyport High,02040505,0.8,2.3,1.9,92.8,0.1,0.0,2.0,47.8,52.2
Newburyport - Rupert A Nock Middle,02040305,1.1,1.1,2.2,94.0,0.0,0.0,1.6,52.4,47.6
Newton - A E Angier,02070005,8.3,12.3,7.1,64.5,0.2,0.2,7.4,53.7,46.3
Newton - Bigelow Middle,02070305,6.4,15.1,8.1,64.8,0.0,0.0,5.6,49.2,50.8
Newton - Bowen,02070015,5.0,27.0,6.1,54.9,0.0,0.0,6.9,53.2,46.8
Newton - C C Burr,02070020,2.9,18.8,8.0,64.8,0.2,0.0,5.3,48.7,51.3
Newton - Cabot,02070025,6.5,8.4,7.4,73.4,0.0,0.0,4.3,49.5,50.5
Newton - Charles E Brown Middle,02070310,3.7,19.8,6.6,64.9,0.1,0.0,4.9,49.6,50.4
Newton - Countryside,02070040,2.9,27.3,7.5,55.3,0.0,0.0,6.9,48.4,51.6
Newton - F A Day Middle,02070315,4.3,12.7,7.7,70.6,0.1,0.1,4.5,50.6,49.4
Newton - Franklin,02070055,6.8,11.4,9.6,64.9,0.3,0.0,7.1,51.0,49.0
Newton - Horace Mann,02070075,5.1,14.5,9.6,65.7,0.5,0.0,4.6,54.8,45.2
Newton - John Ward,02070120,1.7,11.6,5.0,75.4,0.7,0.0,5.6,44.5,55.5
Newton - Lincoln-Eliot,02070070,12.4,14.9,11.8,55.9,0.0,0.0,5.0,44.1,55.9
Newton - Mason-Rice,02070080,0.7,10.0,3.4,77.9,0.0,0.0,8.0,51.1,48.9
Newton - Memorial Spaulding,02070105,5.4,21.3,7.3,60.3,0.0,0.0,5.6,51.1,48.9
Newton - Newton Early Childhood Center,02070108,3.5,20.8,10.9,60.4,0.0,0.0,4.5,60.9,39.1
Newton - Newton North High,02070505,6.6,10.8,6.9,69.5,0.1,0.0,6.0,51.0,49.0
Newton - Newton South High,02070510,4.8,19.9,4.9,66.4,0.1,0.2,3.7,50.9,49.1
Newton - Oak Hill Middle,02070320,6.3,19.6,6.2,63.5,0.2,0.0,4.2,48.9,51.1
Newton - Peirce,02070100,8.0,12.2,6.5,66.8,0.0,0.0,6.5,55.8,44.2
Newton - Underwood,02070115,6.1,16.5,9.4,62.9,0.0,0.0,5.2,50.6,49.4
Newton - Williams,02070125,4.9,31.3,8.9,51.3,0.0,0.0,3.6,55.3,44.7
Newton - Zervas,02070130,2.5,12.3,3.1,73.2,0.6,0.3,8.0,50.2,49.8
Norfolk - Freeman-Kennedy School,02080005,0.5,1.6,1.6,93.8,0.0,0.0,2.4,52.0,48.0
Norfolk - H Olive Day,02080015,0.8,0.5,4.5,91.5,0.0,0.0,2.6,54.8,45.2
Norfolk County Agricultural - Norfolk County Agricultural,09150705,1.2,1.0,1.4,95.9,0.2,0.0,0.2,31.3,68.7
North Adams - Brayton,02090035,3.5,0.4,6.1,81.0,0.2,0.4,8.4,51.7,48.3
North Adams - Drury High,02090505,4.2,0.4,3.9,84.7,0.4,1.4,5.0,47.7,52.3
North Adams - Greylock,02090015,1.7,0.8,5.9,88.1,0.0,0.0,3.4,55.1,44.9
North Adams - J S Sullivan,02090008,3.5,0.4,2.7,87.3,0.0,1.2,5.0,49.2,50.8
North Andover - Annie L Sargent School,02110018,0.7,2.9,2.7,91.6,0.4,0.0,1.8,53.9,46.1
North Andover - Atkinson,02110001,7.3,10.4,13.8,66.2,0.0,0.4,1.9,55.0,45.0
North Andover - Franklin,02110010,0.7,12.5,4.1,80.6,0.4,1.1,0.6,50.5,49.5
North Andover - Kittredge,02110015,3.3,8.0,2.7,84.1,0.0,0.3,1.7,49.2,50.8
North Andover - North Andover High,02110505,2.1,5.7,6.2,84.0,0.2,0.3,1.4,51.1,48.9
North Andover - North Andover Middle,02110305,2.6,6.9,7.0,80.9,0.2,0.6,1.8,49.2,50.8
North Andover - Thomson,02110020,2.3,5.3,13.6,76.5,0.3,0.0,2.0,55.6,44.4
North Attleborough - Allen Avenue,02120005,0.5,6.2,3.8,87.6,0.0,0.0,1.9,53.1,46.9
North Attleborough - Amvet Boulevard,02120007,2.2,6.9,6.1,82.0,0.3,0.0,2.5,50.7,49.3
North Attleborough - Community,02120030,5.2,4.1,4.7,83.1,0.0,0.0,2.9,55.4,44.6
North Attleborough - Falls,02120010,1.5,3.0,3.0,89.4,0.0,0.0,3.0,47.0,53.0
North Attleborough - Joseph W Martin Jr Elementary,02120013,2.1,5.8,0.9,88.8,0.0,0.3,2.0,50.6,49.4
North Attleborough - North Attleboro High,02120505,2.0,4.7,2.4,89.3,0.2,0.0,1.4,50.6,49.4
North Attleborough - North Attleborough Early Learning Center,02120020,2.8,2.1,6.9,81.9,0.0,0.0,6.3,54.9,45.1
North Attleborough - North Attleborough Middle,02120305,2.1,3.9,3.0,89.0,0.4,0.0,1.7,49.4,50.6
North Attleborough - Roosevelt Avenue,02120015,2.9,6.5,4.3,83.7,0.0,0.0,2.5,48.6,51.4
North Brookfield - North Brookfield Elementary,02150015,0.3,0.3,4.5,89.9,0.0,0.0,5.1,50.8,49.2
North Brookfield - North Brookfield High,02150505,0.9,0.0,4.4,92.9,0.0,0.0,1.8,48.9,51.1
North Central Charter Essential (District) - North Central Charter Essential School,04740505,3.5,0.6,19.7,71.3,0.0,0.0,4.9,48.7,51.3
North Middlesex - Ashby Elementary,07350010,0.5,1.4,0.9,95.7,0.0,0.5,0.9,55.5,44.5
North Middlesex - Hawthorne Brook,07350030,1.2,0.5,2.3,93.6,0.2,0.0,2.3,48.2,51.8
North Middlesex - Nissitissit Middle School,07350310,1.1,0.5,1.8,94.3,0.2,0.2,2.0,51.7,48.3
North Middlesex - North Middlesex Regional,07350505,0.7,1.3,2.2,95.1,0.2,0.0,0.5,49.2,50.8
North Middlesex - Peter Fitzpatrick School,07350515,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
North Middlesex - Spaulding Memorial,07350005,0.4,1.5,2.7,90.9,0.4,0.0,4.0,46.8,53.2
North Middlesex - Squannacook Early Childhood Center,07350002,0.0,0.0,1.6,98.4,0.0,0.0,0.0,63.5,36.5
North Middlesex - Varnum Brook,07350035,1.0,1.6,3.9,90.5,0.1,0.0,2.8,50.9,49.1
North Reading - E Ethel Little School,02170003,0.0,2.2,1.9,92.8,0.0,0.0,3.0,49.6,50.4
North Reading - J Turner Hood,02170010,1.4,5.4,2.8,88.6,0.0,0.0,1.7,52.1,47.9
North Reading - L D Batchelder,02170005,0.2,2.0,1.8,92.2,0.0,0.0,3.7,51.7,48.3
North Reading - North Reading High,02170505,0.3,2.3,1.6,94.4,0.0,0.0,1.4,48.4,51.6
North Reading - North Reading Middle,02170305,0.9,3.0,2.5,91.8,0.0,0.3,1.5,50.0,50.0
North Shore Regional Vocational Technical - North Shore Regional Vocational,08540605,0.8,1.5,10.9,84.0,0.2,0.0,2.5,58.9,41.1
Northampton - Bridge Street,02100005,2.8,4.6,19.7,69.4,0.4,0.0,3.2,53.9,46.1
Northampton - Jackson Street,02100020,3.9,3.9,25.8,58.5,1.0,0.0,6.9,48.0,52.0
Northampton - John F Kennedy Middle School,02100410,2.7,4.9,21.5,67.2,0.3,0.0,3.5,46.8,53.2
Northampton - Leeds,02100025,2.5,1.4,16.7,71.2,0.8,0.0,7.3,51.4,48.6
Northampton - Northampton High,02100505,2.7,4.8,12.7,77.1,0.2,0.0,2.5,52.2,47.8
Northampton - R. K. Finn Ryan Road,02100029,1.7,1.7,15.1,74.5,0.4,0.0,6.7,49.4,50.6
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,1.4,0.7,13.2,82.3,0.2,0.2,1.9,59.1,40.9
Northboro-Southboro - Algonquin Regional High,07300505,1.1,6.6,2.7,87.0,0.1,0.7,1.7,47.8,52.2
Northborough - Fannie E Proctor,02130015,1.7,11.6,4.5,77.7,0.0,0.3,4.1,49.7,50.3
Northborough - Lincoln Street,02130003,1.0,7.0,1.7,88.7,0.7,0.3,0.7,54.8,45.2
Northborough - Marguerite E Peaslee,02130014,0.3,12.7,5.2,74.5,0.7,1.0,5.6,54.9,45.1
Northborough - Marion E Zeh,02130020,1.1,11.1,8.3,72.9,0.0,0.3,6.3,50.9,49.1
Northborough - Robert E. Melican Middle School,02130305,0.8,8.1,3.9,83.2,0.3,0.0,3.7,47.5,52.5
Northbridge - Northbridge Elementary,02140005,0.6,0.8,7.1,88.4,0.0,0.0,3.1,49.8,50.2
Northbridge - Northbridge High,02140505,0.4,0.6,2.7,93.1,0.3,0.0,2.9,49.4,50.6
Northbridge - Northbridge Middle,02140305,0.3,1.1,5.6,90.4,0.0,0.0,2.5,51.6,48.4
Northbridge - W Edward Balmer,02140001,0.0,1.1,5.3,89.4,0.0,0.3,3.9,54.3,45.7
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,3.4,1.3,26.1,67.5,0.2,0.0,1.5,55.2,44.8
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,1.0,0.4,1.8,95.7,0.0,0.0,1.0,60.7,39.3
Norton - Henri A. Yelle,02180060,0.7,1.9,2.4,94.0,0.0,0.2,0.7,51.2,48.8
Norton - J C Solmonese,02180015,1.0,2.0,3.0,91.1,0.0,0.0,2.8,49.5,50.5
Norton - L G Nourse Elementary,02180010,1.7,1.7,5.5,87.1,0.0,0.3,3.7,50.0,50.0
Norton - Norton High,02180505,1.1,1.3,1.1,94.6,0.0,0.1,1.7,52.5,47.5
Norton - Norton Middle,02180305,1.5,1.4,1.4,94.3,0.3,0.3,0.9,52.6,47.4
Norwell - Grace Farrar Cole,02190005,0.4,1.9,1.9,93.6,0.0,0.0,2.3,51.9,48.1
Norwell - Norwell High,02190505,0.6,1.9,1.2,95.1,0.0,0.3,1.0,47.5,52.5
Norwell - Norwell Middle School,02190405,0.0,1.5,1.7,95.8,0.2,0.0,0.8,50.6,49.4
Norwell - William G Vinal,02190020,0.9,2.0,0.2,95.7,0.0,0.5,0.7,49.5,50.5
Norwood - Balch,02200005,12.6,5.5,16.9,61.8,0.4,0.0,2.8,49.6,50.4
Norwood - Charles J Prescott,02200025,12.8,11.6,4.1,67.4,0.0,2.1,2.1,50.8,49.2
Norwood - Cornelius M Callahan,02200010,10.2,4.5,12.2,71.4,0.0,0.0,1.6,48.2,51.8
Norwood - Dr. Philip O. Coakley Middle School,02200305,10.5,4.1,7.2,76.9,0.1,0.1,1.0,50.9,49.1
Norwood - F A Cleveland,02200015,5.0,17.5,6.1,70.3,0.6,0.0,0.6,51.4,48.6
Norwood - George F. Willett,02200075,8.1,10.8,8.1,71.4,0.0,0.3,1.3,54.1,45.9
Norwood - John P Oldham,02200020,13.7,4.1,5.8,74.7,0.0,0.0,1.7,52.7,47.3
Norwood - Norwood High,02200505,9.6,2.9,4.4,82.1,0.1,0.2,0.7,52.1,47.9
Oak Bluffs - Oak Bluffs Elementary,02210005,4.2,2.1,10.9,71.9,2.6,0.8,7.6,49.7,50.3
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,0.7,0.2,0.7,97.3,0.0,0.0,1.2,58.5,41.5
Old Rochester - Old Rochester Regional High,07400505,3.0,1.1,0.8,92.4,0.1,0.0,2.5,48.7,51.3
Old Rochester - Old Rochester Regional Jr High,07400405,2.3,2.1,0.6,93.7,0.4,0.0,0.8,51.4,48.6
Orange - Butterfield,02230003,0.5,0.5,4.5,92.5,0.0,0.0,2.0,53.7,46.3
Orange - Dexter Park,02230010,1.6,0.5,5.4,89.2,0.0,0.0,3.2,47.8,52.2
Orange - Fisher Hill,02230015,0.3,0.3,6.2,88.3,0.3,0.0,4.5,54.1,45.9
Orleans - Orleans Elementary,02240005,4.2,3.2,1.9,88.4,0.0,0.9,1.4,52.8,47.2
Oxford - Alfred M Chaffee,02260010,0.7,1.4,11.3,83.8,0.0,0.0,2.9,50.5,49.5
Oxford - Clara Barton,02260005,0.3,1.4,6.9,88.7,0.0,0.3,2.5,50.0,50.0
Oxford - Oxford High,02260505,1.0,0.8,6.2,89.3,0.0,0.2,2.5,54.1,45.9
Oxford - Oxford Middle,02260405,1.3,0.8,7.7,86.1,0.2,0.0,4.0,51.1,48.9
Palmer - Converse Middle,02270305,1.6,1.3,4.9,90.4,0.3,0.3,1.3,53.0,47.0
Palmer - Old Mill Pond,02270008,2.4,1.1,5.2,90.0,0.3,0.0,1.0,52.1,47.9
Palmer - Palmer High,02270505,1.3,1.9,5.1,88.2,0.4,0.9,2.3,46.6,53.4
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,0.2,0.0,3.5,93.8,0.3,0.0,2.3,61.6,38.4
Peabody - Captain Samuel Brown,02290005,2.4,2.4,14.1,77.3,0.0,0.0,3.8,55.4,44.6
Peabody - Center,02290015,5.5,2.7,6.6,83.0,0.0,0.0,2.2,54.2,45.8
Peabody - J Henry Higgins Middle,02290305,3.5,2.0,12.0,79.6,0.0,0.0,2.9,50.2,49.8
Peabody - John E Burke,02290007,0.7,0.4,1.4,95.0,0.0,0.0,2.5,57.3,42.7
Peabody - John E. McCarthy,02290016,3.6,3.6,8.1,83.1,0.0,0.0,1.6,55.7,44.3
Peabody - Peabody Veterans Memorial High,02290510,2.5,1.7,14.7,79.0,0.5,0.0,1.6,50.6,49.4
Peabody - South Memorial,02290035,2.3,2.9,4.5,88.5,0.0,0.0,1.8,52.7,47.3
Peabody - Thomas Carroll,02290010,2.2,0.0,17.4,78.3,0.0,0.0,2.1,50.2,49.8
Peabody - West Memorial,02290045,0.4,1.1,2.5,93.6,0.0,0.0,2.5,54.4,45.6
Peabody - William A Welch Sr,02290027,3.7,0.9,35.5,56.6,0.0,0.0,3.4,51.1,48.9
Pelham - Pelham Elementary,02300005,4.6,4.6,6.9,76.3,0.8,0.0,6.9,48.9,51.1
Pembroke - Bryantville Elementary,02310003,2.0,0.8,0.8,96.2,0.0,0.2,0.0,52.2,47.8
Pembroke - Hobomock Elementary,02310010,0.2,1.3,0.0,98.3,0.0,0.2,0.0,55.6,44.4
Pembroke - North Pembroke Elementary,02310015,0.6,1.6,1.5,96.3,0.0,0.0,0.0,50.3,49.7
Pembroke - Pembroke Community Middle School,02310305,0.8,0.5,0.7,97.1,0.0,0.8,0.0,53.6,46.4
Pembroke - Pembroke High School,02310505,1.3,0.4,1.3,96.4,0.0,0.6,0.0,51.4,48.6
Pentucket - Dr Frederick N Sweetsir,07450020,0.5,0.0,2.7,93.7,0.0,0.0,3.2,58.4,41.6
Pentucket - Dr John C Page School,07450015,0.4,3.2,1.7,94.6,0.0,0.0,0.0,51.7,48.3
Pentucket - Elmer S Bagnall,07450005,0.3,1.3,1.0,96.4,0.0,0.0,1.0,51.6,48.4
Pentucket - Helen R Donaghue School,07450010,0.3,1.1,3.7,91.3,0.0,0.0,3.7,51.4,48.6
Pentucket - Pentucket Regional Middle,07450405,0.2,1.3,2.5,95.6,0.0,0.0,0.4,48.1,51.9
Pentucket - Pentucket Regional Sr High,07450505,0.5,1.9,0.9,95.2,0.1,0.0,1.4,48.2,51.8
