SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Hopkinton - Hopkinton Pre-School,01390003,0.0,0.0,0.0,100.0,0.0,0.0,0.0,58.7,41.3
Hudson - C A Farley,01410030,1.2,1.8,6.0,88.8,0.2,0.0,2.0,48.7,51.3
Hudson - C R Hubert,01410011,0.5,2.5,11.4,83.1,0.0,0.0,2.5,49.8,50.2
Hudson - Forest Avenue Elementary,01410015,0.3,2.4,3.6,89.7,0.3,0.0,3.6,50.8,49.2
Hudson - Hudson High,01410505,1.3,2.2,5.2,89.5,0.0,0.0,1.7,47.5,52.5
Hudson - John F Kennedy,01410410,0.2,2.0,4.4,91.1,0.2,0.0,2.0,52.0,48.0
Hudson - Mulready Elementary,01410007,0.7,1.0,6.4,88.9,0.3,0.0,2.7,54.7,45.3
Hull - Hull High,01420505,2.1,0.9,1.8,94.6,0.3,0.3,0.0,53.9,46.1
Hull - Lillian M Jacobs,01420015,0.8,0.4,0.2,97.8,0.0,0.2,0.6,52.8,47.2
Hull - Memorial Middle,01420305,0.8,0.4,1.3,95.0,0.0,0.8,1.7,53.6,46.4
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,3.5,5.9,3.8,83.1,0.3,0.0,3.5,54.3,45.7
Ipswich - Ipswich High,01440505,0.0,2.9,2.4,92.3,0.3,0.0,2.0,47.2,52.8
Ipswich - Ipswich Middle School,01440305,1.0,2.9,3.3,90.0,0.6,0.0,2.2,52.7,47.3
Ipswich - Paul F Doyon Memorial,01440007,0.4,1.9,2.5,93.2,0.0,0.0,1.9,45.1,54.9
Ipswich - Winthrop,01440015,0.6,2.3,4.0,88.5,0.4,0.0,4.0,51.9,48.1
King Philip - King Philip Middle School,06900510,1.0,1.6,1.1,94.6,0.2,0.0,1.6,51.7,48.3
King Philip - King Philip Regional High,06900505,0.6,1.1,0.5,96.5,0.3,0.1,0.9,49.8,50.2
Kingston - Kingston Elementary,01450005,0.9,0.7,2.1,96.1,0.0,0.0,0.2,49.2,50.8
Kingston - Kingston Intermediate,01450020,1.6,1.4,0.3,96.1,0.0,0.0,0.6,50.1,49.9
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,66.7,0.0,33.3,0.0,0.0,0.0,0.0,61.1,38.9
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,27.8,3.0,57.1,10.5,0.0,0.0,1.6,48.3,51.7
Lanesborough - Lanesborough Elementary,01480005,2.3,1.8,0.5,94.6,0.5,0.0,0.5,48.6,51.4
Lawrence - Alexander B Bruce,01490015,0.8,1.5,93.2,4.2,0.2,0.0,0.2,53.6,46.4
Lawrence - Arlington Elementary School,01490008,1.8,0.0,96.8,1.5,0.0,0.0,0.0,51.9,48.1
Lawrence - Arlington Middle School,01490017,0.8,0.0,97.1,1.9,0.0,0.0,0.2,49.4,50.6
Lawrence - Business Management & Finance High School,01490530,2.6,2.1,85.1,10.3,0.0,0.0,0.0,58.5,41.5
Lawrence - Community Day Arlington,01490009,1.1,0.0,95.1,3.8,0.0,0.0,0.0,55.7,44.3
Lawrence - Edward F. Parthum,01490053,1.2,0.5,86.8,10.3,0.2,0.0,1.0,50.7,49.3
Lawrence - Emily G Wetherbee,01490080,1.4,5.2,85.5,7.2,0.0,0.0,0.6,49.5,50.5
Lawrence - Francis M Leahy,01490040,0.7,0.0,97.3,2.0,0.0,0.0,0.0,52.5,47.5
Lawrence - Frost Middle School,01490525,2.4,4.3,77.9,15.2,0.0,0.0,0.2,50.0,50.0
Lawrence - Gerard A. Guilmette,01490022,1.7,1.6,93.7,2.8,0.0,0.0,0.2,49.6,50.4
Lawrence - Guilmette Middle School,01490025,1.4,2.0,91.8,4.9,0.0,0.0,0.0,48.3,51.7
Lawrence - Health & Human Services High School,01490531,2.5,0.4,93.5,3.4,0.0,0.0,0.2,48.3,51.7
Lawrence - Henry K Oliver,01490050,1.5,0.3,95.9,2.3,0.0,0.0,0.0,54.7,45.3
Lawrence - High School Learning Center,01490536,0.9,2.6,90.8,5.7,0.0,0.0,0.0,56.8,43.2
Lawrence - Humanities & Leadership Development High School,01490532,1.7,3.1,91.6,3.6,0.0,0.0,0.0,56.8,43.2
Lawrence - International High School,01490534,0.6,0.2,98.5,0.6,0.0,0.0,0.0,52.7,47.3
Lawrence - James F Hennessey,01490020,1.6,1.3,91.7,4.4,0.0,0.0,1.0,49.2,50.8
Lawrence - James F Leonard,01490045,0.5,0.9,95.9,2.7,0.0,0.0,0.0,59.5,40.5
Lawrence - John Breen School,01490003,1.2,4.3,84.3,9.2,0.0,0.0,0.9,56.9,43.1
Lawrence - John K Tarbox,01490075,0.7,0.0,96.1,2.6,0.0,0.0,0.7,52.3,47.7
Lawrence - Lawlor Early Childhood Center,01490002,1.6,0.5,93.5,3.3,0.0,0.0,1.1,53.8,46.2
Lawrence - Math Science & Technology High School,01490533,2.2,5.8,85.2,6.6,0.0,0.0,0.2,61.8,38.2
Lawrence - Parthum Middle School,01490027,2.2,0.4,88.4,8.3,0.0,0.0,0.7,50.5,49.5
Lawrence - Performing & Fine Arts High School,01490535,2.2,0.4,90.7,6.5,0.0,0.0,0.2,39.7,60.3
Lawrence - Phoenix Academy Lawrence,01490540,0.8,0.0,93.8,5.5,0.0,0.0,0.0,54.7,45.3
Lawrence - Robert Frost,01490018,2.4,4.6,77.7,14.2,0.0,0.0,1.2,56.1,43.9
Lawrence - Rollins Early Childhood Center,01490001,1.8,1.2,86.5,10.0,0.0,0.0,0.6,52.9,47.1
Lawrence - School for Exceptional Studies,01490537,5.6,0.0,80.5,13.3,0.0,0.0,0.5,82.1,17.9
Lawrence - South Lawrence East 5th Grade Academy,01490085,0.9,4.7,91.6,0.9,0.0,0.0,1.9,43.9,56.1
Lawrence - South Lawrence East Elementary School,01490004,1.5,4.0,88.7,5.1,0.0,0.0,0.7,49.2,50.8
Lawrence - South Lawrence East Middle School,01490016,1.9,3.6,90.3,3.6,0.0,0.0,0.5,51.1,48.9
Lawrence - UP Academy Lawrence,01490090,0.9,0.0,96.6,2.6,0.0,0.0,0.0,55.6,44.4
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,0.6,0.0,98.9,0.5,0.0,0.0,0.0,44.2,55.8
Lee - Lee Elementary,01500025,1.1,4.0,5.4,85.6,0.0,0.0,4.0,48.3,51.7
Lee - Lee Middle/High School,01500505,0.5,2.0,6.8,89.9,0.3,0.0,0.5,45.8,54.2
Leicester - Leicester High,01510505,1.9,2.6,3.4,89.8,0.0,0.0,2.3,47.8,52.2
Leicester - Leicester Memorial Elementary,01510005,2.7,1.4,3.1,89.9,0.7,0.0,2.2,51.7,48.3
Leicester - Leicester Middle,01510015,3.5,1.5,4.0,89.7,0.0,0.0,1.3,50.5,49.5
Leicester - Leicester Primary School,01510010,4.8,3.0,2.3,88.5,0.9,0.0,0.5,53.9,46.1
Lenox - Lenox Memorial High,01520505,1.1,3.6,3.0,89.1,0.7,0.9,1.6,49.2,50.8
Lenox - Morris,01520015,0.0,4.7,4.9,88.7,0.3,0.0,1.5,50.9,49.1
Leominster - Bennett,01530003,3.9,7.0,21.9,64.1,0.0,0.0,3.1,60.9,39.1
Leominster - Center For Technical Education Innovation,01530605,5.5,3.0,26.8,62.1,0.3,0.0,2.3,61.6,38.4
Leominster - Fall Brook,01530007,5.6,1.9,27.7,61.8,0.2,0.0,2.9,50.1,49.9
Leominster - Johnny Appleseed,01530025,10.9,3.3,23.4,58.7,0.3,0.6,2.9,53.1,46.9
Leominster - Leominster High School,01530505,6.4,3.7,21.9,65.5,0.1,0.1,2.3,45.3,54.7
Leominster - Lincoln School,01530005,4.0,0.0,24.0,62.0,0.0,0.0,10.0,62.0,38.0
Leominster - Northwest,01530030,4.9,2.2,30.9,58.9,0.1,0.0,3.0,49.7,50.3
Leominster - Priest Street,01530040,6.6,2.2,30.9,55.9,0.0,0.0,4.4,57.4,42.6
Leominster - Samoset School,01530045,6.1,2.6,27.5,61.8,0.6,0.2,1.3,52.8,47.2
Leominster - Sky View Middle School,01530320,7.3,4.2,24.2,61.5,0.3,0.0,2.5,52.5,47.5
Leominster - Southeast School,01530010,5.0,6.6,38.0,45.0,0.2,0.0,5.3,52.4,47.6
Leverett - Leverett Elementary,01540005,0.0,1.4,4.2,83.2,0.0,0.0,11.2,53.8,46.2
Lexington - Bowman,01550008,4.9,33.1,3.6,53.5,0.4,0.0,4.5,52.4,47.6
Lexington - Bridge,01550006,4.6,36.3,2.3,51.2,0.0,0.4,5.2,55.4,44.6
Lexington - Fiske,01550015,4.3,22.7,2.7,64.7,0.0,0.0,5.6,52.7,47.3
Lexington - Harrington,01550030,4.1,34.6,5.0,51.1,0.0,0.0,5.2,50.0,50.0
Lexington - Jonas Clarke Middle,01550305,3.5,29.2,4.7,58.8,0.0,0.0,3.8,54.0,46.0
Lexington - Joseph Estabrook,01550010,4.9,37.4,1.7,47.7,0.0,0.0,8.3,46.8,53.2
Lexington - Lexington High,01550505,4.7,29.2,3.9,58.8,0.2,0.1,3.3,50.3,49.7
Lexington - Maria Hastings,01550035,3.0,33.1,3.7,53.4,0.0,0.0,6.8,50.6,49.4
Lexington - Wm Diamond Middle,01550310,3.3,29.6,2.7,59.7,0.3,0.0,4.5,48.5,51.5
Lincoln - Hanscom Middle,01570305,9.7,2.1,13.9,63.4,0.0,0.8,10.1,51.3,48.7
Lincoln - Hanscom Primary,01570006,13.6,3.5,12.3,61.7,0.0,0.3,8.5,47.8,52.2
Lincoln - Lincoln School,01570025,12.2,7.6,9.0,63.9,0.7,0.0,6.6,50.4,49.6
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,5.8,5.9,3.0,82.5,0.0,0.0,2.8,49.8,50.2
Littleton - Littleton High School,01580505,1.0,3.8,1.0,92.7,0.3,0.0,1.3,45.3,54.7
Littleton - Littleton Middle School,01580305,2.4,1.9,0.8,92.3,0.0,0.8,1.9,48.3,51.7
Littleton - Russell St Elementary,01580015,0.8,4.6,0.8,91.9,0.0,0.8,1.1,47.7,52.3
Littleton - Shaker Lane Elementary,01580005,0.9,5.5,2.3,89.2,0.2,0.0,1.8,49.0,51.0
Longmeadow - Blueberry Hill,01590005,1.5,11.2,3.0,80.7,0.0,0.2,3.4,50.4,49.6
Longmeadow - Center,01590010,1.3,6.9,3.0,88.1,0.0,0.0,0.8,54.6,45.4
Longmeadow - Glenbrook Middle,01590017,3.8,6.4,2.6,85.6,0.0,0.0,1.6,50.3,49.7
Longmeadow - Longmeadow High,01590505,2.7,6.7,2.3,86.8,0.2,0.0,1.3,52.6,47.4
Longmeadow - Williams Middle,01590305,2.7,5.1,3.2,88.1,0.0,0.0,0.8,52.3,47.7
Longmeadow - Wolf Swamp Road,01590025,4.5,8.5,5.4,77.4,0.0,0.0,4.2,52.0,48.0
Lowell - Abraham Lincoln,01600020,5.4,43.9,30.3,13.9,0.9,0.0,5.6,52.6,47.4
Lowell - B.F.Butler Middle School,01600310,4.9,28.2,27.8,35.3,0.2,0.2,3.4,50.5,49.5
Lowell - Bartlett Community Partnership,01600090,8.1,34.3,33.3,21.2,0.0,0.0,3.2,50.2,49.8
Lowell - Charles W Morey,01600030,3.6,57.8,16.8,18.3,0.7,0.0,2.8,51.6,48.4
Lowell - Charlotte M Murkland Elementary,01600080,4.0,52.8,32.2,6.9,1.2,0.0,3.0,53.2,46.8
Lowell - Dr An Wang School,01600345,6.4,20.8,34.5,36.4,0.3,0.0,1.5,54.4,45.6
Lowell - Dr Gertrude Bailey,01600002,4.2,32.3,20.0,38.3,0.6,0.0,4.6,54.8,45.2
Lowell - Greenhalge,01600015,12.4,21.6,34.3,27.7,0.2,0.0,3.8,53.5,46.5
Lowell - Henry J Robinson Middle,01600330,12.1,19.1,34.5,32.2,0.2,0.0,1.9,53.8,46.2
Lowell - James S Daley Middle School,01600315,3.8,44.4,15.4,33.7,0.6,0.0,2.1,52.8,47.2
Lowell - James Sullivan Middle School,01600340,4.7,13.1,40.7,39.7,0.0,0.0,1.8,51.9,48.1
Lowell - John J Shaughnessy,01600050,5.4,26.1,26.9,36.4,0.2,0.0,5.0,53.4,46.6
Lowell - Joseph McAvinnue,01600010,4.8,18.3,49.9,23.8,0.2,0.0,3.0,52.4,47.6
Lowell - Kathryn P. Stoklosa Middle School,01600360,5.3,57.2,24.7,10.6,0.3,0.0,1.9,50.4,49.6
Lowell - Laura Lee Therapeutic Day School,01600085,21.7,0.0,39.1,30.4,0.0,0.0,8.7,91.3,8.7
Lowell - Leblanc Therapeutic Day School,01600320,2.3,9.3,39.5,44.2,0.0,0.0,4.7,79.1,20.9
Lowell - Lowell High,01600505,9.3,32.3,23.6,33.5,0.1,0.0,1.2,51.4,48.6
Lowell - Moody Elementary,01600027,8.4,18.3,21.7,49.0,0.8,0.0,1.9,47.5,52.5
Lowell - Pawtucketville Memorial,01600036,8.2,18.4,24.1,44.9,0.2,0.0,4.1,54.5,45.5
Lowell - Peter W Reilly,01600040,3.4,5.7,38.8,48.8,0.2,0.0,3.2,51.6,48.4
Lowell - Pyne Arts,01600018,6.2,10.5,23.9,55.5,0.4,0.0,3.4,48.5,51.5
Lowell - Rogers Early Learning Center,01600005,9.2,31.5,36.9,14.6,1.5,0.0,6.2,53.1,46.9
Lowell - S Christa McAuliffe Elementary,01600075,5.8,10.8,40.6,38.4,0.0,0.0,4.4,51.0,49.0
Lowell - Washington,01600055,4.8,35.7,20.1,29.0,0.0,0.0,10.4,49.1,50.9
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,26.9,23.4,40.8,5.0,0.0,0.0,3.9,47.2,52.8
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,1.8,16.4,29.1,46.4,0.0,0.0,6.4,48.2,51.8
Ludlow - Chapin Street Elementary School,01610020,2.0,0.2,6.4,88.7,0.0,0.2,2.5,49.6,50.4
Ludlow - East Street Elementary School,01610010,1.5,0.0,6.3,89.4,0.3,0.3,2.3,55.7,44.3
Ludlow - Ludlow Senior High,01610505,2.1,0.5,6.3,90.6,0.1,0.0,0.4,49.7,50.3
Ludlow - Paul R Baird Middle,01610305,2.2,0.6,8.3,87.2,0.1,0.4,1.2,49.7,50.3
Ludlow - Veterans Park Elementary,01610023,2.8,0.9,7.0,85.8,0.2,0.5,2.8,48.7,51.3
Lunenburg - Lunenburg High,01620505,3.4,1.5,2.9,90.9,1.0,0.2,0.0,49.1,50.9
Lunenburg - Lunenburg Primary School,01620010,1.6,0.6,6.9,88.0,0.6,0.6,1.8,53.4,46.6
Lunenburg - Turkey Hill Middle,01620020,1.4,1.2,2.4,93.1,1.0,0.4,0.4,53.4,46.6
Lynn - A Drewicz Elementary,01630016,5.8,19.4,60.5,11.2,0.2,0.0,2.9,51.8,48.2
Lynn - Aborn,01630011,9.3,3.8,35.4,44.7,0.0,0.0,6.8,48.1,51.9
Lynn - Breed Middle School,01630405,11.9,11.6,54.1,18.9,0.3,0.2,3.0,51.2,48.8
Lynn - Brickett Elementary,01630020,12.3,13.1,45.6,19.4,0.6,0.0,9.1,50.1,49.9
Lynn - Capt William G Shoemaker,01630090,12.5,6.5,19.9,55.8,0.0,0.0,5.3,61.1,38.9
Lynn - Classical High,01630505,15.0,12.6,43.5,25.7,0.2,0.0,2.9,51.7,48.3
Lynn - Cobbet Elementary,01630035,12.7,11.4,65.9,7.4,0.7,0.0,2.0,54.9,45.1
Lynn - E J Harrington,01630045,9.7,5.7,68.7,12.4,0.7,0.0,2.7,53.6,46.4
Lynn - Edward A Sisson,01630095,10.0,10.0,28.7,46.5,0.6,0.0,4.2,53.3,46.7
Lynn - Fecteau-Leary Junior/Senior High School,01630525,25.2,9.2,42.9,19.0,0.0,0.0,3.7,69.9,30.1
Lynn - Hood,01630055,11.7,9.0,51.5,22.7,0.2,0.0,4.9,50.0,50.0
Lynn - Ingalls,01630060,9.5,9.2,68.2,10.1,0.5,0.0,2.6,50.5,49.5
Lynn - Julia F Callahan,01630030,16.0,9.0,45.4,25.6,0.0,0.0,4.0,54.0,46.0
Lynn - Lincoln-Thomson,01630070,7.3,12.0,42.2,33.5,0.4,0.0,4.7,46.9,53.1
Lynn - Lynn English High,01630510,12.5,10.5,49.2,24.7,0.1,0.0,3.0,47.3,52.7
Lynn - Lynn Vocational Technical Institute,01630605,9.4,8.3,61.4,17.2,0.8,0.0,2.8,57.5,42.5
Lynn - Lynn Woods,01630075,2.9,5.3,17.5,67.3,1.2,0.0,5.8,53.8,46.2
Lynn - Pickering Middle,01630420,7.9,7.6,36.7,43.2,0.0,0.0,4.5,53.8,46.2
Lynn - Robert L Ford,01630050,9.1,9.9,67.3,9.9,0.5,0.0,3.4,49.8,50.2
Lynn - Sewell-Anderson,01630085,10.9,3.6,43.1,36.5,0.7,0.0,5.1,56.2,43.8
Lynn - Thurgood Marshall Mid,01630305,13.2,6.7,63.6,13.1,0.2,0.0,3.3,53.1,46.9
Lynn - Tracy,01630100,8.3,9.3,69.4,10.2,0.7,0.0,2.1,53.2,46.8
Lynn - Washington Elementary School,01630005,15.9,7.6,65.5,6.8,0.4,0.0,3.8,53.0,47.0
Lynn - William R Fallon,01630080,19.6,2.2,45.7,28.3,0.0,0.0,4.3,73.9,26.1
Lynn - Wm P Connery,01630040,6.6,10.3,73.8,7.6,0.2,0.0,1.5,46.8,53.2
Lynnfield - Huckleberry Hill,01640010,2.5,4.3,4.3,85.0,0.3,0.0,3.6,53.7,46.3
Lynnfield - Lynnfield High,01640505,2.4,3.0,1.6,91.5,0.0,0.0,1.4,49.3,50.7
Lynnfield - Lynnfield Middle School,01640405,2.0,3.0,4.0,89.3,0.0,0.0,1.7,50.5,49.5
Lynnfield - Lynnfield Preschool,01640005,1.9,3.8,5.8,86.5,0.0,0.0,1.9,61.5,38.5
Lynnfield - Summer Street,01640020,1.4,3.0,2.5,92.6,0.0,0.0,0.5,50.3,49.7
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,0.0,35.8,0.0,64.2,0.0,0.0,0.0,62.1,37.9
Malden - Beebe,01650003,16.5,35.0,12.1,33.5,0.2,0.2,2.4,50.9,49.1
Malden - Ferryway,01650013,19.6,20.3,28.2,27.2,0.4,0.0,4.2,52.6,47.4
Malden - Forestdale,01650027,19.9,8.5,23.8,43.3,0.2,0.0,4.4,52.5,47.5
Malden - Linden,01650047,16.1,24.7,16.9,37.4,0.3,0.0,4.6,52.1,47.9
Malden - Malden Early Learning Center,01650049,12.8,31.1,3.5,47.1,0.3,0.3,4.8,60.6,39.4
Malden - Malden High,01650505,22.8,24.3,19.3,29.5,0.6,0.1,3.4,52.4,47.6
Malden - Salemwood,01650057,24.4,15.9,28.2,26.6,0.3,0.1,4.4,52.7,47.3
Manchester Essex Regional - Essex Elementary,06980020,0.4,0.7,0.0,98.9,0.0,0.0,0.0,52.6,47.4
Manchester Essex Regional - Manchester Essex Regional High School,06980510,0.4,0.0,0.2,99.2,0.0,0.0,0.2,47.5,52.5
Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,0.3,0.0,0.0,99.1,0.0,0.0,0.6,47.8,52.2
Manchester Essex Regional - Manchester Memorial Elementary,06980010,0.2,1.1,1.7,96.1,0.0,0.0,0.9,49.2,50.8
Mansfield - Everett W Robinson,01670007,2.9,4.0,3.2,86.1,0.2,0.1,3.5,52.4,47.6
Mansfield - Harold L Qualters Middle,01670035,2.3,2.7,3.0,89.6,0.4,0.0,2.0,51.2,48.8
Mansfield - Jordan/Jackson Elementary,01670014,2.8,4.5,3.3,86.0,0.0,0.0,3.4,52.2,47.8
Mansfield - Mansfield High,01670505,3.4,3.9,1.6,89.1,0.4,0.4,1.2,48.5,51.5
Mansfield - Roland Green School,01670003,0.0,4.4,3.3,84.6,0.0,0.0,7.7,63.7,36.3
Marblehead - Dr Samuel C Eveleth,01680025,0.0,0.0,1.3,98.7,0.0,0.0,0.0,60.8,39.2
Marblehead - Elbridge Gerry,01680015,3.1,2.5,4.3,85.1,0.0,0.0,5.0,45.3,54.7
Marblehead - Glover,01680020,0.0,0.4,2.3,95.3,0.8,0.0,1.2,48.2,51.8
Marblehead - L H Coffin,01680010,4.1,0.0,4.1,88.2,0.0,0.0,3.6,53.3,46.7
Marblehead - Malcolm L Bell,01680005,3.8,1.1,5.2,87.2,0.3,0.0,2.5,56.9,43.1
Marblehead - Marblehead High,01680505,2.7,2.2,2.4,92.2,0.1,0.0,0.4,47.8,52.2
Marblehead - Marblehead Veterans Middle School,01680300,4.4,0.6,3.0,91.8,0.0,0.0,0.2,49.3,50.7
Marblehead - Village School,01680016,3.6,1.7,4.4,88.2,0.0,0.0,2.1,52.0,48.0
Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,4.3,2.2,4.8,87.4,0.4,0.0,0.9,56.1,43.9
Marion - Sippican,01690005,2.2,2.2,1.5,90.5,0.0,0.0,3.7,50.1,49.9
Marlborough - 1 LT Charles W. Whitcomb School,01700045,2.3,3.3,33.2,59.1,0.0,0.0,2.1,51.7,48.3
Marlborough - Charles Jaworek School,01700030,2.3,4.4,37.5,52.8,0.0,0.0,3.0,50.1,49.9
Marlborough - Early Childhood Center,01700006,3.2,7.8,22.1,63.6,0.0,0.0,3.2,54.5,45.5
Marlborough - Francis J Kane,01700008,2.1,4.0,36.7,54.2,0.0,0.0,3.0,52.8,47.2
Marlborough - Marlborough High,01700505,3.6,2.9,27.7,63.8,0.1,0.2,1.7,50.0,50.0
Marlborough - Richer,01700025,1.4,2.9,44.6,46.8,0.0,0.0,4.3,53.2,46.8
Marshfield - Daniel Webster,01710015,0.7,1.0,3.3,94.0,0.0,0.0,1.0,53.2,46.8
Marshfield - Eames Way School,01710005,0.0,1.5,0.9,96.5,0.0,0.0,1.2,54.0,46.0
Marshfield - Furnace Brook Middle,01710310,0.6,0.7,1.4,96.2,0.2,0.1,0.8,51.0,49.0
Marshfield - Gov Edward Winslow,01710020,0.0,0.2,2.0,96.2,0.2,0.0,1.3,50.9,49.1
Marshfield - Marshfield High,01710505,0.3,0.5,1.6,96.8,0.1,0.1,0.6,49.5,50.5
Marshfield - Martinson Elementary,01710025,0.7,1.4,2.4,91.6,1.4,0.0,2.4,51.6,48.4
Marshfield - South River,01710010,0.0,1.1,0.4,98.5,0.0,0.0,0.0,51.5,48.5
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,04660550,3.8,2.7,6.0,81.3,0.5,0.0,5.5,47.8,52.2
Marthas Vineyard - Marthas Vineyard Regional High,07000505,2.8,0.9,9.1,79.4,2.6,0.1,5.1,53.4,46.6
Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,04920005,50.1,0.5,42.0,1.9,0.5,0.0,4.9,55.3,44.7
Masconomet - Masconomet Regional High School,07050505,0.8,1.9,2.2,94.7,0.1,0.1,0.0,49.9,50.1
Masconomet - Masconomet Regional Middle School,07050405,0.6,2.0,2.0,95.2,0.0,0.0,0.3,51.5,48.5
Mashpee - Kenneth Coombs School,01720005,2.9,2.9,3.5,78.7,6.1,0.2,5.7,52.9,47.1
Mashpee - Mashpee High,01720505,4.6,1.4,3.9,81.1,6.4,0.5,2.3,48.5,51.5
Mashpee - Mashpee Middle School,01720020,1.9,1.1,3.0,84.2,5.3,0.0,4.5,49.4,50.6
Mashpee - Quashnet School,01720035,3.4,2.7,3.5,81.4,5.8,0.2,3.0,50.1,49.9
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,58.5,0.6,34.8,3.1,0.6,0.2,2.1,51.8,48.2
MATCH Community Day Charter Public School (District) - MATCH Community Day Charter Public School,04650105,30.2,5.0,57.8,6.0,0.0,0.0,1.0,47.7,52.3
Mattapoisett - Center,01730005,0.7,2.4,2.7,90.8,0.0,0.0,3.4,54.9,45.1
Mattapoisett - Old Hammondtown,01730010,1.0,1.9,1.0,92.4,0.0,0.5,3.3,48.6,51.4
Maynard - Fowler School,01740305,3.0,3.0,8.3,82.0,0.0,0.2,3.6,50.4,49.6
Maynard - Green Meadow,01740010,1.1,2.3,10.6,82.9,0.0,0.0,3.0,53.3,46.7
Maynard - Maynard High,01740505,1.0,3.4,7.8,86.0,0.0,0.0,1.7,51.5,48.5
Medfield - Dale Street,01750005,0.7,4.5,1.7,90.0,0.2,0.0,2.9,50.6,49.4
Medfield - Medfield Senior High,01750505,0.3,3.3,1.0,94.1,0.0,0.0,1.2,48.9,51.1
Medfield - Memorial School,01750003,0.5,5.0,2.6,89.4,0.8,0.0,1.6,52.9,47.1
Medfield - Ralph Wheelock School,01750007,0.8,2.8,1.0,92.1,0.0,0.0,3.3,48.1,51.9
Medfield - Thomas Blake Middle,01750305,0.6,3.7,1.6,91.4,0.0,0.3,2.4,49.2,50.8
Medford - Brooks School,01760130,11.5,4.5,5.7,73.7,0.0,0.2,4.4,53.0,47.0
Medford - Christopher Columbus,01760140,18.9,7.7,16.2,53.0,0.0,0.0,4.2,50.9,49.1
Medford - Curtis-Tufts,01760510,26.7,6.7,6.7,60.0,0.0,0.0,0.0,66.7,33.3
Medford - John J McGlynn Elementary School,01760068,14.2,12.4,14.0,56.4,0.0,0.0,3.1,52.7,47.3
Medford - John J. McGlynn Middle School,01760320,18.9,8.0,9.5,61.1,0.0,0.0,2.5,50.0,50.0
Medford - Madeleine Dugger Andrews,01760315,15.6,5.6,9.2,65.6,0.6,0.2,3.3,51.3,48.7
Medford - Medford High,01760505,18.7,9.7,9.9,59.8,0.2,0.0,1.7,48.9,51.1
Medford - Medford Vocational Technical High,01760605,12.4,1.4,6.2,79.5,0.0,0.0,0.5,61.4,38.6
Medford - Milton Fuller Roberts,01760150,10.3,10.7,11.4,63.4,0.0,0.0,4.2,50.8,49.2
Medway - Francis J Burke Elementary,01770010,2.3,3.4,3.4,85.7,0.0,0.0,5.1,53.1,46.9
Medway - John D Mc Govern Elementary,01770013,1.9,1.9,1.9,92.1,0.3,0.0,1.9,47.0,53.0
Medway - Medway High,01770505,0.5,1.9,2.0,94.9,0.1,0.0,0.6,49.6,50.4
Medway - Medway Middle,01770305,1.2,1.7,1.4,94.6,0.1,0.0,1.0,50.9,49.1
Medway - Memorial Elementary,01770015,2.0,4.9,1.4,90.3,0.3,0.0,1.1,52.0,48.0
Melrose - Early Childhood Center,01780003,0.7,5.5,4.0,85.8,0.0,0.0,4.0,51.8,48.2
Melrose - Herbert Clark Hoover,01780017,0.8,4.2,6.1,83.7,0.0,0.4,4.9,57.2,42.8
Melrose - Horace Mann,01780025,6.0,4.9,2.6,82.0,0.0,0.0,4.5,46.2,53.8
Melrose - Lincoln,01780020,8.8,5.3,9.7,69.6,0.0,0.3,6.2,54.9,45.1
Melrose - Melrose High,01780505,6.6,3.5,4.5,80.5,0.1,1.6,3.3,46.8,53.2
Melrose - Melrose Middle,01780305,5.3,3.0,5.4,82.6,0.0,0.6,3.2,52.7,47.3
Melrose - Roosevelt,01780035,2.0,5.3,8.4,80.2,0.0,0.0,4.1,48.5,51.5
Melrose - Winthrop,01780050,4.1,2.6,2.6,88.3,0.0,0.0,2.3,51.3,48.7
Mendon-Upton - Henry P Clough,07100179,0.8,0.6,3.3,93.4,0.0,0.0,1.8,51.4,48.6
Mendon-Upton - Memorial School,07100001,0.4,3.3,4.9,88.6,0.0,0.0,2.9,47.3,52.7
Mendon-Upton - Miscoe Hill School,07100015,0.2,1.9,1.2,94.5,0.0,0.0,2.2,50.6,49.4
Mendon-Upton - Nipmuc Regional High,07100510,1.4,1.0,2.3,94.0,0.1,0.1,1.1,48.0,52.0
Methuen - Comprehensive Grammar School,01810050,1.4,5.2,28.7,62.8,0.0,0.0,1.9,53.6,46.4
