SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
ADAMS-CHESHIRE - PLUNKET ELEMENTARY,06030020,1.9,0.8,1.5,95.7,0.2,52.2,47.8
AGAWAM - AGAWAM HIGH,00050505,0.2,0.6,1.5,97.3,0.4,51.0,49.0
AGAWAM - AGAWAM JUNIOR HIGH,00050405,1.0,0.9,1.5,96.5,0.1,52.2,47.8
AGAWAM - AGAWAM MIDDLE SCHOOL,00050303,0.5,1.1,1.5,96.8,0.2,49.1,50.9
AGAWAM - BENJAMIN J PHELPS,00050020,2.5,1.6,0.7,95.2,0.0,50.9,49.1
AGAWAM - CLIFFORD M GRANGER,00050010,0.7,0.0,3.3,96.0,0.0,50.2,49.8
AGAWAM - JAMES CLARK SCHOOL,00050030,1.0,1.8,0.8,96.4,0.0,49.7,50.3
AGAWAM - ROBINSON PARK,00050025,1.4,1.1,1.7,95.8,0.0,56.0,44.0
AMESBURY - AMESBURY ELEMENTARY,00070005,1.7,0.4,0.2,97.8,0.0,50.2,49.8
AMESBURY - AMESBURY HIGH,00070505,0.7,0.3,0.4,98.6,0.0,48.2,51.8
AMESBURY - AMESBURY MIDDLE,00070013,0.5,0.6,0.6,98.0,0.2,50.7,49.3
AMESBURY - CHARLES C CASHMAN EL,00070010,0.6,0.4,1.2,97.9,0.0,52.4,47.6
AMESBURY - HORACE MANN,00070003,3.4,0.0,2.6,93.1,0.9,54.3,45.7
AMHERST - CROCKER FARM ELEMENTARY,00080009,10.1,7.3,15.5,66.8,0.3,51.2,48.8
AMHERST - FORT RIVER ELEMENTARY,00080020,13.2,11.4,7.3,67.1,0.9,52.6,47.4
AMHERST - MARKS MEADOW LABORATORY,00080030,19.2,10.6,13.1,56.1,1.0,51.5,48.5
AMHERST - WILDWOOD ELEMENTARY,00080050,13.2,12.2,9.7,64.0,1.0,51.0,49.0
AMHERST-PELHAM - AMHERST REGIONAL HIGH,06050505,9.6,7.9,7.4,74.8,0.3,51.9,48.1
AMHERST-PELHAM - AMHERST REGIONAL MS,06050405,10.0,6.4,8.2,75.1,0.4,52.6,47.4
ANDOVER - ANDOVER HIGH,00090505,1.6,8.3,2.0,88.0,0.1,51.1,48.9
ANDOVER - ANDOVER WEST MIDDLE,00090310,0.6,6.5,3.1,89.7,0.1,51.8,48.2
ANDOVER - BANCROFT ELEMENTARY,00090003,0.2,5.3,2.6,91.6,0.3,54.2,45.8
ANDOVER - DOHERTY MIDDLE,00090305,0.7,6.5,0.9,91.9,0.0,54.9,45.1
ANDOVER - HENRY C SANBORN ELEM,00090010,0.8,4.8,0.0,94.4,0.0,50.6,49.4
ANDOVER - SHAWSHEEN SCHOOL,00090005,0.4,5.2,0.0,94.4,0.0,54.3,45.7
ANDOVER - SOUTH ELEMENTARY,00090020,0.8,4.6,0.2,94.4,0.0,54.6,45.4
ANDOVER - WEST ELEMENTARY,00090025,1.1,7.3,4.0,87.5,0.1,50.8,49.2
ARLINGTON - ARLINGTON HIGH,00100505,6.7,4.4,1.9,86.9,0.0,48.8,51.2
ARLINGTON - BRACKETT,00100010,1.5,4.2,0.4,93.9,0.0,49.8,50.2
ARLINGTON - CYRUS E DALLIN,00100025,7.3,5.1,0.8,86.4,0.3,45.8,54.2
ARLINGTON - HARDY,00100030,5.1,11.1,3.5,80.1,0.3,49.7,50.3
ARLINGTON - JOHN A BISHOP,00100005,3.2,4.3,2.3,90.2,0.0,54.3,45.7
ARLINGTON - M NORCROSS STRATTON,00100055,3.6,5.4,2.2,88.8,0.0,51.6,48.4
ARLINGTON - OTTOSON JR HIGH,00100410,5.4,4.5,2.2,88.0,0.0,50.0,50.0
ARLINGTON - PEIRCE,00100045,7.5,5.1,3.7,83.6,0.0,53.3,46.7
ARLINGTON - THOMPSON,00100050,9.7,8.8,5.0,76.6,0.0,54.1,45.9
ASHBURNHAM-WESTMINSTER - BRIGGS ELEM,06100025,0.4,0.8,1.4,97.4,0.0,54.2,45.8
ASHBURNHAM-WESTMINSTER - MEETINGHOUSE SCHOOL,06100010,0.3,2.1,1.0,96.5,0.0,57.0,43.0
ASHBURNHAM-WESTMINSTER - OAKMONT REGIONAL H S,06100505,0.6,0.7,0.8,97.7,0.1,51.1,48.9
ASHBURNHAM-WESTMINSTER - OVERLOOK MIDDLE SCHOOL,06100305,0.3,1.5,0.6,97.5,0.0,53.1,46.9
ASHBURNHAM-WESTMINSTER - WESTMINSTER ELEM,06100005,1.2,1.5,1.2,96.2,0.0,56.4,43.6
ASHLAND - ASHLAND HIGH,00140505,3.1,2.6,6.2,87.5,0.5,49.0,51.0
ASHLAND - ASHLAND MIDDLE,00140405,2.4,3.4,4.3,89.9,0.0,45.4,54.6
ASHLAND - DAVID MINDESS,00140015,2.3,2.6,4.6,90.4,0.2,56.9,43.1
ASHLAND - HENRY E WARREN ELEM,00140010,1.6,2.4,3.9,91.7,0.3,51.9,48.1
ASHLAND - WILLIAM PITTAWAY ELEM,00140005,2.9,4.3,2.4,89.9,0.5,48.8,51.2
ASSABET VALLEY - ASSABET VALLEY VOC H S,08010605,1.6,1.0,5.2,91.4,0.7,54.9,45.1
ATHOL-ROYALSTON - ATHOL HIGH,06150505,1.5,0.5,0.0,98.0,0.0,47.2,52.8
ATHOL-ROYALSTON - ATHOL MIDDLE,06150305,1.6,0.3,2.9,95.1,0.3,52.7,47.3
ATHOL-ROYALSTON - ELLEN BIGELOW,06150005,2.5,0.0,0.6,94.3,2.5,54.7,45.3
ATHOL-ROYALSTON - LYMAN WARD ELC,06150002,7.1,0.0,0.0,92.9,0.0,47.6,52.4
ATHOL-ROYALSTON - PLEASANT ST,06150016,0.4,0.0,1.4,98.2,0.0,53.0,47.0
ATHOL-ROYALSTON - RIVERBEND,06150020,1.8,1.1,2.5,94.5,0.0,49.8,50.2
ATHOL-ROYALSTON - ROYALSTON COMMUNITY SCH,06150050,0.7,0.7,2.1,96.5,0.0,56.0,44.0
ATHOL-ROYALSTON - SANDERS STREET,06150025,0.0,0.0,3.1,96.9,0.0,57.7,42.3
ATHOL-ROYALSTON - SILVER LAKE,06150030,0.6,1.7,3.3,93.9,0.6,53.9,46.1
ATLANTIS CHARTER SCHOOL - ATLANTIS CS,04910550,5.5,1.3,3.1,89.2,0.9,54.1,45.9
ATTLEBORO - ATTLEBORO HIGH,00160505,1.4,7.1,3.6,87.9,0.0,49.5,50.5
ATTLEBORO - ATTLEBORO VOC TECH HIGH,00160605,2.4,7.2,6.1,84.3,0.0,67.4,32.6
ATTLEBORO - CYRIL K BRENNAN MIDDLE,00160315,3.1,5.6,5.1,86.2,0.0,52.2,47.8
ATTLEBORO - HILL ROBERTS ELEM,00160045,1.7,1.3,3.3,93.4,0.2,49.1,50.9
ATTLEBORO - HYMAN FINE ELEM,00160040,4.6,5.0,5.2,85.1,0.2,49.7,50.3
ATTLEBORO - PETER THACHER ELEMENTARY,00160050,2.5,9.4,5.2,82.5,0.4,54.6,45.4
ATTLEBORO - ROBERT J COELHO MIDDLE,00160305,2.1,2.7,3.2,91.8,0.2,49.6,50.4
ATTLEBORO - STUDLEY SCHOOL,00160001,3.8,2.8,11.4,81.8,0.1,50.9,49.1
ATTLEBORO - WAMSUTTA MIDDLE,00160320,1.9,7.5,4.6,86.0,0.0,51.1,48.9
ATTLEBORO - WILLETT,00160035,3.3,3.0,3.7,89.6,0.4,51.7,48.3
AUBURN - AUBURN MIDDLE,00170305,0.7,0.7,0.2,98.5,0.0,52.8,47.2
AUBURN - AUBURN SENIOR HIGH,00170505,1.1,1.6,1.8,95.5,0.0,49.2,50.8
AUBURN - BRYN MAWR,00170010,0.3,2.1,0.7,96.9,0.0,51.4,48.6
AUBURN - JULIA BANCROFT,00170005,1.0,0.0,0.3,98.6,0.0,52.7,47.3
AUBURN - MARY D STONE,00170025,1.9,3.0,1.3,93.8,0.0,53.1,46.9
AUBURN - PAKACHOAG,00170015,1.0,1.9,0.6,96.5,0.0,55.3,44.7
AVON - AVON MIDDLE HIGH SCHOOL,00180510,20.5,0.6,1.9,77.0,0.0,49.1,50.9
AVON - RALPH D BUTLER,00180010,4.6,1.0,4.9,89.5,0.0,47.1,52.9
AYER - AYER HIGH,00190510,11.0,6.3,6.9,74.1,1.7,46.7,53.3
AYER - AYER MIDDLE,00190305,9.2,3.8,5.2,80.3,1.4,51.4,48.6
AYER - HILLTOP-PAGE,00190025,12.3,4.7,4.5,78.3,0.2,52.3,47.7
BARNSTABLE - BARNSTABLE HIGH,00200505,5.7,0.6,5.4,87.9,0.5,51.2,48.8
BARNSTABLE - CENTERVILLE ELEMENTARY,00200010,4.4,0.5,0.7,94.0,0.5,51.2,48.8
BARNSTABLE - COTUIT ELEM,00200015,3.4,0.0,0.0,96.6,0.0,49.7,50.3
BARNSTABLE - HYANNIS ELEMENTARY,00200020,19.0,1.7,8.0,70.1,1.1,48.2,51.8
BARNSTABLE - HYANNIS WEST ELEMENTARY,00200025,18.1,1.6,8.5,70.2,1.6,51.8,48.2
BARNSTABLE - MARSTON MILLS EAST,00200032,2.3,1.2,0.2,95.6,0.7,47.9,52.1
BARNSTABLE - MARSTONS MILLS ELEM,00200030,1.9,0.6,0.0,97.5,0.0,50.6,49.4
BARNSTABLE - MIDDLE SCH/MARSTON'S MILL,00200310,5.1,1.2,3.9,89.5,0.3,54.9,45.1
BARNSTABLE - MIDDLE SCHOOL/HYANNIS,00200305,7.1,1.0,5.9,85.6,0.4,53.8,46.2
BARNSTABLE - OSTERVILLE BAY ELEMENTARY,00200040,2.2,2.2,0.0,95.7,0.0,54.3,45.7
BARNSTABLE - OSTERVILLE ELEMENTARY,00200035,0.0,0.0,0.0,100.0,0.0,53.4,46.6
BARNSTABLE - WEST BARNSTABLE ELEM,00200005,1.0,1.0,0.7,96.6,0.7,47.9,52.1
BARNSTABLE GRADE 5 HMCS - BARNSTABLE GRADE 5 HMCS,04230010,4.8,0.5,2.6,91.9,0.2,50.8,49.2
BEDFORD - BEDFORD HIGH,00230505,6.0,4.2,1.7,88.0,0.2,53.2,46.8
BEDFORD - JOHN GLENN MIDDLE,00230305,4.3,3.0,0.6,92.1,0.0,52.6,47.4
BEDFORD - LT ELEZER DAVIS,00230010,2.9,8.4,2.1,86.2,0.4,51.9,48.1
BEDFORD - LT JOB LANE SCHOOL,00230012,3.3,5.2,1.3,90.2,0.0,52.1,47.9
BELCHERTOWN - BELCHERTOWN HIGH,00240505,0.9,0.5,1.5,97.1,0.0,48.3,51.7
BELCHERTOWN - BERKSHIRE AVENUE SCHOOL,00240002,2.0,4.1,1.0,92.9,0.0,56.1,43.9
BELCHERTOWN - CHESTNUT HILL COMMUNITY,00240004,0.7,0.7,0.9,97.7,0.0,49.7,50.3
BELCHERTOWN - COLD SPRING,00240005,0.3,0.3,2.0,97.4,0.0,50.2,49.8
BELCHERTOWN - SWIFT RIVER ELEM,00240018,0.9,1.5,2.0,95.6,0.0,48.9,51.1
BELCHERTOWN - TADGELL HALL,00240020,1.2,0.0,0.6,98.2,0.0,56.4,43.6
BELLINGHAM - BELLINGHAM ECC,00250003,1.8,0.0,0.0,98.2,0.0,52.6,47.4
BELLINGHAM - BELLINGHAM MEMORIAL JR/SR,00250505,1.4,1.5,1.1,95.9,0.1,47.3,52.7
BELLINGHAM - CLARA MACY ELEMENTARY,00250009,1.5,1.5,1.5,95.5,0.0,46.7,53.3
BELLINGHAM - PRIMAVERA JR/SR H S,00250510,2.1,2.1,2.1,93.8,0.0,77.1,22.9
BELLINGHAM - SOUTH ELEM,00250020,1.4,1.0,0.5,97.1,0.0,48.1,51.9
BELLINGHAM - STALL BROOK,00250025,1.1,1.5,0.9,96.4,0.0,54.3,45.7
BELMONT - BELMONT HIGH,00260505,3.4,9.0,2.3,84.9,0.4,46.7,53.3
BELMONT - DANIEL BUTLER,00260015,4.5,11.5,2.1,81.9,0.0,50.7,49.3
BELMONT - MARY LEE BURBANK,00260010,3.0,8.3,4.6,84.1,0.0,49.7,50.3
BELMONT - ROGER E WELLINGTON,00260035,2.0,6.4,1.3,90.0,0.2,50.0,50.0
BELMONT - WINN BROOK,00260005,2.6,7.4,1.4,88.6,0.0,55.1,44.9
BELMONT - WINTHROP L CHENERY MIDDLE,00260305,4.8,8.3,1.7,85.1,0.1,52.8,47.2
BENJAMIN BANNEKER CHARTER - BENJAMIN BANNEKER CS,04200205,89.2,0.6,7.9,1.3,1.0,48.3,51.7
BENJAMIN FRANKLIN CHARTER - BEN FRANKLIN CLASSICAL CS,04470205,0.6,2.8,1.4,95.3,0.0,50.3,49.7
BERKLEY - BERKLEY COMMUNITY SCHOOL,00270010,0.9,0.0,0.1,99.0,0.0,52.4,47.6
BERKSHIRE HILLS - HOUSATONIC GRAMMAR,06180015,1.1,0.0,1.1,97.8,0.0,44.6,55.4
BERKSHIRE HILLS - MONUMENT MT REG HIGH,06180505,1.3,0.7,1.6,96.3,0.0,50.1,49.9
BERKSHIRE HILLS - SEARLES MIDDLE,06180305,0.9,3.0,1.8,94.4,0.0,50.7,49.3
BERKSHIRE HILLS - STOCKBRIDGE PLAIN,06180030,2.0,0.7,1.6,95.1,0.7,55.9,44.1
BERKSHIRE HILLS - VILLAGE,06180025,0.0,0.0,0.0,100.0,0.0,51.6,48.4
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,6.9,0.7,4.2,87.5,0.7,54.2,45.8
BERLIN - BERLIN MEMORIAL,00280005,0.0,0.0,0.4,99.6,0.0,48.0,52.0
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,0.7,1.0,0.0,98.3,0.0,50.0,50.0
BEVERLY - ABRAHAM EDWARDS,00300020,4.0,1.2,7.3,87.4,0.0,59.5,40.5
BEVERLY - AYERS@MCKAY/RYAL SIDE SCH,00300055,2.1,0.5,2.7,94.5,0.2,46.5,53.5
BEVERLY - BEVERLY HIGH,00300505,1.1,1.0,2.5,95.2,0.2,47.4,52.6
BEVERLY - BRISCOE MIDDLE,00300305,1.9,1.2,2.6,94.1,0.2,53.4,46.6
BEVERLY - CENTERVILLE,00300010,5.0,0.6,0.9,93.5,0.0,54.6,45.4
BEVERLY - COVE,00300015,0.7,0.4,0.7,97.8,0.4,52.7,47.3
BEVERLY - HANNAH ELEMENTARY,00300033,4.5,1.9,4.8,88.8,0.0,49.1,50.9
BEVERLY - MCKEOWN ELEMENTARY,00300037,2.5,1.5,3.3,92.4,0.4,52.0,48.0
BEVERLY - MEMORIAL MIDDLE,00300310,2.7,0.6,4.4,92.2,0.0,49.2,50.8
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0.4,3.3,2.1,94.2,0.0,46.5,53.5
BEVERLY - PATTEN ELEMENTARY SCHOOL,00300060,1.6,3.1,3.9,91.5,0.0,51.6,48.4
BILLERICA - BILLERICA MEM HIGH SCH,00310505,1.1,3.5,2.1,92.7,0.7,47.8,52.2
BILLERICA - EUGENE C VINING,00310030,0.7,3.1,2.1,94.1,0.0,51.8,48.2
BILLERICA - FREDERICK J DUTILE,00310007,0.6,1.9,1.0,96.5,0.0,50.9,49.1
BILLERICA - HAJJAR ELEMENTARY,00310026,1.4,1.3,0.0,97.3,0.0,51.5,48.5
BILLERICA - JOHN F KENNEDY,00310012,0.5,1.4,0.8,97.3,0.0,55.3,44.7
BILLERICA - LOCKE MIDDLE,00310310,0.4,0.4,0.8,98.3,0.0,50.2,49.8
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0.8,1.6,0.0,97.6,0.0,51.5,48.5
BILLERICA - PARKER,00310015,1.4,3.1,3.1,91.7,0.8,50.1,49.9
BILLERICA - THOMAS DITSON,00310005,1.4,1.8,1.2,95.6,0.0,55.0,45.0
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0.5,0.3,1.3,97.5,0.5,62.6,37.4
BLACKSTONE-MILLVILLE - A F MALONEY,06220015,0.0,1.5,0.5,97.5,0.5,52.3,47.8
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE RHS,06220505,1.1,0.4,0.9,97.6,0.0,49.3,50.7
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE RMS,06220405,0.8,1.0,0.5,97.8,0.0,53.0,47.0
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,1.3,0.0,0.0,98.7,0.0,49.7,50.3
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,0.9,0.0,0.0,99.1,0.0,48.5,51.5
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,6.3,0.7,3.0,89.6,0.4,62.8,37.2
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,31.1,14.3,5.1,48.8,0.7,57.3,42.7
BOSTON - AGASSIZ,00350007,21.8,0.6,72.4,5.1,0.0,53.1,46.9
BOSTON - ALEXANDER HAMILTON,00350011,40.7,24.1,19.1,16.1,0.0,61.8,38.2
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,48.2,3.5,9.4,36.5,2.4,41.2,58.8
BOSTON - BEETHOVEN,00350021,48.2,4.3,18.9,28.6,0.0,53.8,46.2
BOSTON - BLACKSTONE,00350390,26.2,0.4,71.2,2.0,0.2,54.3,45.7
BOSTON - BLUE HILL AVE ECC,00350010,49.2,1.1,45.5,3.7,0.5,55.0,45.0
BOSTON - BOSTON ARTS ACADEMY,00350546,43.7,0.9,18.6,35.9,0.9,42.9,57.1
BOSTON - BOSTON HIGH SCHOOL,00350650,55.3,3.1,26.2,15.2,0.4,47.9,52.1
BOSTON - BOSTON LATIN,00350560,16.4,25.4,7.5,50.6,0.1,45.0,55.0
BOSTON - BOSTON LATIN ACADEMY,00350545,26.0,21.8,7.6,44.4,0.3,44.2,55.8
BOSTON - BRIGHTON HIGH,00350505,49.8,8.6,35.0,6.3,0.4,46.4,53.6
BOSTON - CARTER DEVELOP DAY CARE,00350036,50.0,11.1,38.9,0.0,0.0,72.2,27.8
BOSTON - CHARLES H TAYLOR,00350054,89.3,2.1,4.5,3.8,0.3,49.3,50.7
BOSTON - CHARLES SUMNER,00350052,36.0,1.7,47.4,14.7,0.2,55.6,44.4
BOSTON - CHARLESTOWN HIGH,00350515,38.9,22.2,26.8,11.9,0.2,53.9,46.1
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,36.3,17.8,24.2,20.8,0.9,54.4,45.6
BOSTON - CURTIS GUILD,00350062,16.5,27.8,16.5,38.7,0.4,57.8,42.2
BOSTON - DANTE ALIGHIERI,00350066,17.0,9.5,39.5,34.0,0.0,55.1,44.9
BOSTON - DAVID A ELLIS,00350072,46.1,0.7,52.4,0.7,0.2,52.0,48.0
BOSTON - DEARBORN,00350074,73.9,2.2,21.7,2.0,0.2,50.9,49.1
BOSTON - DENNIS C HALEY,00350077,76.8,0.9,15.9,6.2,0.3,50.6,49.4
BOSTON - DONALD MCKAY,00350080,10.0,0.3,79.9,9.7,0.1,48.8,51.2
BOSTON - DORCHESTER HIGH,00350520,67.7,2.6,25.7,3.6,0.4,53.0,47.0
BOSTON - EAST BOSTON ECC,00350009,20.5,3.6,57.4,18.5,0.0,48.2,51.8
BOSTON - EAST BOSTON HIGH,00350530,25.0,5.0,43.0,26.9,0.2,53.9,46.1
BOSTON - EDWARD EVERETT,00350088,47.8,15.9,8.9,25.9,1.4,52.2,47.8
BOSTON - EGLESTON COMM HIGH SCHOOL,00350543,66.7,0.0,29.4,3.9,0.0,33.3,66.7
BOSTON - ELC - EAST ZONE,00350005,75.1,4.0,10.4,7.5,2.9,57.2,42.8
BOSTON - ELC - NORTH ZONE,00350003,27.9,32.6,10.5,27.9,1.2,47.7,52.3
BOSTON - ELC - WEST ZONE,00350006,56.2,0.0,28.1,15.7,0.0,55.4,44.6
BOSTON - ELIHU GREENWOOD,00350094,69.9,1.6,15.9,12.2,0.4,50.5,49.5
BOSTON - ELIOT ELEMENTARY,00350096,48.3,3.4,30.0,17.7,0.5,53.2,46.8
BOSTON - ELLIS MENDELL,00350100,54.4,0.0,41.7,3.5,0.4,49.1,50.9
BOSTON - EMILY A FIFIELD,00350102,88.2,0.8,8.5,1.8,0.8,49.5,50.5
BOSTON - EXPULSION ALT SCHOOL,00350580,71.4,0.0,14.3,14.3,0.0,92.9,7.1
BOSTON - FARRAGUT,00350108,49.3,18.1,23.7,7.0,1.9,48.1,51.9
BOSTON - FENWAY HIGH SCHOOL,00350540,47.0,4.2,27.3,21.2,0.4,43.6,56.4
BOSTON - FRANK V THOMPSON MIDDLE,00350114,80.3,3.9,11.0,4.6,0.2,53.9,46.1
BOSTON - FRANKLIN D ROOSEVELT,00350116,65.9,2.6,9.6,21.2,0.7,54.0,46.0
BOSTON - GEORGE H CONLEY,00350122,49.8,1.7,19.6,28.9,0.0,57.9,42.1
BOSTON - GROVER CLEVELAND,00350415,70.6,3.3,17.7,7.7,0.7,57.5,42.5
BOSTON - HARBOR SCHOOL,00350426,68.4,4.7,14.2,12.1,0.5,45.8,54.2
BOSTON - HARRIET A BALDWIN,00350129,21.6,67.4,5.5,5.5,0.0,50.0,50.0
BOSTON - HARVARD-KENT,00350200,19.8,32.4,24.2,23.2,0.4,53.7,46.3
BOSTON - HENRY GREW,00350135,64.2,2.0,14.7,19.1,0.0,57.5,42.5
BOSTON - HENRY L HIGGINSON,00350137,76.1,1.1,19.0,3.8,0.0,52.7,47.3
BOSTON - HORACE MANN,00350750,41.7,8.7,31.3,18.3,0.0,47.0,53.0
BOSTON - HUGH ROE O'DONNELL,00350141,11.3,13.0,43.3,32.3,0.0,45.3,54.7
BOSTON - HYDE PARK HIGH SCHOOL,00350550,73.6,1.7,16.3,7.9,0.4,54.9,45.1
BOSTON - JACKSON MANN,00350013,47.8,16.5,19.6,15.9,0.3,53.7,46.3
BOSTON - JAMES A GARFIELD ELEM,00350152,45.4,12.3,17.3,25.0,0.0,45.1,54.9
BOSTON - JAMES CONDON ELEM,00350146,46.2,15.0,10.4,27.5,0.9,52.5,47.5
BOSTON - JAMES J CHITTICK,00350154,89.6,1.2,2.5,5.0,1.7,52.0,48.0
BOSTON - JAMES M CURLEY,00350384,49.2,3.4,29.8,17.6,0.0,50.2,49.8
BOSTON - JAMES OTIS,00350156,5.5,2.8,65.8,25.9,0.0,54.3,45.7
BOSTON - JAMES P TIMILTY MIDDLE,00350485,52.4,4.8,32.6,9.6,0.7,45.6,54.4
BOSTON - JAMES W HENNIGAN,00350153,29.6,4.2,49.1,16.8,0.3,46.2,53.8
BOSTON - JEREMIAH E BURKE HIGH,00350525,83.7,3.7,9.5,2.3,0.8,53.3,46.7
BOSTON - JOHN D PHILBRICK,00350172,55.3,2.0,25.3,16.7,0.7,55.3,44.7
BOSTON - JOHN F KENNEDY,00350166,24.8,1.2,71.4,2.6,0.0,48.4,51.6
BOSTON - JOHN MARSHALL,00350178,65.0,1.9,30.1,2.3,0.7,52.3,47.7
BOSTON - JOHN P HOLLAND,00350167,56.4,16.7,25.0,1.6,0.3,54.6,45.4
BOSTON - JOHN W MCCORMACK,00350179,52.2,5.8,30.8,11.3,0.0,51.0,49.0
BOSTON - JOHN WINTHROP,00350180,65.3,2.1,30.9,1.7,0.0,49.8,50.2
BOSTON - JOSEPH J HURLEY,00350182,35.3,0.3,62.7,1.4,0.3,53.1,46.9
BOSTON - JOSEPH LEE,00350183,82.4,3.0,9.8,4.4,0.4,55.3,44.7
BOSTON - JOSEPH P MANNING,00350184,54.7,3.7,23.0,17.4,1.2,51.6,48.4
BOSTON - JOSEPH P TYNAN,00350181,55.3,8.0,10.5,25.8,0.4,53.7,46.3
BOSTON - JOSIAH QUINCY,00350286,22.1,62.7,6.0,9.2,0.0,50.8,49.2
BOSTON - JOYCE KILMER,00350190,30.7,13.2,15.4,39.3,1.4,52.5,47.5
BOSTON - LEWIS MIDDLE SCHOOL,00350455,75.1,0.3,23.1,1.2,0.3,55.4,44.6
BOSTON - LUCY STONE,00350211,80.3,0.9,11.9,5.5,1.4,57.8,42.2
BOSTON - LYNDON,00350262,21.2,2.5,39.1,36.8,0.5,50.1,49.9
BOSTON - MADISON PARK HIGH,00350537,60.2,2.8,28.8,7.8,0.3,52.5,47.5
BOSTON - MANASSAH E BRADLEY,00350215,16.6,6.8,24.7,51.6,0.3,52.3,47.7
BOSTON - MARGARET FULLER,00350217,63.2,1.9,28.7,6.2,0.0,53.1,46.9
BOSTON - MARTIN LUTHER KING JR MID,00350410,49.2,2.8,45.8,1.9,0.2,44.3,55.7
BOSTON - MARY E CURLEY MIDDLE,00350420,34.3,1.6,58.6,5.1,0.4,50.4,49.6
BOSTON - MARY LYON,00350004,42.5,6.6,13.2,37.7,0.0,70.8,29.2
BOSTON - MATHER,00350227,53.3,32.1,5.5,8.5,0.5,52.5,47.5
BOSTON - MATTAHUNT,00350226,69.3,0.4,26.3,3.5,0.5,55.7,44.3
BOSTON - MATTAPAN ECC,00350008,57.5,8.6,29.6,4.3,0.0,47.8,52.2
BOSTON - MAURICE J TOBIN,00350229,31.8,1.5,64.8,1.7,0.2,49.7,50.3
BOSTON - MICHAEL J PERKINS,00350231,42.4,15.2,11.3,30.4,0.8,47.5,52.5
BOSTON - MISSION SCHOOL,00350382,49.0,5.2,19.0,26.8,0.0,50.3,49.7
BOSTON - MOZART,00350237,54.2,2.1,17.4,26.3,0.0,55.3,44.7
BOSTON - MULTICULTURAL MIDDLE COLL,00350542,75.5,5.0,15.1,4.4,0.0,49.7,50.3
BOSTON - NATHAN HALE,00350243,82.3,3.0,13.6,0.5,0.5,48.0,52.0
