SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Boston - Mary Lyon,00350004,13.7,7.3,31.5,44.4,0.0,0.0,3.2,68.5,31.5
Boston - Mather,00350227,41.9,35.3,16.0,2.8,0.2,0.0,3.7,54.0,46.0
Boston - Mattahunt,00350226,77.0,0.9,19.1,2.1,0.6,0.0,0.4,55.7,44.3
Boston - Maurice J Tobin,00350229,23.5,0.2,71.5,3.4,0.2,0.0,1.1,48.3,51.7
Boston - Media Communications Technology High School,00350578,56.9,1.7,29.1,10.6,0.8,0.0,0.8,59.4,40.6
Boston - Michael J Perkins,00350231,44.0,7.2,26.8,17.2,0.0,0.0,4.8,51.2,48.8
Boston - Mildred Avenue Middle School,00350381,79.7,0.9,17.0,1.1,0.5,0.2,0.5,53.4,46.6
Boston - Mission Hill School,00350382,42.3,0.6,29.8,22.0,0.0,0.0,5.4,48.2,51.8
Boston - Monument High School,00350538,45.7,5.2,25.3,22.0,0.8,0.0,0.8,53.2,46.8
Boston - Mozart,00350237,25.3,5.1,29.7,38.6,0.0,0.0,1.3,50.6,49.4
Boston - Nathan Hale,00350243,58.8,0.6,35.0,1.1,1.1,0.0,3.4,46.9,53.1
Boston - New Mission High School,00350542,65.6,2.0,30.3,1.6,0.0,0.0,0.4,40.6,59.4
Boston - Noonan Business Academy,00350524,66.9,2.9,26.5,2.0,1.6,0.0,0.0,49.4,50.6
Boston - O W Holmes,00350138,71.4,1.5,20.4,4.1,0.5,0.0,2.0,55.1,44.9
Boston - O'Bryant Sch Math/Science,00350575,39.5,21.8,25.8,11.5,0.2,0.2,1.0,42.7,57.3
Boston - Odyssey High School,00350577,42.4,6.7,27.2,21.3,0.3,0.0,2.0,53.9,46.1
Boston - Oliver Hazard Perry,00350255,14.9,4.0,19.3,59.8,0.4,0.0,1.6,49.8,50.2
Boston - Orchard Gardens,00350257,33.1,0.3,62.8,2.0,0.6,0.0,1.2,49.2,50.8
Boston - Parkway Academy of Technology and Health,00350574,51.9,1.0,36.4,9.1,1.0,0.0,0.6,45.5,54.5
Boston - Patrick F Gavin Middle,00350435,46.6,8.6,29.1,14.6,0.2,0.0,0.9,53.4,46.6
Boston - Patrick J Kennedy,00350264,6.6,1.5,76.4,13.1,0.0,0.0,2.3,54.1,45.9
Boston - Patrick O'Hearn,00350266,36.5,9.4,10.7,34.3,3.4,0.4,5.2,49.4,50.6
Boston - Paul A Dever,00350268,35.1,8.1,47.9,6.0,0.6,0.0,2.3,52.9,47.1
Boston - Pauline Agassiz Shaw,00350270,83.7,1.2,12.8,0.8,0.8,0.0,0.8,52.1,47.9
Boston - Phineas Bates,00350278,48.3,2.4,34.7,10.8,0.0,0.3,3.5,51.0,49.0
Boston - Quincy E Dickerman,00350284,53.6,0.0,41.0,3.6,0.0,0.5,1.4,51.4,48.6
Boston - Quincy Upper School,00350565,25.0,55.3,11.7,5.7,0.8,0.0,1.4,56.6,43.4
Boston - Rafael Hernandez,00350691,2.7,0.2,90.7,5.9,0.0,0.0,0.5,48.0,52.0
Boston - Ralph Waldo Emerson,00350288,73.1,2.2,16.7,2.6,0.4,0.9,4.0,57.3,42.7
Boston - Richard J Murphy,00350240,28.6,25.4,11.0,31.9,0.8,0.2,2.1,55.5,44.5
Boston - Roger Clap,00350298,29.6,8.0,25.3,32.7,0.6,0.6,3.1,57.4,42.6
Boston - Samuel Adams,00350302,7.0,2.2,67.9,19.9,0.4,0.0,2.6,57.2,42.8
Boston - Samuel W Mason,00350304,57.1,1.5,27.1,9.9,0.0,0.5,3.9,48.3,51.7
Boston - Sarah Greenwood,00350308,28.9,0.8,65.9,2.3,0.0,0.3,1.8,51.4,48.6
Boston - Snowden Int'l High,00350690,42.0,11.2,35.8,9.2,0.5,0.0,1.2,48.5,51.5
Boston - Social Justice Academy,00350583,57.2,0.9,36.4,4.4,0.0,0.3,0.9,51.0,49.0
Boston - Solomon Lewenberg Middle,00350450,72.9,0.6,22.7,2.8,0.3,0.0,0.6,55.5,44.5
Boston - Tech Boston Academy,00350539,56.4,6.4,28.5,5.9,0.5,0.0,2.4,64.9,35.1
Boston - The Engineering School,00350582,50.3,2.1,38.0,7.5,0.6,0.3,1.2,71.6,28.4
Boston - The English High,00350535,41.0,1.9,52.2,3.2,0.6,0.1,0.9,53.4,46.6
Boston - Thomas A Edison Jr High,00350425,29.8,12.8,47.0,7.7,1.1,0.0,1.6,59.6,40.4
Boston - Thomas J Kenny,00350328,53.0,17.0,17.0,10.9,0.4,0.4,1.2,57.9,42.1
Boston - Urban Science Academy,00350579,48.0,2.4,37.6,10.7,0.0,0.0,1.2,53.5,46.5
Boston - Warren-Prescott,00350346,12.7,2.8,27.1,56.7,0.0,0.0,0.7,52.0,48.0
Boston - Washington Irving Middle,00350445,35.3,3.5,48.2,11.0,0.3,0.0,1.7,50.4,49.6
Boston - William E Russell,00350366,25.3,11.5,55.5,3.6,0.5,0.3,3.3,47.8,52.2
Boston - William Ellery Channing,00350360,58.2,0.9,33.0,5.3,0.3,0.0,2.2,50.3,49.7
Boston - William H Ohrenberger,00350258,25.8,4.8,51.1,15.2,0.0,0.2,2.9,49.3,50.7
Boston - William McKinley,00350363,55.3,0.5,27.3,13.5,0.7,0.2,2.4,79.7,20.3
Boston - William Monroe Trotter,00350370,69.9,0.8,23.8,1.3,0.8,0.5,2.9,51.8,48.2
Boston - Winship Elementary,00350374,25.7,13.0,47.8,13.0,0.0,0.0,0.4,50.9,49.1
Boston - Wm B Rogers Middle,00350470,54.0,9.0,28.7,7.4,0.0,0.0,1.0,53.2,46.8
Boston - Woodrow Wilson Middle,00350490,75.3,1.7,18.0,3.4,0.3,0.0,1.4,52.8,47.2
Boston - Young Achievers,00350380,56.3,0.8,35.0,4.5,0.3,0.0,3.1,56.9,43.1
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,26.7,1.1,9.7,60.6,0.2,0.0,1.7,48.3,51.7
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,65.1,0.7,29.6,4.0,0.0,0.0,0.7,41.9,58.1
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,70.5,0.3,21.9,7.2,0.0,0.0,0.0,53.4,46.6
Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School,04810550,68.6,2.0,26.5,1.0,0.0,0.0,1.9,47.4,52.6
Bourne - Bourne High,00360505,2.9,0.8,2.0,88.0,0.6,0.3,5.4,46.5,53.5
Bourne - Bourne Middle School,00360325,1.7,0.5,2.9,87.8,0.1,0.2,6.7,53.3,46.7
Bourne - Ella F Hoxie School,00360015,0.0,0.5,1.1,92.9,0.0,0.0,5.5,47.5,52.5
Bourne - James F Peebles Elem,00360010,0.8,1.0,2.7,88.5,0.0,0.0,7.0,50.9,49.1
Bourne - Otis Memorial,00360020,0.6,1.9,5.3,86.0,0.3,0.0,5.9,55.1,44.9
Boxborough - Blanchard Memorial,00370005,0.8,18.6,2.5,74.1,0.2,0.0,3.8,52.3,47.7
Boxford - Harry Lee Cole,00380005,0.0,0.7,1.2,97.0,0.0,0.0,1.0,50.2,49.8
Boxford - Spofford Pond,00380013,0.8,0.2,0.9,97.9,0.0,0.2,0.0,55.9,44.1
Boylston - Boylston Elementary,00390005,1.1,3.2,1.8,90.8,0.3,0.0,2.9,46.6,53.4
Braintree - Archie T Morrison,00400033,6.6,9.1,10.8,72.2,0.0,0.7,0.7,50.1,49.9
Braintree - Braintree High,00400505,4.3,9.0,2.9,83.1,0.3,0.0,0.5,51.1,48.9
Braintree - Donald Ross,00400050,6.5,13.6,6.1,73.5,0.0,0.0,0.4,52.3,47.7
Braintree - East Middle School,00400305,6.0,6.9,4.3,81.9,0.1,0.1,0.6,52.0,48.0
Braintree - Highlands,00400015,0.7,5.5,1.9,90.7,0.0,0.0,1.2,49.9,50.1
Braintree - Hollis,00400005,1.8,5.1,2.7,88.9,0.0,0.0,1.4,51.6,48.4
Braintree - Liberty,00400025,2.3,13.1,1.5,81.6,0.2,0.0,1.3,52.1,47.9
Braintree - Mary E Flaherty School,00400020,3.9,7.5,1.0,86.0,0.0,0.0,1.6,55.0,45.0
Braintree - South Middle School,00400310,1.8,8.1,2.4,85.7,0.4,0.0,1.7,51.1,48.9
Brewster - Eddy Elementary,00410010,2.8,1.2,2.4,93.5,0.0,0.0,0.0,48.2,51.8
Brewster - Stony Brook Elementary,00410005,2.3,1.9,1.5,93.8,0.0,0.0,0.4,51.5,48.5
Bridgewater-Raynham - Bridgewater Middle School,06250320,3.4,0.5,1.0,94.1,0.2,0.0,1.0,53.8,46.2
Bridgewater-Raynham - Bridgewater-Raynham Reg,06250505,3.9,1.8,2.4,90.1,0.3,0.1,1.4,49.7,50.3
Bridgewater-Raynham - Laliberte Elementary School,06250050,1.9,1.2,2.1,90.3,0.0,0.2,4.2,48.7,51.3
Bridgewater-Raynham - Merrill Elementary School,06250020,1.3,1.5,3.0,90.1,0.0,0.8,3.3,56.2,43.8
Bridgewater-Raynham - Mitchell Elementary School,06250002,3.0,0.8,2.2,91.1,0.0,0.0,2.8,51.2,48.8
Bridgewater-Raynham - Raynham Middle School,06250315,2.9,1.0,2.3,91.2,0.3,0.0,2.3,53.9,46.1
Bridgewater-Raynham - Williams Intermediate School,06250300,2.6,1.1,1.9,92.7,0.0,0.0,1.7,52.9,47.1
Brimfield - Brimfield Elementary,00430005,0.3,0.6,1.4,96.0,0.0,0.0,1.7,50.0,50.0
Bristol County Agricultural - Bristol County Agr High,09100705,1.6,0.5,2.3,93.5,0.5,0.0,1.6,26.1,73.9
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Voc Tech,08100605,1.8,0.5,4.4,91.4,0.1,0.1,1.8,55.0,45.0
Brockton - B B Russell Alternative School,00440080,55.1,1.9,22.4,16.8,2.8,0.0,0.9,82.2,17.8
Brockton - Brockton Champion High School,00440515,40.7,2.0,18.7,35.3,0.0,0.0,3.3,46.7,53.3
Brockton - Brockton High,00440505,55.5,2.5,11.2,28.4,0.8,0.1,1.5,49.2,50.8
Brockton - Brookfield,00440010,36.0,1.2,10.1,49.2,0.5,0.6,2.4,50.8,49.2
Brockton - Downey,00440110,48.1,2.3,13.7,32.5,0.5,0.2,2.8,56.5,43.5
Brockton - Dr W Arnone Comm Sch,00440001,33.8,1.4,39.2,21.8,0.8,0.0,3.0,50.6,49.4
Brockton - East Junior High,00440405,52.3,1.8,18.5,24.5,0.5,0.4,2.1,53.5,46.5
Brockton - Edgar B Davis,00440023,53.3,0.9,12.1,28.7,0.7,0.4,3.9,47.7,52.3
Brockton - Eldon B. Keith Center,00440095,46.8,1.8,18.3,24.8,0.5,0.5,7.3,56.7,43.3
Brockton - Gilmore Academy,00440425,35.3,3.9,7.9,46.8,1.6,0.0,4.5,51.1,48.9
Brockton - Hancock,00440045,36.7,5.1,7.7,46.8,0.4,0.1,3.2,46.7,53.3
Brockton - Howard School,00440050,26.9,2.3,15.4,48.5,0.0,0.0,6.9,63.8,36.2
Brockton - Huntington,00440055,57.9,1.7,15.6,19.2,0.2,0.8,4.6,55.8,44.2
Brockton - John F Kennedy,00440017,42.8,5.4,10.4,38.1,0.4,0.2,2.9,53.8,46.2
Brockton - Joseph F Plouffe Elem,00440120,49.1,1.6,17.0,28.1,0.7,0.0,3.5,52.3,47.7
Brockton - Lincoln Alternative School,00440400,29.4,0.0,19.6,45.1,0.0,0.0,5.9,80.4,19.6
Brockton - Louis F Angelo Elem,00440065,52.9,5.6,12.7,24.2,0.1,0.0,4.4,52.3,47.7
Brockton - Manthala George Jr School,00440003,,,,,,,,,
Brockton - Mary E. Baker School,00440002,46.4,1.5,7.5,39.9,1.0,0.0,3.7,52.0,48.0
Brockton - North Junior High,00440410,48.3,1.9,15.1,31.3,1.1,0.0,2.3,51.5,48.5
Brockton - Oscar F Raymond,00440078,62.5,2.5,9.7,20.1,0.5,0.1,4.6,51.4,48.6
Brockton - South Junior High,00440415,50.8,2.8,13.5,29.9,1.2,0.2,1.6,52.2,47.8
Brockton - West Junior High,00440420,52.4,3.3,14.8,26.6,0.6,0.2,2.1,48.9,51.1
Brockton - Whitman,00440100,49.0,3.1,15.3,31.6,1.0,0.0,0.0,56.1,43.9
Brookfield - Brookfield Elementary,00450005,0.0,0.3,3.4,93.2,0.0,0.0,3.0,48.3,51.7
Brookline - Brookline High,00460505,9.2,16.0,10.3,60.6,0.2,0.1,3.6,51.6,48.4
Brookline - Edith C Baker,00460005,4.2,30.2,8.5,52.6,0.1,0.1,4.2,55.3,44.7
Brookline - Edward Devotion,00460015,9.0,11.8,7.6,65.9,0.3,0.3,5.1,51.3,48.7
Brookline - Heath,00460025,5.3,13.1,8.8,69.5,0.0,0.0,3.3,50.4,49.6
Brookline - John D Runkle,00460045,7.0,13.1,13.1,60.6,0.0,0.0,6.2,49.5,50.5
Brookline - Lawrence,00460030,6.5,30.3,8.2,48.3,0.0,0.0,6.8,50.5,49.5
Brookline - Michael Driscoll,00460020,7.1,14.1,5.8,65.6,0.0,0.0,7.4,49.1,50.9
Brookline - Pierce,00460040,9.1,20.9,8.6,52.9,0.0,0.0,8.5,49.0,51.0
Brookline - The Lynch Center,00460060,0.0,15.5,17.2,62.1,0.0,0.0,5.2,56.9,43.1
Brookline - William H Lincoln,00460035,10.4,18.2,10.6,55.3,0.0,0.0,5.4,52.5,47.5
Burlington - Burlington High,00480505,3.2,13.4,2.3,79.0,0.1,0.1,2.0,50.2,49.8
Burlington - Fox Hill,00480007,2.9,13.1,1.9,79.4,0.2,0.0,2.5,50.3,49.7
Burlington - Francis Wyman Elem,00480035,4.6,13.2,2.3,76.3,0.4,0.0,3.2,53.4,46.6
Burlington - Marshall Simonds Middle,00480303,2.5,10.2,3.4,81.8,0.5,0.4,1.3,52.3,47.7
Burlington - Memorial,00480015,5.0,16.7,1.9,73.3,1.2,1.6,0.4,53.9,46.1
Burlington - Pine Glen Elementary,00480020,2.3,8.9,4.1,82.7,0.3,0.0,1.8,51.5,48.5
Cambridge - Amigos School,00490006,7.0,2.0,56.5,30.4,0.3,0.0,3.7,45.8,54.2
Cambridge - Cambridge Rindge and Latin,00490506,38.8,9.1,14.4,35.8,0.5,0.0,1.5,52.0,48.0
Cambridge - Cambridgeport,00490007,30.6,11.6,10.6,42.3,1.1,0.0,3.9,47.2,52.8
Cambridge - Fletcher/Maynard Academy,00490090,55.7,5.3,22.1,12.3,0.4,0.8,3.3,56.1,43.9
Cambridge - Graham and Parks,00490080,24.3,17.3,8.6,45.8,0.5,0.2,3.3,51.6,48.4
Cambridge - Haggerty,00490020,26.7,14.7,2.8,48.4,0.7,0.4,6.3,52.6,47.4
Cambridge - John M Tobin,00490065,37.9,23.3,11.8,21.1,1.6,0.3,4.0,46.9,53.1
Cambridge - Kennedy-Longfellow,00490040,37.3,8.2,17.2,34.4,0.5,0.3,2.1,53.7,46.3
Cambridge - King Open,00490035,27.3,7.4,12.2,48.0,0.6,0.2,4.4,55.5,44.5
Cambridge - Maria L. Baldwin,00490005,31.4,9.8,8.5,45.5,0.5,0.3,4.0,55.1,44.9
Cambridge - Martin Luther King Jr.,00490030,50.4,17.2,11.3,16.4,0.0,0.0,4.7,57.0,43.0
Cambridge - Morse,00490045,39.5,14.0,9.3,32.1,0.3,0.5,4.4,47.1,52.9
Cambridge - Peabody,00490050,37.7,14.2,6.9,36.6,0.2,0.0,4.4,52.9,47.1
Canton - Canton High,00500505,12.5,4.3,3.7,76.9,0.0,0.0,2.5,50.4,49.6
Canton - Dean S Luce,00500020,5.1,6.3,2.3,82.5,0.0,0.0,3.8,51.8,48.2
Canton - John F Kennedy,00500017,5.9,7.1,2.2,81.0,0.5,0.0,3.4,54.4,45.6
Canton - Lt Peter M Hansen,00500012,7.4,8.2,4.1,77.2,0.0,0.0,3.1,53.7,46.3
Canton - Rodman Early Childhood Center,00500010,3.5,1.8,0.0,87.7,0.0,0.0,7.0,56.1,43.9
Canton - Wm H Galvin Middle,00500305,9.2,5.6,3.1,79.5,0.0,0.0,2.6,50.4,49.6
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,0.9,1.9,4.6,90.3,0.0,0.0,2.3,48.1,51.9
Cape Cod Regional Vocational Technical - Cape Cod Region Voc Tech,08150605,4.1,0.0,5.4,86.6,1.1,0.0,2.7,62.2,37.8
Carlisle - Carlisle School,00510025,0.3,7.4,1.1,88.2,0.1,0.0,2.9,49.2,50.8
Carver - Carver Elementary School,00520015,,,,,,,,,
Carver - Carver High School,00520505,3.5,0.0,0.0,95.9,0.4,0.2,0.0,50.1,49.9
Carver - Carver Middle,00520305,3.1,0.0,0.2,96.7,0.0,0.0,0.0,49.9,50.1
Carver - Carver Middle/High School,00520405,,,,,,,,,
Carver - Erwin K. Washburn Primary School,00520005,0.7,0.7,0.0,98.6,0.0,0.0,0.0,51.4,48.6
Carver - Gov John Carver Elem,00520010,2.2,0.4,0.4,96.3,0.2,0.4,0.0,48.9,51.1
Central Berkshire - Becket Washington School,06350005,0.0,0.9,7.1,86.6,0.0,0.0,5.4,56.3,43.8
Central Berkshire - Berkshire Trail Elem,06350010,1.9,0.0,1.9,95.1,0.0,0.0,1.0,47.6,52.4
Central Berkshire - Craneville,06350025,1.1,1.1,2.3,92.6,0.0,0.0,3.0,48.5,51.5
Central Berkshire - Kittredge,06350035,1.0,0.0,1.0,95.2,0.0,0.0,2.9,55.8,44.2
Central Berkshire - Nessacus Regional Middle School,06350305,0.8,1.5,1.7,94.0,0.0,0.0,2.1,52.3,47.7
Central Berkshire - Wahconah Regional High,06350505,0.5,1.2,1.4,95.6,0.0,0.0,1.4,53.0,47.0
Chatham - Chatham Elementary,00550005,0.7,2.5,3.6,90.3,0.0,0.0,2.9,54.5,45.5
Chatham - Chatham High,00550505,0.5,1.0,4.5,90.0,0.0,0.0,4.0,50.0,50.0
Chatham - Chatham Middle School,00550305,1.0,0.5,5.7,89.5,0.5,0.0,2.9,51.0,49.0
Chelmsford - Byam School,00560030,3.7,8.2,2.2,83.2,0.2,0.2,2.2,50.2,49.8
Chelmsford - Center Elementary School,00560005,4.0,9.6,4.0,78.7,0.2,0.0,3.5,52.2,47.8
Chelmsford - Charles D Harrington,00560025,2.7,12.6,3.4,78.5,0.3,0.0,2.4,49.5,50.5
Chelmsford - Chelmsford High,00560505,1.7,6.9,2.1,88.8,0.2,0.0,0.2,48.5,51.5
Chelmsford - Col Moses Parker Schl,00560305,1.7,9.4,1.3,86.5,0.3,0.0,0.8,51.8,48.2
Chelmsford - Community Education Center,00560001,2.3,25.3,4.6,64.4,0.0,1.1,2.3,60.9,39.1
Chelmsford - McCarthy Middle School,00560310,2.2,6.3,2.2,88.2,0.0,0.0,1.1,51.3,48.7
Chelmsford - South Row,00560015,3.4,9.9,1.7,84.4,0.2,0.0,0.4,52.6,47.4
Chelsea - Chelsea High,00570505,7.6,3.5,78.7,9.6,0.0,0.0,0.7,53.0,47.0
Chelsea - Clark Avenue School,00570050,5.3,1.6,82.0,9.7,0.5,0.2,0.7,50.0,50.0
Chelsea - Edgar A Hooks Elem,00570030,8.9,3.1,78.0,8.9,0.2,0.0,0.9,50.8,49.2
Chelsea - Eugene Wright School,00570045,4.9,2.2,82.1,10.3,0.2,0.0,0.2,49.4,50.6
Chelsea - Frank M Sokolowski Elem,00570040,10.1,3.4,76.7,9.4,0.0,0.0,0.4,50.1,49.9
Chelsea - George F. Kelly Elem,00570035,2.9,0.6,93.1,3.3,0.0,0.0,0.0,46.3,53.7
Chelsea - Joseph A. Browne School,00570055,10.4,2.2,79.1,7.8,0.0,0.0,0.6,47.6,52.4
Chelsea - Shurtleff Early Childhood,00570003,4.6,2.4,84.4,7.5,0.0,0.0,1.0,50.7,49.3
Chelsea - William A Berkowitz Elem,00570025,11.0,3.0,75.9,9.3,0.0,0.0,0.9,52.4,47.6
Chesterfield-Goshen - New Hingham Regional Elem,06320025,0.6,1.1,1.7,96.1,0.0,0.0,0.6,55.6,44.4
Chicopee - Barry,00610003,2.2,4.1,12.2,77.6,0.7,0.0,3.2,54.9,45.1
Chicopee - Belcher,00610010,3.7,0.7,30.0,63.3,0.0,0.4,1.9,53.3,46.7
Chicopee - Bellamy Middle,00610305,2.9,1.5,33.0,59.4,0.4,0.5,2.2,52.4,47.6
Chicopee - Bowe,00610015,2.3,0.7,50.2,41.8,0.7,0.5,3.8,50.0,50.0
Chicopee - Bowie,00610020,5.9,0.5,8.1,81.2,0.0,0.2,4.2,51.3,48.7
Chicopee - Chicopee Academy,00610021,6.9,0.0,42.5,49.4,1.1,0.0,0.0,64.4,35.6
Chicopee - Chicopee Comprehensive HS,00610510,3.4,1.2,15.5,78.4,0.1,0.2,1.2,54.6,45.4
Chicopee - Chicopee High,00610505,3.7,0.6,24.8,69.8,0.1,0.2,0.8,45.4,54.6
Chicopee - Fairview Middle,00610310,2.3,1.3,19.3,74.6,0.1,0.4,1.9,51.9,48.1
Chicopee - Gen John J Stefanik,00610090,6.1,0.5,66.1,26.4,0.0,0.0,1.0,52.1,47.9
Chicopee - Lambert-Lavoie,00610040,1.4,3.4,16.8,75.0,0.0,0.0,3.4,55.1,44.9
Chicopee - Litwin,00610022,4.3,1.6,19.8,71.8,0.0,0.3,2.1,48.0,52.0
Chicopee - Selser,00610050,2.5,2.5,42.5,51.3,0.0,0.0,1.1,49.0,51.0
Chicopee - Streiber Memorial School,00610065,1.1,1.8,11.4,80.6,0.0,0.0,5.1,51.3,48.7
Chicopee - Szetela ECC,00610001,0.9,2.6,17.5,77.2,0.0,0.0,1.8,62.3,37.7
Christa McAuliffe Regional Charter Public (District) - Christa McAuliffe Regional Charter Public School,04180305,3.8,1.9,15.7,76.7,1.0,0.0,1.0,59.5,40.5
City On A Hill Charter Public (District) - City On A Hill Charter Public School,04370505,66.8,0.7,26.3,1.5,0.4,0.4,4.0,42.3,57.7
Clarksburg - Clarksburg Elementary,00630010,0.0,0.5,1.0,98.0,0.0,0.0,0.5,52.5,47.5
Clinton - Clinton Elementary,00640050,3.4,2.0,18.2,74.9,0.2,0.0,1.4,53.2,46.8
Clinton - Clinton Middle School,00640305,4.5,1.6,21.1,72.9,0.0,0.0,0.0,52.3,47.7
Clinton - Clinton Senior High,00640505,2.9,0.0,22.9,73.5,0.2,0.0,0.5,56.4,43.6
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,88.8,0.0,10.3,0.9,0.0,0.0,0.0,46.6,53.4
Cohasset - Cohasset Middle/High School,00650505,3.9,0.3,0.4,95.4,0.0,0.0,0.0,49.4,50.6
Cohasset - Deer Hill,00650005,3.7,1.1,0.0,95.2,0.0,0.0,0.0,53.4,46.6
Cohasset - Joseph Osgood,00650010,2.4,2.9,1.2,93.3,0.0,0.0,0.2,48.9,51.1
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,72.7,1.5,18.0,5.6,0.4,0.0,1.9,47.2,52.8
Community Day Charter Public (District) - Community Day Charter Public School,04400205,1.5,1.2,87.9,9.4,0.0,0.0,0.0,49.2,50.8
Concord - Alcott,00670005,5.0,6.3,3.8,80.4,0.2,0.0,4.3,47.2,52.8
Concord - Concord Middle,00670305,7.4,8.7,4.0,78.7,0.2,0.0,1.0,44.7,55.3
Concord - Thoreau,00670020,3.2,6.8,4.1,82.4,0.0,0.0,3.6,51.6,48.4
Concord - Willard,00670030,4.5,5.0,4.5,84.3,0.0,0.0,1.8,48.2,51.8
Concord-Carlisle - Concord Carlisle High,06400505,5.5,5.2,2.9,83.8,0.2,0.0,2.3,48.3,51.7
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,36.3,5.2,31.1,22.2,0.0,1.5,3.7,51.9,48.1
Conway - Conway Grammar,00680005,0.0,0.6,0.6,84.6,0.0,12.4,1.8,52.1,47.9
Danvers - Danvers High,00710505,0.6,1.8,3.5,93.2,0.3,0.0,0.6,43.0,57.0
Danvers - Great Oak,00710015,1.7,2.0,2.3,92.2,0.0,0.0,1.7,47.8,52.2
Danvers - Highlands,00710010,0.8,3.8,4.6,88.1,0.0,0.0,2.8,52.8,47.2
Danvers - Holten Richmond Middle School,00710305,0.7,1.2,4.6,91.2,0.5,0.0,1.8,51.4,48.6
Danvers - Ivan G Smith,00710032,0.4,1.8,3.5,93.0,0.0,0.0,1.4,46.5,53.5
Danvers - Riverside,00710030,2.4,1.8,5.1,87.6,0.6,0.0,2.4,55.0,45.0
Danvers - Willis E Thorpe,00710045,0.6,2.7,3.6,91.2,0.0,0.0,1.8,51.4,48.6
Dartmouth - Dartmouth High,00720505,1.3,2.2,1.7,92.7,0.3,0.4,1.4,52.4,47.6
Dartmouth - Dartmouth Middle,00720050,2.5,2.6,1.7,91.6,0.2,0.2,1.2,49.9,50.1
Dartmouth - George H Potter,00720030,2.2,2.2,3.7,88.8,0.4,0.0,2.8,51.8,48.2
Dartmouth - James M. Quinn School,00720040,2.3,3.5,1.7,90.8,0.3,0.0,1.4,50.7,49.3
Dartmouth - Joseph Demello,00720015,1.5,1.8,0.0,95.2,0.0,0.4,1.1,54.2,45.8
Dedham - Avery,00730010,10.4,5.7,20.4,60.2,0.9,0.0,2.4,45.5,54.5
Dedham - Dedham High,00730505,7.9,2.7,9.1,78.4,0.4,0.0,1.6,51.0,49.0
Dedham - Dedham Middle School,00730305,5.5,1.8,7.2,83.6,0.2,0.0,1.7,50.6,49.4
Dedham - Early Childhood Center,00730005,2.1,3.3,7.1,85.8,0.3,0.0,1.5,58.6,41.4
Dedham - Greenlodge,00730025,2.3,1.6,3.9,91.1,0.0,0.0,1.0,56.9,43.1
Dedham - Oakdale,00730030,4.8,3.7,4.5,84.4,0.3,0.0,2.3,53.0,47.0
Dedham - Riverdale,00730045,6.7,3.1,8.9,78.1,1.3,0.0,1.8,53.6,46.4
Deerfield - Deerfield Elem,00740015,1.0,2.5,3.7,90.7,0.2,0.0,1.9,51.7,48.3
Dennis-Yarmouth - Dennis-Yarmouth Reg High,06450505,5.1,1.9,5.0,85.0,1.1,0.0,2.0,52.6,47.4
Dennis-Yarmouth - Ezra H Baker,06450005,6.4,1.7,3.8,81.6,0.5,0.0,6.0,50.8,49.2
Dennis-Yarmouth - Laurence C MacArthur Elem,06450020,3.9,4.7,9.8,75.6,2.4,0.0,3.5,52.0,48.0
Dennis-Yarmouth - Marguerite E Small Elem,06450015,3.7,2.5,8.7,78.4,1.7,0.0,5.1,48.6,51.4
Dennis-Yarmouth - Mattacheese Middle Sch,06450305,4.8,1.3,8.1,80.2,1.3,0.0,4.4,51.9,48.1
Dennis-Yarmouth - N H Wixon Middle,06450310,4.9,0.4,8.8,80.7,0.2,0.0,5.1,52.1,47.9
Dennis-Yarmouth - Station Avenue Elem,06450025,3.7,2.6,11.5,69.6,4.0,0.0,8.7,52.2,47.8
Dighton-Rehoboth - Dighton Elementary,06500005,0.6,1.2,2.4,92.9,0.0,0.0,2.9,56.5,43.5
Dighton-Rehoboth - Dighton Middle School,06500305,1.2,0.2,1.4,95.7,0.0,0.0,1.4,52.7,47.3
Dighton-Rehoboth - Dighton-Rehoboth Rhs,06500505,0.9,0.7,1.0,95.9,0.0,0.0,1.6,50.1,49.9
Dighton-Rehoboth - Dorothy L Beckwith,06500310,0.8,0.8,2.3,93.0,0.0,0.0,3.1,53.5,46.5
Dighton-Rehoboth - Palmer River,06500010,0.5,1.0,2.6,92.7,0.1,0.0,3.0,54.0,46.0
Douglas - Douglas Early Childhood,00770003,0.0,0.0,0.0,99.2,0.0,0.0,0.8,51.3,48.7
Douglas - Douglas Elementary,00770010,0.5,0.7,1.0,97.1,0.0,0.0,0.7,49.9,50.1
