SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Agawam - Agawam ECC,00050003,0.0,0.0,0.0,100.0,0.0,0.0,0.0,56.7,43.3
Agawam - Agawam High,00050505,0.9,0.5,2.4,95.3,0.0,0.5,0.5,51.3,48.7
Agawam - Agawam Junior High,00050405,1.1,0.8,0.3,97.5,0.0,0.0,0.3,49.0,51.0
Agawam - Agawam Middle School,00050303,1.6,0.7,2.3,94.0,0.4,0.4,0.6,52.9,47.1
Agawam - Benjamin J Phelps,00050020,0.5,1.6,0.8,97.1,0.0,0.0,0.0,49.5,50.5
Agawam - Clifford M Granger,00050010,0.9,2.1,7.7,86.7,0.3,0.0,2.4,55.5,44.5
Agawam - James Clark School,00050030,0.5,0.3,1.3,97.1,0.3,0.5,0.0,50.3,49.7
Agawam - Robinson Park,00050025,1.7,2.0,2.5,93.5,0.0,0.0,0.2,50.2,49.8
Amesbury - Amesbury Elementary,00070005,0.5,0.7,3.9,91.4,0.2,0.0,3.4,54.2,45.8
Amesbury - Amesbury High,00070505,1.6,0.3,2.7,92.5,0.5,0.1,2.2,46.8,53.2
Amesbury - Amesbury Middle,00070013,1.0,1.0,2.5,93.5,0.3,0.0,1.8,54.6,45.4
Amesbury - Charles C Cashman El,00070010,1.3,0.0,5.0,91.4,0.0,0.0,2.2,53.2,46.8
Amherst - Crocker Farm Elementary,00080009,9.9,5.9,33.5,43.8,0.6,0.9,5.3,52.8,47.2
Amherst - Fort River Elementary,00080020,6.5,16.0,13.0,54.2,0.2,0.0,10.1,50.8,49.2
Amherst - Marks Meadow Elementary School,00080030,13.5,16.8,13.5,42.7,0.0,0.0,13.5,48.1,51.9
Amherst - Wildwood Elementary,00080050,5.8,13.0,9.9,60.1,0.0,0.0,11.3,54.3,45.7
Amherst-Pelham - Amherst Regional High,06050505,8.4,9.2,8.7,69.6,0.4,0.0,3.6,48.6,51.4
Amherst-Pelham - Amherst Regional MS,06050405,6.2,8.3,12.0,65.8,0.4,0.0,7.4,49.2,50.8
Andover - Andover High,00090505,1.5,9.2,3.1,84.5,0.1,0.1,1.6,51.3,48.7
Andover - Andover West Middle,00090310,0.6,9.2,4.0,83.3,0.0,0.0,2.9,51.5,48.5
Andover - Bancroft Elementary,00090003,1.1,6.1,4.1,85.5,0.0,0.0,3.2,49.4,50.6
Andover - Doherty Middle,00090305,1.1,8.5,2.5,86.2,0.0,0.0,1.8,54.0,46.0
Andover - Henry C Sanborn Elem,00090010,0.0,12.2,2.0,84.4,0.0,0.0,1.4,51.4,48.6
Andover - High Plain Elementary,00090004,0.6,17.7,4.3,76.9,0.0,0.0,0.6,51.5,48.5
Andover - Shawsheen School,00090005,1.9,7.7,1.1,88.5,0.0,0.0,0.8,47.9,52.1
Andover - South Elementary,00090020,0.2,4.4,0.3,93.9,0.0,0.0,1.2,50.2,49.8
Andover - West Elementary,00090025,0.7,11.3,2.6,80.5,0.4,0.0,4.4,52.3,47.7
Andover - Wood Hill Middle School,00090350,2.0,12.7,3.1,80.7,0.0,0.0,1.5,48.3,51.7
Arlington - Arlington High,00100505,5.4,6.2,3.6,83.1,0.2,0.3,1.2,49.4,50.6
Arlington - Brackett,00100010,0.7,6.1,3.1,87.0,0.0,0.0,3.1,52.5,47.5
Arlington - Cyrus E Dallin,00100025,2.2,8.4,3.8,79.3,0.3,0.0,6.0,50.0,50.0
Arlington - Hardy,00100030,4.5,16.1,4.8,72.4,0.0,0.3,1.8,48.2,51.8
Arlington - John A Bishop,00100005,2.6,8.4,3.1,85.1,0.0,0.0,0.8,54.5,45.5
Arlington - M Norcross Stratton,00100055,2.0,9.8,3.0,82.6,0.3,0.0,2.3,51.8,48.2
Arlington - Menotomy Preschool,00100038,0.0,12.9,4.8,79.0,0.0,0.0,3.2,69.4,30.6
Arlington - Ottoson Middle,00100410,3.6,7.1,3.9,82.4,0.2,0.1,2.7,48.1,51.9
Arlington - Peirce,00100045,4.8,12.1,8.2,71.4,0.0,0.4,3.0,56.3,43.7
Arlington - Thompson,00100050,3.7,19.6,8.1,65.4,0.0,0.3,2.8,48.3,51.7
Ashburnham-Westminster - Briggs Elem,06100025,0.8,0.8,5.6,90.3,0.2,0.0,2.3,50.3,49.7
Ashburnham-Westminster - Meetinghouse School,06100010,0.8,2.0,2.8,94.1,0.0,0.0,0.4,51.8,48.2
Ashburnham-Westminster - Oakmont Regional H S,06100505,1.4,0.7,1.9,94.0,0.0,0.0,1.9,54.5,45.5
Ashburnham-Westminster - Overlook Middle School,06100305,1.2,1.2,4.4,91.4,0.3,0.2,1.3,51.3,48.7
Ashburnham-Westminster - Westminster Elem,06100005,0.5,0.5,3.7,92.6,0.0,0.0,2.7,49.8,50.2
Ashland - Ashland High,00140505,1.8,4.0,5.7,85.9,0.0,0.3,2.4,49.7,50.3
Ashland - Ashland Middle,00140405,4.3,0.8,5.4,84.4,0.2,0.2,4.7,51.8,48.2
Ashland - David Mindess,00140015,3.9,4.2,5.6,83.0,1.4,0.6,1.2,50.2,49.8
Ashland - Henry E Warren Elem,00140010,1.6,9.4,5.9,81.3,0.2,0.0,1.6,51.0,49.0
Ashland - William Pittaway Elem,00140005,3.0,9.9,6.9,78.2,1.0,0.0,1.0,52.0,48.0
Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,08010605,1.0,0.5,14.6,82.4,0.1,0.0,1.4,62.7,37.3
Athol-Royalston - Athol High,06150505,1.0,2.1,0.6,92.5,0.6,0.2,3.1,57.2,42.8
Athol-Royalston - Athol-Royalston Middle School,06150305,2.3,0.9,5.6,88.4,0.0,0.2,2.5,53.5,46.5
Athol-Royalston - Ellen Bigelow,06150005,0.0,0.0,0.0,93.1,3.4,0.0,3.4,89.7,10.3
Athol-Royalston - Pleasant St,06150016,3.1,0.6,4.3,88.5,0.3,0.3,2.8,52.0,48.0
Athol-Royalston - Riverbend,06150020,4.6,2.8,0.0,89.9,0.0,0.5,2.3,53.0,47.0
Athol-Royalston - Royalston Community Sch,06150050,1.2,0.0,0.6,95.2,0.0,0.0,3.0,46.1,53.9
Athol-Royalston - Sanders Street,06150025,0.6,0.0,5.8,90.9,0.0,0.0,2.6,50.6,49.4
Atlantis Charter (District) - Atlantis Charter School,04910550,5.0,1.9,5.4,84.5,0.4,0.1,2.7,50.0,50.0
Attleboro - A. Irvin Studley Elementary School,00160001,5.0,2.3,22.0,67.3,0.4,0.0,2.9,57.4,42.6
Attleboro - Attleboro High,00160505,4.4,5.7,8.1,77.1,1.3,0.1,3.3,49.8,50.2
Attleboro - Cyril K. Brennan Middle School,00160315,4.1,3.9,11.0,77.3,0.7,0.0,3.1,52.2,47.8
Attleboro - Early Learning Center,00160008,0.7,0.7,7.5,84.9,0.0,0.0,6.2,58.2,41.8
Attleboro - Hill-Roberts Elementary School,00160045,2.9,4.6,6.0,83.2,0.2,0.2,2.9,53.0,47.0
Attleboro - Hyman Fine Elementary School,00160040,3.0,3.3,11.7,74.6,3.7,0.0,3.7,51.0,49.0
Attleboro - Peter Thacher Elementary School,00160050,3.9,6.0,9.7,72.8,0.5,0.0,7.1,51.3,48.7
Attleboro - Robert J. Coelho Middle School,00160305,3.4,3.2,5.2,86.0,0.3,0.6,1.2,49.1,50.9
Attleboro - Thomas E. Willett School,00160035,4.7,4.2,7.9,77.2,1.0,0.0,5.0,53.8,46.2
Attleboro - Wamsutta Middle School,00160320,5.0,7.7,12.0,73.5,0.2,0.2,1.5,52.6,47.4
Auburn - Auburn Middle,00170305,0.6,2.1,3.1,93.5,0.2,0.0,0.5,50.2,49.8
Auburn - Auburn Senior High,00170505,2.0,3.0,4.2,89.6,0.6,0.0,0.6,51.1,48.9
Auburn - Bryn Mawr,00170010,0.8,2.8,5.7,87.0,0.4,0.0,3.2,51.4,48.6
Auburn - Julia Bancroft,00170005,0.8,0.4,3.9,91.5,1.2,0.0,2.3,48.8,51.2
Auburn - Mary D Stone,00170025,0.9,2.4,2.4,92.7,0.3,0.0,1.2,52.6,47.4
Auburn - Pakachoag,00170015,1.2,3.3,1.6,92.2,0.4,0.4,0.8,43.0,57.0
Avon - Avon Middle High School,00180510,26.2,4.1,3.8,64.6,0.5,0.5,0.3,52.0,48.0
Avon - Ralph D Butler,00180010,15.3,3.9,3.6,74.0,0.5,0.3,2.3,49.4,50.6
Ayer - Ayer High,00190510,5.4,1.3,7.5,75.9,0.0,0.3,9.6,53.4,46.6
Ayer - Ayer Middle,00190305,8.5,1.2,10.8,73.0,0.8,0.0,5.8,49.8,50.2
Ayer - Page-Hilltop,00190025,4.4,2.9,8.0,78.1,0.5,0.0,6.1,57.2,42.8
Barnstable - Barnstable Early Learning Center,00200004,5.9,2.5,0.0,91.5,0.0,0.0,0.0,57.6,42.4
Barnstable - Barnstable High,00200505,5.3,1.4,6.4,82.7,0.4,0.5,3.4,49.6,50.4
Barnstable - Barnstable Middle School,00200305,4.3,1.9,6.3,83.8,1.8,0.0,1.8,49.9,50.1
Barnstable - Centerville Elementary,00200010,2.5,1.8,6.5,87.3,0.7,0.4,0.7,48.2,51.8
Barnstable - Cotuit Elem,00200015,0.0,1.8,0.9,94.6,0.0,1.8,0.9,48.6,51.4
Barnstable - Hyannis Elementary,00200020,17.0,2.5,15.6,52.9,4.3,0.4,7.2,51.1,48.9
Barnstable - Hyannis West Elementary,00200025,6.4,3.0,12.8,63.2,1.4,1.0,12.2,57.1,42.9
Barnstable - Marstons Mills Elem,00200030,2.4,2.4,1.2,88.7,0.0,1.8,3.6,43.5,56.5
Barnstable - Osterville Bay Elementary,00200040,0.8,1.7,5.9,90.8,0.0,0.0,0.8,52.1,47.9
Barnstable - Osterville Elementary,00200035,2.0,0.0,4.7,91.3,0.0,0.0,2.0,47.0,53.0
Barnstable - West Barnstable Elem,00200005,1.6,1.2,0.0,95.0,0.0,0.0,2.3,53.9,46.1
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,4.2,1.2,6.2,82.1,1.9,0.2,4.2,52.8,47.2
Bedford - Bedford High,00230505,6.8,7.3,2.1,81.9,0.7,0.0,1.2,51.3,48.7
Bedford - John Glenn Middle,00230305,4.1,12.0,3.4,78.7,0.6,0.0,1.3,47.7,52.3
Bedford - Lt Elezer Davis,00230010,5.0,11.9,6.0,72.8,0.0,0.2,4.2,51.2,48.8
Bedford - Lt Job Lane School,00230012,5.9,8.5,3.3,79.0,0.4,0.0,2.8,49.4,50.6
Belchertown - Belchertown High,00240505,0.9,1.8,1.9,92.7,0.0,1.3,1.4,51.5,48.5
Belchertown - Chestnut Hill Community School,00240006,2.4,1.4,3.6,90.6,0.2,0.0,1.9,53.4,46.6
Belchertown - Cold Spring,00240005,1.2,0.8,5.6,90.9,0.0,0.0,1.6,56.0,44.0
Belchertown - Jabish Middle School,00240025,1.2,3.7,3.3,91.1,0.2,0.0,0.5,48.3,51.7
Belchertown - Swift River Elem,00240018,1.5,1.4,2.7,92.3,0.3,0.2,1.5,51.7,48.3
Bellingham - Bellingham ECC,00250003,0.0,2.6,0.0,97.4,0.0,0.0,0.0,58.6,41.4
Bellingham - Bellingham High School,00250505,1.5,2.5,3.3,91.5,0.7,0.0,0.5,49.4,50.6
Bellingham - Bellingham Memorial Middle School,00250315,0.8,2.5,2.4,93.4,0.1,0.0,0.6,50.7,49.3
Bellingham - Clara Macy Elementary,00250009,1.4,1.4,5.4,90.3,0.4,0.0,1.1,52.7,47.3
Bellingham - Primavera Jr/Sr H S,00250510,10.7,0.0,0.0,89.3,0.0,0.0,0.0,85.7,14.3
Bellingham - South Elem,00250020,1.7,4.5,1.7,90.3,0.2,0.0,1.5,54.0,46.0
Bellingham - Stall Brook,00250025,2.7,1.5,2.7,90.4,0.8,0.0,1.9,49.6,50.4
Belmont - Belmont High,00260505,3.6,12.5,4.5,77.2,0.0,0.0,2.2,51.8,48.2
Belmont - Daniel Butler,00260015,3.9,21.7,7.1,60.5,0.0,0.0,6.8,46.0,54.0
Belmont - Mary Lee Burbank,00260010,4.7,8.4,3.7,78.5,0.0,0.0,4.7,48.3,51.7
Belmont - Roger E Wellington,00260035,2.7,11.6,3.6,77.5,0.0,0.2,4.3,43.6,56.4
Belmont - Winn Brook,00260005,2.4,9.2,3.1,81.1,0.0,0.2,4.0,49.7,50.3
Belmont - Winthrop L Chenery Middle,00260305,3.7,12.2,4.7,74.7,0.1,0.0,4.6,49.6,50.4
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,81.8,0.3,14.8,0.0,0.6,0.0,2.5,49.5,50.5
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,1.3,10.9,0.3,85.3,0.3,0.3,1.8,49.7,50.3
Berkley - Berkley Community School,00270010,0.5,0.2,1.1,96.3,0.0,0.0,2.0,48.8,51.3
Berkley - Berkley Middle School,00270305,1.0,0.5,2.0,95.8,0.0,0.0,0.7,52.5,47.5
Berkshire Arts and Technology Charter (District) - Berkshire Arts and Technology Charter School,04140305,5.7,0.0,4.9,87.4,0.0,0.0,2.0,50.8,49.2
Berkshire Hills - Monument Mt Reg High,06180505,2.9,0.8,3.5,92.0,0.0,0.0,0.8,49.4,50.6
Berkshire Hills - Monument Valley Regional Middle School,06180310,1.6,1.4,5.4,87.3,0.0,0.0,4.3,54.6,45.4
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,1.2,0.5,6.2,90.8,0.0,1.0,0.2,54.3,45.7
Berlin - Berlin Memorial,00280005,0.0,2.3,1.4,93.5,0.0,0.0,2.8,52.3,47.7
Berlin-Boylston - Tahanto Reg High,06200505,0.4,2.3,3.3,92.5,0.2,0.0,1.3,46.0,54.0
Beverly - Ayers/Ryal Side Sch,00300055,1.9,3.8,5.5,88.9,0.0,0.0,0.0,55.5,44.5
Beverly - Beverly High,00300505,3.7,1.2,4.6,89.8,0.0,0.0,0.7,47.1,52.9
Beverly - Briscoe Middle,00300305,2.6,0.6,7.8,87.6,0.1,0.0,1.3,51.1,48.9
Beverly - Centerville Elementary,00300010,2.3,1.4,5.4,88.9,0.0,0.0,2.0,48.6,51.4
Beverly - Cove Elementary,00300015,0.8,2.9,5.2,89.3,0.0,0.4,1.3,50.8,49.2
Beverly - Hannah Elementary,00300033,2.0,1.2,8.5,86.8,0.0,0.0,1.5,43.6,56.4
Beverly - McKeown Elementary,00300037,1.8,2.6,7.7,83.5,0.0,0.0,4.4,54.4,45.6
Beverly - North Beverly Elementary,00300040,4.6,1.0,11.1,79.8,0.0,0.3,3.3,48.5,51.5
Billerica - Billerica Memorial High School,00310505,1.8,2.8,3.2,89.0,0.1,0.2,2.9,50.2,49.8
Billerica - Eugene C Vining,00310030,0.3,1.3,1.3,94.6,0.0,0.9,1.6,53.8,46.2
Billerica - Frederick J Dutile,00310007,1.5,2.1,1.5,93.0,0.0,0.0,1.9,49.9,50.1
Billerica - Hajjar Elementary,00310026,1.1,1.8,1.2,93.8,0.2,0.0,2.0,52.8,47.2
Billerica - John F Kennedy,00310012,0.4,0.9,2.4,96.1,0.2,0.0,0.0,51.5,48.5
Billerica - Locke Middle,00310310,0.3,1.5,1.0,96.2,0.1,0.1,0.7,49.6,50.4
Billerica - Marshall Middle School,00310305,1.3,1.2,1.1,95.6,0.0,0.0,0.8,52.3,47.7
Billerica - Parker,00310015,3.7,5.4,2.5,87.1,0.0,0.0,1.2,53.7,46.3
Billerica - Thomas Ditson,00310005,0.9,5.1,2.2,90.5,0.0,0.0,1.2,55.3,44.7
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0.8,0.4,2.8,93.5,0.1,0.0,2.5,61.5,38.5
Blackstone-Millville - A F Maloney,06220015,0.5,1.1,2.7,93.0,0.0,0.0,2.7,54.5,45.5
Blackstone-Millville - Blackstone Millville RHS,06220505,1.6,1.0,1.9,95.1,0.0,0.0,0.3,46.6,53.4
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.6,1.2,3.0,92.8,0.0,0.0,1.4,51.8,48.2
Blackstone-Millville - John F Kennedy Elem,06220008,1.1,0.9,3.2,93.1,0.0,0.0,1.7,49.7,50.3
Blackstone-Millville - Millville Elem,06220010,0.0,0.3,1.5,93.8,0.0,0.0,4.4,53.8,46.2
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,08060605,16.3,0.8,6.2,73.9,0.0,0.0,2.7,62.5,37.5
Boston - Academy of Public Service,00350502,61.0,0.7,33.3,3.9,0.7,0.0,0.4,50.0,50.0
Boston - Agassiz,00350007,18.0,0.2,74.9,5.5,0.0,0.0,1.4,51.8,48.2
Boston - Alexander Hamilton,00350011,33.3,16.1,32.8,14.4,1.1,0.0,2.3,50.6,49.4
Boston - Another Course To College,00350541,46.1,7.0,31.1,14.9,0.4,0.0,0.4,45.6,54.4
Boston - Baldwin ELC,00350003,17.5,19.2,28.8,30.5,0.6,0.0,3.4,50.8,49.2
Boston - Beethoven,00350021,33.6,6.6,31.0,24.5,1.1,0.0,3.3,51.5,48.5
Boston - Blackstone,00350390,17.1,1.3,77.2,3.7,0.0,0.0,0.7,50.3,49.7
Boston - Boston Adult Academy,00350548,57.9,6.1,32.9,2.1,0.4,0.0,0.7,54.6,45.4
Boston - Boston Arts Academy,00350546,41.3,3.9,32.2,18.0,0.2,0.0,4.3,39.5,60.5
Boston - Boston Community Leadership Academy,00350558,52.4,2.5,36.4,6.5,0.0,0.7,1.5,39.4,60.6
Boston - Boston International  High School,00350507,17.7,3.7,75.6,1.2,0.0,0.0,1.8,52.4,47.6
Boston - Boston Latin,00350560,10.9,27.4,7.9,51.8,0.1,0.1,1.8,43.8,56.2
Boston - Boston Latin Academy,00350545,28.0,20.2,15.5,34.0,0.7,0.0,1.6,43.3,56.7
Boston - Boston Middle School Academy,00350413,61.5,7.7,30.8,0.0,0.0,0.0,0.0,53.8,46.2
Boston - Brighton High,00350505,40.2,4.0,49.4,5.0,0.7,0.1,0.7,50.3,49.7
Boston - Brook Farm Business and Service Career Academy,00350576,38.8,1.1,46.6,11.3,0.6,0.0,1.7,56.2,43.8
Boston - Carter Develop Day Care,00350036,45.8,8.3,33.3,12.5,0.0,0.0,0.0,62.5,37.5
Boston - Charles H Taylor,00350054,82.9,1.8,11.6,1.0,1.2,0.2,1.4,51.4,48.6
Boston - Charles Sumner,00350052,23.6,2.1,64.1,8.3,0.0,0.0,1.9,53.2,46.8
Boston - Charlestown High,00350515,43.4,18.3,31.8,5.5,0.2,0.0,0.8,52.2,47.8
Boston - Clarence R Edwards Middle,00350430,32.7,20.2,37.7,8.1,0.3,0.0,1.0,53.9,46.1
Boston - Community Academy,00350518,81.3,1.3,13.3,2.7,0.0,0.0,1.3,58.7,41.3
Boston - Community Academy of Science and Health,00350581,74.5,0.8,21.9,1.5,0.8,0.0,0.5,41.0,59.0
Boston - Curley K-8 School,00350020,23.4,2.9,58.4,13.2,0.4,0.0,1.6,51.2,48.8
Boston - Curtis Guild,00350062,3.6,2.2,74.9,17.8,0.7,0.4,0.4,51.6,48.4
Boston - Dante Alighieri,00350066,7.0,4.7,64.1,20.3,0.0,0.0,3.9,53.9,46.1
Boston - David A Ellis,00350072,38.1,0.7,56.3,2.6,0.3,0.0,2.0,50.7,49.3
Boston - Dearborn,00350074,61.1,1.7,33.9,1.7,0.3,0.6,0.8,55.0,45.0
Boston - Dennis C Haley,00350077,48.3,1.7,30.8,16.4,0.3,0.0,2.4,50.0,50.0
Boston - Donald Mckay,00350080,2.7,0.7,89.6,6.8,0.0,0.0,0.1,51.3,48.7
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,51.0,5.2,39.6,1.0,1.0,0.0,2.1,52.6,47.4
Boston - East Boston ECC,00350009,3.5,2.9,80.3,13.3,0.0,0.0,0.0,56.6,43.4
Boston - East Boston High,00350530,17.3,1.9,60.6,19.1,0.3,0.0,0.7,53.1,46.9
Boston - Edward Everett,00350088,52.0,17.6,18.3,10.4,0.4,0.4,1.1,55.2,44.8
Boston - Egleston Comm High School,00350543,37.3,0.8,55.9,2.5,1.7,0.0,1.7,30.5,69.5
Boston - ELC - East Zone,00350005,66.9,2.4,25.2,2.4,0.0,0.0,3.1,46.5,53.5
Boston - ELC - West Zone,00350006,32.0,8.0,43.0,15.0,0.0,0.0,2.0,53.0,47.0
Boston - Elihu Greenwood,00350094,60.9,0.0,35.4,2.0,0.6,0.0,1.2,49.9,50.1
Boston - Eliot Elementary,00350096,19.4,1.5,45.3,30.3,0.0,0.0,3.5,53.2,46.8
Boston - Ellis Mendell,00350100,39.2,0.6,55.8,1.7,0.6,0.0,2.2,55.2,44.8
Boston - Emily A Fifield,00350102,78.2,1.9,13.4,1.9,0.0,0.0,4.7,48.0,52.0
Boston - Excel High School,00350522,36.4,23.2,21.1,18.6,0.3,0.0,0.5,58.3,41.7
Boston - Farragut,00350108,42.9,10.0,40.3,3.0,2.6,0.0,1.3,56.3,43.7
Boston - Fenway High School,00350540,41.4,1.7,41.7,13.4,1.0,0.3,0.3,46.9,53.1
Boston - Franklin D Roosevelt,00350116,37.6,0.8,27.1,31.8,0.4,0.0,2.4,54.5,45.5
Boston - George H Conley,00350122,38.3,2.0,37.3,20.4,0.0,0.0,2.0,58.2,41.8
Boston - Grover Cleveland,00350415,61.3,5.4,24.3,9.0,0.0,0.0,0.0,60.4,39.6
Boston - Harbor School,00350426,69.0,4.6,12.6,9.2,0.8,0.8,3.1,51.0,49.0
Boston - Harvard-Kent,00350200,20.6,34.1,31.2,11.9,0.7,0.0,1.6,54.0,46.0
Boston - Haynes Early Education Center,00350010,35.6,4.1,53.1,2.1,0.0,0.5,4.6,56.2,43.8
Boston - Henry Grew,00350135,50.8,1.7,35.6,9.7,0.4,0.0,1.7,51.7,48.3
Boston - Henry L Higginson,00350137,62.5,0.0,33.1,1.9,0.6,0.0,1.9,52.5,47.5
Boston - Horace Mann School for the Deaf,00350750,28.9,7.7,40.8,20.4,0.7,0.0,1.4,47.9,52.1
Boston - Hugh Roe O'Donnell,00350141,4.0,5.6,71.3,18.3,0.0,0.0,0.8,54.6,45.4
Boston - Jackson Mann,00350013,35.6,11.2,34.9,16.1,0.6,0.0,1.7,53.8,46.2
Boston - James A Garfield Elem,00350152,36.9,6.8,36.9,14.0,0.5,0.0,5.0,53.2,46.8
Boston - James Condon Elem,00350146,40.9,10.6,26.7,19.4,0.5,0.2,1.7,50.7,49.3
Boston - James J Chittick,00350154,71.9,0.0,23.1,2.5,1.1,0.0,1.4,51.6,48.4
Boston - James Otis,00350156,3.9,0.4,73.1,21.9,0.0,0.0,0.7,50.9,49.1
Boston - James P Timilty Middle,00350485,46.2,1.5,47.4,2.9,1.1,0.2,0.8,48.0,52.0
Boston - James W Hennigan,00350153,29.9,2.6,59.2,7.2,0.0,0.2,0.9,49.6,50.4
Boston - Jeremiah E Burke High,00350525,71.5,2.7,20.5,2.7,0.0,0.5,1.9,54.2,45.8
Boston - John D Philbrick,00350172,36.1,1.3,37.4,23.2,0.6,0.0,1.3,59.4,40.6
Boston - John F Kennedy,00350166,18.1,0.0,79.0,2.4,0.0,0.0,0.5,54.3,45.7
Boston - John Marshall,00350178,56.7,1.2,36.8,1.4,1.8,0.2,1.8,49.5,50.5
Boston - John P Holland,00350167,49.2,16.2,30.8,1.5,0.2,0.6,1.5,51.4,48.6
Boston - John W McCormack,00350179,37.2,14.0,35.7,10.5,0.7,0.0,1.9,52.3,47.7
Boston - John Winthrop,00350180,57.3,0.3,39.3,1.4,0.7,0.0,1.0,50.5,49.5
Boston - Joseph J Hurley,00350182,17.9,1.3,68.4,10.4,0.3,0.0,1.6,53.1,46.9
Boston - Joseph Lee,00350183,71.1,2.6,19.5,4.1,0.6,0.0,2.0,56.6,43.4
Boston - Joseph P Manning,00350184,18.4,7.5,31.3,40.1,0.0,0.7,2.0,55.8,44.2
Boston - Joseph P Tynan,00350181,40.9,3.0,22.8,30.3,1.5,0.0,1.5,55.8,44.2
Boston - Josiah Quincy,00350286,10.5,68.3,11.6,8.2,0.0,0.0,1.4,52.7,47.3
Boston - Joyce Kilmer,00350190,10.1,7.9,20.5,57.4,0.0,0.0,4.1,51.9,48.1
Boston - Lee Academy,00350001,62.0,5.9,20.3,9.3,0.0,0.0,2.5,54.9,45.1
Boston - Lewis Middle School,00350455,60.4,0.4,37.2,0.8,0.8,0.0,0.4,59.6,40.4
Boston - Lilla G. Frederick Middle School,00350383,55.5,1.6,38.8,3.1,0.5,0.0,0.6,49.6,50.4
Boston - Lucy Stone,00350211,74.0,1.2,21.3,0.0,0.0,0.6,3.0,46.7,53.3
Boston - Lyndon,00350262,9.8,1.6,35.6,52.2,0.0,0.0,0.8,51.8,48.2
Boston - Madison Park High,00350537,47.6,1.0,45.3,4.5,0.2,0.1,1.2,54.6,45.4
Boston - Manassah E Bradley,00350215,6.9,4.2,53.1,32.8,0.0,0.0,3.1,49.2,50.8
