SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Belmont - Belmont High,00260505,3.9,11.8,4.3,77.4,0.0,0.0,2.5,51.2,48.8
Belmont - Daniel Butler,00260015,4.5,20.4,6.7,61.0,0.0,0.0,7.4,45.7,54.3
Belmont - Mary Lee Burbank,00260010,5.0,9.0,3.7,77.3,0.0,0.0,5.0,47.2,52.8
Belmont - Roger E Wellington,00260035,3.0,11.3,4.4,76.7,0.0,0.2,4.4,47.2,52.8
Belmont - Winn Brook,00260005,1.8,12.1,3.5,77.7,0.9,0.0,4.0,51.2,48.8
Belmont - Winthrop L Chenery Middle,00260305,3.9,10.4,5.1,77.2,0.1,0.0,3.3,50.6,49.4
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,80.3,0.0,15.5,0.0,0.6,0.0,3.5,50.0,50.0
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,1.3,8.2,0.5,88.9,0.3,0.0,0.8,49.2,50.8
Berkley - Berkley Community School,00270010,0.7,0.0,1.2,96.4,0.0,0.0,1.7,51.7,48.3
Berkley - Berkley Middle School,00270305,1.5,0.2,1.0,96.3,0.0,0.0,1.0,52.2,47.8
Berkshire Arts and Technology Charter (District) - Berkshire Arts and Technology Charter School,04140305,1.8,0.5,5.0,91.4,0.0,0.0,1.4,49.5,50.5
Berkshire Hills - Monument Mt Reg High,06180505,2.5,1.5,3.1,92.3,0.0,0.0,0.7,50.0,50.0
Berkshire Hills - Monument Valley Regional Middle School,06180310,1.0,0.8,4.2,90.6,0.0,0.0,3.4,54.6,45.4
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,1.7,0.5,5.7,91.8,0.0,0.0,0.2,54.5,45.5
Berlin - Berlin Memorial,00280005,0.0,2.2,1.8,94.2,0.0,0.0,1.8,49.1,50.9
Berlin-Boylston - Tahanto Reg High,06200505,0.4,1.8,2.9,94.3,0.4,0.0,0.2,45.5,54.5
Beverly - Ayers/Ryal Side Sch,00300055,2.3,3.3,7.4,87.0,0.0,0.0,0.0,57.7,42.3
Beverly - Beverly High,00300505,3.3,1.3,4.6,90.3,0.0,0.0,0.5,47.4,52.6
Beverly - Briscoe Middle,00300305,2.3,1.2,6.0,89.3,0.2,0.0,1.1,50.4,49.6
Beverly - Centerville Elementary,00300010,3.3,0.9,3.3,90.6,0.3,0.0,1.5,49.1,50.9
Beverly - Cove Elementary,00300015,1.5,2.3,4.4,90.9,0.0,0.0,1.0,46.4,53.6
Beverly - Hannah Elementary,00300033,2.2,1.9,7.6,86.3,0.0,0.0,1.9,46.5,53.5
Beverly - McKeown Elementary,00300037,1.6,3.5,7.8,83.9,0.0,0.0,3.1,51.8,48.2
Beverly - North Beverly Elementary,00300040,4.1,1.2,11.5,81.1,0.0,0.0,2.1,54.0,46.0
Billerica - Billerica Memorial High School,00310505,1.5,1.5,1.2,94.2,0.1,0.1,1.4,50.2,49.8
Billerica - Eugene C Vining,00310030,0.0,0.9,1.4,94.8,0.0,0.9,2.0,49.0,51.0
Billerica - Frederick J Dutile,00310007,1.4,2.1,0.6,94.7,0.0,0.0,1.2,48.7,51.3
Billerica - Hajjar Elementary,00310026,0.7,1.4,0.9,95.8,0.0,0.0,1.2,52.0,48.0
Billerica - John F Kennedy,00310012,0.2,0.9,2.1,96.4,0.2,0.0,0.2,52.2,47.8
Billerica - Locke Middle,00310310,0.1,0.6,1.0,97.7,0.1,0.0,0.4,55.0,45.0
Billerica - Marshall Middle School,00310305,0.6,0.8,0.7,97.7,0.0,0.0,0.2,52.8,47.2
Billerica - Parker,00310015,1.6,6.3,2.6,89.0,0.0,0.0,0.5,52.9,47.1
Billerica - Thomas Ditson,00310005,0.9,4.4,1.5,92.6,0.0,0.0,0.7,54.0,46.0
Blackstone Valley Reg - Blackstone Valley,08050605,0.5,0.1,2.7,94.8,0.2,0.0,1.7,61.0,39.0
Blackstone-Millville - A F Maloney,06220015,1.9,0.5,3.3,90.2,0.0,0.0,4.2,57.9,42.1
Blackstone-Millville - Blackstone Millville RHS,06220505,0.8,1.3,1.7,96.0,0.0,0.0,0.2,46.3,53.7
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.7,1.1,1.5,95.6,0.0,0.0,0.2,49.6,50.4
Blackstone-Millville - John F Kennedy Elem,06220008,1.1,0.7,3.6,93.5,0.0,0.0,1.1,46.6,53.4
Blackstone-Millville - Millville Elem,06220010,0.0,1.1,1.4,94.6,0.0,0.0,2.8,56.8,43.2
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,10.8,0.0,3.1,85.1,0.1,0.0,0.9,61.3,38.7
Boston - Academy of Public Service,00350502,66.4,0.8,28.1,4.3,0.0,0.0,0.4,48.6,51.4
Boston - Agassiz,00350007,18.7,0.3,74.8,4.8,0.0,0.0,1.4,50.6,49.4
Boston - Alexander Hamilton,00350011,31.4,16.6,30.8,17.8,0.6,0.0,3.0,51.5,48.5
Boston - Another Course To College,00350541,46.0,7.4,28.4,16.3,0.9,0.0,0.9,47.4,52.6
Boston - Baldwin ELC,00350003,25.4,21.5,23.7,26.6,0.6,0.0,2.3,46.9,53.1
Boston - Beethoven,00350021,36.8,6.1,29.2,20.9,1.4,0.0,5.4,49.8,50.2
Boston - Blackstone,00350390,20.0,1.0,74.8,3.0,0.2,0.0,1.0,47.0,53.0
Boston - Boston Adult Academy,00350548,59.6,9.3,29.6,1.5,0.0,0.0,0.0,50.7,49.3
Boston - Boston Arts Academy,00350546,43.9,3.9,31.6,16.2,0.2,0.0,4.2,38.0,62.0
Boston - Boston Community Leadership Academy,00350558,57.0,1.5,32.6,7.6,0.0,0.3,1.0,40.7,59.3
Boston - Boston International  High School,00350507,22.6,3.4,63.7,7.5,0.0,0.0,2.7,46.6,53.4
Boston - Boston Latin,00350560,10.7,27.6,7.3,52.6,0.2,0.0,1.6,44.4,55.6
Boston - Boston Latin Academy,00350545,26.9,20.6,15.2,34.8,0.7,0.1,1.8,42.4,57.6
Boston - Boston Middle School Academy,00350413,77.8,0.0,22.2,0.0,0.0,0.0,0.0,55.6,44.4
Boston - Brighton High,00350505,42.0,5.1,46.2,5.3,0.4,0.1,0.9,47.7,52.3
Boston - Brook Farm Business and Service Career Academy,00350576,42.3,1.1,42.9,12.9,0.3,0.0,0.6,56.0,44.0
Boston - Carter Develop Day Care,00350036,38.1,9.5,42.9,9.5,0.0,0.0,0.0,66.7,33.3
Boston - Charles H Taylor,00350054,84.7,2.2,10.4,0.8,1.4,0.0,0.4,51.8,48.2
Boston - Charles Sumner,00350052,24.5,1.8,64.1,7.6,0.2,0.0,1.8,54.1,45.9
Boston - Charlestown High,00350515,46.6,19.6,27.0,6.0,0.2,0.0,0.6,52.6,47.4
Boston - Clarence R Edwards Middle,00350430,32.4,16.1,41.6,8.7,0.3,0.0,1.1,54.7,45.3
Boston - Community Academy,00350518,77.6,1.3,18.4,2.6,0.0,0.0,0.0,59.2,40.8
Boston - Community Academy of Science and Health,00350581,78.6,0.0,18.4,2.5,0.3,0.0,0.3,35.6,64.4
Boston - Curtis Guild,00350062,4.7,2.7,75.8,16.0,0.4,0.0,0.4,48.8,51.2
Boston - Dante Alighieri,00350066,7.5,1.7,65.8,23.3,0.0,0.0,1.7,50.8,49.2
Boston - David A Ellis,00350072,42.8,0.4,53.7,1.8,0.4,0.0,1.1,47.7,52.3
Boston - Dearborn,00350074,61.0,2.7,32.5,2.2,0.5,0.0,1.1,53.4,46.6
Boston - Dennis C Haley,00350077,55.6,1.7,29.0,11.6,0.0,0.0,2.0,53.2,46.8
Boston - Donald Mckay,00350080,1.9,0.9,90.0,6.9,0.0,0.0,0.3,51.6,48.4
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,53.9,5.8,34.6,2.1,0.0,0.0,3.7,49.2,50.8
Boston - East Boston ECC,00350009,4.6,4.0,77.5,13.9,0.0,0.0,0.0,56.6,43.4
Boston - East Boston High,00350530,19.2,1.8,57.8,19.9,0.4,0.1,0.8,53.8,46.2
Boston - Edward Everett,00350088,49.1,16.9,19.1,12.4,0.4,0.4,1.9,50.2,49.8
Boston - Egleston Comm High School,00350543,43.5,1.2,50.6,2.4,2.4,0.0,0.0,37.6,62.4
Boston - ELC - East Zone,00350005,71.3,1.6,23.0,1.6,0.8,0.0,1.6,56.6,43.4
Boston - ELC - West Zone,00350006,28.4,4.9,42.2,23.5,0.0,0.0,1.0,52.9,47.1
Boston - Elihu Greenwood,00350094,64.4,0.5,31.3,2.1,0.8,0.0,0.8,48.9,51.1
Boston - Eliot Elementary,00350096,25.0,1.1,40.0,30.0,0.0,0.0,3.9,52.8,47.2
Boston - Ellis Mendell,00350100,42.8,1.2,50.6,3.6,1.2,0.0,0.6,55.4,44.6
Boston - Emily A Fifield,00350102,80.7,1.3,11.6,3.0,0.0,0.0,3.3,49.8,50.2
Boston - Excel High School,00350522,36.5,20.6,20.4,21.2,0.5,0.0,0.8,57.1,42.9
Boston - Farragut,00350108,43.1,8.2,41.8,3.0,1.7,0.0,2.2,55.2,44.8
Boston - Fenway High School,00350540,44.1,2.0,35.9,14.9,1.4,0.3,1.4,41.7,58.3
Boston - Franklin D Roosevelt,00350116,39.7,1.2,28.0,30.0,0.4,0.0,0.8,51.4,48.6
Boston - George H Conley,00350122,45.3,1.0,30.7,20.8,0.0,0.0,2.1,57.3,42.7
Boston - Grover Cleveland,00350415,58.2,6.5,25.0,7.1,0.0,1.6,1.6,55.4,44.6
Boston - Harbor School,00350426,65.9,5.5,16.5,10.2,0.4,0.0,1.6,53.3,46.7
Boston - Harvard-Kent,00350200,20.6,33.6,31.8,12.3,0.7,0.0,0.9,54.3,45.7
Boston - Haynes Early Education Center,00350010,41.6,4.9,47.0,3.2,0.0,0.5,2.7,47.6,52.4
Boston - Henry Grew,00350135,50.2,2.0,33.6,11.7,0.8,0.0,1.6,50.2,49.8
Boston - Henry L Higginson,00350137,68.4,0.0,28.3,2.0,0.7,0.0,0.7,50.0,50.0
Boston - Horace Mann School for the Deaf,00350750,29.3,6.8,43.6,17.3,0.8,0.0,2.3,51.9,48.1
Boston - Hugh Roe O'Donnell,00350141,3.4,5.1,69.6,20.7,0.0,0.0,1.3,51.1,48.9
Boston - Jackson Mann,00350013,34.9,11.6,34.4,17.1,0.5,0.0,1.6,53.2,46.8
Boston - James A Garfield Elem,00350152,40.1,8.4,36.1,11.4,0.0,0.0,4.0,53.0,47.0
Boston - James Condon Elem,00350146,39.2,11.4,27.1,19.3,0.5,0.8,1.8,49.7,50.3
Boston - James J Chittick,00350154,75.8,0.4,18.8,3.1,0.4,0.0,1.5,53.8,46.2
Boston - James M Curley,00350384,31.5,3.9,40.1,22.9,0.4,0.0,1.1,51.6,48.4
Boston - James Otis,00350156,3.8,1.1,68.8,25.2,0.4,0.0,0.8,45.5,54.5
Boston - James P Timilty Middle,00350485,49.5,2.7,42.7,2.2,0.9,0.2,1.9,49.3,50.7
Boston - James W Hennigan,00350153,27.2,3.4,58.7,9.7,0.2,0.2,0.6,48.4,51.6
Boston - Jeremiah E Burke High,00350525,74.6,1.9,19.9,2.3,0.3,0.4,0.7,53.2,46.8
Boston - John D Philbrick,00350172,40.3,2.1,38.2,18.1,0.7,0.0,0.7,59.0,41.0
Boston - John F Kennedy,00350166,20.1,0.3,77.4,2.3,0.0,0.0,0.0,54.2,45.8
Boston - John Marshall,00350178,56.3,2.0,37.6,1.3,1.7,0.0,1.0,50.6,49.4
Boston - John P Holland,00350167,50.0,16.3,30.6,1.9,0.4,0.1,0.6,52.8,47.2
Boston - John W McCormack,00350179,37.2,15.9,34.7,9.6,0.6,0.0,2.1,52.3,47.7
Boston - John Winthrop,00350180,64.1,0.0,30.2,2.0,1.7,0.0,2.0,52.8,47.2
Boston - Joseph J Hurley,00350182,23.9,1.8,63.0,8.8,0.7,0.0,1.8,50.7,49.3
Boston - Joseph Lee,00350183,75.5,3.0,16.0,4.1,0.6,0.0,0.8,55.1,44.9
Boston - Joseph P Manning,00350184,17.6,7.2,22.9,51.0,0.0,0.0,1.3,56.2,43.8
Boston - Joseph P Tynan,00350181,44.1,4.8,18.9,28.8,1.2,0.0,2.1,54.1,45.9
Boston - Josiah Quincy,00350286,11.0,69.4,11.1,7.3,0.0,0.1,1.0,50.1,49.9
Boston - Joyce Kilmer,00350190,10.9,9.1,16.8,59.6,0.0,0.0,3.5,53.7,46.3
Boston - Lee Academy,00350001,63.4,6.6,19.7,6.6,0.0,0.0,3.8,51.9,48.1
Boston - Lewis Middle School,00350455,59.5,0.4,35.9,2.7,1.1,0.0,0.4,61.5,38.5
Boston - Lilla G. Frederick Middle School,00350383,59.7,1.1,36.4,1.9,0.3,0.0,0.6,48.8,51.3
Boston - Lucy Stone,00350211,81.1,1.4,14.7,0.7,0.0,0.0,2.1,45.5,54.5
Boston - Lyndon,00350262,9.8,1.7,31.2,56.3,0.0,0.0,1.0,52.7,47.3
Boston - Madison Park High,00350537,48.9,0.9,44.7,4.6,0.3,0.1,0.6,52.4,47.6
