SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Benjamin Banneker Charter - Benjamin Banneker Charter School,04200205,86.0,0.3,11.9,0.9,0.9,46.8,53.2
Benjamin Franklin Classical Charter - Benjamin Franklin Classical Charter School,04470205,1.6,3.1,1.6,93.7,0.0,46.2,53.8
Berkley - Berkley Community School,00270010,0.0,0.0,0.0,99.8,0.2,54.5,45.5
Berkley - Berkley Middle School,00270305,0.5,0.0,0.0,98.9,0.7,49.1,50.9
Berkshire Hills - Monument Mt Reg High,06180505,1.1,1.9,1.4,95.5,0.2,51.9,48.1
Berkshire Hills - Searles Middle,06180305,3.4,1.5,2.9,92.2,0.0,50.4,49.6
Berkshire Hills - Stockbridge Plain,06180030,0.8,2.5,4.7,92.0,0.0,53.8,46.2
Berlin - Berlin Memorial,00280005,0.0,0.8,1.2,98.0,0.0,47.6,52.4
Berlin-Boylston - Tahanto Reg High,06200505,0.7,0.9,0.4,96.7,1.3,50.3,49.7
Beverly - Ayers/Ryal Side Sch,00300055,1.9,2.3,5.2,90.6,0.0,53.6,46.4
Beverly - Beverly High,00300505,2.9,0.7,4.1,92.1,0.3,48.5,51.5
Beverly - Briscoe Middle,00300305,1.9,0.4,2.8,94.9,0.0,51.8,48.2
Beverly - Centerville Elementary,00300010,2.4,0.3,3.0,94.3,0.0,58.3,41.7
Beverly - Cove Elementary,00300015,2.3,2.1,4.0,91.5,0.0,44.8,55.2
Beverly - Hannah Elementary,00300033,1.9,3.5,4.8,89.7,0.0,50.5,49.5
Beverly - McKeown Elementary,00300037,1.3,3.3,2.0,93.2,0.3,55.4,44.6
Beverly - Memorial Middle,00300310,3.9,0.8,5.0,90.3,0.0,46.4,53.6
Beverly - North Beverly Elementary,00300040,3.5,1.4,7.8,87.2,0.0,50.4,49.6
Billerica - Billerica Memorial High School,00310505,1.0,2.9,2.5,93.1,0.5,49.6,50.4
Billerica - Eugene C Vining,00310030,0.6,1.5,0.9,96.8,0.3,56.3,43.7
Billerica - Frederick J Dutile,00310007,1.5,1.3,1.3,95.6,0.2,48.0,52.0
Billerica - Hajjar Elementary,00310026,0.8,2.4,2.3,94.3,0.2,54.5,45.5
Billerica - John F Kennedy,00310012,0.4,0.9,1.1,96.9,0.7,52.0,48.0
Billerica - Locke Middle,00310310,0.6,1.6,2.5,94.7,0.6,52.6,47.4
Billerica - Marshall Middle School,00310305,0.2,1.2,0.8,97.8,0.0,49.9,50.1
Billerica - Parker,00310015,1.5,5.0,1.7,90.5,1.2,55.0,45.0
Billerica - Thomas Ditson,00310005,0.3,2.1,2.0,95.4,0.3,53.7,46.3
Blackstone Valley Reg - Blackstone Valley,08050605,0.9,0.7,2.7,95.0,0.7,65.0,35.0
Blackstone-Millville - A F Maloney,06220015,3.6,1.6,0.8,94.1,0.0,49.0,51.0
Blackstone-Millville - Blackstone Millville RHS,06220505,0.0,1.3,1.8,96.8,0.0,46.6,53.4
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.3,1.2,0.7,96.9,0.0,48.4,51.6
Blackstone-Millville - John F Kennedy Elem,06220008,0.9,1.7,1.9,95.5,0.0,54.4,45.6
Blackstone-Millville - Millville Elem,06220010,0.5,0.3,1.9,97.3,0.0,55.4,44.6
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,10.1,1.1,3.5,84.8,0.5,60.8,39.2
Boston - Academy of Public Service,00350502,74.2,2.3,20.2,3.3,0.0,55.6,44.4
Boston - Agassiz,00350007,18.5,0.4,76.8,4.3,0.0,50.7,49.3
Boston - Alexander Hamilton,00350011,41.7,23.0,18.1,17.2,0.0,54.4,45.6
Boston - Another Course To College,00350541,54.1,4.5,13.4,25.5,2.5,43.9,56.1
Boston - Beethoven,00350021,51.3,4.7,18.3,24.7,1.0,54.7,45.3
Boston - Blackstone,00350390,25.8,0.9,69.3,3.7,0.3,53.2,46.8
Boston - Blue Hill Ave ECC,00350010,51.1,3.2,43.6,2.1,0.0,53.2,46.8
Boston - Boston Adult Academy,00350548,77.1,6.7,15.0,1.2,0.0,56.9,43.1
Boston - Boston Arts Academy,00350546,51.5,2.0,24.0,22.3,0.3,38.8,61.3
Boston - Boston Community Leadership Academy,00350558,57.6,3.6,23.6,15.0,0.2,41.4,58.6
Boston - Boston International  High School,00350507,36.7,1.1,57.8,4.4,0.0,53.3,46.7
Boston - Boston Latin,00350560,11.1,30.2,5.5,53.0,0.2,45.0,55.0
Boston - Boston Latin Academy,00350545,26.7,21.9,11.9,39.3,0.2,40.7,59.3
Boston - Boston Middle School Academy,00350413,65.2,8.7,17.4,4.3,4.3,82.6,17.4
Boston - Brighton High,00350505,47.7,5.5,38.4,8.1,0.2,46.7,53.3
Boston - Carter Develop Day Care,00350036,50.0,4.2,41.7,4.2,0.0,54.2,45.8
Boston - Charles H Taylor,00350054,88.9,2.9,5.6,2.2,0.4,52.4,47.6
Boston - Charles Sumner,00350052,32.6,0.8,57.7,8.5,0.4,51.8,48.2
Boston - Charlestown High,00350515,46.9,18.1,25.9,8.8,0.4,53.2,46.8
Boston - Clarence R Edwards Middle,00350430,35.8,14.5,30.0,19.3,0.4,53.7,46.3
Boston - Community Academy,00350518,85.7,4.8,9.5,0.0,0.0,57.1,42.9
Boston - Curtis Guild,00350062,4.1,7.1,68.0,20.7,0.0,53.5,46.5
Boston - Dante Alighieri,00350066,13.3,6.2,54.9,24.8,0.9,58.4,41.6
Boston - David A Ellis,00350072,52.6,0.6,45.2,1.4,0.3,52.3,47.7
Boston - Dearborn,00350074,55.4,4.7,34.6,4.5,0.9,49.6,50.4
Boston - Dennis C Haley,00350077,73.8,1.7,21.8,2.3,0.3,57.7,42.3
Boston - Donald Mckay,00350080,4.3,0.7,89.5,5.6,0.0,50.2,49.8
Boston - East Boston ECC,00350009,8.3,2.2,69.4,20.0,0.0,50.0,50.0
Boston - East Boston High,00350530,24.4,3.7,48.7,22.7,0.5,54.7,45.3
Boston - Economics and Business Academy,00350524,78.1,1.1,18.4,1.9,0.5,55.9,44.1
Boston - Edward Everett,00350088,42.8,21.8,13.0,22.1,0.4,47.0,53.0
Boston - Egleston Comm High School,00350543,73.4,1.3,22.8,2.5,0.0,49.4,50.6
Boston - ELC - East Zone,00350005,74.2,5.5,17.2,3.1,0.0,55.5,44.5
Boston - ELC - North Zone,00350003,22.4,32.9,25.9,18.8,0.0,54.1,45.9
Boston - ELC - West Zone,00350006,38.8,2.9,36.9,21.4,0.0,61.2,38.8
Boston - Elihu Greenwood,00350094,72.5,1.4,19.6,5.4,1.2,51.7,48.3
Boston - Eliot Elementary,00350096,32.6,3.4,32.0,30.3,1.7,49.1,50.9
Boston - Ellis Mendell,00350100,50.5,1.0,46.0,2.0,0.5,52.5,47.5
Boston - Emily A Fifield,00350102,88.5,1.6,8.6,0.7,0.7,52.6,47.4
Boston - Excel High School,00350522,40.7,26.0,15.7,17.2,0.5,58.8,41.2
Boston - Expulsion Alt School,00350580,100.0,0.0,0.0,0.0,0.0,66.7,33.3
Boston - Farragut,00350108,46.7,16.4,31.1,4.9,0.8,57.0,43.0
Boston - Fenway High School,00350540,50.0,2.8,28.8,18.0,0.4,42.4,57.6
Boston - Franklin D Roosevelt,00350116,57.1,3.4,14.9,24.6,0.0,53.4,46.6
Boston - George H Conley,00350122,50.5,0.5,28.2,20.9,0.0,61.8,38.2
Boston - Grover Cleveland,00350415,69.1,4.0,20.3,5.9,0.6,57.6,42.4
Boston - Harbor School,00350426,74.0,4.6,10.3,11.1,0.0,49.6,50.4
Boston - Harvard-Kent,00350200,22.4,33.9,25.9,17.8,0.0,54.5,45.5
Boston - Henry Grew,00350135,59.9,1.6,20.6,17.9,0.0,55.6,44.4
Boston - Henry L Higginson,00350137,75.2,0.7,22.1,2.0,0.0,46.3,53.7
Boston - Horace Mann,00350750,38.6,9.3,31.4,20.7,0.0,52.1,47.9
Boston - Hugh Roe O'Donnell,00350141,6.4,7.7,58.3,27.7,0.0,46.4,53.6
Boston - Hyde Park High School,00350550,70.2,0.8,23.6,5.0,0.4,54.5,45.5
Boston - Jackson Mann,00350013,44.3,12.7,25.9,17.0,0.2,55.1,44.9
Boston - James A Garfield Elem,00350152,42.9,10.4,30.1,16.2,0.4,51.4,48.6
Boston - James Condon Elem,00350146,44.7,12.3,18.7,24.2,0.1,55.1,44.9
Boston - James J Chittick,00350154,90.9,0.0,5.9,2.1,1.0,54.4,45.6
Boston - James M Curley,00350384,44.9,1.1,34.6,19.4,0.0,54.0,46.0
Boston - James Otis,00350156,3.6,3.3,63.0,30.2,0.0,48.9,51.1
Boston - James P Timilty Middle,00350485,54.1,2.6,39.9,2.6,0.7,47.8,52.2
Boston - James W Hennigan,00350153,28.1,2.8,53.8,14.9,0.4,50.6,49.4
Boston - Jeremiah E Burke High,00350525,83.2,2.9,11.3,2.1,0.5,52.0,48.0
Boston - John D Philbrick,00350172,54.1,2.7,29.7,12.8,0.7,57.4,42.6
Boston - John F Kennedy,00350166,23.8,0.8,73.8,1.5,0.0,50.0,50.0
Boston - John Marshall,00350178,62.2,1.6,33.4,1.3,1.5,54.2,45.8
Boston - John P Holland,00350167,47.9,19.6,29.8,1.8,0.8,53.0,47.0
Boston - John W McCormack,00350179,37.1,11.2,41.4,9.6,0.7,52.5,47.5
Boston - John Winthrop,00350180,66.3,1.3,29.2,1.9,1.3,53.7,46.3
Boston - Joseph J Hurley,00350182,30.5,0.7,68.1,0.7,0.0,47.7,52.3
Boston - Joseph Lee,00350183,78.0,3.1,13.9,4.9,0.2,56.5,43.5
Boston - Joseph P Manning,00350184,37.9,5.9,15.4,40.8,0.0,57.4,42.6
Boston - Joseph P Tynan,00350181,56.3,4.9,14.6,23.1,1.1,52.7,47.3
Boston - Josiah Quincy,00350286,12.1,73.2,7.7,7.0,0.0,49.4,50.6
Boston - Joyce Kilmer,00350190,22.6,11.1,11.1,55.2,0.0,43.3,56.7
Boston - Lewis Middle School,00350455,72.5,0.9,23.6,2.7,0.3,55.6,44.4
Boston - Little House Altern,00350972,,,,,,,
Boston - Lucy Stone,00350211,85.9,0.6,11.3,2.3,0.0,51.4,48.6
Boston - Lyndon,00350262,14.7,4.2,29.4,51.3,0.4,56.1,43.9
Boston - Madison Park High,00350537,56.7,1.3,37.7,4.1,0.2,53.3,46.7
Boston - Manassah E Bradley,00350215,12.7,10.9,37.7,38.0,0.7,50.4,49.6
Boston - Martin Luther King Jr Mid,00350410,65.7,1.4,30.6,2.3,0.0,54.1,45.9
Boston - Mary E Curley Middle,00350420,30.7,1.1,61.0,6.9,0.3,51.9,48.1
Boston - Mary Lyon,00350004,33.1,6.5,16.1,44.4,0.0,66.9,33.1
Boston - Mather,00350227,52.5,33.3,9.6,4.4,0.2,53.1,46.9
Boston - Mattahunt,00350226,71.3,0.2,25.3,3.3,0.0,55.6,44.4
Boston - Mattapan ECC,00350008,64.9,9.3,23.2,2.6,0.0,54.6,45.4
Boston - Maurice J Tobin,00350229,32.8,1.2,65.4,0.5,0.0,50.2,49.8
Boston - Michael J Perkins,00350231,44.3,9.4,22.2,23.6,0.5,48.8,51.2
Boston - Mildred Avenue Middle School,00350381,73.7,1.2,20.8,4.1,0.3,52.4,47.6
Boston - Mission Hill School,00350382,57.9,4.3,17.1,20.1,0.6,46.3,53.7
Boston - Monument High School,00350538,46.4,4.9,16.3,31.9,0.5,57.5,42.5
Boston - Mozart,00350237,44.6,4.6,17.7,33.1,0.0,52.0,48.0
Boston - Nathan Hale,00350243,85.2,0.0,14.3,0.5,0.0,50.5,49.5
Boston - New Boston Pilot Middle School,00350383,61.1,1.0,35.0,2.4,0.6,47.2,52.8
Boston - New Mission High School,00350542,61.5,5.6,28.6,3.8,0.4,49.6,50.4
Boston - O W Holmes,00350138,78.0,1.4,16.7,2.9,1.0,56.9,43.1
Boston - O'Bryant Sch Math/Science,00350575,47.7,22.9,17.4,11.6,0.5,41.3,58.7
Boston - Odyssey High School,00350577,43.5,8.7,25.2,22.3,0.3,54.5,45.5
Boston - Oliver Hazard Perry,00350255,35.0,12.3,14.7,38.0,0.0,51.5,48.5
Boston - Orchard Gardens,00350257,42.7,0.8,54.7,1.6,0.3,48.0,52.0
Boston - Patrick F Gavin Middle,00350435,48.0,8.6,20.7,21.9,0.8,52.0,48.0
Boston - Patrick J Kennedy,00350264,11.3,3.8,51.4,33.5,0.0,45.8,54.2
Boston - Patrick O'Hearn,00350266,52.9,10.8,5.0,29.2,2.1,50.8,49.2
Boston - Paul A Dever,00350268,38.9,5.0,46.4,9.5,0.2,53.2,46.8
Boston - Pauline Agassiz Shaw,00350270,90.5,1.1,7.0,1.1,0.4,55.3,44.7
Boston - Phineas Bates,00350278,56.3,5.1,22.5,15.3,0.9,51.2,48.8
Boston - Quincy E Dickerman,00350284,75.7,1.3,20.8,1.8,0.4,54.0,46.0
Boston - Quincy Upper School,00350565,26.6,59.3,6.8,6.8,0.5,53.0,47.0
Boston - Rafael Hernandez,00350691,10.5,0.8,80.1,8.4,0.3,48.7,51.3
Boston - Ralph Waldo Emerson,00350288,86.1,2.1,9.1,2.7,0.0,49.2,50.8
Boston - Richard J Murphy,00350240,41.0,23.9,5.5,28.7,0.9,54.6,45.4
Boston - Roger Clap,00350298,41.3,12.6,18.2,26.6,1.4,50.3,49.7
Boston - Samuel Adams,00350302,14.3,3.3,51.2,30.3,0.8,53.7,46.3
Boston - Samuel W Mason,00350304,67.3,1.4,23.2,8.1,0.0,51.2,48.8
Boston - Sarah Greenwood,00350308,34.1,0.0,65.4,0.5,0.0,47.7,52.3
Boston - Snowden Int'l High,00350690,47.4,13.3,31.8,7.0,0.5,41.8,58.2
Boston - Solomon Lewenberg Middle,00350450,83.4,1.4,11.3,3.4,0.6,54.5,45.5
Boston - Tech Boston Academy,00350539,50.7,8.3,24.3,16.0,0.7,66.0,34.0
Boston - The English High,00350535,45.8,2.0,46.5,5.7,0.1,50.3,49.7
Boston - Thomas A Edison Jr High,00350425,28.9,12.4,45.9,12.6,0.2,55.0,45.0
Boston - Thomas Gardner,00350326,16.6,14.0,59.6,9.7,0.0,49.9,50.1
Boston - Thomas J Kenny,00350328,71.5,7.5,11.2,7.1,2.7,52.2,47.8
Boston - Umana/Barnes Middle,00350405,12.2,4.3,56.3,27.2,0.0,52.3,47.7
Boston - Warren-Prescott,00350346,33.2,2.1,22.7,42.0,0.0,53.5,46.5
Boston - Washington Irving Middle,00350445,32.7,4.0,44.5,18.3,0.5,49.5,50.5
Boston - West Roxbury Sch,00350573,59.0,1.3,26.5,12.8,0.4,55.5,44.5
Boston - William E Russell,00350366,36.2,3.3,53.3,7.3,0.0,49.2,50.8
Boston - William Ellery Channing,00350360,77.6,0.7,17.3,4.1,0.3,53.2,46.8
Boston - William H Ohrenberger,00350258,32.8,3.0,50.2,13.2,0.8,52.3,47.7
