SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
ANDOVER - BANCROFT ELEMENTARY,00090003,0.2,4.1,1.7,94.1,0.0,56.1,43.9
ANDOVER - DOHERTY MIDDLE,00090305,1.8,7.6,1.8,88.6,0.1,50.6,49.4
ANDOVER - HENRY C SANBORN ELEM,00090010,0.7,3.1,0.2,96.1,0.0,52.4,47.6
ANDOVER - SHAWSHEEN EARLY CHILDHOOD,00090005,0.3,2.7,1.4,95.6,0.0,53.1,46.9
ANDOVER - SOUTH ELEMENTARY,00090020,0.6,5.6,0.5,93.2,0.0,54.1,45.9
ANDOVER - WEST ELEMENTARY,00090025,0.7,6.2,4.4,88.4,0.2,54.5,45.5
ARLINGTON - ARLINGTON HIGH,00100505,5.4,5.4,3.1,86.1,0.0,48.9,51.1
ARLINGTON - BRACKETT,00100010,1.9,4.2,1.6,92.3,0.0,47.2,52.8
ARLINGTON - CYRUS E DALLIN,00100025,4.1,4.1,1.7,90.1,0.0,52.5,47.5
ARLINGTON - HARDY,00100030,6.8,8.5,4.9,79.5,0.3,53.4,46.6
ARLINGTON - JOHN A BISHOP,00100005,1.6,4.7,2.2,91.5,0.0,50.3,49.7
ARLINGTON - M NORCROSS STRATTON,00100055,3.1,3.8,3.8,89.3,0.0,54.7,45.3
ARLINGTON - OTTOSON JR HIGH,00100410,7.7,4.0,2.9,85.4,0.0,52.1,47.9
ARLINGTON - PEIRCE,00100045,12.0,3.9,6.6,77.5,0.0,48.1,51.9
ARLINGTON - THOMPSON,00100050,7.0,7.0,1.8,84.3,0.0,53.6,46.4
ASHBURNHAM-WESTMINSTER - BRIGGS ELEM,06100025,0.6,0.9,0.4,98.0,0.2,54.7,45.3
ASHBURNHAM-WESTMINSTER - MEETINGHOUSE SCHOOL,06100010,0.3,2.0,2.3,95.4,0.0,53.3,46.7
ASHBURNHAM-WESTMINSTER - OAKMONT REGIONAL H S,06100505,0.0,0.3,0.3,98.6,0.8,49.9,50.1
ASHBURNHAM-WESTMINSTER - OVERLOOK MIDDLE SCHOOL,06100305,0.8,0.2,0.5,98.4,0.2,51.9,48.1
ASHBURNHAM-WESTMINSTER - WESTMINSTER ELEM,06100005,0.6,1.2,1.5,96.6,0.0,50.9,49.1
ASHLAND - ASHLAND HIGH,00140505,3.4,1.9,5.5,89.2,0.0,46.1,53.9
ASHLAND - DAVID MINDESS MIDDLE,00140015,2.5,2.7,3.0,91.8,0.0,49.3,50.7
ASHLAND - HENRY E WARREN ELEM,00140010,2.1,2.7,5.1,90.2,0.0,57.2,42.8
ASHLAND - WILLIAM PITTAWAY ELEM,00140005,2.3,1.8,2.3,93.6,0.0,52.9,47.1
ASSABET VALLEY - ASSABET VALLEY VOC H S,08010605,2.5,1.0,5.7,90.3,0.6,54.3,45.7
ATHOL-ROYALSTON - ATHOL HIGH,06150505,0.9,1.5,1.7,95.9,0.0,53.2,46.8
ATHOL-ROYALSTON - ATHOL MIDDLE,06150305,0.5,0.3,1.1,98.1,0.0,52.8,47.2
ATHOL-ROYALSTON - ELLEN BIGELOW,06150005,2.9,0.6,4.0,91.3,1.2,48.0,52.0
ATHOL-ROYALSTON - PLEASANT ST,06150016,0.3,0.0,0.7,99.0,0.0,55.4,44.6
ATHOL-ROYALSTON - RAYMOND,06150045,5.9,0.0,0.0,94.1,0.0,52.9,47.1
ATHOL-ROYALSTON - RIVERBEND,06150020,1.7,1.0,3.7,93.3,0.3,52.3,47.7
ATHOL-ROYALSTON - ROYALSTON COMMUNITY SCH,06150050,0.8,0.8,0.0,98.5,0.0,51.9,48.1
ATHOL-ROYALSTON - SANDERS STREET,06150025,0.6,1.2,2.9,95.4,0.0,54.9,45.1
ATHOL-ROYALSTON - SILVER LAKE,06150030,1.3,0.9,0.4,97.3,0.0,51.3,48.7
ATLANTIS CHARTER - ATLANTIS CS,04910550,7.6,2.1,2.4,87.9,0.0,57.7,42.3
ATTLEBORO - ATTLEBORO HIGH,00160505,1.7,7.2,4.4,86.6,0.0,49.4,50.6
ATTLEBORO - ATTLEBORO VOC TECH HIGH,00160605,1.9,4.6,8.0,85.5,0.0,70.6,29.4
ATTLEBORO - ATTLEBOROUGH ECC,00160005,2.9,1.2,3.3,92.3,0.2,50.7,49.3
ATTLEBORO - CYRIL K BRENNAN MIDDLE,00160315,2.2,4.8,4.4,86.2,2.4,55.5,44.5
ATTLEBORO - HILL ROBERTS ELEM,00160045,0.8,2.5,1.9,94.5,0.2,50.6,49.4
ATTLEBORO - HYMAN FINE ELEM,00160040,1.6,2.2,4.9,90.7,0.5,54.4,45.6
ATTLEBORO - JOSEPH FINBERG,00160010,3.8,1.0,3.1,91.3,0.7,52.1,47.9
ATTLEBORO - PETER THACHER MIDDLE,00160310,1.8,11.1,6.3,80.7,0.1,51.9,48.1
ATTLEBORO - ROBERT J COELHO MIDDLE,00160305,2.6,2.3,2.0,93.0,0.2,55.2,44.8
ATTLEBORO - STUDLEY SCHOOL,00160001,2.9,13.4,9.0,74.6,0.2,51.9,48.1
ATTLEBORO - WILLETT,00160035,3.2,3.2,1.8,91.8,0.0,51.9,48.1
AUBURN - AUBURN MIDDLE,00170305,1.5,0.7,0.4,97.3,0.2,51.5,48.5
AUBURN - AUBURN SENIOR HIGH,00170505,1.4,0.7,0.3,97.6,0.0,47.8,52.2
AUBURN - BRYN MAWR,00170010,1.1,0.0,0.7,97.9,0.4,55.1,44.9
AUBURN - JULIA BANCROFT,00170005,1.1,0.7,2.2,95.6,0.4,53.8,46.2
AUBURN - MARY D STONE,00170025,0.8,0.8,0.6,97.8,0.0,58.0,42.0
AUBURN - PAKACHOAG,00170015,0.7,0.7,0.3,98.0,0.3,50.2,49.8
AVON - AVON HIGH SCHOOL,00180505,26.2,0.9,1.7,71.2,0.0,47.2,52.8
AVON - AVON MIDDLE SCHOOL,00180305,4.4,0.4,1.5,93.7,0.0,53.3,46.7
AVON - RALPH D BUTLER,00180010,4.1,1.3,1.3,93.4,0.0,50.0,50.0
AYER - AYER HIGH,00190510,13.0,3.8,9.2,74.1,0.0,47.4,52.6
AYER - AYER MIDDLE,00190305,14.4,4.0,8.3,72.9,0.4,50.5,49.5
AYER - HILLTOP-PAGE,00190025,10.3,3.7,5.1,80.7,0.2,54.0,46.0
BARNSTABLE - BARNSTABLE HIGH,00200505,10.5,0.2,3.9,85.3,0.1,51.5,48.5
BARNSTABLE - CENTERVILLE ELEMENTARY,00200010,7.4,0.8,1.5,90.1,0.2,53.6,46.4
BARNSTABLE - COTUIT ELEM,00200015,6.5,1.6,1.6,90.2,0.0,52.7,47.3
BARNSTABLE - GRADE 5 SCHOOL,00200045,4.3,0.7,2.2,92.8,0.0,52.5,47.5
BARNSTABLE - HYANNIS ELEMENTARY,00200020,16.8,1.3,13.2,68.2,0.6,49.5,50.5
BARNSTABLE - HYANNIS WEST ELEMENTARY,00200025,20.1,0.9,7.3,70.6,1.1,51.4,48.6
BARNSTABLE - MARSTON MILLS EAST,00200032,1.3,0.4,1.1,95.6,1.5,51.9,48.1
BARNSTABLE - MARSTONS MILLS ELEM,00200030,2.7,0.0,0.0,96.2,1.1,51.4,48.6
BARNSTABLE - MIDDLE SCH/MARSTON'S MILL,00200310,6.7,1.1,1.8,89.6,0.8,53.4,46.6
BARNSTABLE - MIDDLE SCHOOL/HYANNIS,00200305,5.9,1.1,5.3,87.5,0.2,49.8,50.2
BARNSTABLE - OSTERVILLE BAY ELEMENTARY,00200040,1.3,0.0,1.8,96.9,0.0,55.6,44.4
BARNSTABLE - OSTERVILLE ELEMENTARY,00200035,1.6,0.6,2.6,95.2,0.0,52.7,47.3
BARNSTABLE - WEST BARNSTABLE ELEM,00200005,1.7,0.0,0.0,98.3,0.0,50.7,49.3
BEDFORD - BEDFORD HIGH,00230505,8.3,3.6,2.0,85.6,0.5,49.4,50.6
BEDFORD - JOHN GLENN MIDDLE,00230305,3.4,3.6,0.7,92.3,0.0,53.2,46.8
BEDFORD - LT ELEZER DAVIS,00230010,2.0,7.3,1.1,89.4,0.2,53.2,46.8
BEDFORD - LT JOB LANE SCHOOL,00230012,3.6,4.7,1.3,90.4,0.0,52.0,48.0
BELCHERTOWN - BELCHERTOWN HIGH,00240505,1.3,0.7,1.4,96.6,0.0,44.2,55.8
BELCHERTOWN - BERKSHIRE AVENUE SCHOOL,00240002,0.0,0.0,1.1,98.9,0.0,50.0,50.0
BELCHERTOWN - CHESTNUT HILL COMMUNITY,00240004,1.0,0.5,1.6,96.5,0.3,51.7,48.3
BELCHERTOWN - COLD SPRING,00240005,2.7,1.5,0.6,95.2,0.0,47.1,52.9
BELCHERTOWN - SWIFT RIVER ELEM,00240018,1.4,1.2,2.0,95.4,0.0,50.9,49.1
BELCHERTOWN - TADGELL HALL,00240020,1.4,1.4,1.4,95.9,0.0,48.3,51.7
BELLINGHAM - BELLINGHAM E C C,00250003,2.6,1.7,2.6,93.2,0.0,49.6,50.4
BELLINGHAM - BELLINGHAM MEMORIAL JR-SR,00250505,1.8,1.0,1.2,96.1,0.0,51.6,48.4
BELLINGHAM - CLARA MACY ELEMENTARY,00250009,2.4,2.2,1.1,94.4,0.0,45.8,54.2
BELLINGHAM - PRIMAVERA JR/SR H S,00250510,6.1,0.0,6.1,87.8,0.0,73.5,26.5
BELLINGHAM - SOUTH ELEM,00250020,0.8,0.7,0.0,98.4,0.2,50.2,49.8
BELLINGHAM - STALL BROOK,00250025,1.0,1.2,1.2,96.2,0.4,50.2,49.8
BELMONT - BELMONT HIGH,00260505,3.9,5.9,0.3,89.8,0.0,45.3,54.7
BELMONT - DANIEL BUTLER,00260015,6.9,6.3,3.2,83.6,0.0,49.9,50.1
BELMONT - MARY LEE BURBANK,00260010,2.7,6.9,3.7,86.7,0.0,53.3,46.7
BELMONT - ROGER E WELLINGTON,00260035,4.1,6.4,1.4,88.1,0.0,52.4,47.6
BELMONT - WINN BROOK,00260005,2.2,4.7,1.8,91.3,0.0,51.7,48.3
BELMONT - WINTHROP L CHENERY MIDDLE,00260305,2.7,8.2,2.1,86.9,0.1,48.4,51.6
BENJAMIN BANNEKER CHARTER - BENJAMIN BANNEKER (9/96),04200205,82.1,0.5,12.3,4.1,1.0,52.8,47.2
BENJAMIN FRANKLIN CHARTER - BEN FRANKLIN CLASSICAL CS,04470205,3.0,3.5,0.5,93.0,0.0,53.5,46.5
BERKLEY - BERKLEY COMMUNITY SCHOOL,00270010,0.7,0.0,0.0,99.3,0.0,52.5,47.5
BERKSHIRE HILLS - HOUSATONIC GRAMMAR,06180015,0.7,1.4,1.4,96.4,0.0,61.4,38.6
BERKSHIRE HILLS - MONUMENT MT REG HIGH,06180505,2.0,0.7,1.4,95.8,0.0,51.4,48.6
BERKSHIRE HILLS - SEARLES MIDDLE,06180305,2.9,0.5,1.5,95.1,0.0,50.4,49.6
BERKSHIRE HILLS - STOCKBRIDGE PLAIN,06180030,1.6,2.8,2.2,93.5,0.0,50.9,49.1
BERKSHIRE HILLS - VILLAGE,06180025,0.0,0.0,0.0,100.0,0.0,52.2,47.8
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,8.8,0.7,3.4,87.2,0.0,52.0,48.0
BERLIN - BERLIN MEMORIAL,00280005,0.4,0.0,0.0,99.6,0.0,54.3,45.7
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,1.1,0.0,1.1,97.9,0.0,51.8,48.2
BEVERLY - ABRAHAM EDWARDS,00300020,1.1,1.8,6.5,90.6,0.0,50.2,49.8
BEVERLY - AYERS/RYAL SIDE SCHOOL,00300055,2.2,0.9,1.3,95.7,0.0,51.3,48.7
BEVERLY - BEVERLY HIGH,00300505,2.5,0.5,1.1,95.9,0.0,49.7,50.3
BEVERLY - BRISCOE MIDDLE,00300305,2.3,1.5,3.4,92.3,0.5,50.3,49.7
BEVERLY - CENTERVILLE,00300010,4.2,0.0,0.7,95.1,0.0,47.6,52.4
BEVERLY - COVE,00300015,0.6,0.3,0.0,99.1,0.0,56.8,43.2
BEVERLY - HANNAH ELEMENTARY,00300033,3.4,2.2,5.4,88.9,0.0,50.7,49.3
BEVERLY - MEMORIAL MIDDLE,00300310,3.6,1.9,1.0,93.4,0.0,51.6,48.4
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0.4,2.2,2.2,95.2,0.0,50.7,49.3
BEVERLY - XXMCKAY,00300035,1.7,0.7,2.7,95.0,0.0,54.2,45.8
BILLERICA - BILLERICA MEM HIGH SCH,00310505,0.6,2.9,2.7,93.4,0.4,46.9,53.1
BILLERICA - EUGENE C VINING,00310030,0.7,1.2,2.9,95.2,0.0,53.0,47.0
BILLERICA - FREDERICK J DUTILE,00310007,0.4,0.8,0.8,98.0,0.0,48.1,51.9
BILLERICA - HAJJAR ELEMENTARY,00310026,1.1,2.2,1.0,95.8,0.0,52.2,47.8
BILLERICA - JOHN F KENNEDY,00310012,0.2,1.6,0.4,97.9,0.0,52.5,47.5
BILLERICA - LOCKE MIDDLE,00310310,0.9,2.0,0.5,96.6,0.0,50.8,49.2
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0.4,1.1,0.6,97.9,0.0,53.0,47.0
BILLERICA - PARKER,00310015,0.2,2.9,1.7,95.0,0.2,50.8,49.2
BILLERICA - THOMAS DITSON,00310005,0.4,2.0,0.8,96.8,0.0,48.7,51.3
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0.4,0.4,0.9,97.6,0.7,66.1,33.9
BLACKSTONE-MILLVILLE - A F MALONEY,06220305,1.0,1.7,0.5,96.8,0.0,51.9,48.1
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE REG,06220505,0.2,0.6,0.7,98.4,0.0,49.1,50.9
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,0.5,0.4,0.0,98.9,0.2,49.6,50.4
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,1.1,0.0,0.0,98.9,0.0,51.7,48.3
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,5.2,0.7,1.5,92.5,0.0,63.1,36.9
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,20.6,10.5,17.5,51.3,0.0,61.0,39.0
BOSTON - AGASSIZ,00350007,21.6,1.6,67.9,8.6,0.2,49.6,50.4
BOSTON - ALEXANDER HAMILTON,00350011,39.8,33.3,11.9,14.6,0.4,58.2,41.8
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,52.8,3.7,8.3,34.3,0.9,31.5,68.5
BOSTON - BEETHOVEN,00350021,45.9,4.4,15.4,34.3,0.0,56.1,43.9
BOSTON - BLACKSTONE,00350390,27.5,0.9,67.8,3.2,0.5,53.7,46.3
BOSTON - BOSTON HIGH SCHOOL,00350650,55.6,2.4,26.5,14.8,0.8,43.9,56.1
BOSTON - BOSTON LATIN,00350560,21.8,18.5,10.9,48.7,0.1,44.6,55.4
BOSTON - BOSTON LATIN ACADEMY,00350545,32.6,18.2,7.0,41.8,0.4,43.7,56.3
BOSTON - BRIGHTON HIGH,00350505,46.0,13.1,33.9,6.9,0.1,52.0,48.0
BOSTON - CARTER DEVELOP DAY CARE,00350036,61.1,5.6,27.8,5.6,0.0,61.1,38.9
BOSTON - CHARLES H TAYLOR,00350054,88.7,1.5,3.6,5.9,0.3,48.0,52.0
BOSTON - CHARLES SUMNER,00350052,31.9,3.3,45.7,18.9,0.2,55.7,44.3
BOSTON - CHARLESTOWN HIGH,00350515,36.6,22.7,27.2,13.1,0.4,56.2,43.8
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,38.3,21.4,20.9,19.0,0.4,53.9,46.1
BOSTON - CURTIS GUILD,00350062,20.0,30.2,12.2,37.6,0.0,51.4,48.6
BOSTON - DANTE ALIGHIERI,00350066,26.3,10.6,34.3,28.8,0.0,53.0,47.0
BOSTON - DAVID A ELLIS,00350072,44.0,1.1,53.9,0.9,0.2,50.0,50.0
BOSTON - DEARBORN,00350074,75.1,2.7,19.3,2.7,0.2,54.4,45.6
BOSTON - DENNIS C HALEY,00350077,75.9,1.1,17.7,5.0,0.4,52.5,47.5
BOSTON - DONALD MCKAY,00350080,13.9,0.5,67.9,17.7,0.2,51.8,48.2
BOSTON - DORCHESTER HIGH,00350520,59.0,3.2,31.3,6.2,0.3,52.3,47.7
BOSTON - DOWNTOWN EVENING ACADEMY,00350085,62.6,2.9,25.2,9.4,0.0,48.9,51.1
BOSTON - EAST BOSTON HIGH,00350530,23.0,9.2,38.2,29.4,0.2,52.2,47.8
BOSTON - EDWARD EVERETT,00350088,49.3,12.9,6.9,30.0,0.8,46.8,53.2
BOSTON - EGLESTON COMM HIGH SCHOOL,00350543,41.9,0.0,51.6,6.5,0.0,32.3,67.7
BOSTON - ELC - EAST ZONE,00350005,61.0,2.7,18.2,18.2,0.0,60.4,39.6
BOSTON - ELC - NORTH ZONE,00350003,42.9,18.2,9.1,29.9,0.0,49.4,50.6
BOSTON - ELC - WEST ZONE,00350006,48.7,0.0,26.1,24.4,0.8,57.1,42.9
BOSTON - ELIHU GREENWOOD,00350094,71.8,1.3,8.6,17.7,0.6,53.0,47.0
BOSTON - ELIOT ELEMENTARY,00350096,51.8,5.2,25.3,17.7,0.0,53.4,46.6
BOSTON - ELLIS MENDELL,00350100,59.9,0.4,32.7,6.6,0.4,51.4,48.6
BOSTON - EMILY A FIFIELD,00350102,86.9,2.1,8.3,2.4,0.3,52.7,47.3
BOSTON - FARRAGUT,00350108,49.1,19.1,22.5,8.6,0.7,44.9,55.1
BOSTON - FENWAY MIDDLE COLLEGE,00350540,51.6,3.9,23.6,20.9,0.0,41.1,58.9
BOSTON - FRANK V THOMPSON MIDDLE,00350114,80.4,3.2,10.3,5.9,0.2,56.6,43.4
BOSTON - FRANKLIN D ROOSEVELT,00350116,60.1,2.4,9.1,27.3,1.1,50.4,49.6
BOSTON - GEORGE H CONLEY,00350122,41.6,1.1,18.2,39.0,0.0,52.4,47.6
BOSTON - GROVER CLEVELAND,00350415,73.3,3.9,15.7,6.9,0.3,54.2,45.8
BOSTON - HARRIET A BALDWIN,00350129,18.0,70.8,3.9,7.4,0.0,50.4,49.6
BOSTON - HARVARD-KENT,00350200,24.1,33.9,15.2,26.2,0.7,52.8,47.2
BOSTON - HENRY GREW,00350135,64.6,2.2,8.4,23.8,1.1,51.1,48.9
BOSTON - HENRY L HIGGINSON,00350137,72.7,4.5,15.7,6.1,1.0,56.6,43.4
BOSTON - HORACE MANN,00350750,40.9,3.5,35.7,19.1,0.9,43.5,56.5
BOSTON - HUGH ROE O'DONNELL,00350141,14.8,14.8,32.0,38.1,0.3,48.5,51.5
BOSTON - HYDE PARK HIGH SCHOOL,00350550,72.7,1.4,17.5,8.3,0.1,55.3,44.7
BOSTON - JACKSON MANN,00350013,42.7,24.9,17.6,14.7,0.0,52.4,47.6
BOSTON - JAMES A GARFIELD ELEM,00350152,43.9,11.8,16.3,27.9,0.0,46.5,53.5
BOSTON - JAMES CONDON ELEM,00350146,50.2,8.9,12.5,27.8,0.7,51.8,48.2
BOSTON - JAMES J CHITTICK,00350154,88.4,0.7,3.6,6.3,1.0,51.9,48.1
BOSTON - JAMES M CURLEY,00350384,55.1,2.7,22.0,20.2,0.0,47.6,52.4
BOSTON - JAMES OTIS,00350156,3.8,3.1,62.4,30.8,0.0,50.7,49.3
BOSTON - JAMES P TIMILTY MIDDLE,00350485,46.5,5.5,38.8,9.0,0.2,48.0,52.0
BOSTON - JAMES W HENNIGAN,00350153,34.1,5.4,44.0,15.7,0.7,46.9,53.1
BOSTON - JEREMIAH E BURKE HIGH,00350525,86.3,3.1,8.0,2.4,0.2,52.1,47.9
BOSTON - JOHN D PHILBRICK,00350172,43.1,2.5,18.8,35.6,0.0,55.0,45.0
BOSTON - JOHN F KENNEDY,00350166,23.9,0.2,71.9,3.6,0.4,50.5,49.5
BOSTON - JOHN MARSHALL,00350178,63.8,3.3,28.3,3.7,0.9,51.2,48.8
BOSTON - JOHN P HOLLAND,00350167,52.5,18.0,26.4,2.7,0.3,49.5,50.5
BOSTON - JOHN W MCCORMACK,00350179,47.9,5.7,26.7,19.4,0.3,48.0,52.0
BOSTON - JOHN WINTHROP,00350180,67.1,1.9,26.1,4.8,0.0,48.1,51.9
BOSTON - JOSEPH H BARNES MIDDLE,00350405,19.0,9.5,38.5,32.9,0.1,54.9,45.1
BOSTON - JOSEPH J HURLEY,00350182,28.2,0.3,69.2,1.7,0.6,51.9,48.1
BOSTON - JOSEPH LEE,00350183,79.5,2.1,8.1,9.6,0.6,55.0,45.0
BOSTON - JOSEPH P MANNING,00350184,51.9,1.7,19.3,26.0,1.1,53.6,46.4
BOSTON - JOSEPH P TYNAN,00350181,64.4,4.0,4.8,26.3,0.4,54.8,45.2
BOSTON - JOSIAH QUINCY,00350286,24.3,61.7,5.0,9.0,0.0,51.9,48.1
BOSTON - JOYCE KILMER,00350190,33.7,13.9,12.8,38.8,0.8,53.7,46.3
BOSTON - LEWIS MIDDLE SCHOOL,00350455,76.9,0.3,17.3,5.1,0.3,55.8,44.2
BOSTON - LUCY STONE,00350211,78.7,1.2,10.0,9.6,0.4,55.0,45.0
BOSTON - LYNDON,00350262,31.8,1.1,41.3,24.7,1.1,44.5,55.5
BOSTON - MADISON PARK HIGH,00350537,58.1,4.6,29.6,7.6,0.2,50.8,49.2
BOSTON - MANASSAH E BRADLEY,00350215,20.1,7.1,18.6,53.8,0.3,52.4,47.6
BOSTON - MARGARET FULLER,00350217,60.6,1.6,27.7,10.0,0.0,49.4,50.6
BOSTON - MARTIN LUTHER KING JR MID,00350410,47.6,3.6,45.7,2.7,0.4,49.5,50.5
BOSTON - MARY E CURLEY MIDDLE,00350420,33.5,1.8,57.7,6.6,0.4,49.1,50.9
BOSTON - MARY LYON,00350004,40.0,16.3,8.8,35.0,0.0,61.3,38.8
BOSTON - MATHER,00350227,48.3,33.4,5.5,12.6,0.2,48.5,51.5
BOSTON - MATTAHUNT,00350226,70.7,0.0,25.4,3.4,0.4,54.3,45.7
BOSTON - MAURICE J TOBIN,00350229,27.4,0.7,68.5,3.2,0.2,48.7,51.3
BOSTON - MICHAEL J PERKINS,00350231,38.5,14.8,9.9,36.4,0.4,53.0,47.0
BOSTON - MOZART,00350237,47.8,1.4,19.1,31.1,0.5,54.1,45.9
BOSTON - MULTICULTURAL MIDDLE COLL,00350542,65.7,1.4,24.3,8.6,0.0,38.6,61.4
BOSTON - NATHAN HALE,00350243,88.6,0.6,10.2,0.6,0.0,50.6,49.4
BOSTON - O W HOLMES,00350138,81.1,2.9,9.4,6.1,0.4,55.7,44.3
BOSTON - O'BRYANT SCH MATH/SCIENCE,00350575,48.0,29.0,13.6,8.9,0.4,42.7,57.3
BOSTON - OLIVER HAZARD PERRY,00350255,43.2,10.5,9.5,35.9,0.9,50.5,49.5
BOSTON - PATRICK F GAVIN MIDDLE,00350435,46.8,15.5,7.8,28.8,1.1,50.3,49.7
BOSTON - PATRICK J KENNEDY,00350264,12.9,8.6,30.7,46.9,0.9,50.9,49.1
BOSTON - PATRICK O'HEARN,00350266,55.1,6.9,3.2,33.8,0.9,54.2,45.8
BOSTON - PAUL A DEVER,00350268,41.9,5.7,34.0,16.6,1.8,55.6,44.4
BOSTON - PAULINE AGASSIZ SHAW,00350270,92.3,1.6,3.0,2.5,0.5,54.2,45.8
BOSTON - PHINEAS BATES,00350278,55.2,4.5,18.7,21.5,0.0,44.8,55.2
BOSTON - PHYLLIS WHEATLEY MIDDLE,00350139,71.2,0.8,23.8,3.5,0.8,53.1,46.9
