SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Boston - James Condon Elem,00350146,43.7,11.1,21.6,23.3,0.3,53.2,46.8
Boston - James J Chittick,00350154,90.1,0.4,7.0,1.8,0.7,56.3,43.8
Boston - James M Curley,00350384,38.0,1.5,35.7,24.7,0.0,45.6,54.4
Boston - James Otis,00350156,4.1,3.4,62.2,30.0,0.4,47.2,52.8
Boston - James P Timilty Middle,00350485,53.9,2.9,39.9,2.6,0.6,47.6,52.4
Boston - James W Hennigan,00350153,27.2,3.1,57.7,11.1,1.0,50.7,49.3
Boston - Jeremiah E Burke High,00350525,81.4,3.1,13.2,1.8,0.5,52.6,47.4
Boston - John D Philbrick,00350172,55.7,2.3,27.5,13.7,0.8,56.5,43.5
Boston - John F Kennedy,00350166,25.8,1.3,71.9,1.0,0.0,52.9,47.1
Boston - John Marshall,00350178,62.2,1.3,33.3,1.4,1.8,52.6,47.4
Boston - John P Holland,00350167,50.8,18.2,28.8,1.7,0.4,54.4,45.6
Boston - John W McCormack,00350179,38.3,12.8,39.9,8.9,0.1,49.8,50.2
Boston - John Winthrop,00350180,62.3,1.0,33.9,1.0,1.9,49.0,51.0
Boston - Joseph J Hurley,00350182,30.3,1.1,64.4,4.2,0.0,48.6,51.4
Boston - Joseph Lee,00350183,80.3,3.6,11.9,3.8,0.4,55.8,44.2
Boston - Joseph P Manning,00350184,27.8,6.8,13.0,52.5,0.0,58.0,42.0
Boston - Joseph P Tynan,00350181,52.2,4.4,15.9,26.6,0.9,52.5,47.5
Boston - Josiah Quincy,00350286,12.4,71.8,7.3,8.5,0.0,49.9,50.1
Boston - Joyce Kilmer,00350190,19.6,10.4,9.2,60.8,0.0,46.9,53.1
Boston - Lee Academy,00350001,78.8,1.3,13.8,6.3,0.0,48.8,51.3
Boston - Lewis Middle School,00350455,71.8,1.4,24.7,2.1,0.0,59.8,40.2
Boston - Lucy Stone,00350211,85.9,0.0,12.8,1.3,0.0,53.0,47.0
Boston - Lyndon,00350262,13.1,3.5,27.8,55.1,0.4,55.6,44.4
Boston - Madison Park High,00350537,54.3,1.4,39.7,4.3,0.3,53.5,46.5
Boston - Manassah E Bradley,00350215,12.7,11.1,36.9,38.1,1.2,48.8,51.2
Boston - Martin Luther King Jr Mid,00350410,66.6,1.3,30.9,0.6,0.6,55.5,44.5
Boston - Mary E Curley Middle,00350420,32.7,1.0,60.5,5.7,0.0,50.7,49.3
Boston - Mary Lyon,00350004,33.6,7.6,18.5,39.5,0.8,67.2,32.8
Boston - Mather,00350227,52.9,31.6,11.6,3.7,0.2,51.0,49.0
Boston - Mattahunt,00350226,74.3,0.5,22.1,3.0,0.0,54.7,45.3
Boston - Mattapan ECC,00350008,68.8,8.2,20.6,2.4,0.0,57.1,42.9
Boston - Maurice J Tobin,00350229,29.6,1.5,68.2,0.5,0.2,49.5,50.5
Boston - Michael J Perkins,00350231,49.1,6.4,23.4,21.1,0.0,49.1,50.9
Boston - Mildred Avenue Middle School,00350381,76.8,0.6,20.7,1.7,0.2,52.3,47.7
Boston - Mission Hill School,00350382,58.8,4.6,12.4,23.5,0.7,49.0,51.0
Boston - Monument High School,00350538,48.8,3.8,22.1,25.1,0.3,58.8,41.2
Boston - Mozart,00350237,39.9,3.8,19.6,36.1,0.6,55.1,44.9
Boston - Nathan Hale,00350243,81.4,0.0,18.6,0.0,0.0,49.7,50.3
Boston - New Boston Pilot Middle School,00350383,59.6,1.4,36.6,1.7,0.8,50.2,49.8
Boston - New Mission High School,00350542,64.6,3.1,27.5,3.9,0.9,51.5,48.5
Boston - O W Holmes,00350138,80.8,1.5,13.1,4.5,0.0,59.6,40.4
Boston - O'Bryant Sch Math/Science,00350575,47.1,22.6,17.5,12.3,0.4,39.9,60.1
Boston - Odyssey High School,00350577,43.2,8.0,28.7,20.2,0.0,53.1,46.9
Boston - Oliver Hazard Perry,00350255,29.2,8.4,14.3,48.1,0.0,57.1,42.9
Boston - Orchard Gardens,00350257,43.9,0.5,53.8,1.8,0.0,48.3,51.7
Boston - Patrick F Gavin Middle,00350435,49.2,8.3,22.3,19.6,0.5,53.5,46.5
Boston - Patrick J Kennedy,00350264,11.6,3.7,53.4,31.2,0.0,45.0,55.0
Boston - Patrick O'Hearn,00350266,55.5,9.7,4.0,28.2,2.6,51.5,48.5
Boston - Paul A Dever,00350268,35.6,5.2,51.6,7.4,0.2,53.0,47.0
Boston - Pauline Agassiz Shaw,00350270,89.4,0.0,8.9,1.1,0.7,53.5,46.5
Boston - Phineas Bates,00350278,58.3,4.0,23.5,13.6,0.7,53.6,46.4
Boston - Quincy E Dickerman,00350284,74.2,0.9,23.5,0.9,0.5,52.9,47.1
Boston - Quincy Upper School,00350565,25.7,62.5,6.7,4.6,0.5,52.0,48.0
Boston - Rafael Hernandez,00350691,9.6,0.8,80.6,8.8,0.3,46.6,53.4
Boston - Ralph Waldo Emerson,00350288,81.3,2.1,14.6,2.1,0.0,49.0,51.0
Boston - Richard J Murphy,00350240,36.9,23.9,6.3,32.0,0.8,55.1,44.9
Boston - Roger Clap,00350298,45.6,10.3,16.9,25.7,1.5,51.5,48.5
Boston - Samuel Adams,00350302,13.8,5.1,52.5,28.1,0.5,59.0,41.0
Boston - Samuel W Mason,00350304,68.0,0.0,21.5,9.6,0.9,55.7,44.3
Boston - Sarah Greenwood,00350308,33.9,0.3,65.1,0.8,0.0,48.0,52.0
Boston - Snowden Int'l High,00350690,45.2,14.3,35.2,5.0,0.2,39.5,60.5
Boston - Social Justice Academy,00350583,,,,,,,
Boston - Solomon Lewenberg Middle,00350450,83.4,0.7,14.0,1.7,0.2,56.8,43.2
Boston - Tech Boston Academy,00350539,52.3,6.0,30.3,11.0,0.5,66.1,33.9
Boston - The English High,00350535,46.6,1.6,46.7,5.0,0.1,50.4,49.6
Boston - Thomas A Edison Jr High,00350425,29.4,15.5,42.5,12.5,0.2,53.6,46.4
Boston - Thomas Gardner,00350326,20.7,15.7,52.5,11.0,0.0,50.5,49.5
Boston - Thomas J Kenny,00350328,70.3,6.7,13.8,8.4,0.8,53.6,46.4
Boston - Umana/Barnes Middle,00350405,10.7,5.4,57.7,26.3,0.0,52.6,47.4
Boston - Warren-Prescott,00350346,27.8,2.1,23.3,46.2,0.6,53.8,46.2
Boston - Washington Irving Middle,00350445,34.6,3.3,42.7,18.7,0.7,53.9,46.1
Boston - West Roxbury Sch,00350573,56.3,2.0,28.3,13.2,0.2,55.0,45.0
Boston - William E Russell,00350366,37.1,4.1,51.6,7.2,0.0,45.2,54.8
Boston - William Ellery Channing,00350360,75.9,0.4,18.0,5.8,0.0,51.1,48.9
