SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Boston - William H Ohrenberger,00350258,34.7,3.1,50.2,11.2,0.8,54.1,45.9
Boston - William McKinley,00350363,62.5,0.5,21.8,14.1,1.2,80.3,19.7
Boston - William Monroe Trotter,00350370,84.0,0.0,12.8,1.4,1.8,52.5,47.5
Boston - Winship Elementary,00350374,24.6,18.5,43.1,12.3,1.5,54.4,45.6
Boston - Wm B Rogers Middle,00350470,65.0,10.4,14.8,9.6,0.2,57.6,42.4
Boston - Woodrow Wilson Middle,00350490,83.3,2.8,10.8,3.0,0.2,55.3,44.7
Boston - Young Achievers,00350380,68.4,2.1,18.6,8.4,2.5,51.9,48.1
Boston - Young Adult Center,00350588,0.0,0.0,100.0,0.0,0.0,100.0,0.0
Boston Collegiate Charter - Boston Collegiate Charter School,04490305,17.5,1.7,3.6,76.9,0.3,46.7,53.3
Boston Evening Academy HMCS - Boston Evening Academy HMCS School,04240505,65.7,7.5,23.1,3.7,0.0,43.7,56.3
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,89.6,0.0,8.5,1.9,0.0,52.8,47.2
Boston Renaissance Charter - Boston Renaissance Charter School,04810550,83.5,1.8,13.2,1.0,0.5,50.2,49.8
Bourne - Bourne High,00360505,2.7,1.1,2.0,93.7,0.5,49.1,50.9
Bourne - Bourne Middle School,00360325,4.4,0.5,1.3,93.3,0.5,47.4,52.6
Bourne - Ella F Hoxie School,00360015,2.1,0.5,2.1,95.3,0.0,49.2,50.8
Bourne - James F Peebles Elem,00360010,4.1,1.1,2.1,92.5,0.2,54.2,45.8
Bourne - Otis Memorial,00360020,4.9,0.5,1.6,93.0,0.0,51.8,48.2
Boxborough - Blanchard Memorial,00370005,0.3,17.8,2.0,79.8,0.0,51.6,48.4
Boxford - Harry Lee Cole,00380005,0.2,1.1,0.0,98.7,0.0,56.0,44.0
Boxford - Spofford Pond,00380013,0.2,2.0,0.4,97.5,0.0,52.9,47.1
Boylston - Boylston Elementary,00390005,1.9,4.3,2.7,90.9,0.3,48.9,51.1
Braintree - Archie T Morrison,00400033,5.5,6.6,2.8,85.1,0.0,48.9,51.1
Braintree - Braintree High,00400505,4.1,5.6,2.0,88.0,0.3,51.7,48.3
Braintree - Donald Ross,00400050,4.8,8.2,2.4,84.7,0.0,52.4,47.6
Braintree - East Middle School,00400305,5.1,5.7,2.7,86.0,0.5,54.0,46.0
Braintree - Highlands,00400015,1.6,4.6,1.1,92.4,0.3,47.7,52.3
Braintree - Hollis,00400005,1.8,6.0,1.4,90.3,0.5,51.0,49.0
Braintree - Liberty,00400025,3.1,10.3,1.0,85.4,0.2,53.1,46.9
Braintree - Mary E Flaherty School,00400020,3.4,5.0,2.5,88.8,0.3,51.1,48.9
Braintree - South Middle School,00400310,1.3,5.0,2.0,91.2,0.5,50.9,49.1
Brewster - Eddy Elementary,00410010,1.4,1.8,0.9,95.9,0.0,51.4,48.6
Brewster - Stony Brook Elementary,00410005,2.0,1.7,1.3,95.0,0.0,53.2,46.8
Bridgewater-Raynham - Bridgewater-Raynham Reg,06250505,2.5,1.8,1.3,94.2,0.3,48.2,51.8
Bridgewater-Raynham - Burnell Elementary School,06250005,4.8,1.9,0.0,93.0,0.3,47.1,52.9
Bridgewater-Raynham - Laliberte Elementary School,06250050,2.7,0.8,1.3,95.2,0.0,55.0,45.0
Bridgewater-Raynham - Merrill Elementary School,06250020,1.4,1.9,0.4,96.1,0.2,49.8,50.2
Bridgewater-Raynham - Mitchell Elementary School,06250045,1.9,1.0,1.3,95.8,0.1,54.9,45.1
Bridgewater-Raynham - Raynham Middle School,06250315,4.1,1.5,1.0,93.2,0.1,49.9,50.1
Bridgewater-Raynham - Williams Middle,06250310,2.1,1.0,1.0,95.3,0.6,50.5,49.5
Brimfield - Brimfield Elementary,00430005,0.3,0.3,1.1,98.3,0.0,54.1,45.9
Bristol County Agr - Bristol County Agr High,09100705,0.7,0.2,1.2,97.4,0.5,28.6,71.4
Bristol-Plymouth Voc Tech - Bristol-Plymouth Voc Tech,08100605,2.1,0.3,2.3,94.8,0.5,57.2,42.8
Brockton - Ashfield,00440004,41.1,0.8,13.7,43.9,0.5,54.3,45.7
Brockton - B B Russell Alternative School,00440080,65.3,1.2,10.4,22.5,0.6,78.0,22.0
Brockton - Belmont Street Elementary,00440006,65.7,1.1,6.2,27.0,0.0,48.6,51.4
Brockton - Brockton High,00440505,52.0,3.4,10.5,33.7,0.4,50.7,49.3
Brockton - Brookfield,00440010,40.2,2.2,11.2,45.1,1.2,52.2,47.8
Brockton - Downey,00440110,42.0,3.1,14.7,38.7,1.5,52.2,47.8
Brockton - Dr W Arnone Comm Sch,00440001,31.8,1.5,36.3,29.3,1.0,48.7,51.3
Brockton - East Junior High,00440405,48.9,1.4,14.0,34.8,0.9,56.6,43.4
Brockton - Edgar B Davis,00440023,51.9,1.8,13.3,31.3,1.7,48.8,51.2
Brockton - Eldon B. Keith Center,00440095,42.7,4.9,16.4,34.3,1.7,57.6,42.4
Brockton - Franklin,00440030,40.7,2.0,16.7,38.7,2.0,50.5,49.5
Brockton - Gilmore,00440035,69.8,0.3,7.1,22.9,0.0,53.1,46.9
Brockton - Goddard,00440015,44.7,2.9,18.1,33.7,0.6,50.8,49.2
Brockton - Hancock,00440045,39.4,2.8,7.7,48.9,1.2,49.5,50.5
Brockton - Howard School,00440050,29.2,3.6,6.6,60.6,0.0,63.5,36.5
Brockton - Huntington,00440055,48.3,2.8,17.6,30.0,1.2,48.0,52.0
Brockton - John F Kennedy,00440017,47.4,7.4,4.5,39.9,0.9,51.7,48.3
Brockton - Joseph F Plouffe Elem,00440120,43.3,2.2,12.3,40.6,1.6,52.4,47.6
Brockton - Lincoln Alternative School,00440400,27.1,0.0,8.5,64.4,0.0,71.2,28.8
Brockton - Louis F Angelo Elem,00440065,44.6,5.6,8.7,40.0,1.1,52.7,47.3
Brockton - North Junior High,00440410,49.6,1.3,12.6,36.1,0.4,50.9,49.1
Brockton - Oscar F Raymond,00440078,53.1,2.4,10.7,33.2,0.5,53.5,46.5
Brockton - South Junior High,00440415,48.1,2.3,10.1,38.7,0.7,50.7,49.3
Brockton - West Junior High,00440420,48.2,3.2,11.1,36.9,0.6,51.1,48.9
Brockton - Whitman,00440100,47.9,0.6,13.5,38.0,0.0,44.8,55.2
Brookfield - Brookfield Elementary,00450005,0.6,0.9,1.6,96.6,0.3,53.6,46.4
Brookline - Brookline High,00460505,11.7,14.9,6.3,66.6,0.4,50.0,50.0
Brookline - Edith C Baker,00460005,5.0,22.5,6.1,66.1,0.3,53.1,46.9
Brookline - Edward Devotion,00460015,10.6,12.3,5.0,72.0,0.1,50.6,49.4
Brookline - Heath,00460025,7.1,14.7,5.3,71.8,1.0,52.3,47.7
Brookline - John D Runkle,00460045,8.5,15.0,9.2,67.3,0.0,52.2,47.8
Brookline - Lawrence,00460030,7.3,32.6,3.1,56.8,0.2,49.1,50.9
Brookline - Michael Driscoll,00460020,11.1,14.9,5.7,68.3,0.0,46.0,54.0
Brookline - Pierce,00460040,13.7,24.5,5.3,56.4,0.2,49.1,50.9
Brookline - The Lynch Center,00460060,1.6,21.0,4.8,69.4,3.2,46.8,53.2
Brookline - William H Lincoln,00460035,10.5,15.1,6.7,67.2,0.5,53.7,46.3
Burlington - Burlington High,00480505,2.0,11.2,0.2,86.5,0.0,51.4,48.6
Burlington - Fox Hill,00480007,1.8,9.8,1.6,86.8,0.0,52.5,47.5
Burlington - Francis Wyman Elem,00480035,3.1,13.8,2.4,80.3,0.5,54.0,46.0
Burlington - Marshall Simonds Middle,00480303,2.6,10.6,1.4,85.4,0.0,50.6,49.4
Burlington - Memorial,00480015,5.1,11.4,4.6,78.9,0.0,52.7,47.3
Burlington - Pine Glen Elementary,00480020,1.0,8.0,1.5,89.5,0.0,51.9,48.1
Cambridge - Amigos School,00490006,8.4,3.0,63.3,23.9,1.3,45.8,54.2
Cambridge - Cambridge Rindge and Latin,00490506,42.7,8.6,15.2,33.1,0.3,51.2,48.8
Cambridge - Cambridgeport,00490007,33.4,8.6,11.1,44.6,2.2,48.7,51.3
Cambridge - Fletcher/Maynard Academy,00490090,60.6,4.8,21.6,12.1,0.9,58.9,41.1
Cambridge - Graham and Parks,00490080,32.7,11.6,7.0,48.2,0.5,56.2,43.8
Cambridge - Haggerty,00490020,28.7,9.0,7.6,53.8,0.9,52.0,48.0
Cambridge - John M Tobin,00490065,50.7,18.9,10.7,18.9,0.7,55.6,44.4
Cambridge - Kennedy-Longfellow,00490040,39.1,8.8,17.4,33.8,0.9,53.3,46.7
Cambridge - King Open,00490035,29.2,8.5,11.0,50.4,1.0,50.2,49.8
Cambridge - Maria L. Baldwin,00490005,36.5,12.3,9.3,41.9,0.0,53.0,47.0
"Cambridge - Martin Luther King, Jr.",00490030,53.1,22.5,8.9,15.5,0.0,53.5,46.5
Cambridge - Morse,00490045,40.4,13.6,10.4,35.0,0.5,52.4,47.6
Cambridge - Peabody,00490050,43.7,13.7,7.8,34.5,0.4,53.4,46.6
Canton - Canton High,00500505,7.6,5.9,3.2,83.0,0.2,43.2,56.8
Canton - Dean S Luce,00500020,6.6,6.7,1.3,85.3,0.1,54.4,45.6
Canton - John F Kennedy,00500017,4.8,7.5,1.6,85.9,0.3,53.1,46.9
Canton - Lt Peter M Hansen,00500012,10.8,7.5,2.1,79.2,0.5,48.0,52.0
Canton - Wm H Galvin Middle,00500305,10.9,4.7,2.7,81.4,0.3,51.0,49.0
Cape Cod Lighthouse Charter - Cape Cod Lighthouse Charter School,04320530,0.6,1.7,2.2,95.6,0.0,54.4,45.6
Cape Cod Region Voc Tech - Cape Cod Region Voc Tech,08150605,4.2,0.4,2.9,91.6,0.8,66.2,33.8
Carlisle - Carlisle School,00510025,0.6,6.1,1.6,91.6,0.1,47.7,52.3
Carver - Carver High School,00520505,2.8,0.2,0.2,96.7,0.2,49.6,50.4
Carver - Carver Middle,00520305,3.5,0.0,0.4,95.9,0.2,48.6,51.4
Carver - Erwin K. Washburn Primary School,00520005,2.2,0.0,0.0,97.8,0.0,51.0,49.0
Carver - Gov John Carver Elem,00520010,3.0,0.2,0.0,96.8,0.0,52.5,47.5
Central Berkshire - Becket Washington School,06350005,2.4,2.4,1.6,93.7,0.0,50.8,49.2
Central Berkshire - Berkshire Trail Elem,06350010,1.0,1.0,0.0,98.1,0.0,54.3,45.7
Central Berkshire - Craneville,06350025,2.3,0.4,0.4,96.9,0.0,54.0,46.0
Central Berkshire - Kittredge,06350035,1.6,0.0,0.0,98.4,0.0,48.4,51.6
Central Berkshire - Nessacus Regional Middle School,06350305,0.7,1.5,0.2,97.6,0.0,54.4,45.6
Central Berkshire - Wahconah Regional High,06350505,1.1,1.5,0.7,96.7,0.1,50.3,49.7
Champion HMCS - Champion HMCS School,04340505,56.2,0.8,14.9,27.3,0.8,55.4,44.6
Chatham - Chatham Elementary,00550005,2.8,2.1,3.9,91.2,0.0,53.0,47.0
Chatham - Chatham High,00550505,3.6,0.9,0.4,94.6,0.4,56.5,43.5
Chatham - Chatham Middle School,00550305,1.4,0.0,2.4,96.2,0.0,52.4,47.6
Chelmsford - Byam School,00560030,0.8,7.5,0.2,91.2,0.4,49.1,50.9
Chelmsford - Center Elementary School,00560005,1.3,8.6,1.1,88.9,0.0,56.5,43.5
Chelmsford - Charles D Harrington,00560025,1.4,11.0,0.6,86.8,0.2,56.0,44.0
Chelmsford - Chelmsford High,00560505,1.4,8.2,1.1,89.1,0.1,51.3,48.7
Chelmsford - Col Moses Parker Schl,00560305,0.7,6.0,1.7,91.5,0.1,50.8,49.2
Chelmsford - McCarthy Middle School,00560310,1.1,6.6,1.6,90.7,0.0,50.2,49.8
Chelmsford - South Row,00560015,0.2,4.3,2.2,93.3,0.0,54.1,45.9
Chelmsford - Westlands Elementary,00560020,0.9,8.6,0.6,89.9,0.0,47.4,52.6
Chelsea - Chelsea High,00570505,9.2,3.7,70.3,16.4,0.3,49.6,50.4
Chelsea - Clark Avenue School,00570050,6.6,4.3,73.8,15.3,0.0,48.8,51.2
Chelsea - Edgar A Hooks Elem,00570030,9.9,4.5,71.5,13.5,0.7,47.2,52.8
Chelsea - Eugene Wright School,00570045,8.1,3.3,75.2,13.2,0.2,54.8,45.2
Chelsea - Frank M Sokolowski Elem,00570040,8.7,3.1,75.2,12.9,0.0,51.1,48.9
Chelsea - George D Kelly Elem,00570035,3.5,1.3,85.8,9.4,0.0,47.5,52.5
Chelsea - Joseph A. Browne School,00570055,6.9,4.8,73.2,14.9,0.2,55.6,44.4
Chelsea - Shurtleff Early Childhood,00570003,6.2,3.4,79.2,11.1,0.1,48.0,52.0
Chelsea - Tudor Hill School,00570510,17.0,2.1,55.3,23.4,2.1,72.3,27.7
Chelsea - William A Berkowitz Elem,00570025,7.3,2.4,75.3,14.8,0.2,51.3,48.7
Chesterfield-Goshen - New Hingham Regional Elem,06320025,0.0,0.6,1.2,98.2,0.0,51.8,48.2
Chicopee - Barry,00610003,3.0,3.5,8.8,84.5,0.3,49.3,50.8
Chicopee - Belcher,00610010,6.0,1.5,25.0,67.5,0.0,57.5,42.5
Chicopee - Bellamy Middle,00610305,4.4,1.0,26.3,68.1,0.1,48.3,51.7
Chicopee - Bowe,00610015,4.0,1.9,44.0,50.0,0.0,49.0,51.0
Chicopee - Bowie,00610020,4.2,2.0,3.6,90.0,0.2,49.6,50.4
Chicopee - Chapin Alternative School,00610021,2.4,0.0,31.7,65.9,0.0,70.7,29.3
Chicopee - Chicopee Comprehensive HS,00610510,2.0,1.3,12.7,84.0,0.0,53.8,46.2
Chicopee - Chicopee High,00610505,2.9,0.8,20.0,76.3,0.0,48.6,51.4
Chicopee - Fairview Middle,00610310,3.0,0.6,14.7,81.3,0.4,53.9,46.1
Chicopee - Gen John J Stefanik,00610090,5.0,0.2,59.9,34.7,0.2,52.1,47.9
Chicopee - Lambert-Lavoie,00610040,1.7,1.7,9.0,87.7,0.0,53.5,46.5
Chicopee - Litwin,00610022,2.9,1.3,14.3,81.2,0.3,51.2,48.8
Chicopee - Selser,00610050,3.5,1.5,40.6,54.5,0.0,50.2,49.8
Chicopee - Streiber Memorial School,00610065,3.6,2.4,6.4,87.6,0.0,56.2,43.8
Chicopee - Szetela ECC,00610001,3.0,6.1,14.6,76.2,0.0,56.1,43.9
Christa McAuliffe Regional Charter Public (District) - Christa McAuliffe Regional Charter Public School,04180305,4.3,2.4,4.3,89.0,0.0,63.4,36.6
City On A Hill Charter Public (District) - City On A Hill Charter Public School,04370505,83.5,1.7,12.3,2.5,0.0,45.3,54.7
Clarksburg - Clarksburg Elementary,00630010,1.0,0.0,0.0,99.0,0.0,59.8,40.2
Clinton - Clinton Elementary,00640050,3.7,1.7,18.1,76.2,0.2,51.2,48.8
Clinton - Clinton Middle School,00640305,3.1,0.0,19.5,77.4,0.0,53.4,46.6
Clinton - Clinton Senior High,00640505,4.8,1.1,22.4,71.7,0.0,50.0,50.0
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,85.7,1.9,11.4,1.0,0.0,53.3,46.7
Cohasset - Cohasset Middle/High School,00650505,3.0,1.0,1.2,94.8,0.0,51.5,48.5
Cohasset - Deer Hill,00650005,3.8,0.0,0.3,95.9,0.0,52.2,47.8
Cohasset - Joseph Osgood,00650010,1.9,1.9,0.3,95.9,0.0,54.5,45.5
Community Day Charter Public (District) - Community Day Charter Public School,04400205,3.9,1.0,82.7,12.4,0.0,53.6,46.4
Concord - Alcott,00670005,6.1,6.3,2.3,84.3,0.9,48.0,52.0
Concord - Concord Middle,00670305,6.5,6.0,1.4,85.9,0.1,46.7,53.3
Concord - Thoreau,00670020,4.5,10.1,3.6,81.2,0.7,49.3,50.7
Concord - Willard,00670030,5.8,5.5,2.0,86.4,0.3,46.2,53.8
Concord-Carlisle - Concord Carlisle High,06400505,5.6,2.8,1.5,90.1,0.0,47.2,52.8
Conservatory Lab Charter - Conservatory Lab Charter School,04390050,40.0,4.4,30.4,23.0,2.2,54.1,45.9
Conway - Conway Grammar,00680005,0.0,0.7,0.0,99.3,0.0,55.9,44.1
Danvers - Danvers High,00710505,0.5,1.1,1.0,97.4,0.0,44.5,55.5
Danvers - Dunn Middle,00710305,1.0,1.6,2.2,95.0,0.2,47.6,52.4
Danvers - Great Oak,00710015,0.9,1.2,2.7,95.2,0.0,50.3,49.7
Danvers - Highlands,00710010,0.9,1.5,1.8,94.9,0.9,51.4,48.6
Danvers - Ivan G Smith,00710032,1.5,0.9,3.2,94.5,0.0,45.8,54.2
Danvers - Riverside,00710030,1.0,1.3,2.9,94.9,0.0,53.8,46.2
Danvers - Willis E Thorpe,00710045,1.1,0.8,2.3,95.8,0.0,49.9,50.1
Dartmouth - Andrew B Cushman,00720010,0.0,3.3,0.5,96.2,0.0,50.0,50.0
Dartmouth - Dartmouth High,00720505,2.0,2.9,0.7,94.2,0.2,51.0,49.0
Dartmouth - Dartmouth Middle,00720050,0.9,2.1,0.8,95.6,0.5,52.0,48.0
Dartmouth - George H Potter,00720030,0.9,2.0,1.1,95.3,0.7,54.0,46.0
Dartmouth - James M. Quinn School,00720040,2.2,3.0,0.8,93.1,0.8,48.6,51.4
Dartmouth - Job S Gidley,00720020,0.4,0.4,1.7,97.5,0.0,54.2,45.8
Dartmouth - Joseph Demello,00720015,1.8,1.3,0.5,96.3,0.0,49.0,51.0
Dedham - Avery,00730010,8.8,1.2,8.4,80.3,1.2,47.8,52.2
Dedham - Dedham High,00730505,5.3,2.4,5.1,86.9,0.4,48.2,51.8
Dedham - Dedham Middle School,00730305,5.7,2.3,6.7,84.3,1.0,50.3,49.7
Dedham - Early Childhood Center,00730005,2.6,4.3,4.6,87.6,0.9,55.0,45.0
Dedham - Greenlodge,00730025,0.7,1.7,3.0,94.3,0.3,52.3,47.7
Dedham - Oakdale,00730030,2.6,2.1,2.6,92.1,0.5,50.4,49.6
Dedham - Riverdale,00730045,2.4,3.4,4.4,89.3,0.5,54.1,45.9
Deerfield - Deerfield Elem,00740015,0.4,1.8,2.5,95.3,0.0,51.0,49.0
Dennis-Yarmouth - Dennis-Yarmouth Reg High,06450505,4.0,1.3,2.7,91.0,1.0,51.3,48.7
Dennis-Yarmouth - Ezra H Baker,06450005,8.0,1.8,7.5,80.8,2.0,57.1,42.9
Dennis-Yarmouth - John Simpkins,06450010,4.4,1.6,4.4,88.5,1.2,56.3,43.7
Dennis-Yarmouth - Laurence C MacArthur Elem,06450020,6.7,2.7,3.1,86.2,1.3,50.4,49.6
Dennis-Yarmouth - Marguerite E Small Elem,06450015,7.2,1.9,4.2,85.9,0.8,50.1,49.9
Dennis-Yarmouth - Mattacheese Middle Sch,06450305,5.2,1.4,0.5,91.9,0.9,54.2,45.8
Dennis-Yarmouth - N H Wixon Middle,06450310,5.9,0.8,3.9,88.2,1.2,52.3,47.7
Dennis-Yarmouth - Station Avenue Elem,06450025,2.3,1.6,2.3,93.0,0.7,48.9,51.1
Dighton-Rehoboth - Dighton Elementary,06500005,1.2,1.2,0.4,97.2,0.0,54.7,45.3
Dighton-Rehoboth - Dighton Middle School,06500305,0.5,0.2,0.7,98.4,0.2,51.5,48.5
Dighton-Rehoboth - Dighton-Rehoboth Rhs,06500505,0.8,0.9,0.6,97.5,0.3,53.1,46.9
Dighton-Rehoboth - Dorothy L Beckwith,06500310,0.6,0.6,1.0,97.8,0.0,50.3,49.7
Dighton-Rehoboth - Palmer River,06500010,0.9,2.8,1.5,94.7,0.1,52.4,47.6
Douglas - Douglas Early Childhood,00770003,0.0,0.7,0.4,98.9,0.0,47.2,52.8
Douglas - Douglas Elementary,00770010,0.7,1.2,1.2,96.9,0.0,52.6,47.4
Douglas - Douglas High School,00770505,0.0,1.0,0.2,98.8,0.0,47.0,53.0
Douglas - Douglas Intermediate School,00770100,0.4,0.6,1.4,97.6,0.0,52.2,47.8
Dover - Chickering,00780005,1.8,3.7,1.4,92.9,0.2,50.5,49.5
Dover-Sherborn - Dover-Sherborn Reg High,06550505,0.9,2.9,0.9,95.3,0.0,50.7,49.3
Dover-Sherborn - Dover-Sherborn Reg MS,06550405,2.2,4.2,0.8,92.2,0.6,51.4,48.6
Dracut - Brookside Elementary,00790035,2.3,5.4,3.2,89.1,0.0,55.9,44.1
Dracut - Dracut Senior High,00790505,1.6,3.0,2.2,93.2,0.1,50.3,49.7
Dracut - George H. Englesby Intermediate,00790040,1.6,3.5,1.8,93.1,0.0,54.3,45.7
Dracut - Greenmont Avenue,00790030,2.5,0.4,1.8,95.3,0.0,53.1,46.9
Dracut - Joseph A Campbell Elem,00790020,1.0,3.5,1.7,93.6,0.2,51.8,48.2
Dracut - Lakeview Junior High,00790410,1.1,3.4,2.0,93.4,0.1,52.6,47.4
Dracut - Parker Avenue,00790025,2.5,5.5,3.7,88.3,0.0,52.8,47.2
Dudley-Charlton Reg - Charlton Elementary,06580020,0.4,0.9,1.5,96.5,0.7,56.2,43.8
Dudley-Charlton Reg - Charlton Middle School,06580310,0.6,0.5,1.2,97.7,0.1,49.5,50.5
Dudley-Charlton Reg - Dudley Elementary,06580005,0.5,0.0,1.5,97.9,0.0,50.5,49.5
Dudley-Charlton Reg - Dudley Middle School,06580305,0.3,0.2,1.9,97.6,0.0,50.4,49.6
Dudley-Charlton Reg - Heritage School,06580030,1.2,0.4,1.5,96.9,0.0,48.1,51.9
Dudley-Charlton Reg - Mason Rd School,06580010,0.0,0.6,2.5,96.3,0.6,55.2,44.8
Dudley-Charlton Reg - Shepherd Hill Reg High,06580505,0.6,0.2,1.2,98.0,0.0,47.8,52.2
Duxbury - Alden School,00820004,0.9,0.4,0.4,98.2,0.1,52.0,48.0
Duxbury - Chandler Elementary,00820006,0.4,0.7,0.2,98.7,0.0,51.1,48.9
Duxbury - Duxbury High,00820505,0.3,0.7,0.8,98.1,0.1,52.4,47.6
Duxbury - Duxbury Middle,00820305,0.1,1.8,0.4,97.3,0.4,52.7,47.3
East Bridgewater - Central,00830005,1.2,0.5,0.2,98.1,0.0,51.4,48.6
East Bridgewater - East Bridgewater High,00830505,1.5,0.3,0.9,97.2,0.1,48.5,51.5
East Bridgewater - Gordon W Mitchell,00830010,1.5,0.7,0.7,96.9,0.1,50.4,49.6
East Longmeadow - Birchland Park,00870305,3.1,1.2,0.6,94.6,0.4,50.4,49.6
East Longmeadow - East Longmeadow High,00870505,2.7,1.2,0.9,95.2,0.0,50.7,49.3
East Longmeadow - Mapleshade,00870010,2.3,1.0,2.3,94.3,0.0,49.7,50.3
East Longmeadow - Meadow Brook,00870013,1.8,2.1,1.0,95.2,0.0,49.5,50.5
East Longmeadow - Mountain View,00870015,2.0,1.7,1.3,95.0,0.0,48.2,51.8
Eastham - Eastham Elementary,00850005,2.5,1.0,3.4,93.1,0.0,48.5,51.5
Easthampton - Center School,00860005,5.0,6.0,6.5,82.4,0.0,49.7,50.3
Easthampton - Easthampton High,00860505,0.7,4.8,3.6,90.0,0.9,47.3,52.7
Easthampton - Maple,00860010,0.0,3.2,2.8,94.1,0.0,53.0,47.0
Easthampton - Neil A Pepin,00860020,2.3,2.8,2.3,92.6,0.0,47.7,52.3
Easthampton - White Brook Middle School,00860305,2.2,3.4,4.3,90.0,0.2,52.7,47.3
Easton - Center School,00880003,3.7,3.5,1.9,90.7,0.2,52.6,47.4
Easton - Easton Junior High,00880405,3.3,2.8,2.1,91.6,0.2,49.6,50.4
Easton - F L Olmsted,00880030,3.1,1.3,1.0,94.7,0.0,53.1,46.9
Easton - H H Richardson School,00880025,4.4,5.7,2.3,87.4,0.2,51.4,48.6
Easton - Moreau Hall,00880020,1.4,2.2,2.5,93.1,0.7,47.8,52.2
Easton - Oliver Ames High,00880505,3.5,1.4,2.5,92.4,0.1,50.3,49.7
Easton - Parkview Elementary,00880015,0.7,2.3,0.5,96.6,0.0,54.7,45.3
Edgartown - Edgartown Elementary,00890005,2.6,0.6,1.1,95.4,0.3,54.7,45.3
Edward Brooke Charter - Edward Brooke Charter School,04280305,81.5,0.9,12.6,3.6,1.4,47.7,52.3
Erving - Erving Elementary,00910030,1.1,1.1,2.3,95.5,0.0,50.0,50.0
Essex Agr Tech - Essex Agr and Tech Inst,09130705,0.9,0.9,10.8,87.1,0.2,32.2,67.8
Everett - Everett High,00930505,12.8,6.0,14.2,66.8,0.2,49.1,50.9
Everett - George Keverian School,00930028,10.5,5.2,18.3,66.0,0.0,52.0,48.0
Everett - Lafayette School,00930038,11.8,5.4,16.3,66.6,0.0,52.6,47.4
Everett - Madeline English School,00930018,5.4,4.2,10.7,79.8,0.0,53.2,46.8
Everett - Parlin School,00930058,9.4,6.1,22.0,62.1,0.3,52.5,47.5
Everett - Sumner G. Whittier School,00930010,12.4,7.8,31.2,47.7,0.9,53.2,46.8
Excel Academy Charter - Excel Academy Charter School,04100205,6.7,0.0,68.6,24.7,0.0,53.6,46.4
Fairhaven - East Fairhaven,00940010,0.0,0.0,0.0,100.0,0.0,53.8,46.2
Fairhaven - Fairhaven High,00940505,0.3,0.4,0.4,98.4,0.4,46.1,53.9
Fairhaven - Hastings Middle,00940305,2.2,0.2,0.8,96.6,0.2,53.5,46.5
Fairhaven - Leroy Wood,00940030,1.3,1.3,0.4,96.9,0.0,52.9,47.1
Fairhaven - Oxford,00940015,2.4,0.0,0.8,96.4,0.4,51.2,48.8
Fairhaven - Rogers,00940020,3.4,0.8,1.9,93.9,0.0,52.9,47.1
Fall River - A S LeTourneau,00950085,7.2,2.7,6.1,82.9,1.1,45.2,54.8
Fall River - B M C Durfee High,00950505,6.6,5.4,8.7,78.7,0.6,48.2,51.8
Fall River - Boys Club Alt,00950055,23.1,0.0,15.4,61.5,0.0,84.6,15.4
Fall River - Charles V Carroll,00950020,12.7,1.3,6.7,78.6,0.7,52.8,47.2
Fall River - Coughlin,00950030,2.6,2.0,5.3,89.5,0.7,52.0,48.0
Fall River - Davol,00950040,10.1,4.0,12.1,73.2,0.7,49.0,51.0
Fall River - Edmond P Talbot Middle,00950305,8.9,8.6,9.9,72.2,0.5,54.7,45.3
Fall River - Fall River Alt,00950330,19.2,7.7,11.5,61.5,0.0,84.6,15.4
Fall River - Fall River Alternative High School,00950510,16.7,0.0,16.7,66.7,0.0,60.4,39.6
Fall River - Fowler Elementary School,00950060,6.0,0.7,2.7,90.6,0.0,53.0,47.0
Fall River - Harriet T Healy,00950070,11.3,0.5,48.8,39.4,0.0,49.8,50.2
Fall River - Hector L Belisle,00950010,10.3,8.2,14.4,67.1,0.0,50.7,49.3
Fall River - Henry Lord Middle,00950310,8.2,6.8,13.4,70.7,1.0,50.9,49.1
Fall River - James Tansey,00950140,2.4,1.5,2.7,93.0,0.3,55.6,44.4
Fall River - John J Doran,00950045,6.8,1.0,9.1,82.8,0.3,47.9,52.1
Fall River - Laurel Lake,00950080,15.0,9.9,19.3,55.4,0.4,49.4,50.6
Fall River - Leontine Lincoln,00950090,11.6,12.3,11.6,64.5,0.0,49.7,50.3
Fall River - Matthew J Kuss Middle,00950320,11.8,2.6,12.6,72.7,0.3,53.1,46.9
Fall River - Morton Middle,00950315,7.5,2.6,5.9,82.4,1.6,54.6,45.4
Fall River - N B Borden,00950012,11.7,1.4,15.9,71.0,0.0,51.0,49.0
Fall River - North End Elementary,00950005,10.7,4.6,13.9,70.5,0.2,54.1,45.9
Fall River - Osborn Street,00950100,7.1,1.9,8.3,81.4,1.3,48.7,51.3
Fall River - Ralph M Small,00950125,10.9,11.7,15.9,60.3,1.3,50.2,49.8
Fall River - Samuel Watson,00950145,9.2,13.1,4.6,73.1,0.0,55.4,44.6
Fall River - Slade,00950120,13.1,1.9,14.5,70.1,0.5,54.7,45.3
Fall River - Spencer Borden,00950130,6.7,3.1,4.6,85.1,0.5,53.0,47.0
