SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
BERKSHIRE HILLS - VILLAGE,06180025,0.0,0.0,0.0,100.0,0.0,45.6,54.4
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,4.5,1.5,0.7,93.3,0.0,47.8,52.2
BERLIN - BERLIN MEMORIAL,00280005,0.5,0.0,0.0,99.5,0.0,54.1,45.9
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,0.8,0.3,0.8,98.1,0.0,53.2,46.8
BEVERLY - ABRAHAM EDWARDS,00300020,1.8,2.5,10.2,85.5,0.0,50.2,49.8
BEVERLY - AYERS/RYAL SIDE SCHOOL,00300055,1.6,0.8,0.0,97.7,0.0,51.8,48.2
BEVERLY - BEVERLY HIGH,00300505,2.0,0.6,1.1,96.1,0.2,49.5,50.5
BEVERLY - BRISCOE MIDDLE,00300305,3.2,0.9,3.1,92.6,0.2,50.4,49.6
BEVERLY - CENTERVILLE,00300010,0.0,0.0,0.0,100.0,0.0,47.3,52.7
BEVERLY - COVE,00300015,0.6,0.6,0.0,98.7,0.0,57.5,42.5
BEVERLY - HANNAH ELEMENTARY,00300033,7.7,2.2,5.2,84.8,0.0,49.6,50.4
BEVERLY - MEMORIAL MIDDLE,00300310,1.9,0.2,1.7,96.2,0.0,52.0,48.0
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0.4,1.8,2.8,95.1,0.0,48.8,51.2
BEVERLY - WASHINGTON-BEADLE SCHOOL,00300060,3.9,0.4,5.5,89.8,0.4,54.7,45.3
BEVERLY - XXMCKAY,00300035,1.6,0.7,2.3,95.4,0.0,53.4,46.6
BILLERICA - BILLERICA MEM HIGH SCH,00310505,0.7,2.7,2.6,93.7,0.2,47.7,52.3
BILLERICA - EUGENE C VINING,00310030,0.2,2.2,1.9,95.6,0.0,51.6,48.4
BILLERICA - FREDERICK J DUTILE,00310007,0.2,0.9,0.9,98.1,0.0,49.5,50.5
BILLERICA - HAJJAR ELEMENTARY,00310026,0.6,2.3,0.5,96.5,0.0,53.4,46.6
BILLERICA - JOHN F KENNEDY,00310012,0.2,1.3,0.2,98.3,0.0,52.1,47.9
BILLERICA - LOCKE MIDDLE,00310310,2.0,2.0,0.5,95.4,0.2,51.6,48.4
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0.9,0.9,0.5,97.7,0.0,52.5,47.5
BILLERICA - PARKER,00310015,0.6,3.2,1.0,95.1,0.0,50.0,50.0
BILLERICA - THOMAS DITSON,00310005,0.4,2.5,1.6,95.5,0.0,49.2,50.8
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0.4,0.9,1.4,96.5,0.9,69.3,30.8
BLACKSTONE-MILLVILLE - A F MALONEY,06220305,1.2,0.7,0.7,97.4,0.0,51.5,48.5
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE REG,06220505,0.1,0.6,1.2,98.0,0.1,50.5,49.5
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,0.5,0.5,0.2,98.6,0.2,49.1,50.9
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,0.8,0.0,0.0,99.2,0.0,49.6,50.4
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,6.2,0.6,2.4,90.8,0.1,62.3,37.7
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,22.6,11.3,11.8,54.2,0.0,61.3,38.7
BOSTON - AGASSIZ,00350007,23.8,1.2,66.3,8.2,0.3,49.5,50.5
BOSTON - ALEXANDER HAMILTON,00350011,38.0,33.1,12.4,16.5,0.0,56.2,43.8
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,50.5,5.7,6.7,37.1,0.0,43.8,56.2
BOSTON - BEETHOVEN,00350021,44.5,4.3,14.1,36.8,0.3,57.4,42.6
BOSTON - BLACKSTONE,00350390,27.1,1.1,67.5,4.0,0.2,51.3,48.7
BOSTON - BOSTON HIGH SCHOOL,00350650,54.0,2.9,28.2,14.4,0.4,47.6,52.4
BOSTON - BOSTON LATIN,00350560,21.6,16.9,11.0,50.4,0.1,45.8,54.2
BOSTON - BOSTON LATIN ACADEMY,00350545,32.2,19.0,7.1,41.3,0.4,43.7,56.3
BOSTON - BRIGHTON HIGH,00350505,46.4,14.9,31.6,6.9,0.2,49.8,50.2
BOSTON - CARTER DEVELOP DAY CARE,00350036,47.1,5.9,29.4,17.6,0.0,58.8,41.2
BOSTON - CHARLES H TAYLOR,00350054,89.0,1.4,3.2,6.4,0.2,49.3,50.7
BOSTON - CHARLES SUMNER,00350052,32.2,2.5,43.6,21.6,0.2,55.2,44.8
BOSTON - CHARLESTOWN HIGH,00350515,34.1,24.2,26.7,14.5,0.4,55.3,44.7
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,37.6,20.7,19.7,21.8,0.2,53.9,46.1
BOSTON - CURTIS GUILD,00350062,21.1,32.1,8.9,37.6,0.4,52.3,47.7
BOSTON - DANTE ALIGHIERI,00350066,20.7,9.2,33.2,37.0,0.0,51.1,48.9
BOSTON - DAVID A ELLIS,00350072,43.5,0.2,54.6,1.7,0.0,48.2,51.8
BOSTON - DEARBORN,00350074,74.2,3.0,19.4,3.2,0.2,55.1,44.9
BOSTON - DENNIS C HALEY,00350077,74.0,0.4,14.9,10.0,0.7,49.5,50.5
BOSTON - DONALD MCKAY,00350080,15.8,1.1,64.6,18.3,0.2,53.4,46.6
BOSTON - DORCHESTER HIGH,00350520,59.6,3.2,30.2,6.7,0.4,51.6,48.4
BOSTON - DOWNTOWN EVENING ACADEMY,00350085,65.0,4.1,22.0,8.1,0.8,46.3,53.7
BOSTON - EAST BOSTON HIGH,00350530,24.2,8.6,33.9,33.0,0.3,55.4,44.6
BOSTON - EDWARD EVERETT,00350088,45.2,11.0,9.9,32.9,1.1,49.7,50.3
BOSTON - ELC - EAST ZONE,00350005,64.6,3.4,14.9,17.1,0.0,51.4,48.6
BOSTON - ELC - NORTH ZONE,00350003,39.8,18.3,8.6,32.3,1.1,53.8,46.2
BOSTON - ELC - WEST ZONE,00350006,49.6,0.8,19.7,29.9,0.0,48.0,52.0
BOSTON - ELIHU GREENWOOD,00350094,71.9,1.3,7.5,18.4,0.9,51.1,48.9
BOSTON - ELIOT ELEMENTARY,00350096,50.6,4.7,25.1,19.6,0.0,52.2,47.8
BOSTON - ELLIS MENDELL,00350100,56.5,0.4,34.3,8.3,0.4,53.5,46.5
BOSTON - EMILY A FIFIELD,00350102,85.6,2.9,7.8,2.9,0.7,49.0,51.0
BOSTON - FARRAGUT,00350108,53.9,19.9,17.6,8.2,0.4,47.2,52.8
BOSTON - FENWAY MIDDLE COLLEGE,00350540,58.1,3.0,19.2,19.7,0.0,38.9,61.1
BOSTON - FRANK V THOMPSON MIDDLE,00350114,77.8,4.4,9.6,7.6,0.5,54.2,45.8
BOSTON - FRANKLIN D ROOSEVELT,00350116,64.6,2.5,6.8,25.8,0.3,46.2,53.8
BOSTON - GEORGE H CONLEY,00350122,38.9,0.7,16.8,43.6,0.0,57.1,42.9
BOSTON - GROVER CLEVELAND,00350415,67.7,4.7,18.9,8.2,0.6,50.4,49.6
BOSTON - HARRIET A BALDWIN,00350129,19.2,67.4,5.8,7.6,0.0,54.6,45.4
BOSTON - HARVARD-KENT,00350200,25.2,33.7,13.7,26.6,0.7,53.8,46.2
BOSTON - HENRY GREW,00350135,64.3,1.0,10.8,22.8,1.0,47.8,52.2
BOSTON - HENRY L HIGGINSON,00350137,73.6,4.7,15.1,5.2,1.4,53.3,46.7
BOSTON - HORACE MANN,00350750,37.3,5.2,37.3,20.1,0.0,49.3,50.7
BOSTON - HUGH ROE O'DONNELL,00350141,15.2,18.6,28.5,37.4,0.3,48.8,51.2
BOSTON - HYDE PARK HIGH SCHOOL,00350550,72.2,1.3,18.8,7.5,0.1,53.4,46.6
BOSTON - JACKSON MANN,00350013,41.4,29.0,15.8,13.6,0.3,53.5,46.5
BOSTON - JAMES A GARFIELD ELEM,00350152,40.9,14.9,14.1,30.1,0.0,48.3,51.7
BOSTON - JAMES CONDON ELEM,00350146,52.3,8.0,10.5,28.6,0.6,52.7,47.3
BOSTON - JAMES J CHITTICK,00350154,83.9,1.5,4.7,8.7,1.2,52.0,48.0
BOSTON - JAMES M CURLEY,00350384,56.5,2.6,21.7,18.6,0.6,48.1,51.9
BOSTON - JAMES OTIS,00350156,3.4,3.4,59.0,34.2,0.0,51.1,48.9
BOSTON - JAMES P TIMILTY MIDDLE,00350485,43.2,4.8,41.3,10.1,0.6,48.4,51.6
BOSTON - JAMES W HENNIGAN,00350153,33.5,5.3,49.2,11.2,0.8,48.3,51.7
BOSTON - JEREMIAH E BURKE HIGH,00350525,84.6,3.5,8.4,3.1,0.4,51.1,48.9
BOSTON - JOHN D PHILBRICK,00350172,41.2,3.0,18.8,36.4,0.6,54.5,45.5
BOSTON - JOHN F KENNEDY,00350166,22.7,0.5,73.4,3.1,0.3,47.2,52.8
BOSTON - JOHN MARSHALL,00350178,62.6,2.5,29.9,4.0,1.0,50.3,49.7
BOSTON - JOHN P HOLLAND,00350167,48.6,18.7,28.9,3.4,0.3,50.5,49.5
BOSTON - JOHN W MCCORMACK,00350179,45.2,5.5,28.8,20.4,0.1,50.0,50.0
BOSTON - JOHN WINTHROP,00350180,70.0,2.4,19.6,8.0,0.0,51.4,48.6
BOSTON - JOSEPH H BARNES MIDDLE,00350405,20.9,9.7,38.7,30.4,0.2,51.7,48.3
BOSTON - JOSEPH J HURLEY,00350182,29.7,0.3,68.3,1.1,0.6,51.9,48.1
BOSTON - JOSEPH LEE,00350183,79.5,2.1,7.7,9.9,0.7,57.0,43.0
BOSTON - JOSEPH P MANNING,00350184,49.7,1.1,19.6,28.0,1.6,57.7,42.3
BOSTON - JOSEPH P TYNAN,00350181,63.1,3.9,5.6,27.2,0.2,53.7,46.3
BOSTON - JOSIAH QUINCY,00350286,23.1,61.2,5.1,10.6,0.0,50.3,49.7
BOSTON - JOYCE KILMER,00350190,30.6,14.0,8.4,46.2,0.8,49.3,50.7
BOSTON - LEWIS MIDDLE SCHOOL,00350455,73.7,0.3,19.0,6.4,0.6,56.0,44.0
BOSTON - LUCY STONE,00350211,78.0,2.0,9.0,10.6,0.4,52.2,47.8
BOSTON - LYNDON,00350262,30.5,0.5,38.1,30.5,0.5,46.7,53.3
BOSTON - MADISON PARK HIGH,00350537,56.6,4.6,30.5,7.9,0.3,53.5,46.5
BOSTON - MANASSAH E BRADLEY,00350215,23.6,7.4,13.3,55.2,0.6,50.1,49.9
BOSTON - MARGARET FULLER,00350217,56.2,2.2,26.6,15.0,0.0,50.0,50.0
BOSTON - MARTIN LUTHER KING JR MID,00350410,42.0,4.4,47.1,6.1,0.4,45.6,54.4
BOSTON - MARY E CURLEY MIDDLE,00350420,33.2,1.7,58.9,6.0,0.1,49.9,50.1
BOSTON - MARY LYON,00350004,39.7,17.9,11.5,30.8,0.0,65.4,34.6
BOSTON - MATHER,00350227,46.7,34.5,4.4,13.9,0.5,50.6,49.4
BOSTON - MATTAHUNT,00350226,66.6,0.2,23.6,9.3,0.2,55.0,45.0
BOSTON - MAURICE J TOBIN,00350229,30.2,0.7,65.4,3.7,0.0,50.7,49.3
BOSTON - MICHAEL J PERKINS,00350231,41.6,11.6,6.5,39.9,0.3,48.8,51.2
BOSTON - MOZART,00350237,50.5,0.0,20.3,28.7,0.5,52.5,47.5
BOSTON - MULTICULTURAL MIDDLE COLL,00350542,60.0,0.0,35.0,5.0,0.0,30.0,70.0
BOSTON - NATHAN HALE,00350243,90.0,0.6,8.2,1.2,0.0,50.6,49.4
BOSTON - O W HOLMES,00350138,79.5,3.6,6.8,9.5,0.5,55.9,44.1
BOSTON - O'BRYANT SCH MATH/SCIENCE,00350575,48.7,28.1,13.4,9.5,0.3,42.6,57.4
BOSTON - OLIVER HAZARD PERRY,00350255,37.4,10.7,12.1,38.8,1.0,51.5,48.5
BOSTON - PATRICK F GAVIN MIDDLE,00350435,48.1,13.8,9.6,27.5,1.0,50.7,49.3
BOSTON - PATRICK J KENNEDY,00350264,16.7,7.7,26.0,48.6,1.0,49.8,50.2
BOSTON - PATRICK O'HEARN,00350266,57.5,5.4,2.7,33.5,0.9,56.1,43.9
BOSTON - PAUL A DEVER,00350268,39.9,5.8,34.6,17.7,2.0,55.7,44.3
BOSTON - PAULINE AGASSIZ SHAW,00350270,89.7,1.9,4.5,3.1,0.8,54.9,45.1
BOSTON - PHINEAS BATES,00350278,51.6,3.8,20.6,23.6,0.3,46.0,54.0
