SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Athol-Royalston - Ellen Bigelow,06150005,1.6,0.0,5.4,92.2,0.8,58.1,41.9
Athol-Royalston - Pleasant St,06150016,3.3,1.2,3.3,91.8,0.4,51.4,48.6
Athol-Royalston - Riverbend,06150020,4.2,2.3,3.3,89.7,0.5,61.0,39.0
Athol-Royalston - Royalston Community Sch,06150050,0.8,0.8,0.0,98.4,0.0,49.6,50.4
Athol-Royalston - Sanders Street,06150025,4.2,0.0,2.8,93.0,0.0,43.4,56.6
Athol-Royalston - Silver Lake,06150030,4.3,0.0,5.0,89.2,1.4,51.1,48.9
Athol-Royalston - The Learning Center,06150060,1.4,0.0,2.9,94.2,1.4,76.8,23.2
Atlantis Charter - Atlantis Charter School,04910550,6.4,1.6,3.6,87.6,0.8,50.3,49.7
Attleboro - A. Irvin Studley Elementary School,00160001,3.2,3.2,9.6,84.0,0.0,51.2,48.8
Attleboro - Attleboro High,00160505,3.5,6.2,4.6,85.5,0.1,45.4,54.6
Attleboro - Attleboro Voc Tech High,00160605,1.9,4.8,3.7,89.2,0.4,75.8,24.2
Attleboro - Cyril K. Brennan Middle School,00160315,5.0,6.3,7.4,81.3,0.0,48.9,51.1
Attleboro - Early Learning Center,00160008,3.4,3.7,9.2,82.8,0.9,55.5,44.5
Attleboro - Hill-Roberts Elementary School,00160045,3.2,4.2,4.7,87.7,0.2,51.5,48.5
Attleboro - Hyman Fine Elementary School,00160040,3.0,6.8,6.4,83.6,0.2,50.2,49.8
Attleboro - Peter Thacher Elementary School,00160050,3.0,10.5,4.6,81.1,0.9,51.6,48.4
Attleboro - Robert J. Coelho Middle School,00160305,2.4,2.7,2.2,92.5,0.2,47.6,52.4
Attleboro - Thomas E. Willett School,00160035,4.0,3.8,7.6,83.6,1.0,52.0,48.0
Attleboro - Wamsutta Middle School,00160320,3.5,6.6,5.7,84.1,0.1,51.7,48.3
Auburn - Auburn Middle,00170305,1.0,2.7,3.0,93.3,0.0,53.5,46.5
Auburn - Auburn Senior High,00170505,0.6,1.3,1.4,96.6,0.0,49.4,50.6
Auburn - Bryn Mawr,00170010,1.1,1.8,1.8,94.3,1.1,54.6,45.4
Auburn - Julia Bancroft,00170005,1.4,2.4,2.4,92.1,1.7,54.3,45.7
Auburn - Mary D Stone,00170025,0.3,2.1,1.2,93.7,2.7,48.3,51.7
Auburn - Pakachoag,00170015,1.3,2.3,0.7,95.3,0.3,49.3,50.7
Avon - Avon Middle High School,00180510,23.8,2.9,1.1,72.0,0.2,47.5,52.5
Avon - Ralph D Butler,00180010,5.8,3.2,3.6,86.6,0.7,55.2,44.8
Ayer - Ayer High,00190510,10.3,3.3,6.0,80.2,0.3,47.4,52.6
Ayer - Ayer Middle,00190305,10.0,3.5,6.2,79.2,1.1,50.8,49.2
Ayer - Page-Hilltop,00190025,9.8,4.9,6.1,79.1,0.0,53.5,46.5
Barnstable - Barnstable High,00200505,5.5,2.2,7.6,84.4,0.3,51.8,48.2
Barnstable - Centerville Elementary,00200010,3.3,1.0,3.3,92.2,0.3,50.4,49.6
Barnstable - Cotuit Elem,00200015,0.0,0.0,0.0,100.0,0.0,55.3,44.7
Barnstable - Hyannis Elementary,00200020,13.6,2.4,6.1,71.8,6.1,54.3,45.7
Barnstable - Hyannis West Elementary,00200025,12.6,2.9,7.9,72.9,3.5,51.5,48.5
Barnstable - Marstons Mills East,00200032,0.2,2.5,0.0,96.5,0.7,49.3,50.7
Barnstable - Marstons Mills Elem,00200030,2.1,0.0,0.0,97.1,0.7,54.3,45.7
Barnstable - Middle Sch/Marston's Mill,00200310,5.3,0.5,4.6,88.6,1.0,48.7,51.3
Barnstable - Middle School/Hyannis,00200305,7.2,1.7,5.7,84.3,1.0,53.2,46.8
Barnstable - Osterville Bay Elementary,00200040,0.6,0.6,0.0,98.8,0.0,54.7,45.3
Barnstable - Osterville Elementary,00200035,1.4,1.1,1.4,95.0,1.1,52.0,48.0
Barnstable - West Barnstable Elem,00200005,0.7,1.4,1.0,96.9,0.0,50.0,50.0
Barnstable HMCS - Barnstable HMCS School,04230010,4.2,0.6,2.9,91.4,1.0,50.5,49.5
Bedford - Bedford High,00230505,7.5,5.3,1.9,85.0,0.3,51.5,48.5
Bedford - John Glenn Middle,00230305,5.8,9.4,1.4,83.2,0.2,51.1,48.9
Bedford - Lt Elezer Davis,00230010,4.0,10.9,2.0,81.7,1.4,45.3,54.7
Bedford - Lt Job Lane School,00230012,3.4,10.9,3.0,81.9,0.8,50.3,49.7
Belchertown - Belchertown High,00240505,1.4,0.8,1.8,96.0,0.0,48.6,51.4
Belchertown - Berkshire Avenue School,00240002,0.0,0.0,0.0,0.0,0.0,,
Belchertown - Chestnut Hill Community,00240004,0.7,1.2,2.6,95.6,0.0,48.1,51.9
Belchertown - Cold Spring,00240005,0.7,1.4,1.6,95.9,0.4,51.2,48.8
Belchertown - Swift River Elem,00240018,1.4,1.1,1.6,95.8,0.0,51.7,48.3
Belchertown - Tadgell Hall,00240020,0.0,0.0,0.0,0.0,0.0,,
Bellingham - Bellingham ECC,00250003,2.6,0.0,3.5,93.9,0.0,47.8,52.2
Bellingham - Bellingham High School,00250505,0.9,1.7,1.7,95.1,0.5,45.9,54.1
Bellingham - Bellingham Memorial Middle School,00250315,1.1,1.6,0.9,96.2,0.2,52.7,47.3
Bellingham - Clara Macy Elementary,00250009,0.5,1.3,1.3,96.7,0.3,48.7,51.3
Bellingham - Primavera Jr/Sr H S,00250510,2.1,4.3,0.0,93.6,0.0,80.9,19.1
Bellingham - South Elem,00250020,0.9,0.3,1.4,97.4,0.0,48.8,51.2
Bellingham - Stall Brook,00250025,1.2,3.0,1.4,94.3,0.0,51.7,48.3
Belmont - Belmont High,00260505,5.3,11.6,2.6,80.1,0.3,48.9,51.1
Belmont - Daniel Butler,00260015,5.0,15.5,3.4,76.1,0.0,57.1,42.9
Belmont - Mary Lee Burbank,00260010,3.8,8.7,1.7,85.7,0.0,50.0,50.0
Belmont - Roger E Wellington,00260035,2.9,10.0,2.7,83.5,0.9,54.3,45.7
Belmont - Winn Brook,00260005,2.8,7.7,1.9,87.7,0.0,54.7,45.3
Belmont - Winthrop L Chenery Middle,00260305,3.8,12.5,2.8,80.6,0.3,51.9,48.1
Benjamin Banneker Charter - Benjamin Banneker Charter School,04200205,89.4,0.6,7.5,1.2,1.2,42.9,57.1
Benjamin Franklin Classical Charter - Benjamin Franklin Classical Charter School,04470205,0.8,1.1,0.3,97.8,0.0,48.4,51.6
Berkley - Berkley Community School,00270010,0.4,0.0,0.0,99.1,0.5,52.6,47.4
Berkley - Berkley Middle School,00270305,0.9,0.0,0.0,98.8,0.2,52.3,47.7
Berkshire Hills - Housatonic Grammar,06180015,4.1,0.0,4.1,90.4,1.4,52.1,47.9
Berkshire Hills - Monument Mt Reg High,06180505,1.1,1.7,1.5,95.6,0.2,50.5,49.5
Berkshire Hills - Searles Middle,06180305,2.7,1.5,2.4,93.4,0.0,55.5,44.5
Berkshire Hills - Stockbridge Plain,06180030,2.2,2.2,4.7,90.9,0.0,47.1,52.9
Berkshire Hills - Village,06180025,0.0,0.0,0.0,100.0,0.0,54.2,45.8
Berkshire Hills - William Cullen Bryant,06180005,5.2,0.9,9.6,84.3,0.0,60.9,39.1
Berlin - Berlin Memorial,00280005,0.0,1.1,1.1,97.7,0.0,47.7,52.3
Berlin-Boylston - Tahanto Reg High,06200505,0.7,1.8,0.2,96.6,0.7,51.5,48.5
Beverly - Ayers/Ryal Side Sch,00300055,1.9,2.1,6.2,89.8,0.0,51.3,48.7
Beverly - Beverly High,00300505,2.1,0.5,2.9,94.1,0.5,47.9,52.1
Beverly - Briscoe Middle,00300305,1.7,0.0,1.7,96.6,0.0,51.4,48.6
Beverly - Centerville Elementary,00300010,3.9,1.0,3.9,91.3,0.0,55.8,44.2
Beverly - Cove Elementary,00300015,1.9,1.7,4.3,91.4,0.6,50.1,49.9
Beverly - Hannah Elementary,00300033,2.9,2.9,4.7,89.1,0.3,49.3,50.7
Beverly - McKeown Elementary,00300037,3.2,1.6,1.9,92.9,0.3,54.4,45.6
Beverly - Memorial Middle,00300310,3.2,1.7,5.9,89.2,0.0,49.2,50.8
Beverly - North Beverly Elementary,00300040,2.2,0.9,5.0,91.9,0.0,51.9,48.1
Billerica - Billerica Memorial High School,00310505,1.1,2.9,1.7,93.8,0.5,47.7,52.3
Billerica - Eugene C Vining,00310030,0.9,0.9,1.5,95.9,0.9,53.6,46.4
Billerica - Frederick J Dutile,00310007,1.2,1.2,0.6,96.9,0.2,50.5,49.5
Billerica - Hajjar Elementary,00310026,0.6,2.8,1.1,95.5,0.0,55.3,44.7
Billerica - John F Kennedy,00310012,0.2,1.5,1.7,95.8,0.8,52.5,47.5
Billerica - Locke Middle,00310310,0.7,1.9,2.1,95.1,0.1,53.3,46.7
Billerica - Marshall Middle School,00310305,0.1,1.9,0.2,97.4,0.3,49.8,50.2
Billerica - Parker,00310015,0.7,3.7,2.4,92.1,1.1,53.6,46.4
Billerica - Thomas Ditson,00310005,0.3,2.2,2.6,94.7,0.3,53.0,47.0
Blackstone Valley Reg - Blackstone Valley,08050605,1.1,0.7,2.5,94.5,1.2,63.3,36.7
Blackstone-Millville - A F Maloney,06220015,2.2,1.0,0.5,96.4,0.0,49.6,50.4
Blackstone-Millville - Blackstone Millville RHS,06220505,0.5,1.2,1.4,97.0,0.0,47.5,52.5
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0.8,1.1,2.1,95.8,0.3,53.0,47.0
Blackstone-Millville - John F Kennedy Elem,06220008,1.7,1.9,1.5,94.9,0.0,53.1,46.9
Blackstone-Millville - Millville Elem,06220010,0.6,0.0,1.1,98.3,0.0,53.2,46.8
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,9.2,0.8,3.7,86.1,0.2,62.6,37.4
Boston - Academy of Public Service,00350502,0.0,0.0,0.0,0.0,0.0,,
Boston - Agassiz,00350007,19.4,0.7,76.1,3.5,0.3,51.7,48.3
Boston - Alexander Hamilton,00350011,40.3,20.8,21.3,17.6,0.0,57.4,42.6
Boston - Another Course To College,00350541,57.1,5.6,7.9,28.6,0.8,39.7,60.3
Boston - Beethoven,00350021,51.2,4.2,18.4,25.1,1.1,54.4,45.6
Boston - Blackstone,00350390,25.5,0.7,70.2,3.3,0.3,54.1,45.9
Boston - Blue Hill Ave ECC,00350010,54.2,1.6,42.6,1.6,0.0,50.5,49.5
Boston - Boston Adult Academy,00350548,69.6,13.4,13.4,3.5,0.0,59.7,40.3
Boston - Boston Arts Academy,00350546,47.7,1.8,24.7,25.5,0.3,39.5,60.5
Boston - Boston Community Leadership Academy,00350558,57.5,5.0,20.6,16.3,0.5,43.8,56.2
Boston - Boston International  High School,00350507,0.0,0.0,0.0,0.0,0.0,,
Boston - Boston Latin,00350560,11.8,29.3,5.6,53.3,0.1,44.0,56.0
Boston - Boston Latin Academy,00350545,26.8,21.3,11.5,40.1,0.3,40.4,59.6
Boston - Boston Middle School Academy,00350413,75.0,0.0,12.5,12.5,0.0,87.5,12.5
Boston - Brighton High,00350505,52.2,5.5,33.7,8.4,0.3,48.7,51.3
Boston - Carter Develop Day Care,00350036,45.8,4.2,45.8,4.2,0.0,50.0,50.0
Boston - Charles H Taylor,00350054,91.7,1.5,4.6,1.9,0.3,51.5,48.5
Boston - Charles Sumner,00350052,33.2,0.9,55.5,10.2,0.2,56.4,43.6
Boston - Charlestown High,00350515,40.8,20.4,29.6,8.9,0.3,55.2,44.8
Boston - Clarence R Edwards Middle,00350430,32.0,15.5,33.9,18.2,0.4,53.0,47.0
Boston - Community Academy,00350518,93.8,0.0,6.3,0.0,0.0,87.5,12.5
Boston - Curtis Guild,00350062,5.8,15.4,53.1,25.3,0.4,54.8,45.2
Boston - Dante Alighieri,00350066,18.4,9.6,48.8,23.2,0.0,56.8,43.2
Boston - David A Ellis,00350072,49.7,0.3,48.4,1.3,0.3,48.4,51.6
Boston - Dearborn,00350074,65.3,1.0,29.7,3.2,0.8,50.9,49.1
Boston - Dennis C Haley,00350077,75.0,2.7,18.2,3.4,0.7,55.7,44.3
Boston - Donald Mckay,00350080,4.8,0.3,88.9,5.9,0.0,50.3,49.7
Boston - Dorchester High,00350520,70.5,1.1,25.3,2.7,0.4,56.5,43.5
Boston - East Boston ECC,00350009,12.6,2.1,69.6,15.7,0.0,48.7,51.3
Boston - East Boston High,00350530,24.4,3.7,47.1,24.2,0.5,55.3,44.7
Boston - Economics and Business Academy,00350524,0.0,0.0,0.0,0.0,0.0,,
Boston - Edward Everett,00350088,38.9,22.9,13.7,23.9,0.7,46.4,53.6
Boston - Egleston Comm High School,00350543,69.0,0.0,31.0,0.0,0.0,50.0,50.0
Boston - ELC - East Zone,00350005,78.5,8.1,11.9,1.5,0.0,57.0,43.0
Boston - ELC - North Zone,00350003,22.6,36.9,20.2,20.2,0.0,59.5,40.5
Boston - ELC - West Zone,00350006,42.0,2.0,32.0,22.0,2.0,55.0,45.0
Boston - Elihu Greenwood,00350094,75.7,0.7,16.9,5.8,1.0,50.8,49.2
Boston - Eliot Elementary,00350096,38.1,2.2,38.1,21.5,0.0,51.4,48.6
Boston - Ellis Mendell,00350100,54.4,0.5,42.3,2.3,0.5,56.3,43.7
Boston - Emily A Fifield,00350102,89.9,0.9,8.3,0.6,0.3,53.1,46.9
Boston - Excel High School,00350522,0.0,0.0,0.0,0.0,0.0,,
Boston - Expulsion Alt School,00350580,84.6,7.7,0.0,7.7,0.0,92.3,7.7
Boston - Farragut,00350108,45.1,19.4,28.1,5.9,1.6,51.8,48.2
Boston - Fenway High School,00350540,49.4,2.6,25.3,21.9,0.7,46.5,53.5
Boston - Frank V Thompson Middle,00350114,83.7,2.6,9.9,3.9,0.0,55.0,45.0
Boston - Franklin D Roosevelt,00350116,61.6,3.3,13.3,21.8,0.0,55.0,45.0
Boston - George H Conley,00350122,52.3,0.9,28.0,18.8,0.0,61.0,39.0
Boston - Grover Cleveland,00350415,71.3,2.5,20.3,5.4,0.6,54.8,45.2
Boston - Harbor School,00350426,76.6,3.1,9.0,11.3,0.0,51.2,48.8
Boston - Harriet A Baldwin,00350129,16.7,64.7,7.3,11.3,0.0,48.7,51.3
Boston - Harvard-Kent,00350200,21.7,29.1,27.6,21.4,0.2,54.2,45.8
Boston - Henry Grew,00350135,62.4,2.4,18.4,16.4,0.4,49.6,50.4
Boston - Henry L Higginson,00350137,73.1,1.3,23.1,2.6,0.0,48.7,51.3
Boston - Horace Mann,00350750,38.3,9.8,31.6,20.3,0.0,53.4,46.6
Boston - Hugh Roe O'Donnell,00350141,5.8,10.8,56.3,27.1,0.0,49.2,50.8
Boston - Hyde Park High School,00350550,72.0,2.1,20.2,5.4,0.3,58.3,41.7
Boston - Jackson Mann,00350013,45.9,11.7,24.8,17.6,0.0,55.0,45.0
Boston - James A Garfield Elem,00350152,42.1,11.1,30.4,16.1,0.4,50.7,49.3
Boston - James Condon Elem,00350146,44.7,13.3,14.1,27.5,0.4,55.3,44.7
Boston - James J Chittick,00350154,91.8,0.0,5.4,1.9,0.9,56.0,44.0
Boston - James M Curley,00350384,49.6,1.5,32.3,16.5,0.0,54.9,45.1
Boston - James Otis,00350156,4.9,3.1,63.4,28.6,0.0,49.4,50.6
Boston - James P Timilty Middle,00350485,52.3,3.5,41.0,2.6,0.8,47.9,52.1
Boston - James W Hennigan,00350153,33.4,3.1,47.4,15.8,0.2,49.6,50.4
Boston - Jeremiah E Burke High,00350525,85.8,2.7,9.4,1.6,0.5,53.2,46.8
Boston - John D Philbrick,00350172,55.8,2.2,27.5,14.5,0.0,55.8,44.2
Boston - John F Kennedy,00350166,27.8,0.7,69.7,1.8,0.0,53.3,46.7
Boston - John Marshall,00350178,64.3,1.6,31.5,1.8,0.8,54.8,45.2
Boston - John P Holland,00350167,49.9,19.2,28.8,1.2,0.8,53.1,46.9
Boston - John W McCormack,00350179,36.7,12.8,40.6,9.1,0.8,48.7,51.3
Boston - John Winthrop,00350180,63.9,0.9,30.7,3.8,0.6,51.7,48.3
Boston - Joseph J Hurley,00350182,28.9,0.3,68.9,1.6,0.3,49.2,50.8
Boston - Joseph Lee,00350183,81.7,3.1,11.3,3.6,0.3,57.5,42.5
Boston - Joseph P Manning,00350184,43.5,5.4,12.5,38.7,0.0,53.6,46.4
Boston - Joseph P Tynan,00350181,54.5,5.9,13.3,25.1,1.2,50.6,49.4
Boston - Josiah Quincy,00350286,14.0,69.1,7.9,8.8,0.2,49.8,50.2
Boston - Joyce Kilmer,00350190,27.0,10.5,11.6,50.2,0.7,47.2,52.8
Boston - Lewis Middle School,00350455,71.4,1.0,26.0,1.6,0.0,52.4,47.6
Boston - Lucy Stone,00350211,83.9,2.1,10.9,2.1,1.0,52.8,47.2
Boston - Lyndon,00350262,14.6,4.1,34.9,46.4,0.0,53.6,46.4
Boston - Madison Park High,00350537,58.2,1.5,35.0,4.9,0.5,53.2,46.8
Boston - Manassah E Bradley,00350215,11.6,8.6,37.3,41.8,0.7,50.3,49.7
Boston - Margaret Fuller,00350217,67.4,0.0,27.2,5.4,0.0,53.8,46.2
Boston - Martin Luther King Jr Mid,00350410,48.5,0.7,49.1,1.5,0.2,53.5,46.5
Boston - Mary E Curley Middle,00350420,33.3,1.0,59.8,5.6,0.3,46.4,53.6
Boston - Mary Lyon,00350004,34.4,7.4,17.2,41.0,0.0,66.4,33.6
Boston - Mather,00350227,53.3,32.4,9.1,5.0,0.2,51.4,48.6
Boston - Mattahunt,00350226,66.9,0.3,29.4,3.2,0.3,53.0,47.0
Boston - Mattapan ECC,00350008,65.4,10.1,21.8,2.8,0.0,50.8,49.2
Boston - Maurice J Tobin,00350229,29.9,0.6,68.7,0.8,0.0,47.6,52.4
Boston - Michael J Perkins,00350231,46.8,10.6,14.8,26.9,0.9,47.7,52.3
Boston - Mildred Avenue Middle School,00350381,0.0,0.0,0.0,0.0,0.0,,
Boston - Mission Hill School,00350382,58.0,3.6,15.4,21.9,1.2,46.7,53.3
Boston - Monument High School,00350538,0.0,0.0,0.0,0.0,0.0,,
Boston - Mozart,00350237,46.8,3.5,16.2,33.5,0.0,54.9,45.1
Boston - Nathan Hale,00350243,84.3,0.6,12.7,1.8,0.6,51.2,48.8
Boston - New Boston Pilot Middle School,00350383,0.0,0.0,0.0,0.0,0.0,,
Boston - New Mission High School,00350542,66.3,4.1,24.9,4.7,0.0,46.6,53.4
Boston - O W Holmes,00350138,78.5,2.3,15.0,2.8,1.4,54.7,45.3
Boston - O'Bryant Sch Math/Science,00350575,50.0,24.3,15.3,10.2,0.3,42.9,57.1
Boston - Odyssey High School,00350577,0.0,0.0,0.0,0.0,0.0,,
Boston - Oliver Hazard Perry,00350255,36.7,12.8,12.8,37.2,0.5,52.1,47.9
Boston - Orchard Gardens,00350257,0.0,0.0,0.0,0.0,0.0,,
Boston - Patrick F Gavin Middle,00350435,49.6,11.0,16.3,21.8,1.4,48.4,51.6
Boston - Patrick J Kennedy,00350264,9.1,4.8,43.1,42.1,1.0,46.4,53.6
Boston - Patrick O'Hearn,00350266,57.5,8.2,4.8,27.1,2.4,54.6,45.4
Boston - Paul A Dever,00350268,38.4,6.9,44.0,10.5,0.2,53.5,46.5
Boston - Pauline Agassiz Shaw,00350270,91.6,1.9,5.7,0.4,0.4,53.3,46.7
Boston - Phineas Bates,00350278,61.0,3.7,20.0,14.0,1.3,52.0,48.0
Boston - Phyllis Wheatley Middle,00350139,75.1,0.3,21.5,3.2,0.0,52.1,47.9
Boston - Quincy E Dickerman,00350284,79.8,2.2,15.7,1.8,0.4,55.2,44.8
Boston - Quincy Upper School,00350565,28.7,55.7,7.2,8.4,0.0,52.7,47.3
Boston - Rafael Hernandez,00350691,14.2,0.8,74.8,10.2,0.0,49.9,50.1
Boston - Ralph Waldo Emerson,00350288,87.0,2.3,8.3,1.9,0.5,49.1,50.9
Boston - Richard J Murphy,00350240,43.4,24.9,5.2,26.3,0.2,54.3,45.7
Boston - Robert Gould Shaw Middle,00350475,56.4,2.9,24.6,15.2,0.8,51.6,48.4
Boston - Roger Clap,00350298,45.6,15.0,15.6,23.1,0.7,50.3,49.7
Boston - Samuel Adams,00350302,18.8,2.4,47.8,31.0,0.0,54.7,45.3
Boston - Samuel W Mason,00350304,64.4,1.0,26.2,8.4,0.0,56.5,43.5
Boston - Sarah Greenwood,00350308,37.8,0.5,60.8,1.0,0.0,46.0,54.0
Boston - Snowden Int'l High,00350690,48.9,11.9,27.5,11.0,0.7,45.9,54.1
Boston - Solomon Lewenberg Middle,00350450,85.3,1.9,9.6,2.7,0.5,54.3,45.7
Boston - South Boston High,00350570,46.8,13.7,16.5,22.6,0.5,56.6,43.4
Boston - Tech Boston Academy,00350539,53.9,5.3,19.7,19.7,1.3,59.2,40.8
