SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Attleboro - Wamsutta Middle School,00160320,1.8,7.3,4.9,85.9,0.1,52.6,47.4
Auburn - Auburn Middle,00170305,1.4,1.0,0.7,96.5,0.3,54.8,45.2
Auburn - Auburn Senior High,00170505,1.0,1.1,0.6,97.1,0.2,48.5,51.5
Auburn - Bryn Mawr,00170010,0.7,1.5,1.5,96.3,,56.2,43.8
Auburn - Julia Bancroft,00170005,1.4,0.7,0.3,97.6,,47.4,52.6
Auburn - Mary D Stone,00170025,1.6,2.4,0.5,95.5,,53.6,46.4
Auburn - Pakachoag,00170015,1.6,1.9,0.6,95.8,,52.7,47.3
Avon - AVON HIGH SCHOOL,00180505,,,,,,0.0,0.0
Avon - AVON MIDDLE SCHOOL,00180305,,,,,,0.0,0.0
Avon - Ralph D Butler,00180010,2.8,0.6,4.3,92.2,,51.2,48.8
Ayer - Ayer High,00190510,12.0,3.6,6.9,77.5,,44.3,55.7
Ayer - Ayer Middle,00190305,11.4,4.0,5.9,78.4,0.3,50.0,50.0
Ayer - Page-Hilltop,00190025,13.5,4.9,4.2,77.4,,53.6,46.4
Barnstable - Barnstable High,00200505,7.5,0.6,4.1,87.7,0.1,49.7,50.3
Barnstable - Centerville Elementary,00200010,6.9,0.7,2.1,90.1,0.2,53.0,47.0
Barnstable - Cotuit Elem,00200015,1.1,,,97.8,1.1,50.3,49.7
Barnstable - GRADE 5 SCHOOL,00200045,,,,,,0.0,0.0
Barnstable - Hyannis Elementary,00200020,17.5,2.0,8.0,71.6,1.0,51.8,48.2
Barnstable - Hyannis West Elementary,00200025,18.5,0.9,8.1,70.6,2.0,50.8,49.2
Barnstable - Marstons Mills East,00200032,4.3,1.0,0.6,93.8,0.2,51.3,48.7
Barnstable - Marstons Mills Elem,00200030,3.0,0.6,,95.9,0.6,45.6,54.4
Barnstable - Middle Sch/Marston's Mill,00200310,,,,,,0.0,0.0
Barnstable - Middle School/Hyannis,00200305,6.2,0.9,6.2,85.8,0.8,51.1,48.9
Barnstable - Osterville Bay Elementary,00200040,1.1,1.6,2.7,94.1,0.5,52.9,47.1
Barnstable - Osterville Elementary,00200035,3.0,,0.4,96.7,,52.4,47.6
Barnstable - West Barnstable Elem,00200005,1.7,,0.3,96.6,1.3,51.5,48.5
Bedford - Bedford High,00230505,6.2,3.6,1.8,88.2,0.2,53.0,47.0
Bedford - John Glenn Middle,00230305,5.6,4.0,1.8,88.6,,52.0,48.0
Bedford - Lt Elezer Davis,00230010,1.6,8.1,1.4,88.6,0.2,55.1,44.9
Bedford - Lt Job Lane School,00230012,4.7,6.3,1.6,87.4,,52.6,47.4
Belchertown - Belchertown High,00240505,0.7,0.4,1.1,97.8,,46.2,53.8
Belchertown - Berkshire Avenue School,00240002,1.2,3.5,2.3,93.0,,52.3,47.7
Belchertown - Chestnut Hill Community,00240004,0.5,0.9,2.3,96.3,,51.1,48.9
Belchertown - Cold Spring,00240005,0.6,1.8,1.2,96.3,,53.5,46.5
Belchertown - Swift River Elem,00240018,0.8,0.9,1.5,96.8,,50.2,49.8
Belchertown - Tadgell Hall,00240020,1.9,1.3,1.3,95.5,,52.3,47.7
Bellingham - Bellingham ECC,00250003,0.8,1.7,0.8,96.7,,59.2,40.8
Bellingham - Bellingham High School,00250505,1.4,1.3,1.2,96.0,0.1,47.4,52.6
Bellingham - Clara Macy Elementary,00250009,1.4,1.4,,97.1,,46.7,53.3
Bellingham - Primavera Jr/Sr H S,00250510,,,3.5,96.5,,73.7,26.3
Bellingham - South Elem,00250020,1.3,0.3,0.2,98.3,,50.7,49.3
Bellingham - Stall Brook,00250025,0.4,2.2,2.0,95.5,,52.9,47.1
Belmont - Belmont High,00260505,2.8,5.6,0.2,91.4,,45.4,54.6
Belmont - Daniel Butler,00260015,3.4,12.0,2.1,82.5,,48.6,51.4
Belmont - Mary Lee Burbank,00260010,2.0,7.6,3.3,87.0,,52.5,47.5
Belmont - Roger E Wellington,00260035,2.9,9.7,2.2,85.1,0.2,51.0,49.0
Belmont - Winn Brook,00260005,2.7,6.8,2.2,88.4,,55.2,44.8
Belmont - Winthrop L Chenery Middle,00260305,5.2,8.0,1.9,84.8,0.2,50.9,49.1
Benjamin Banneker Charter - Benjamin Banneker Charter School,04200205,92.1,0.7,3.8,2.4,1.0,50.0,50.0
Benjamin Franklin Classical Charter - Benjamin Franklin Classical Charter School,04470205,0.6,3.2,,96.1,,51.6,48.4
Berkley - Berkley Community School,00270010,0.9,0.1,0.1,98.9,,52.0,48.0
Berkshire Hills - Housatonic Grammar,06180015,,,,,,0.0,0.0
Berkshire Hills - Monument Mt Reg High,06180505,2.2,0.9,1.9,95.0,,50.3,49.7
Berkshire Hills - Searles Middle,06180305,1.9,1.1,1.1,96.0,,47.1,52.9
Berkshire Hills - Stockbridge Plain,06180030,1.3,1.9,2.2,94.6,,58.6,41.4
Berkshire Hills - Village,06180025,,,,,,0.0,0.0
Berkshire Hills - William Cullen Bryant,06180005,,,,,,0.0,0.0
Berlin - Berlin Memorial,00280005,,,0.4,99.6,,50.4,49.6
Berlin-Boylston - Tahanto Reg High,06200505,1.2,0.7,0.5,97.6,,52.1,47.9
Beverly - Abraham Edwards,00300020,,,,,,0.0,0.0
Beverly - Ayers/Ryal Side Sch,00300055,2.0,0.3,2.0,95.3,0.3,51.2,48.8
Beverly - Beverly High,00300505,0.9,0.4,1.7,96.9,0.1,50.4,49.6
Beverly - Briscoe Middle,00300305,1.1,1.4,3.1,94.5,,51.4,48.6
Beverly - Centerville Elementary,00300010,5.2,1.7,0.6,92.6,,52.7,47.3
Beverly - Cove Elementary,00300015,1.3,0.3,0.3,98.1,,54.0,46.0
Beverly - Hannah Elementary,00300033,3.7,3.9,6.5,85.9,,49.5,50.5
Beverly - McKeown Elementary,00300037,2.8,1.4,4.8,90.7,0.3,51.6,48.4
Beverly - Memorial Middle,00300310,3.7,1.7,2.9,91.7,,50.9,49.1
Beverly - North Beverly Elementary,00300040,0.4,2.3,1.9,95.4,,48.3,51.7
Beverly - Patten Elementary School,00300060,,,,,,0.0,0.0
Billerica - Billerica Memorial High School,00310505,0.8,3.6,2.0,93.0,0.6,48.4,51.6
Billerica - Eugene C Vining,00310030,0.5,2.3,1.9,95.4,,51.6,48.4
Billerica - Frederick J Dutile,00310007,1.1,1.1,0.7,97.0,,48.4,51.6
Billerica - Hajjar Elementary,00310026,1.5,1.3,0.1,97.0,,52.8,47.2
Billerica - John F Kennedy,00310012,0.2,1.2,0.9,97.8,,54.0,46.0
Billerica - Locke Middle,00310310,0.6,0.3,0.3,98.9,,51.1,48.9
Billerica - Marshall Middle School,00310305,0.3,1.5,,98.1,,49.8,50.2
Billerica - Parker,00310015,1.0,3.0,2.6,93.4,,49.1,50.9
Billerica - Thomas Ditson,00310005,1.1,2.3,1.3,95.2,0.2,52.6,47.4
Blackstone Valley Reg - Blackstone Valley,08050605,0.6,0.6,1.5,97.1,0.2,62.4,37.6
Blackstone-Millville - A F Maloney,06220015,0.2,1.5,0.7,97.0,0.5,49.6,50.4
Blackstone-Millville - Blackstone Millville RHS,06220505,0.2,0.2,0.8,98.8,,47.8,52.2
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0.7,0.5,,98.8,,54.8,45.2
Blackstone-Millville - John F Kennedy Elem,06220008,0.4,0.2,,99.5,,51.5,48.5
Blackstone-Millville - Millville Elem,06220010,1.0,,,99.0,,48.5,51.5
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,7.6,0.6,2.8,88.4,0.6,62.8,37.2
Blue Hills Voc - Randolph Career Dev,08060610,,,,,,0.0,0.0
Boston - Agassiz,00350007,23.8,0.6,69.8,5.8,,51.2,48.8
Boston - Alexander Hamilton,00350011,40.5,30.0,16.0,13.5,,58.0,42.0
Boston - Another Course To College,00350541,48.1,13.0,11.1,27.8,,48.1,51.9
Boston - Beethoven,00350021,47.8,5.1,17.9,29.2,,50.3,49.7
Boston - Blackstone,00350390,25.7,0.3,71.7,2.1,0.2,55.8,44.2
Boston - Blue Hill Ave ECC,00350010,58.8,1.3,36.9,3.1,,57.5,42.5
Boston - Boston Arts Academy,00350546,45.8,2.1,19.7,32.4,,38.7,61.3
Boston - Boston High School,00350650,,,,,,0.0,0.0
Boston - Boston Latin,00350560,18.5,22.7,8.4,50.3,0.1,45.2,54.8
Boston - Boston Latin Academy,00350545,27.7,20.2,7.7,44.0,0.3,43.1,56.9
Boston - Brighton High,00350505,49.5,7.9,35.1,7.2,0.3,46.4,53.6
Boston - Carter Develop Day Care,00350036,57.9,10.5,31.6,,,68.4,31.6
Boston - Charles H Taylor,00350054,87.8,1.8,4.7,5.0,0.7,47.0,53.0
Boston - Charles Sumner,00350052,34.6,2.7,46.9,15.6,0.2,56.2,43.8
Boston - Charlestown High,00350515,36.1,22.5,27.3,13.7,0.3,52.1,47.9
Boston - Clarence R Edwards Middle,00350430,33.2,20.7,24.9,20.5,0.6,53.5,46.5
Boston - Curtis Guild,00350062,13.9,33.3,15.6,37.1,,56.1,43.9
Boston - Dante Alighieri,00350066,21.5,9.2,37.4,31.9,,54.0,46.0
Boston - David A Ellis,00350072,47.9,0.8,49.8,1.3,0.2,49.6,50.4
Boston - Dearborn,00350074,74.2,1.9,20.9,2.9,0.2,52.9,47.1
Boston - Dennis C Haley,00350077,74.3,0.7,18.1,6.6,0.3,50.3,49.7
Boston - Donald Mckay,00350080,9.4,0.2,79.4,10.8,0.3,50.7,49.3
Boston - Dorchester High,00350520,,,,,,0.0,0.0
Boston - East Boston ECC,00350009,23.1,4.2,54.5,18.2,,48.3,51.7
Boston - East Boston High,00350530,24.0,6.7,40.3,28.8,0.2,54.9,45.1
Boston - Edward Everett,00350088,48.3,15.4,7.4,27.4,1.4,50.3,49.7
Boston - Egleston Comm High School,00350543,64.2,,34.3,1.5,,32.8,67.2
Boston - ELC - East Zone,00350005,67.8,2.8,16.4,10.7,2.3,51.4,48.6
Boston - ELC - North Zone,00350003,28.4,25.9,13.6,30.9,1.2,46.9,53.1
Boston - ELC - West Zone,00350006,48.4,,32.0,18.9,0.8,56.6,43.4
Boston - Elihu Greenwood,00350094,70.6,1.2,12.0,15.4,0.8,51.2,48.8
Boston - Eliot Elementary,00350096,51.9,5.6,27.1,15.0,0.5,60.3,39.7
Boston - Ellis Mendell,00350100,57.0,0.4,38.2,4.4,,55.0,45.0
Boston - Emily A Fifield,00350102,85.7,1.2,10.6,2.2,0.2,48.6,51.4
Boston - Expulsion Alt School,00350580,83.3,,14.3,2.4,,83.3,16.7
Boston - Farragut,00350108,47.8,18.6,25.9,6.6,1.1,48.2,51.8
Boston - Fenway High School,00350540,44.1,5.2,25.9,24.8,,41.9,58.1
Boston - Frank V Thompson Middle,00350114,,,,,,0.0,0.0
Boston - Franklin D Roosevelt,00350116,65.0,2.1,8.8,23.1,0.9,53.2,46.8
Boston - George H Conley,00350122,50.8,1.3,17.4,30.5,,55.1,44.9
Boston - Grover Cleveland,00350415,72.5,3.7,15.9,7.0,0.9,54.6,45.4
Boston - Harbor School,00350426,66.7,1.1,18.4,13.8,,51.7,48.3
Boston - Harriet A Baldwin,00350129,,,,,,0.0,0.0
Boston - Harvard-Kent,00350200,19.8,34.5,18.4,26.5,0.8,53.5,46.5
Boston - Henry Grew,00350135,64.2,1.8,13.6,19.8,0.6,56.8,43.2
Boston - Henry L Higginson,00350137,75.5,3.9,17.6,2.9,,52.5,47.5
Boston - Horace Mann,00350750,39.5,7.0,35.1,17.5,0.9,46.5,53.5
Boston - Hugh Roe O'Donnell,00350141,12.7,12.4,36.6,37.9,0.3,44.7,55.3
Boston - Hyde Park High School,00350550,72.0,1.6,18.4,7.7,0.2,58.5,41.5
Boston - Jackson Mann,00350013,50.3,18.6,19.6,11.3,0.2,52.0,48.0
Boston - James A Garfield Elem,00350152,48.5,10.8,15.1,25.6,,43.4,56.6
Boston - James Condon Elem,00350146,51.2,12.5,9.1,26.2,1.1,50.7,49.3
Boston - James J Chittick,00350154,90.4,0.9,2.6,4.7,1.4,51.5,48.5
Boston - James M Curley,00350384,51.8,3.2,25.6,18.4,1.0,48.5,51.5
Boston - James Otis,00350156,5.9,3.2,61.4,29.5,,52.3,47.7
Boston - James P Timilty Middle,00350485,51.7,4.5,33.8,9.3,0.6,46.5,53.5
Boston - James W Hennigan,00350153,30.7,5.6,44.5,19.2,,47.4,52.6
Boston - Jeremiah E Burke High,00350525,86.0,3.6,6.8,2.8,0.7,51.0,49.0
Boston - John D Philbrick,00350172,53.4,1.8,20.9,23.3,0.6,56.4,43.6
Boston - John F Kennedy,00350166,25.2,1.3,70.9,2.5,,47.8,52.2
Boston - John Marshall,00350178,64.8,2.2,28.9,3.3,0.8,52.8,47.2
Boston - John P Holland,00350167,56.4,15.7,25.1,2.7,0.1,52.9,47.1
Boston - John W McCormack,00350179,51.2,5.0,29.9,13.8,0.1,50.4,49.6
Boston - John Winthrop,00350180,64.6,2.1,31.2,2.1,,50.2,49.8
Boston - Joseph J Hurley,00350182,29.6,1.1,67.5,1.9,,50.7,49.3
Boston - Joseph Lee,00350183,84.0,2.6,8.3,4.5,0.4,54.2,45.8
Boston - Joseph P Manning,00350184,52.4,1.2,22.9,20.5,3.0,53.6,46.4
Boston - Joseph P Tynan,00350181,59.9,6.0,9.7,23.9,0.4,54.7,45.3
Boston - Josiah Quincy,00350286,21.9,63.9,4.9,9.3,,52.8,47.2
Boston - Joyce Kilmer,00350190,38.7,13.4,13.0,33.5,1.4,52.1,47.9
Boston - Lewis Middle School,00350455,72.3,0.6,23.2,3.1,0.8,58.1,41.9
Boston - Lucy Stone,00350211,77.9,1.4,10.6,8.7,1.4,53.8,46.2
Boston - Lyndon,00350262,27.1,2.9,36.3,32.9,0.8,48.2,51.8
Boston - Madison Park High,00350537,57.8,3.3,30.6,8.1,0.2,51.6,48.4
Boston - Manassah E Bradley,00350215,18.4,5.4,22.9,53.3,,52.7,47.3
Boston - Margaret Fuller,00350217,,,,,,0.0,0.0
Boston - Martin Luther King Jr Mid,00350410,52.7,3.6,42.1,1.2,0.4,47.9,52.1
Boston - Mary E Curley Middle,00350420,39.3,1.5,55.9,2.8,0.5,46.9,53.1
Boston - Mary Lyon,00350004,40.0,10.0,14.4,35.6,,66.7,33.3
Boston - Mather,00350227,51.5,31.3,5.6,10.8,0.8,50.0,50.0
Boston - Mattahunt,00350226,69.4,0.9,25.4,3.9,0.5,55.4,44.6
Boston - Mattapan ECC,00350008,67.7,3.0,24.4,4.3,0.6,48.8,51.2
Boston - Maurice J Tobin,00350229,31.2,1.5,65.1,2.1,0.2,49.8,50.2
Boston - Michael J Perkins,00350231,42.0,13.5,11.8,31.3,1.4,45.5,54.5
Boston - Mission Hill School,00350382,48.6,5.7,17.1,28.6,,50.7,49.3
Boston - Mozart,00350237,50.7,1.0,19.3,29.0,,55.1,44.9
Boston - Nathan Hale,00350243,84.2,1.0,13.8,0.5,0.5,48.3,51.7
Boston - New Mission High School,00350542,73.1,1.8,20.4,4.8,,50.3,49.7
Boston - O W Holmes,00350138,80.7,0.4,11.8,6.7,0.4,52.5,47.5
Boston - O'Bryant Sch Math/Science,00350575,45.1,31.8,13.4,9.4,0.2,45.6,54.4
Boston - Oliver Hazard Perry,00350255,45.1,8.4,13.0,33.0,0.5,57.7,42.3
Boston - Patrick F Gavin Middle,00350435,49.3,13.0,8.6,27.4,1.7,53.3,46.7
Boston - Patrick J Kennedy,00350264,11.0,7.0,36.4,45.0,0.6,51.1,48.9
Boston - Patrick O'Hearn,00350266,54.8,8.3,2.8,33.2,0.9,56.7,43.3
Boston - Paul A Dever,00350268,43.8,6.1,33.3,15.4,1.4,52.2,47.8
Boston - Pauline Agassiz Shaw,00350270,93.6,0.8,4.2,0.8,0.6,55.2,44.8
Boston - Phineas Bates,00350278,57.2,2.4,21.3,18.9,0.3,47.6,52.4
Boston - Phyllis Wheatley Middle,00350139,,,,,,0.0,0.0
Boston - Quincy E Dickerman,00350284,85.7,1.0,12.7,0.6,,47.7,52.3
Boston - Rafael Hernandez,00350691,20.6,0.2,62.9,16.2,,47.3,52.7
Boston - Ralph Waldo Emerson,00350288,80.7,1.5,15.8,1.9,,42.9,57.1
Boston - Richard J Murphy,00350240,67.1,9.9,5.0,17.7,0.4,52.5,47.5
Boston - Robert Gould Shaw Middle,00350475,,,,,,0.0,0.0
Boston - Roger Clap,00350298,58.0,14.0,10.4,17.6,,48.7,51.3
Boston - Samuel Adams,00350302,21.6,5.2,35.5,37.1,0.6,51.3,48.7
Boston - Samuel W Mason,00350304,56.3,4.5,22.3,15.2,1.8,50.0,50.0
Boston - Sarah Greenwood,00350308,41.6,0.6,56.3,1.3,0.2,48.1,51.9
Boston - Snowden Int'l High,00350690,54.6,11.2,20.0,13.8,0.5,44.7,55.3
Boston - Solomon Lewenberg Middle,00350450,80.2,3.0,8.5,8.2,,52.8,47.2
Boston - South Boston High,00350570,,,,,,0.0,0.0
Boston - The English High,00350535,50.1,1.9,36.9,10.8,0.3,53.9,46.1
Boston - Thomas A Edison Jr High,00350425,29.1,17.0,43.7,9.6,0.7,48.2,51.8
Boston - Thomas Gardner,00350326,22.3,11.4,49.2,17.1,,52.4,47.6
Boston - Thomas J Kenny,00350328,74.0,5.0,5.3,15.0,0.6,51.7,48.3
Boston - Umana/Barnes Middle,00350405,19.1,6.5,44.9,29.1,0.5,52.4,47.6
Boston - Warren-Prescott,00350346,41.5,5.4,21.5,30.9,0.7,52.8,47.2
Boston - Washington Irving Middle,00350445,36.5,3.9,36.1,22.7,0.8,51.6,48.4
Boston - West Roxbury Sch,00350573,64.7,2.4,21.1,11.5,0.3,55.0,45.0
Boston - William E Russell,00350366,37.0,3.3,47.5,11.8,0.4,50.1,49.9
Boston - William Ellery Channing,00350360,75.4,1.3,9.8,13.0,0.5,51.6,48.4
Boston - William H Ohrenberger,00350258,27.9,1.4,50.7,19.5,0.5,47.1,52.9
Boston - William H Taft Middle,00350480,38.2,24.3,22.8,14.3,0.4,54.6,45.4
Boston - William McKinley,00350363,68.1,0.4,18.2,12.4,0.9,81.1,18.9
Boston - William Monroe Trotter,00350370,84.1,0.3,8.0,6.7,0.8,49.1,50.9
Boston - Winship Elementary,00350374,15.7,6.6,63.9,13.5,0.3,53.6,46.4
Boston - Wm B Rogers Middle,00350470,61.5,13.2,9.5,14.2,1.6,51.3,48.7
Boston - Wm E Endicott,00350362,,,,,,0.0,0.0
Boston - Woodrow Wilson Middle,00350490,76.8,5.8,8.8,8.4,0.2,52.4,47.6
Boston - Young Achievers,00350380,57.0,1.3,22.2,18.3,1.3,50.9,49.1
Boston Evening Academy HMCS - Boston Evening Academy HMCS School,04240505,59.7,1.3,31.2,7.8,,48.1,51.9
Boston Renaissance Charter - Boston Renaissance Charter School,04810550,71.2,0.8,13.5,13.8,0.7,49.9,50.1
BOSTON UNIVERSITY CHARTER - BOSTON UNIVERSITY CS,04250505,,,,,,0.0,0.0
Bourne - Bourne High,00360505,3.6,0.8,2.6,93.1,,48.7,51.3
Bourne - Col James P Lyle Middle,00360310,,,,,,0.0,0.0
Bourne - Edward C Stone Middle,00360315,,,,,,0.0,0.0
Bourne - Ella F Hoxie School,00360015,1.2,1.2,4.1,92.4,1.2,47.7,52.3
Bourne - James F Peebles Elem,00360010,6.1,0.5,1.8,91.5,,49.6,50.4
Bourne - Otis Memorial,00360020,6.9,0.9,2.6,89.6,,47.1,52.9
Boxborough - Blanchard Memorial,00370005,0.8,8.6,1.3,89.4,,53.5,46.5
Boxford - Harry Lee Cole,00380005,,1.6,1.0,97.3,,55.9,44.1
Boxford - Spofford Pond,00380013,0.7,1.9,1.0,96.4,,49.3,50.7
Boylston - Boylston Elementary,00390005,0.6,3.4,0.6,95.5,,50.9,49.1
Braintree - Alberto Eldridge,00400010,,,,,,0.0,0.0
Braintree - Archie T Morrison,00400033,3.2,1.2,1.5,94.2,,52.0,48.0
