SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,Males,Females
Amesbury - Amesbury Elementary,00070005,2.8,0.9,1.7,94.6,0.0,51.4,48.6
Amesbury - Amesbury High,00070505,0.7,0.6,1.4,97.1,0.1,49.5,50.5
Amesbury - Amesbury Middle,00070013,0.9,0.9,1.2,96.2,0.8,49.3,50.7
Amesbury - Charles C Cashman El,00070010,0.9,0.7,1.3,96.7,0.4,57.8,42.2
Amherst - Crocker Farm Elementary,00080009,7.6,5.0,22.1,64.7,0.7,50.5,49.5
Amherst - Fort River Elementary,00080020,11.3,15.4,9.6,63.3,0.4,49.6,50.4
Amherst - Marks Meadow Laboratory,00080030,13.6,15.8,11.4,59.2,0.0,50.5,49.5
Amherst - Wildwood Elementary,00080050,15.2,14.0,8.5,61.4,0.8,45.9,54.1
Amherst-Pelham - Amherst Regional High,06050505,10.5,8.6,7.3,73.0,0.6,52.8,47.2
Amherst-Pelham - Amherst Regional MS,06050405,8.3,8.3,7.1,75.5,0.8,50.4,49.6
Andover - Andover High,00090505,1.2,8.0,2.4,88.3,0.2,49.3,50.7
Andover - Andover West Middle,00090310,0.8,7.4,3.4,88.4,0.0,52.0,48.0
Andover - Bancroft Elementary,00090003,0.2,7.0,3.0,88.8,1.1,54.3,45.7
Andover - Doherty Middle,00090305,0.8,6.1,1.4,91.8,0.0,53.7,46.3
Andover - Henry C Sanborn Elem,00090010,0.4,6.8,0.2,92.6,0.0,49.5,50.5
Andover - High Plain Elementary,00090004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andover - Shawsheen School,00090005,0.0,4.5,0.7,94.8,0.0,50.7,49.3
Andover - South Elementary,00090020,0.5,3.9,0.0,95.6,0.0,54.0,46.0
Andover - West Elementary,00090025,1.6,8.9,5.8,83.7,0.0,52.4,47.6
Andover - Wood Hill Middle School,00090350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arlington - Arlington High,00100505,6.1,4.5,3.0,86.4,0.0,45.8,54.2
Arlington - Brackett,00100010,0.6,5.6,1.2,92.6,0.0,48.5,51.5
Arlington - Cyrus E Dallin,00100025,4.2,5.8,1.9,87.8,0.3,45.6,54.4
Arlington - Hardy,00100030,6.7,13.3,3.7,76.3,0.0,50.4,49.6
Arlington - John A Bishop,00100005,2.0,5.9,1.1,91.0,0.0,49.9,50.1
Arlington - M Norcross Stratton,00100055,1.5,9.1,1.8,87.6,0.0,49.5,50.5
Arlington - Menotomy Preschool,00100038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arlington - Ottoson Middle,00100410,5.0,4.1,1.4,89.4,0.1,52.1,47.9
Arlington - Peirce,00100045,9.6,2.3,5.0,83.1,0.0,50.7,49.3
Arlington - Thompson,00100050,7.1,11.8,5.3,75.5,0.3,54.2,45.8
Ashburnham-Westminster - Briggs Elem,06100025,0.4,0.2,0.8,98.6,0.0,52.3,47.7
Ashburnham-Westminster - Meetinghouse School,06100010,1.4,1.7,1.7,95.2,0.0,49.7,50.3
Ashburnham-Westminster - Oakmont Regional H S,06100505,0.1,0.8,0.7,98.2,0.1,49.1,50.9
Ashburnham-Westminster - Overlook Middle School,06100305,0.6,1.4,1.4,96.5,0.0,56.7,43.3
Ashburnham-Westminster - Westminster Elem,06100005,1.3,2.6,1.3,94.4,0.3,57.4,42.6
Ashland - Ashland High,00140505,2.7,4.2,4.0,89.1,0.0,47.1,52.9
Ashland - Ashland Middle,00140405,2.6,3.1,3.4,90.9,0.0,57.1,42.9
Ashland - David Mindess,00140015,2.5,2.2,2.2,93.1,0.0,50.8,49.2
Ashland - Henry E Warren Elem,00140010,2.4,4.4,2.8,90.0,0.5,49.8,50.2
Ashland - William Pittaway Elem,00140005,5.3,6.5,4.4,83.9,0.0,55.4,44.6
Assabet Valley - Assabet Valley Voc H S,08010605,2.2,0.8,6.8,89.7,0.5,63.6,36.4
Athol-Royalston - Athol High,06150505,0.8,0.5,3.4,95.3,0.0,50.2,49.8
Athol-Royalston - Athol-Royalston Middle School,06150305,1.2,0.8,3.7,93.9,0.3,54.9,45.1
Athol-Royalston - Ellen Bigelow,06150005,1.4,0.0,5.0,92.1,1.4,55.7,44.3
Athol-Royalston - Pleasant St,06150016,1.3,0.4,2.1,95.8,0.4,50.4,49.6
Athol-Royalston - Riverbend,06150020,3.2,1.1,3.2,92.0,0.5,59.4,40.6
Athol-Royalston - Royalston Community Sch,06150050,0.0,0.0,2.4,97.6,0.0,49.6,50.4
Athol-Royalston - Sanders Street,06150025,2.9,0.0,5.0,92.1,0.0,44.6,55.4
Athol-Royalston - Silver Lake,06150030,2.3,0.8,3.1,93.0,0.8,56.3,43.8
Athol-Royalston - The Learning Center,06150060,1.5,0.0,1.5,93.9,3.0,72.7,27.3
Atlantis Charter - Atlantis Charter School,04910550,5.9,1.9,3.9,87.6,0.6,51.7,48.3
Attleboro - A. Irvin Studley Elementary School,00160001,4.8,3.3,11.7,79.9,0.3,49.4,50.6
Attleboro - Attleboro High,00160505,3.0,6.7,3.6,86.6,0.1,47.7,52.3
Attleboro - Attleboro Voc Tech High,00160605,2.3,3.9,4.1,89.7,0.0,74.3,25.7
Attleboro - Cyril K. Brennan Middle School,00160315,3.5,6.3,8.1,81.7,0.4,50.0,50.0
Attleboro - Early Learning Center,00160008,2.5,4.6,6.7,84.7,1.5,55.3,44.7
Attleboro - Hill-Roberts Elementary School,00160045,3.0,3.0,4.4,89.7,0.0,49.5,50.5
Attleboro - Hyman Fine Elementary School,00160040,3.7,7.1,4.6,84.3,0.2,50.2,49.8
Attleboro - Peter Thacher Elementary School,00160050,3.2,11.0,3.9,81.5,0.4,53.0,47.0
Attleboro - Robert J. Coelho Middle School,00160305,3.1,2.5,2.8,91.4,0.2,50.4,49.6
Attleboro - Thomas E. Willett School,00160035,3.6,3.8,5.7,85.7,1.2,50.8,49.2
Attleboro - Wamsutta Middle School,00160320,3.2,7.0,4.4,85.4,0.0,51.5,48.5
Auburn - Auburn Middle,00170305,1.2,1.8,1.5,95.5,0.0,49.3,50.7
Auburn - Auburn Senior High,00170505,1.2,0.9,1.2,96.3,0.3,48.4,51.6
Auburn - Bryn Mawr,00170010,0.7,1.4,2.1,95.1,0.7,54.4,45.6
Auburn - Julia Bancroft,00170005,1.8,1.4,2.8,92.9,1.1,57.8,42.2
Auburn - Mary D Stone,00170025,1.4,1.8,1.1,95.7,0.0,47.7,52.3
Auburn - Pakachoag,00170015,1.3,3.9,1.6,93.2,0.0,55.2,44.8
Avon - Avon Middle High School,00180510,22.1,3.1,1.5,72.6,0.7,47.8,52.2
Avon - Ralph D Butler,00180010,7.4,2.1,2.1,88.1,0.4,49.5,50.5
Ayer - Ayer High,00190510,9.8,4.2,5.8,79.4,0.8,50.5,49.5
Ayer - Ayer Middle,00190305,11.1,2.7,5.4,79.5,1.3,54.2,45.8
Ayer - Page-Hilltop,00190025,10.1,5.3,5.0,79.6,0.0,52.0,48.0
Barnstable - Barnstable High,00200505,5.5,1.6,8.1,84.4,0.4,50.8,49.2
Barnstable - Centerville Elementary,00200010,3.8,1.5,4.1,90.4,0.3,49.1,50.9
Barnstable - Cotuit Elem,00200015,1.4,0.7,2.8,95.1,0.0,49.0,51.0
Barnstable - Hyannis Elementary,00200020,13.1,2.2,4.5,74.9,5.3,54.9,45.1
Barnstable - Hyannis West Elementary,00200025,13.1,3.5,7.8,72.8,2.8,54.4,45.6
Barnstable - Marstons Mills East,00200032,0.9,2.4,0.5,95.1,1.2,50.4,49.6
Barnstable - Marstons Mills Elem,00200030,0.0,0.0,0.0,100.0,0.0,56.7,43.3
Barnstable - Middle Sch/Marston's Mill,00200310,4.6,0.7,3.4,90.4,0.9,50.7,49.3
Barnstable - Middle School/Hyannis,00200305,5.4,1.3,5.3,87.5,0.6,53.1,46.9
Barnstable - Osterville Bay Elementary,00200040,1.1,0.0,0.6,98.3,0.0,53.6,46.4
Barnstable - Osterville Elementary,00200035,0.4,1.1,1.1,96.3,1.1,51.9,48.1
Barnstable - West Barnstable Elem,00200005,2.1,1.1,1.1,95.8,0.0,50.9,49.1
Barnstable HMCS - Barnstable HMCS School,04230010,7.2,1.4,3.4,87.1,1.0,49.2,50.8
Bedford - Bedford High,00230505,6.5,4.7,3.2,85.2,0.4,52.8,47.2
Bedford - John Glenn Middle,00230305,3.0,8.7,2.4,85.7,0.2,50.3,49.7
Bedford - Lt Elezer Davis,00230010,4.5,9.5,2.2,82.8,1.0,45.2,54.8
Bedford - Lt Job Lane School,00230012,3.5,9.1,2.4,84.1,1.0,53.1,46.9
Belchertown - Belchertown High,00240505,0.3,0.7,2.0,96.7,0.3,50.2,49.8
Belchertown - Berkshire Avenue School,00240002,0.0,0.0,0.0,100.0,0.0,100.0,0.0
Belchertown - Chestnut Hill Community,00240004,1.0,0.8,2.4,95.9,0.0,47.0,53.0
Belchertown - Cold Spring,00240005,1.1,1.8,2.3,94.5,0.4,50.4,49.6
Belchertown - Swift River Elem,00240018,0.9,0.9,1.9,96.3,0.0,50.4,49.6
Belchertown - Tadgell Hall,00240020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellingham - Bellingham ECC,00250003,4.5,0.0,4.5,90.9,0.0,72.7,27.3
Bellingham - Bellingham High School,00250505,1.0,2.0,1.2,95.3,0.5,49.5,50.5
Bellingham - Bellingham Memorial Middle School,00250315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellingham - Clara Macy Elementary,00250009,1.0,1.5,1.0,96.1,0.5,49.0,51.0
Bellingham - Primavera Jr/Sr H S,00250510,1.9,3.8,1.9,92.5,0.0,81.1,18.9
Bellingham - South Elem,00250020,1.1,0.4,0.5,98.0,0.0,50.0,50.0
Bellingham - Stall Brook,00250025,1.4,2.2,1.0,95.5,0.0,52.9,47.1
Belmont - Belmont High,00260505,4.2,10.3,2.1,83.2,0.2,49.1,50.9
Belmont - Daniel Butler,00260015,3.6,15.2,4.0,77.2,0.0,52.8,47.2
Belmont - Mary Lee Burbank,00260010,3.3,10.6,2.6,83.5,0.0,50.9,49.1
Belmont - Roger E Wellington,00260035,2.7,8.0,2.7,85.6,1.1,54.2,45.8
Belmont - Winn Brook,00260005,2.5,7.6,1.8,87.8,0.2,55.5,44.5
Belmont - Winthrop L Chenery Middle,00260305,4.3,10.8,2.8,81.8,0.3,52.1,47.9
Benjamin Banneker Charter - Benjamin Banneker Charter School,04200205,91.3,0.0,5.8,1.7,1.2,44.3,55.7
Benjamin Franklin Classical Charter - Benjamin Franklin Classical Charter School,04470205,1.3,1.3,0.5,96.8,0.0,49.2,50.8
Berkley - Berkley Community School,00270010,0.8,0.0,0.4,98.8,0.0,52.4,47.6
Berkley - Berkley Middle School,00270305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkshire Hills - Housatonic Grammar,06180015,2.2,0.0,1.1,96.6,0.0,51.7,48.3
Berkshire Hills - Monument Mt Reg High,06180505,1.8,0.9,2.3,95.0,0.0,51.0,49.0
Berkshire Hills - Searles Middle,06180305,0.9,1.2,2.0,95.9,0.0,58.7,41.3
Berkshire Hills - Stockbridge Plain,06180030,3.2,0.7,3.6,92.4,0.0,48.6,51.4
Berkshire Hills - Village,06180025,0.0,0.0,0.0,100.0,0.0,50.9,49.1
Berkshire Hills - William Cullen Bryant,06180005,5.3,0.9,9.7,83.2,0.9,59.3,40.7
Berlin - Berlin Memorial,00280005,0.0,1.2,0.8,97.9,0.0,50.6,49.4
Berlin-Boylston - Tahanto Reg High,06200505,0.9,2.1,0.5,96.0,0.5,51.5,48.5
Beverly - Abraham Edwards,00300020,2.9,1.9,11.0,84.3,0.0,56.7,43.3
Beverly - Ayers/Ryal Side Sch,00300055,2.7,1.1,3.8,92.3,0.0,50.2,49.8
Beverly - Beverly High,00300505,1.2,0.5,1.8,96.5,0.0,48.1,51.9
Beverly - Briscoe Middle,00300305,1.7,0.2,2.2,96.0,0.0,51.8,48.2
Beverly - Centerville Elementary,00300010,4.0,1.3,3.0,91.6,0.0,57.7,42.3
Beverly - Cove Elementary,00300015,1.4,1.4,3.0,94.1,0.3,50.0,50.0
Beverly - Hannah Elementary,00300033,3.6,1.9,6.9,87.3,0.3,52.8,47.2
Beverly - McKeown Elementary,00300037,1.1,0.0,0.8,98.1,0.0,53.4,46.6
Beverly - Memorial Middle,00300310,4.0,1.5,5.2,89.3,0.0,46.8,53.2
Beverly - North Beverly Elementary,00300040,1.3,1.8,1.8,95.1,0.0,48.9,51.1
Billerica - Billerica Memorial High School,00310505,0.9,3.3,1.9,93.6,0.4,49.2,50.8
Billerica - Eugene C Vining,00310030,0.6,1.5,1.2,95.8,0.9,53.3,46.7
Billerica - Frederick J Dutile,00310007,0.0,1.5,0.8,97.5,0.2,49.3,50.7
Billerica - Hajjar Elementary,00310026,0.0,1.5,0.5,98.0,0.0,53.8,46.2
Billerica - John F Kennedy,00310012,0.4,1.0,1.6,96.7,0.4,52.8,47.2
Billerica - Locke Middle,00310310,0.6,1.3,1.9,95.8,0.4,51.7,48.3
Billerica - Marshall Middle School,00310305,0.0,2.9,0.6,96.0,0.4,51.4,48.6
Billerica - Parker,00310015,0.7,4.3,2.6,91.3,1.1,51.5,48.5
Billerica - Thomas Ditson,00310005,0.3,1.7,3.1,94.2,0.7,52.5,47.5
Blackstone Valley Reg - Blackstone Valley,08050605,0.8,0.6,1.6,95.9,1.1,64.6,35.4
Blackstone-Millville - A F Maloney,06220015,0.9,1.2,0.5,97.4,0.0,50.2,49.8
Blackstone-Millville - Blackstone Millville RHS,06220505,0.9,0.9,1.0,97.2,0.0,47.8,52.2
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,1.1,1.1,2.2,95.3,0.3,51.2,48.8
Blackstone-Millville - John F Kennedy Elem,06220008,2.0,1.8,0.8,95.4,0.0,52.3,47.7
Blackstone-Millville - Millville Elem,06220010,0.7,0.0,1.1,98.3,0.0,52.5,47.5
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,9.1,0.7,3.8,86.3,0.0,62.2,37.8
Boston - Academy of Public Service,00350502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Agassiz,00350007,19.6,1.0,74.7,4.6,0.1,53.3,46.7
Boston - Alexander Hamilton,00350011,37.8,21.3,20.4,20.4,0.0,60.4,39.6
Boston - Another Course To College,00350541,46.7,12.0,6.5,34.8,0.0,32.6,67.4
Boston - Beethoven,00350021,49.3,4.2,16.8,28.0,1.7,54.5,45.5
Boston - Blackstone,00350390,25.6,0.5,70.8,2.7,0.4,56.1,43.9
Boston - Blue Hill Ave ECC,00350010,53.5,1.5,43.4,1.0,0.5,50.5,49.5
Boston - Boston Adult Academy,00350548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Boston Arts Academy,00350546,44.5,2.9,23.0,29.1,0.5,41.1,58.9
Boston - Boston Community Leadership Academy,00350558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Boston High School,00350650,52.2,5.8,23.7,18.2,0.2,47.0,53.0
Boston - Boston International  High School,00350507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Boston Latin,00350560,13.7,28.5,6.2,51.5,0.1,42.5,57.5
Boston - Boston Latin Academy,00350545,25.5,21.8,10.8,41.6,0.4,41.5,58.5
Boston - Boston Middle School Academy,00350413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Brighton High,00350505,52.0,6.8,33.0,8.0,0.3,48.0,52.0
Boston - Carter Develop Day Care,00350036,52.2,4.3,39.1,4.3,0.0,52.2,47.8
Boston - Charles H Taylor,00350054,92.4,1.5,3.9,2.1,0.2,51.1,48.9
Boston - Charles Sumner,00350052,30.9,1.3,54.9,12.7,0.2,54.7,45.3
Boston - Charlestown High,00350515,39.2,22.5,29.0,9.1,0.2,57.3,42.7
Boston - Clarence R Edwards Middle,00350430,31.6,16.2,30.4,21.1,0.8,54.3,45.7
Boston - Community Academy,00350518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Curtis Guild,00350062,9.4,13.6,46.0,30.5,0.5,52.6,47.4
Boston - Dante Alighieri,00350066,18.7,8.2,50.0,23.1,0.0,51.5,48.5
Boston - David A Ellis,00350072,49.7,0.3,49.5,0.5,0.0,47.9,52.1
Boston - Dearborn,00350074,71.9,0.4,25.1,1.9,0.6,53.3,46.7
Boston - Dennis C Haley,00350077,79.1,2.3,13.6,4.6,0.3,54.3,45.7
Boston - Donald Mckay,00350080,5.6,0.4,85.8,8.0,0.1,51.3,48.7
Boston - Dorchester High,00350520,68.8,0.9,26.9,3.0,0.3,53.9,46.1
Boston - East Boston ECC,00350009,15.4,4.3,63.0,17.3,0.0,49.0,51.0
Boston - East Boston High,00350530,26.1,3.5,46.6,23.2,0.7,54.7,45.3
Boston - Economics and Business Academy,00350524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Edward Everett,00350088,45.9,19.7,9.1,24.7,0.6,51.3,48.8
Boston - Egleston Comm High School,00350543,66.7,1.6,25.4,4.8,1.6,41.3,58.7
Boston - ELC - East Zone,00350005,77.9,3.2,14.9,3.9,0.0,54.5,45.5
Boston - ELC - North Zone,00350003,20.2,36.9,21.4,21.4,0.0,50.0,50.0
Boston - ELC - West Zone,00350006,41.5,2.8,37.7,17.0,0.9,60.4,39.6
Boston - Elihu Greenwood,00350094,72.8,1.3,17.2,8.0,0.7,50.2,49.8
Boston - Eliot Elementary,00350096,37.2,2.7,36.7,22.9,0.5,55.9,44.1
Boston - Ellis Mendell,00350100,58.5,0.4,38.9,2.1,0.0,57.3,42.7
Boston - Emily A Fifield,00350102,88.8,1.5,8.5,0.9,0.3,51.7,48.3
Boston - Excel High School,00350522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Expulsion Alt School,00350580,76.9,3.8,7.7,11.5,0.0,92.3,7.7
Boston - Farragut,00350108,46.7,19.9,25.3,5.4,2.7,49.8,50.2
Boston - Fenway High School,00350540,51.3,3.0,23.4,21.6,0.7,42.4,57.6
Boston - Frank V Thompson Middle,00350114,84.8,4.4,7.4,3.2,0.2,56.0,44.0
Boston - Franklin D Roosevelt,00350116,60.3,2.7,12.5,24.4,0.0,53.6,46.4
Boston - George H Conley,00350122,47.9,2.7,23.3,26.0,0.0,62.6,37.4
Boston - Grover Cleveland,00350415,72.8,2.9,18.4,5.4,0.5,55.0,45.0
Boston - Harbor School,00350426,75.2,2.6,10.5,10.9,0.8,44.4,55.6
Boston - Harriet A Baldwin,00350129,15.4,67.7,8.0,9.0,0.0,52.7,47.3
Boston - Harvard-Kent,00350200,19.8,31.6,27.4,20.9,0.2,53.2,46.8
Boston - Henry Grew,00350135,60.6,2.8,16.9,19.4,0.4,52.1,47.9
Boston - Henry L Higginson,00350137,73.3,0.0,23.6,2.5,0.6,54.7,45.3
Boston - Horace Mann,00350750,41.2,8.4,27.5,22.9,0.0,51.9,48.1
Boston - Hugh Roe O'Donnell,00350141,4.7,11.7,53.9,29.7,0.0,44.9,55.1
Boston - Hyde Park High School,00350550,71.2,1.8,19.6,6.6,0.7,57.0,43.0
Boston - Jackson Mann,00350013,46.9,13.0,19.5,20.6,0.0,52.9,47.1
Boston - James A Garfield Elem,00350152,41.2,11.9,26.0,20.9,0.0,46.9,53.1
Boston - James Condon Elem,00350146,43.9,15.5,11.7,28.2,0.7,55.3,44.7
Boston - James J Chittick,00350154,87.8,1.2,5.3,3.9,1.8,56.4,43.6
Boston - James M Curley,00350384,49.3,1.8,33.0,15.9,0.0,53.3,46.7
Boston - James Otis,00350156,5.4,3.1,64.0,27.5,0.0,50.9,49.1
Boston - James P Timilty Middle,00350485,55.3,4.4,35.9,4.1,0.3,47.4,52.6
Boston - James W Hennigan,00350153,30.5,3.7,46.7,18.9,0.2,49.9,50.1
Boston - Jeremiah E Burke High,00350525,84.8,3.2,9.6,1.7,0.6,53.6,46.4
Boston - John D Philbrick,00350172,57.1,2.9,24.3,15.0,0.7,55.0,45.0
Boston - John F Kennedy,00350166,26.3,1.1,71.1,1.5,0.0,50.9,49.1
Boston - John Marshall,00350178,62.9,1.8,32.8,1.8,0.7,57.0,43.0
Boston - John P Holland,00350167,52.8,18.8,27.0,0.9,0.6,54.0,46.0
Boston - John W McCormack,00350179,41.2,11.0,36.4,10.3,1.1,49.7,50.3
Boston - John Winthrop,00350180,63.9,0.9,31.5,3.7,0.0,50.2,49.8
Boston - Joseph J Hurley,00350182,30.3,0.9,66.7,1.8,0.3,48.5,51.5
Boston - Joseph Lee,00350183,82.6,2.6,10.7,3.8,0.3,56.1,43.9
Boston - Joseph P Manning,00350184,50.0,5.2,14.4,30.5,0.0,54.0,46.0
Boston - Joseph P Tynan,00350181,52.1,6.1,13.6,27.4,0.9,52.3,47.7
Boston - Josiah Quincy,00350286,17.1,65.9,6.6,10.2,0.2,50.4,49.6
Boston - Joyce Kilmer,00350190,29.5,8.3,13.2,47.6,1.4,52.4,47.6
Boston - Lewis Middle School,00350455,72.0,0.0,24.1,3.9,0.0,52.1,47.9
Boston - Lucy Stone,00350211,81.9,2.0,11.8,3.4,1.0,53.4,46.6
Boston - Lyndon,00350262,16.6,3.4,36.8,43.3,0.0,51.6,48.4
Boston - Madison Park High,00350537,60.4,1.4,31.3,6.3,0.5,51.7,48.3
Boston - Manassah E Bradley,00350215,10.5,8.2,32.3,48.3,0.7,50.7,49.3
Boston - Margaret Fuller,00350217,69.8,0.0,24.8,5.4,0.0,50.5,49.5
Boston - Martin Luther King Jr Mid,00350410,47.3,0.9,50.3,1.5,0.0,48.8,51.2
Boston - Mary E Curley Middle,00350420,33.9,1.1,58.7,6.3,0.0,48.2,51.8
Boston - Mary Lyon,00350004,35.8,4.9,15.4,43.9,0.0,67.5,32.5
Boston - Mather,00350227,56.6,30.2,8.4,4.5,0.4,51.5,48.5
Boston - Mattahunt,00350226,66.9,0.5,28.7,3.5,0.4,53.3,46.7
Boston - Mattapan ECC,00350008,66.0,7.6,22.8,3.6,0.0,48.2,51.8
Boston - Maurice J Tobin,00350229,31.8,0.8,66.0,1.4,0.0,49.0,51.0
Boston - Michael J Perkins,00350231,43.0,13.2,14.0,28.9,0.9,46.0,54.0
Boston - Mildred Avenue Middle School,00350381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Mission Hill School,00350382,55.2,5.5,15.3,23.9,0.0,50.9,49.1
Boston - Monument High School,00350538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Mozart,00350237,50.0,2.7,14.1,33.2,0.0,56.0,44.0
Boston - Nathan Hale,00350243,81.7,1.7,15.4,0.6,0.6,53.7,46.3
Boston - New Boston Pilot Middle School,00350383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - New Mission High School,00350542,70.1,7.4,18.1,4.4,0.0,44.6,55.4
Boston - O W Holmes,00350138,81.5,0.9,12.8,4.0,0.9,55.5,44.5
Boston - O'Bryant Sch Math/Science,00350575,47.4,28.3,14.5,9.5,0.2,44.0,56.0
Boston - Odyssey High School,00350577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Oliver Hazard Perry,00350255,34.5,12.0,15.5,37.0,1.0,51.0,49.0
Boston - Orchard Gardens,00350257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston - Patrick F Gavin Middle,00350435,47.1,11.4,13.5,26.6,1.4,52.1,47.9
Boston - Patrick J Kennedy,00350264,11.5,4.5,42.6,40.2,1.2,47.5,52.5
Boston - Patrick O'Hearn,00350266,55.8,9.3,5.1,27.0,2.8,57.2,42.8
Boston - Paul A Dever,00350268,39.1,8.6,39.3,12.8,0.2,58.0,42.0
Boston - Pauline Agassiz Shaw,00350270,91.1,1.4,6.4,0.4,0.7,54.3,45.7
Boston - Phineas Bates,00350278,62.5,2.3,17.4,16.8,1.0,49.3,50.7
Boston - Phyllis Wheatley Middle,00350139,77.7,0.6,19.4,1.9,0.3,53.8,46.2
Boston - Quincy E Dickerman,00350284,83.6,2.7,13.0,0.4,0.4,48.1,51.9
Boston - Quincy Upper School,00350565,28.6,57.6,6.5,7.2,0.0,51.8,48.2
Boston - Rafael Hernandez,00350691,15.1,0.8,71.2,13.0,0.0,51.3,48.7
Boston - Ralph Waldo Emerson,00350288,86.3,0.4,10.8,2.1,0.4,50.6,49.4
Boston - Richard J Murphy,00350240,50.4,20.0,5.6,23.7,0.3,53.4,46.6
Boston - Robert Gould Shaw Middle,00350475,56.6,2.0,23.4,17.3,0.7,50.1,49.9
Boston - Roger Clap,00350298,55.2,11.7,13.0,19.5,0.6,52.6,47.4
Boston - Samuel Adams,00350302,18.5,5.0,40.9,35.5,0.0,52.9,47.1
Boston - Samuel W Mason,00350304,58.4,1.4,28.2,11.5,0.5,59.3,40.7
Boston - Sarah Greenwood,00350308,34.9,0.2,63.9,1.0,0.0,47.4,52.6
