id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
5608,Dorchester High,47.7,59,Boston,52.3,0,31.3,3.2,00350520,1997,0,6.2,100.0,0.3
5609,Downtown Evening Academy,51.1,62.6,Boston,48.9,0,25.2,2.9,00350085,1997,0,9.4,100.1,0
5610,East Boston High,47.8,23,Boston,52.2,0,38.2,9.2,00350530,1997,0,29.4,100.0,0.2
5611,Edward Everett,53.2,49.3,Boston,46.8,0,6.9,12.9,00350088,1997,0,30,99.9,0.8
5612,Egleston Comm High School,67.7,41.9,Boston,32.3,0,51.6,0,00350543,1997,0,6.5,100.0,0
5613,Elc - East Zone,39.6,61,Boston,60.4,0,18.2,2.7,00350005,1997,0,18.2,100.1,0
5614,Elc - North Zone,50.6,42.9,Boston,49.4,0,9.1,18.2,00350003,1997,0,29.9,100.1,0
5615,Elc - West Zone,42.9,48.7,Boston,57.1,0,26.1,0,00350006,1997,0,24.4,100.0,0.8
5616,Elihu Greenwood,47,71.8,Boston,53,0,8.6,1.3,00350094,1997,0,17.7,100.0,0.6
5617,Eliot Elementary,46.6,51.8,Boston,53.4,0,25.3,5.2,00350096,1997,0,17.7,100.0,0
5618,Ellis Mendell,48.6,59.9,Boston,51.4,0,32.7,0.4,00350100,1997,0,6.6,100.0,0.4
5619,Emily A Fifield,47.3,86.9,Boston,52.7,0,8.3,2.1,00350102,1997,0,2.4,100.0,0.3
5620,Farragut,55.1,49.1,Boston,44.9,0,22.5,19.1,00350108,1997,0,8.6,100.0,0.7
5621,Fenway Middle College,58.9,51.6,Boston,41.1,0,23.6,3.9,00350540,1997,0,20.9,100.0,0
5622,Frank V Thompson Middle,43.4,80.4,Boston,56.6,0,10.3,3.2,00350114,1997,0,5.9,100.0,0.2
5623,Franklin D Roosevelt,49.6,60.1,Boston,50.4,0,9.1,2.4,00350116,1997,0,27.3,100.0,1.1
5624,George H Conley,47.6,41.6,Boston,52.4,0,18.2,1.1,00350122,1997,0,39,99.9,0
5625,Grover Cleveland,45.8,73.3,Boston,54.2,0,15.7,3.9,00350415,1997,0,6.9,100.1,0.3
5626,Harriet A Baldwin,49.6,18,Boston,50.4,0,3.9,70.8,00350129,1997,0,7.4,100.1,0
5627,Harvard-Kent,47.2,24.1,Boston,52.8,0,15.2,33.9,00350200,1997,0,26.2,100.1,0.7
5628,Henry Grew,48.9,64.6,Boston,51.1,0,8.4,2.2,00350135,1997,0,23.8,100.1,1.1
5629,Henry L Higginson,43.4,72.7,Boston,56.6,0,15.7,4.5,00350137,1997,0,6.1,100.0,1
5630,Horace Mann,56.5,40.9,Boston,43.5,0,35.7,3.5,00350750,1997,0,19.1,100.1,0.9
5631,Hugh Roe O'Donnell,51.5,14.8,Boston,48.5,0,32,14.8,00350141,1997,0,38.1,100.0,0.3
5632,Hyde Park High School,44.7,72.7,Boston,55.3,0,17.5,1.4,00350550,1997,0,8.3,100.0,0.1
5633,Jackson Mann,47.6,42.7,Boston,52.4,0,17.6,24.9,00350013,1997,0,14.7,99.9,0
5634,James A Garfield Elem,53.5,43.9,Boston,46.5,0,16.3,11.8,00350152,1997,0,27.9,99.9,0
5635,James Condon Elem,48.2,50.2,Boston,51.8,0,12.5,8.9,00350146,1997,0,27.8,100.1,0.7
5636,James J Chittick,48.1,88.4,Boston,51.9,0,3.6,0.7,00350154,1997,0,6.3,100.0,1
5637,James M Curley,52.4,55.1,Boston,47.6,0,22,2.7,00350384,1997,0,20.2,100.0,0
5638,James Otis,49.3,3.8,Boston,50.7,0,62.4,3.1,00350156,1997,0,30.8,100.1,0
5639,James P Timilty Middle,52,46.5,Boston,48,0,38.8,5.5,00350485,1997,0,9,100.0,0.2
5640,James W Hennigan,53.1,34.1,Boston,46.9,0,44,5.4,00350153,1997,0,15.7,99.9,0.7
5641,Jeremiah E Burke High,47.9,86.3,Boston,52.1,0,8,3.1,00350525,1997,0,2.4,100.0,0.2
5642,John D Philbrick,45,43.1,Boston,55,0,18.8,2.5,00350172,1997,0,35.6,100.0,0
5643,John F Kennedy,49.5,23.9,Boston,50.5,0,71.9,0.2,00350166,1997,0,3.6,100.0,0.4
5644,John Marshall,48.8,63.8,Boston,51.2,0,28.3,3.3,00350178,1997,0,3.7,100.0,0.9
5645,John P Holland,50.5,52.5,Boston,49.5,0,26.4,18,00350167,1997,0,2.7,99.9,0.3
5646,John W Mccormack,52,47.9,Boston,48,0,26.7,5.7,00350179,1997,0,19.4,100.0,0.3
5647,John Winthrop,51.9,67.1,Boston,48.1,0,26.1,1.9,00350180,1997,0,4.8,99.9,0
5648,Joseph H Barnes Middle,45.1,19,Boston,54.9,0,38.5,9.5,00350405,1997,0,32.9,100.0,0.1
5649,Joseph J Hurley,48.1,28.2,Boston,51.9,0,69.2,0.3,00350182,1997,0,1.7,100.0,0.6
5650,Joseph Lee,45,79.5,Boston,55,0,8.1,2.1,00350183,1997,0,9.6,99.9,0.6
5651,Joseph P Manning,46.4,51.9,Boston,53.6,0,19.3,1.7,00350184,1997,0,26,100.0,1.1
5652,Joseph P Tynan,45.2,64.4,Boston,54.8,0,4.8,4,00350181,1997,0,26.3,99.9,0.4
5653,Josiah Quincy,48.1,24.3,Boston,51.9,0,5,61.7,00350286,1997,0,9,100.0,0
5654,Joyce Kilmer,46.3,33.7,Boston,53.7,0,12.8,13.9,00350190,1997,0,38.8,100.0,0.8
5655,Lewis Middle School,44.2,76.9,Boston,55.8,0,17.3,0.3,00350455,1997,0,5.1,99.9,0.3
5656,Lucy Stone,45,78.7,Boston,55,0,10,1.2,00350211,1997,0,9.6,99.9,0.4
5657,Lyndon,55.5,31.8,Boston,44.5,0,41.3,1.1,00350262,1997,0,24.7,100.0,1.1
5658,Madison Park High,49.2,58.1,Boston,50.8,0,29.6,4.6,00350537,1997,0,7.6,100.1,0.2
5659,Manassah E Bradley,47.6,20.1,Boston,52.4,0,18.6,7.1,00350215,1997,0,53.8,99.9,0.3
5660,Margaret Fuller,50.6,60.6,Boston,49.4,0,27.7,1.6,00350217,1997,0,10,99.9,0
5661,Martin Luther King Jr Mid,50.5,47.6,Boston,49.5,0,45.7,3.6,00350410,1997,0,2.7,100.0,0.4
5662,Mary E Curley Middle,50.9,33.5,Boston,49.1,0,57.7,1.8,00350420,1997,0,6.6,100.0,0.4
5663,Mary Lyon,38.8,40,Boston,61.3,0,8.8,16.3,00350004,1997,0,35,100.1,0
5664,Mather,51.5,48.3,Boston,48.5,0,5.5,33.4,00350227,1997,0,12.6,100.0,0.2
5665,Mattahunt,45.7,70.7,Boston,54.3,0,25.4,0,00350226,1997,0,3.4,99.9,0.4
5666,Maurice J Tobin,51.3,27.4,Boston,48.7,0,68.5,0.7,00350229,1997,0,3.2,100.0,0.2
5667,Michael J Perkins,47,38.5,Boston,53,0,9.9,14.8,00350231,1997,0,36.4,100.0,0.4
5668,Mozart,45.9,47.8,Boston,54.1,0,19.1,1.4,00350237,1997,0,31.1,99.9,0.5
5669,Multicultural Middle Coll,61.4,65.7,Boston,38.6,0,24.3,1.4,00350542,1997,0,8.6,100.0,0
5670,Nathan Hale,49.4,88.6,Boston,50.6,0,10.2,0.6,00350243,1997,0,0.6,100.0,0
5671,O W Holmes,44.3,81.1,Boston,55.7,0,9.4,2.9,00350138,1997,0,6.1,99.9,0.4
5672,O'Bryant Sch Math/Science,57.3,48,Boston,42.7,0,13.6,29,00350575,1997,0,8.9,99.9,0.4
5673,Oliver Hazard Perry,49.5,43.2,Boston,50.5,0,9.5,10.5,00350255,1997,0,35.9,100.0,0.9
5674,Patrick F Gavin Middle,49.7,46.8,Boston,50.3,0,7.8,15.5,00350435,1997,0,28.8,100.0,1.1
5675,Patrick J Kennedy,49.1,12.9,Boston,50.9,0,30.7,8.6,00350264,1997,0,46.9,100.0,0.9
5676,Patrick O'Hearn,45.8,55.1,Boston,54.2,0,3.2,6.9,00350266,1997,0,33.8,99.9,0.9
5677,Paul A Dever,44.4,41.9,Boston,55.6,0,34,5.7,00350268,1997,0,16.6,100.0,1.8
5678,Pauline Agassiz Shaw,45.8,92.3,Boston,54.2,0,3,1.6,00350270,1997,0,2.5,99.9,0.5
5679,Phineas Bates,55.2,55.2,Boston,44.8,0,18.7,4.5,00350278,1997,0,21.5,99.9,0
5680,Phyllis Wheatley Middle,46.9,71.2,Boston,53.1,0,23.8,0.8,00350139,1997,0,3.5,100.1,0.8
5681,Quincy E Dickerman,50.9,87.3,Boston,49.1,0,11.5,0,00350284,1997,0,0.9,100.0,0.3
5682,Rafael Hernandez,52.8,23.5,Boston,47.2,0,58.3,0,00350691,1997,0,18.2,100.0,0
5683,Ralph Waldo Emerson,56.8,85,Boston,43.2,0,13.2,0,00350288,1997,0,1.5,100.1,0.4
5684,Richard J Murphy,47.9,67.2,Boston,52.1,0,5.2,7,00350240,1997,0,20.2,99.9,0.3
5685,Robert Gould Shaw Middle,46.2,57.2,Boston,53.8,0,20.9,2.3,00350475,1997,0,19.1,100.0,0.5
5686,Roger Clap,48.1,45.3,Boston,51.9,0,10.4,18.4,00350298,1997,0,25,100.0,0.9
5687,Samuel Adams,42.5,25.4,Boston,57.5,0,24.2,5,00350302,1997,0,44.5,100.0,0.9
5688,Samuel W Mason,44.1,59,Boston,55.9,0,18.4,3.1,00350304,1997,0,18,100.0,1.5
5689,Sarah Greenwood,50.2,45.2,Boston,49.8,0,54.1,0.2,00350308,1997,0,0.5,100.0,0
5690,Snowden Int'L High,54.2,55.2,Boston,45.8,0,16.8,12.5,00350690,1997,0,15.1,100.0,0.4
5691,Solomon Lewenberg Middle,47.6,79.8,Boston,52.4,0,7.5,4.1,00350450,1997,0,8.6,100.0,0
5692,South Boston High,42.8,44.7,Boston,57.2,0,16.2,16.5,00350570,1997,0,22,100.0,0.6
5693,The English High,49.8,47.2,Boston,50.2,0,38.8,2,00350535,1997,0,11.6,100.0,0.4
5694,Thomas A Edison Jr High,49.9,28.1,Boston,50.1,0,47.6,15.9,00350425,1997,0,8,100.0,0.4
5695,Thomas Gardner,49.2,25.3,Boston,50.8,0,45.6,13.3,00350326,1997,0,15.7,99.9,0
5696,Thomas J Kenny,47.3,64,Boston,52.7,0,2.8,6.2,00350328,1997,0,26.5,100.0,0.5
5697,Warren-Prescott,48.8,40.6,Boston,51.2,0,15.5,6.3,00350346,1997,0,37.3,99.9,0.2
5698,Washington Irving Middle,47.3,41.3,Boston,52.7,0,35.8,4,00350445,1997,0,18.5,100.0,0.4
5699,West Roxbury Sch,43.1,62.6,Boston,56.9,0,20.9,1.5,00350573,1997,0,14.5,100.0,0.5
5700,William E Russell,48.6,39.1,Boston,51.4,0,42.1,4.1,00350366,1997,0,13.8,100.0,0.9
5701,William Ellery Channing,53,71.5,Boston,47,0,9.1,2,00350360,1997,0,16.4,100.0,1
5702,William H Ohrenberger,49.2,29,Boston,50.8,0,49.7,0.9,00350258,1997,0,19.8,100.0,0.6
5703,William H Taft Middle,45.7,35.2,Boston,54.3,0,22.2,27.6,00350480,1997,0,14.8,100.0,0.2
5704,William Mckinley,19.4,66.6,Boston,80.6,0,19.4,0.2,00350363,1997,0,13.3,100.0,0.5
5705,William Monroe Trotter,50.6,80.8,Boston,49.4,0,5.9,0.8,00350370,1997,0,11.7,100.0,0.8
5706,Winship Elementary,48,17.5,Boston,52,0,60.1,7.8,00350374,1997,0,14.7,100.1,0
5707,Wm B Rogers Middle,44.3,56.3,Boston,55.7,0,10,19.7,00350470,1997,0,12.7,100.0,1.3
5708,Wm E Endicott,48.8,85.4,Boston,51.2,0,9.4,0,00350362,1997,0,4.2,99.9,0.9
5709,Woodrow Wilson Middle,47.2,80.6,Boston,52.8,0,6.8,4.8,00350490,1997,0,7.5,99.9,0.2
5710,Young Achievers,48.5,59.3,Boston,51.5,0,15.5,2.1,00350380,1997,0,21.6,100.0,1.5
