id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
9291,Agassiz,48.8,23.8,Boston,51.2,0,69.8,0.6,00350007,1999,0,5.8,100.0,0
9292,Alexander Hamilton,42,40.5,Boston,58,0,16,30,00350011,1999,0,13.5,100.0,0
9293,Another Course To College,51.9,48.1,Boston,48.1,0,11.1,13,00350541,1999,0,27.8,100.0,0
9294,Beethoven,49.7,47.8,Boston,50.3,0,17.9,5.1,00350021,1999,0,29.2,100.0,0
9295,Blackstone,44.2,25.7,Boston,55.8,0,71.7,0.3,00350390,1999,0,2.1,100.0,0.2
9296,Blue Hill Ave Ecc,42.5,58.8,Boston,57.5,0,36.9,1.3,00350010,1999,0,3.1,100.1,0
9297,Boston Arts Academy,61.3,45.8,Boston,38.7,0,19.7,2.1,00350546,1999,0,32.4,100.0,0
9299,Boston Latin,54.8,18.5,Boston,45.2,0,8.4,22.7,00350560,1999,0,50.3,100.0,0.1
9300,Boston Latin Academy,56.9,27.7,Boston,43.1,0,7.7,20.2,00350545,1999,0,44,99.9,0.3
9301,Brighton High,53.6,49.5,Boston,46.4,0,35.1,7.9,00350505,1999,0,7.2,100.0,0.3
9302,Carter Develop Day Care,31.6,57.9,Boston,68.4,0,31.6,10.5,00350036,1999,0,0,100.0,0
9303,Charles H Taylor,53,87.8,Boston,47,0,4.7,1.8,00350054,1999,0,5,100.0,0.7
9304,Charles Sumner,43.8,34.6,Boston,56.2,0,46.9,2.7,00350052,1999,0,15.6,100.0,0.2
9305,Charlestown High,47.9,36.1,Boston,52.1,0,27.3,22.5,00350515,1999,0,13.7,99.9,0.3
9306,Clarence R Edwards Middle,46.5,33.2,Boston,53.5,0,24.9,20.7,00350430,1999,0,20.5,99.9,0.6
9307,Curtis Guild,43.9,13.9,Boston,56.1,0,15.6,33.3,00350062,1999,0,37.1,99.9,0
9308,Dante Alighieri,46,21.5,Boston,54,0,37.4,9.2,00350066,1999,0,31.9,100.0,0
9309,David A Ellis,50.4,47.9,Boston,49.6,0,49.8,0.8,00350072,1999,0,1.3,100.0,0.2
9310,Dearborn,47.1,74.2,Boston,52.9,0,20.9,1.9,00350074,1999,0,2.9,100.1,0.2
9311,Dennis C Haley,49.7,74.3,Boston,50.3,0,18.1,0.7,00350077,1999,0,6.6,100.0,0.3
9312,Donald Mckay,49.3,9.4,Boston,50.7,0,79.4,0.2,00350080,1999,0,10.8,100.1,0.3
9314,East Boston Ecc,51.7,23.1,Boston,48.3,0,54.5,4.2,00350009,1999,0,18.2,100.0,0
9315,East Boston High,45.1,24,Boston,54.9,0,40.3,6.7,00350530,1999,0,28.8,100.0,0.2
9316,Edward Everett,49.7,48.3,Boston,50.3,0,7.4,15.4,00350088,1999,0,27.4,99.9,1.4
9317,Egleston Comm High School,67.2,64.2,Boston,32.8,0,34.3,0,00350543,1999,0,1.5,100.0,0
9318,Elc - East Zone,48.6,67.8,Boston,51.4,0,16.4,2.8,00350005,1999,0,10.7,100.0,2.3
9319,Elc - North Zone,53.1,28.4,Boston,46.9,0,13.6,25.9,00350003,1999,0,30.9,100.0,1.2
9320,Elc - West Zone,43.4,48.4,Boston,56.6,0,32,0,00350006,1999,0,18.9,100.1,0.8
9321,Elihu Greenwood,48.8,70.6,Boston,51.2,0,12,1.2,00350094,1999,0,15.4,100.0,0.8
9322,Eliot Elementary,39.7,51.9,Boston,60.3,0,27.1,5.6,00350096,1999,0,15,100.1,0.5
9323,Ellis Mendell,45,57,Boston,55,0,38.2,0.4,00350100,1999,0,4.4,100.0,0
9324,Emily A Fifield,51.4,85.7,Boston,48.6,0,10.6,1.2,00350102,1999,0,2.2,99.9,0.2
9325,Expulsion Alt School,16.7,83.3,Boston,83.3,0,14.3,0,00350580,1999,0,2.4,100.0,0
9326,Farragut,51.8,47.8,Boston,48.2,0,25.9,18.6,00350108,1999,0,6.6,100.0,1.1
