id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
11237,John Marshall,47.7,65,Boston,52.3,0,30.1,1.9,00350178,2000,0,2.3,100.0,0.7
11238,John P Holland,45.4,56.4,Boston,54.6,0,25,16.7,00350167,2000,0,1.6,100.0,0.3
11239,John W Mccormack,49,52.2,Boston,51,0,30.8,5.8,00350179,2000,0,11.3,100.1,0
11240,John Winthrop,50.2,65.3,Boston,49.8,0,30.9,2.1,00350180,2000,0,1.7,100.0,0
11241,Joseph J Hurley,46.9,35.3,Boston,53.1,0,62.7,0.3,00350182,2000,0,1.4,100.0,0.3
11242,Joseph Lee,44.7,82.4,Boston,55.3,0,9.8,3,00350183,2000,0,4.4,100.0,0.4
11243,Joseph P Manning,48.4,54.7,Boston,51.6,0,23,3.7,00350184,2000,0,17.4,100.0,1.2
11244,Joseph P Tynan,46.3,55.3,Boston,53.7,0,10.5,8,00350181,2000,0,25.8,100.0,0.4
11245,Josiah Quincy,49.2,22.1,Boston,50.8,0,6,62.7,00350286,2000,0,9.2,100.0,0
11246,Joyce Kilmer,47.5,30.7,Boston,52.5,0,15.4,13.2,00350190,2000,0,39.3,100.0,1.4
11247,Lewis Middle School,44.6,75.1,Boston,55.4,0,23.1,0.3,00350455,2000,0,1.2,100.0,0.3
11248,Lucy Stone,42.2,80.3,Boston,57.8,0,11.9,0.9,00350211,2000,0,5.5,100.0,1.4
11249,Lyndon,49.9,21.2,Boston,50.1,0,39.1,2.5,00350262,2000,0,36.8,100.1,0.5
11250,Madison Park High,47.5,60.2,Boston,52.5,0,28.8,2.8,00350537,2000,0,7.8,99.9,0.3
11251,Manassah E Bradley,47.7,16.6,Boston,52.3,0,24.7,6.8,00350215,2000,0,51.6,100.0,0.3
11252,Margaret Fuller,46.9,63.2,Boston,53.1,0,28.7,1.9,00350217,2000,0,6.2,100.0,0
11253,Martin Luther King Jr Mid,55.7,49.2,Boston,44.3,0,45.8,2.8,00350410,2000,0,1.9,99.9,0.2
11254,Mary E Curley Middle,49.6,34.3,Boston,50.4,0,58.6,1.6,00350420,2000,0,5.1,100.0,0.4
11255,Mary Lyon,29.2,42.5,Boston,70.8,0,13.2,6.6,00350004,2000,0,37.7,100.0,0
11256,Mather,47.5,53.3,Boston,52.5,0,5.5,32.1,00350227,2000,0,8.5,99.9,0.5
11257,Mattahunt,44.3,69.3,Boston,55.7,0,26.3,0.4,00350226,2000,0,3.5,100.0,0.5
11258,Mattapan Ecc,52.2,57.5,Boston,47.8,0,29.6,8.6,00350008,2000,0,4.3,100.0,0
11259,Maurice J Tobin,50.3,31.8,Boston,49.7,0,64.8,1.5,00350229,2000,0,1.7,100.0,0.2
11260,Michael J Perkins,52.5,42.4,Boston,47.5,0,11.3,15.2,00350231,2000,0,30.4,100.1,0.8
11261,Mission School,49.7,49,Boston,50.3,0,19,5.2,00350382,2000,0,26.8,100.0,0
11262,Mozart,44.7,54.2,Boston,55.3,0,17.4,2.1,00350237,2000,0,26.3,100.0,0
11263,Multicultural Middle Coll,50.3,75.5,Boston,49.7,0,15.1,5,00350542,2000,0,4.4,100.0,0
11264,Nathan Hale,52,82.3,Boston,48,0,13.6,3,00350243,2000,0,0.5,99.9,0.5
11265,O W Holmes,44.6,81,Boston,55.4,0,12,1.2,00350138,2000,0,4.5,99.9,1.2
11266,O'Bryant Sch Math/Science,53.1,45.6,Boston,46.9,0,14.2,30.6,00350575,2000,0,9.2,99.9,0.3
11267,Oliver Hazard Perry,48.7,42.4,Boston,51.3,0,12.6,7.9,00350255,2000,0,35.6,100.1,1.6
11268,Patrick F Gavin Middle,50.9,49.3,Boston,49.1,0,12.6,13.3,00350435,2000,0,23.4,100.0,1.4
11269,Patrick J Kennedy,48.6,11.1,Boston,51.4,0,40.5,5.1,00350264,2000,0,42.6,100.0,0.7
11270,Patrick O'Hearn,41.5,55.3,Boston,58.5,0,4.1,10.1,00350266,2000,0,29,99.9,1.4
11271,Paul A Dever,45.8,40.3,Boston,54.2,0,35.8,8.3,00350268,2000,0,15.3,100.1,0.4
11272,Pauline Agassiz Shaw,45.4,94.8,Boston,54.6,0,3.7,0,00350270,2000,0,0.6,100.0,0.9
11273,Phineas Bates,49.2,58,Boston,50.8,0,20.5,2.8,00350278,2000,0,18.3,99.9,0.3
11274,Phyllis Wheatley Middle,46.7,75.4,Boston,53.3,0,20.9,0.6,00350139,2000,0,2.8,100.0,0.3
11275,Quincy E Dickerman,53.1,87.5,Boston,46.9,0,11.4,0.7,00350284,2000,0,0.4,100.0,0
11276,Quincy Upper School,44.2,24.2,Boston,55.8,0,1.1,63.2,00350565,2000,0,11.6,100.1,0
11277,Rafael Hernandez,52.8,21.6,Boston,47.2,0,62.9,0.3,00350691,2000,0,15.2,100.0,0
11278,Ralph Waldo Emerson,54.4,80.6,Boston,45.6,0,15.2,1.5,00350288,2000,0,2.3,100.0,0.4
11279,Richard J Murphy,48.5,63.8,Boston,51.5,0,6.2,11.3,00350240,2000,0,18.4,100.0,0.3
11280,Robert Gould Shaw Middle,47.7,60.3,Boston,52.3,0,25.3,0.7,00350475,2000,0,13.6,99.9,0
11281,Roger Clap,53.3,48.5,Boston,46.7,0,13.2,16.2,00350298,2000,0,22.2,100.1,0
11282,Samuel Adams,48.3,19.2,Boston,51.7,0,40.7,5.3,00350302,2000,0,34.1,100.0,0.7
11283,Samuel W Mason,44.6,55,Boston,55.4,0,25.7,4,00350304,2000,0,12.9,100.1,2.5
11284,Sarah Greenwood,49.7,38.3,Boston,50.3,0,60.5,0.2,00350308,2000,0,0.6,100.0,0.4
11285,Snowden Int'L High,54.7,56.1,Boston,45.3,0,20.9,10.3,00350690,2000,0,12.2,100.0,0.5
11286,Solomon Lewenberg Middle,48.6,83.3,Boston,51.4,0,8.5,2.1,00350450,2000,0,6.1,100.0,0
11287,South Boston High,43.7,45.3,Boston,56.3,0,17.5,17.7,00350570,2000,0,19.2,100.1,0.4
11288,The English High,46.5,51.8,Boston,53.5,0,37.5,1.4,00350535,2000,0,9,100.1,0.4
11289,Thomas A Edison Jr High,48.2,28.7,Boston,51.8,0,46,14.4,00350425,2000,0,10.4,100.0,0.5
11290,Thomas Gardner,46.7,20.3,Boston,53.3,0,54.1,12.9,00350326,2000,0,12.7,100.0,0
11291,Thomas J Kenny,46.8,69.8,Boston,53.2,0,6.8,5.8,00350328,2000,0,17.2,99.9,0.3
11292,Umana/Barnes Middle,48.5,16.9,Boston,51.5,0,46.8,7.3,00350405,2000,0,28.6,99.9,0.3
11293,Warren-Prescott,49.4,39.6,Boston,50.6,0,24.1,4.4,00350346,2000,0,31.4,100.0,0.5
11294,Washington Irving Middle,47.4,38.3,Boston,52.6,0,35.3,3.9,00350445,2000,0,22.1,100.0,0.4
11295,West Roxbury Sch,46.3,64.5,Boston,53.7,0,22.7,2,00350573,2000,0,10.4,100.0,0.4
11296,William E Russell,53.1,33.8,Boston,46.9,0,54.3,2.6,00350366,2000,0,9.1,100.0,0.2
11297,William Ellery Channing,47.9,74.6,Boston,52.1,0,11.2,2.4,00350360,2000,0,11.5,100.0,0.3
11298,William H Ohrenberger,54.9,30.6,Boston,45.1,0,52.4,1.7,00350258,2000,0,14.6,99.9,0.6
11299,William H Taft Middle,49.5,40.6,Boston,50.5,0,26,21.7,00350480,2000,0,11.5,100.0,0.2
11300,William Mckinley,19,68.5,Boston,81,0,18.6,0,00350363,2000,0,11.8,100.0,1.1
11301,William Monroe Trotter,52.3,85.3,Boston,47.7,0,8.6,0.5,00350370,2000,0,5.1,100.0,0.5
11302,Winship Elementary,44.2,14.5,Boston,55.8,0,63.7,8.9,00350374,2000,0,12.2,100.0,0.7
11303,Wm B Rogers Middle,51.8,64.4,Boston,48.2,0,10.4,11.5,00350470,2000,0,12.1,100.0,1.6
11304,Wm E Endicott,51.4,85.9,Boston,48.6,0,11.4,0,00350362,2000,0,2.7,100.0,0
11305,Woodrow Wilson Middle,43.3,82.7,Boston,56.7,0,8.3,3.5,00350490,2000,0,5.2,100.0,0.3
11306,Young Achievers,47.8,56.6,Boston,52.2,0,23.9,1.8,00350380,2000,0,16.9,99.9,0.7
