id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
31953,Curtis Guild,44,1.3,Boston,56,0.7,87.9,0.7,00350062,2011,0,9.1,100.0,0.3
31954,Dante Alighieri,51.6,7.1,Boston,48.4,2.4,73,4,00350066,2011,0,12.7,100.0,0.8
31955,David A Ellis,50.8,37,Boston,49.2,0.3,61.4,0.3,00350072,2011,0,0.6,99.9,0.3
31956,Dearborn,46.5,66.7,Boston,53.5,2.7,28.3,0,00350074,2011,0,1.9,100.0,0.4
31957,Dennis C Haley,51.1,32.4,Boston,48.9,3.7,36.8,1.8,00350077,2011,0,24.6,100.0,0.7
31958,Donald Mckay,47.8,1.2,Boston,52.2,0.7,89.7,0.9,00350080,2011,0,7.5,100.0,0
31959,Dorchester Academy,52.4,60.9,Boston,47.6,0.8,32.1,2.8,00350651,2011,0.3,2.5,100.2,0.8
31960,Dr. Catherine Ellison-Rosa Parks Early Ed School,48.7,51.3,Boston,51.3,1,40.4,6.7,00350008,2011,0,0.5,99.9,0
31961,Dr. William Henderson,48.7,29.8,Boston,51.3,2.6,19.7,7.9,00350266,2011,0.4,36.4,99.9,3.1
31962,East Boston ECC,48.1,2.2,Boston,51.9,2.2,79.2,0.5,00350009,2011,0,14.8,100.0,1.1
31963,East Boston High,47.8,14,Boston,52.2,0.9,67.3,1.9,00350530,2011,0,15.6,100.0,0.3
31964,Edison K-8,44.3,29.1,Boston,55.7,2.1,42.2,12.8,00350375,2011,0.1,12.4,100.0,1.3
31965,Edward Everett,47,39.3,Boston,53,3.7,29.6,18.5,00350088,2011,0.7,8.1,99.9,0
31966,Egleston Comm High School,52.2,32.7,Boston,47.8,2.5,61,0,00350543,2011,0,3.8,100.0,0
31967,ELC - East Zone,53.8,51.5,Boston,46.2,2.3,43.9,0.8,00350005,2011,0,1.5,100.0,0
31968,ELC - West Zone,47.4,25.8,Boston,52.6,1,50.5,3.1,00350006,2011,0,18.6,100.0,1
31969,Elihu Greenwood Leadership Academy,48.1,57,Boston,51.9,1.5,38.5,0.3,00350094,2011,0,2.7,100.0,0
31970,Eliot Elementary,49.2,18.1,Boston,50.8,3.2,39.4,4.1,00350096,2011,0,35.2,100.0,0
31971,Ellis Mendell,50.2,34.1,Boston,49.8,1.8,50.7,1.4,00350100,2011,0.9,11.1,100.0,0
31972,Emily A Fifield,52.5,64.9,Boston,47.5,1.6,29.5,2,00350102,2011,0,1.6,99.9,0.3
31973,Excel High School,40.5,32,Boston,59.5,1.3,20,35.8,00350522,2011,0,10.8,100.2,0.3
31974,Farragut,48.3,34.6,Boston,51.7,3.4,49.3,9.3,00350108,2011,0,2.4,100.0,1
31975,Fenway High School,54.1,40,Boston,45.9,1.7,47.2,3.1,00350540,2011,0.3,7.2,99.8,0.3
31976,Franklin D Roosevelt,46.9,37.1,Boston,53.1,1.5,35.1,1.7,00350116,2011,0.2,24.3,100.1,0.2
31977,Gardner Pilot Academy,45,15,Boston,55,2.6,63.2,7.9,00350326,2011,0.3,10.6,99.9,0.3
31978,George H Conley,47.5,21.2,Boston,52.5,4,48.5,4,00350122,2011,0,22.2,99.9,0
31979,Harbor School,53.5,67.2,Boston,46.5,3.5,19.9,1.6,00350426,2011,0,6.3,100.1,1.6
31980,Harvard-Kent,46.4,20.3,Boston,53.6,1.3,40.4,28.6,00350200,2011,0,9.2,100.0,0.2
31981,Haynes Early Education Center,50.3,43.9,Boston,49.7,0.5,51.3,2.7,00350010,2011,0,1.6,100.0,0
31982,Henry Grew,46,56,Boston,54,2.4,34.7,1.6,00350135,2011,0,4.8,99.9,0.4
31983,Higginson/Lewis K-8,43.9,56.7,Boston,56.1,1.1,38.8,0.6,00350377,2011,0,2.3,100.1,0.6
31984,Horace Mann School for the Deaf,49.3,28.9,Boston,50.7,2.8,38.7,10.6,00350750,2011,0,19,100.0,0
31985,Hugh Roe O'Donnell,47.3,2.5,Boston,52.7,0,83.6,3.6,00350141,2011,0,10.2,99.9,0
31986,Jackson Mann,47.4,35.2,Boston,52.6,3.1,41.2,9.1,00350013,2011,0,10.7,100.0,0.7
31987,James Condon Elem,49.5,37.7,Boston,50.5,3.1,31.3,8.7,00350146,2011,0,18.9,100.1,0.4
31988,James J Chittick,48.3,72.2,Boston,51.7,2.4,22.6,0.7,00350154,2011,0,2.1,100.0,0
31989,James Otis,45.9,2.7,Boston,54.1,0.3,84,0.5,00350156,2011,0.3,12.3,100.1,0
31990,James P Timilty Middle,53.4,42.3,Boston,46.6,1,52.5,0.8,00350485,2011,0,2.8,100.0,0.6
31991,James W Hennigan,51.1,31,Boston,48.9,1.9,59.7,1.5,00350153,2011,0.4,5.4,100.1,0.2
31992,Jeremiah E Burke High,50.2,68.3,Boston,49.8,2,26.1,2,00350525,2011,0.6,0.9,100.0,0.1
31993,John D Philbrick,40.1,25.7,Boston,59.9,5.3,36.8,2,00350172,2011,0,29.6,100.1,0.7
31994,John F Kennedy,49.3,19.2,Boston,50.7,0.8,77.5,0.3,00350166,2011,0,2.2,100.0,0
31995,John Marshall,49.2,49.3,Boston,50.8,1.6,45.6,1.5,00350178,2011,0,0.9,99.9,1
31996,John P Holland,49.4,40,Boston,50.6,1,39.5,17.7,00350167,2011,0,1.7,100.0,0.1
31997,John W McCormack,43,38.6,Boston,57,1.6,39.5,11.2,00350179,2011,0,8.6,100.0,0.5
31998,John Winthrop,49,55,Boston,51,2.3,41.1,0,00350180,2011,0.7,1,100.1,0
31999,Joseph J Hurley,52.1,8.6,Boston,47.9,1.8,73.8,0.9,00350182,2011,0,14.9,100.0,0
32000,Joseph Lee,49.4,59.2,Boston,50.6,1.9,30.3,4.4,00350183,2011,0.8,2.8,100.0,0.6
32001,Joseph P Manning,45.6,20.1,Boston,54.4,5.4,23.5,6,00350184,2011,0,45,100.0,0
32002,Joseph P Tynan,45.4,37.8,Boston,54.6,3.5,26.8,6.5,00350181,2011,0,24.8,100.0,0.6
32003,Josiah Quincy,46.2,12.1,Boston,53.8,2,18.4,60.2,00350286,2011,0,7.2,100.0,0.1
32004,Joyce Kilmer,48.4,10,Boston,51.6,4,14.4,5.8,00350190,2011,0,65.8,100.0,0
32005,King K-8,50.5,62.3,Boston,49.5,2.9,29.9,1.3,00350376,2011,0.3,2.1,99.9,1.1
32006,Lee Academy,49.3,57.3,Boston,50.7,2.2,29.2,5.5,00350001,2011,0,5.8,100.0,0
32007,Lilla G. Frederick Middle School,51.9,51.2,Boston,48.1,1.3,42.8,1.1,00350383,2011,0,2.9,100.0,0.7
32008,Lyndon,49.3,8.3,Boston,50.7,1.3,40.1,1.7,00350262,2011,0,48.2,100.0,0.4
32009,Lyon K-8,33.9,13.2,Boston,66.1,4.1,28.1,9.1,00350004,2011,0,45.5,100.0,0
32010,Lyon Upper 9-12,33.9,30.4,Boston,66.1,3.6,28.6,1.8,00350655,2011,0,33.9,100.1,1.8
32011,Madison Park High,42.8,46.3,Boston,57.2,1.6,45.4,1.7,00350537,2011,0.3,4.1,99.9,0.5
32012,Manassah E Bradley,50.3,5.1,Boston,49.7,2.4,59.1,2,00350215,2011,0,31.1,100.0,0.3
32013,Mario Umana Middle School Academy,45.1,6.3,Boston,54.9,1,71.2,3.1,00350405,2011,0,18.4,100.0,0
32014,Mather,49.1,36.4,Boston,50.9,4.1,18.9,36.6,00350227,2011,0.4,3.6,100.0,0
32015,Mattahunt,43.6,72.2,Boston,56.4,0.6,23.6,0.5,00350226,2011,0,2.4,99.9,0.6
32016,Maurice J Tobin,50.4,22,Boston,49.6,0.7,73.3,0.7,00350229,2011,0.2,2.6,100.2,0.7
32017,Media Communications Technology High School,43.7,58.2,Boston,56.3,1.1,31.6,1.4,00350578,2011,0.3,6.6,100.0,0.8
32018,Michael J Perkins,49,39.4,Boston,51,5.6,41.9,3.5,00350231,2011,0.5,9.1,100.0,0
32019,Mildred Avenue K-8,44.4,72.6,Boston,55.6,0.7,24.1,1,00350378,2011,0,1.2,99.9,0.3
32020,Mission Hill School,48.8,41.4,Boston,51.2,6.2,27.8,0.6,00350382,2011,0,22.8,100.0,1.2
32021,Monument High School,48.9,37.5,Boston,51.1,1.2,38.8,3.1,00350538,2011,0,19.1,100.0,0.3
32022,Mozart,49.3,32.2,Boston,50.7,2.7,29.5,4.1,00350237,2011,0,31.5,100.0,0
32023,Nathan Hale,50.9,60.4,Boston,49.1,3.6,32,0,00350243,2011,0,2.4,100.2,1.8
32024,New Mission High School,57.5,65.5,Boston,42.5,0.8,31,0,00350542,2011,0,2,100.1,0.8
32025,O W Holmes,50.3,70.8,Boston,49.7,1.3,23.2,1.3,00350138,2011,0.3,2.7,99.9,0.3
32026,O'Bryant Sch Math/Science,57.1,37.9,Boston,42.9,0.9,28,21.9,00350575,2011,0.1,11.1,100.1,0.2
32027,Odyssey High School,42.7,37.3,Boston,57.3,0.9,32.3,8.2,00350577,2011,0,20.9,99.9,0.3
32028,Oliver Hazard Perry,47.7,17.4,Boston,52.3,1.7,23,1.7,00350255,2011,0,56.2,100.0,0
32029,Orchard Gardens,52,33.2,Boston,48,1.4,62.8,0.7,00350257,2011,0,1.4,99.9,0.4
32030,Parkway Academy of Technology and Health,49.4,43.5,Boston,50.6,0.6,46.8,1,00350574,2011,0,7.8,100.0,0.3
32031,Patrick F Gavin Middle,45.9,47.3,Boston,54.1,1.2,29.6,9.3,00350435,2011,0.2,12.1,100.1,0.4
32032,Patrick J Kennedy,44.4,5.1,Boston,55.6,1.5,85.1,0.4,00350264,2011,0,8,100.1,0
32033,Paul A Dever,47.3,28,Boston,52.7,1.9,55.4,8.7,00350268,2011,0.2,5.4,100.0,0.4
32034,Phineas Bates,48.5,38.6,Boston,51.5,4,38.3,4.3,00350278,2011,0,14.9,100.1,0
32035,Quincy Upper School,43,21.6,Boston,57,1.3,14.3,55.3,00350565,2011,0,6.9,100.0,0.6
32036,Rafael Hernandez,53.3,2.9,Boston,46.7,0.7,90.2,0.2,00350691,2011,0,5.9,99.9,0
32037,Ralph Waldo Emerson,51.4,72.4,Boston,48.6,3.9,19.1,0.8,00350288,2011,1.9,1.2,100.1,0.8
32038,Richard J Murphy,50.7,26.8,Boston,49.3,2.1,15.7,25.1,00350240,2011,0.2,29.3,99.9,0.7
32039,Roger Clap,42.6,25.7,Boston,57.4,2.7,29.1,4.1,00350298,2011,0.7,37.2,100.2,0.7
32040,Samuel Adams,46.8,5.3,Boston,53.2,2.5,66.3,4.3,00350302,2011,0,21.6,100.0,0
32041,Samuel W Mason,48.8,49.3,Boston,51.2,5.2,33.8,0.9,00350304,2011,0.9,9.9,100.0,0
32042,Sarah Greenwood,50.9,25.7,Boston,49.1,1.6,69.8,1.1,00350308,2011,0.3,1.6,100.1,0
32043,Snowden Int'l High,54.7,38.1,Boston,45.3,0.5,40.1,12.1,00350690,2011,0,8.9,99.9,0.2
32044,Social Justice Academy,44.7,57,Boston,55.3,1,36.4,0.3,00350583,2011,0,5.2,99.9,0
32045,TechBoston Lower Academy,42.3,69.5,Boston,57.7,1.2,20.4,3.3,00350653,2011,0.2,4.7,99.9,0.6
32046,TechBoston Upper Academy,39.2,54,Boston,60.8,2.4,32.3,6.2,00350654,2011,0,4.5,100.1,0.7
32047,The Engineering School,32.6,50,Boston,67.4,0.6,42.2,1.8,00350582,2011,0,5.4,100.0,0
32048,The English High,41.7,35.5,Boston,58.3,1,57.3,2.1,00350535,2011,0,3.7,100.0,0.4
32049,Thomas J Kenny,45.5,56.6,Boston,54.5,0.4,14.3,20.8,00350328,2011,0.7,6.5,100.0,0.7
32050,Urban Science Academy,48.5,45.8,Boston,51.5,2.7,40.9,2.3,00350579,2011,0.3,7,100.0,1
32051,Warren-Prescott,47.7,10.3,Boston,52.3,3,26.8,2.7,00350346,2011,0,57.2,100.0,0
32052,Washington Irving Middle,41.5,34.9,Boston,58.5,1.9,49.8,1.9,00350445,2011,0,11.3,100.0,0.2
32053,William E Russell,49.3,25.7,Boston,50.7,3.4,57.7,10.5,00350366,2011,0.5,1.8,99.9,0.3
32054,William Ellery Channing,50.6,61.7,Boston,49.4,2.9,32.1,1.3,00350360,2011,0,1.9,99.9,0
32055,William H Ohrenberger,49.1,26.6,Boston,50.9,3,48.5,4,00350258,2011,0.2,17.3,100.1,0.5
32056,William McKinley,21.1,48.4,Boston,78.9,2.5,31.4,0.7,00350363,2011,0.2,15.7,99.9,1
32057,William Monroe Trotter,51.1,72.2,Boston,48.9,1.5,25.7,0.3,00350370,2011,0,0.3,100.0,0
32058,Winship Elementary,49,21.1,Boston,51,2.4,46.6,9.6,00350374,2011,0,19.9,100.0,0.4
32059,Wm B Rogers Middle,40.9,56.8,Boston,59.1,1.3,29.9,5.9,00350470,2011,0,6.1,100.0,0
32060,Young Achievers,42.6,62.5,Boston,57.4,1.4,31,0.2,00350380,2011,0,4.1,100.0,0.8
