id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
13142,John D Philbrick,39.1,59.6,Boston,60.9,0,25.2,2,00350172,2001,0,12.6,100.1,0.7
13143,John F Kennedy,50.9,24.4,Boston,49.1,0,72.1,1.4,00350166,2001,0,2,99.9,0
13144,John Marshall,44,65.2,Boston,56,0,30.9,1.8,00350178,2001,0,1.6,100.0,0.5
13145,John P Holland,46.2,55,Boston,53.8,0,25.1,18.4,00350167,2001,0,1.2,99.9,0.2
13146,John W Mccormack,50.1,46.3,Boston,49.9,0,30.7,9.6,00350179,2001,0,12.8,100.0,0.6
13147,John Winthrop,46.5,65.1,Boston,53.5,0,31.4,1,00350180,2001,0,2.6,100.1,0
13148,Joseph J Hurley,51.3,32.1,Boston,48.7,0,65.6,0.6,00350182,2001,0,1.5,100.1,0.3
13149,Joseph Lee,44.8,80.5,Boston,55.2,0,11.5,2.9,00350183,2001,0,5,100.0,0.1
13150,Joseph P Manning,45.3,54.7,Boston,54.7,0,16.1,4.3,00350184,2001,0,24.8,99.9,0
13151,Joseph P Tynan,48,54.8,Boston,52,0,11.4,8,00350181,2001,0,25,100.1,0.9
13152,Josiah Quincy,47.6,19.9,Boston,52.4,0,6,64.5,00350286,2001,0,9.4,100.0,0.2
13153,Joyce Kilmer,50,29.6,Boston,50,0,13.6,10.2,00350190,2001,0,45.2,100.0,1.4
13154,Lewis Middle School,48,75.1,Boston,52,0,21.9,0.6,00350455,2001,0,2,99.9,0.3
13155,Lucy Stone,45.2,84.6,Boston,54.8,0,9.2,1.8,00350211,2001,0,3.5,100.0,0.9
13156,Lyndon,49.7,17.8,Boston,50.3,0,38.2,2.8,00350262,2001,0,41.2,100.0,0
13157,Madison Park High,48.7,60.3,Boston,51.3,0,30.4,1.9,00350537,2001,0,7,100.0,0.4
13158,Manassah E Bradley,45.4,13.1,Boston,54.6,0,28.5,8.9,00350215,2001,0,49.1,99.9,0.3
13159,Margaret Fuller,46.7,68,Boston,53.3,0,24.6,1.6,00350217,2001,0,5.7,99.9,0
13160,Martin Luther King Jr Mid,50.8,48.8,Boston,49.2,0,48.8,1.2,00350410,2001,0,1.2,100.0,0
13161,Mary E Curley Middle,49.7,33.1,Boston,50.3,0,61.7,1,00350420,2001,0,4.3,100.1,0
13162,Mary Lyon,33.1,38,Boston,66.9,0,12.4,8.3,00350004,2001,0,41.3,100.0,0
13163,Mather,47,54.7,Boston,53,0,6.8,32,00350227,2001,0,6,100.0,0.5
13164,Mattahunt,44.9,68.2,Boston,55.1,0,27.9,0.4,00350226,2001,0,3,100.0,0.5
13165,Mattapan Ecc,52.7,62.4,Boston,47.3,0,25.4,8.3,00350008,2001,0,3.4,100.0,0.5
13166,Maurice J Tobin,52.2,32.8,Boston,47.8,0,65.2,0.9,00350229,2001,0,1.1,100.0,0
13167,Michael J Perkins,52.4,42.4,Boston,47.6,0,14.8,12.8,00350231,2001,0,29.2,100.0,0.8
13168,Mission School,47.2,50.9,Boston,52.8,0,18,5.6,00350382,2001,0,25.5,100.0,0
13169,Mozart,45.7,53.2,Boston,54.3,0,14.4,1.6,00350237,2001,0,30.9,100.1,0
13170,Multicultural Middle Coll,55,74.9,Boston,45,0,12,7.9,00350542,2001,0,5.2,100.0,0
13171,Nathan Hale,50.3,79.8,Boston,49.7,0,15.5,3.1,00350243,2001,0,1,99.9,0.5
13172,O W Holmes,43.1,82.9,Boston,56.9,0,11,0.8,00350138,2001,0,4.5,100.0,0.8
13173,O'Bryant Sch Math/Science,54.9,46.4,Boston,45.1,0,14.7,29.7,00350575,2001,0,8.9,100.1,0.4
13174,Oliver Hazard Perry,48.6,40.3,Boston,51.4,0,17.6,8.8,00350255,2001,0,32.4,100.0,0.9
13175,Patrick F Gavin Middle,50.8,50.3,Boston,49.2,0,12,10.9,00350435,2001,0,24.6,99.9,2.1
13176,Patrick J Kennedy,50.2,12.1,Boston,49.8,0,38.4,5,00350264,2001,0,43.8,100.0,0.7
13177,Patrick O'Hearn,41.9,56.3,Boston,58.1,0,4.2,8.8,00350266,2001,0,28.4,100.0,2.3
13178,Paul A Dever,48.2,38.2,Boston,51.8,0,36.2,9.6,00350268,2001,0,15.6,100.0,0.4
13179,Pauline Agassiz Shaw,46.1,92.5,Boston,53.9,0,5.4,0.3,00350270,2001,0,0.3,100.0,1.5
13180,Phineas Bates,49,57.8,Boston,51,0,20.9,2.9,00350278,2001,0,17.1,99.9,1.2
13181,Phyllis Wheatley Middle,48.6,76.7,Boston,51.4,0,17.4,0.6,00350139,2001,0,4.7,100.0,0.6
13182,Quincy E Dickerman,54.4,82.7,Boston,45.6,0,14.1,2.4,00350284,2001,0,0.4,100.0,0.4
13183,Quincy Upper School,51.7,25.6,Boston,48.3,0,7.6,60.2,00350565,2001,0,6.6,100.0,0
13184,Rafael Hernandez,50.1,19.1,Boston,49.9,0,66.5,1,00350691,2001,0,13.4,100.0,0
13185,Ralph Waldo Emerson,51.5,81.6,Boston,48.5,0,15.5,0.8,00350288,2001,0,1.7,100.0,0.4
13186,Richard J Murphy,48.2,56.2,Boston,51.8,0,6.3,16.5,00350240,2001,0,20.6,100.0,0.4
13187,Robert Gould Shaw Middle,46.5,62.6,Boston,53.5,0,23,1.6,00350475,2001,0,12.1,100.0,0.7
13188,Roger Clap,48.8,47.6,Boston,51.2,0,13.9,15.1,00350298,2001,0,23.5,100.1,0
13189,Samuel Adams,47.5,18.8,Boston,52.5,0,41.3,4,00350302,2001,0,35.9,100.0,0
13190,Samuel W Mason,43.5,58.5,Boston,56.5,0,25.1,1.9,00350304,2001,0,12.1,100.0,2.4
13191,Sarah Greenwood,50.1,36.8,Boston,49.9,0,61.6,0.2,00350308,2001,0,0.7,100.0,0.7
13192,Snowden Int'L High,59.9,53.1,Boston,40.1,0,23.2,13.2,00350690,2001,0,10,100.0,0.5
13193,Solomon Lewenberg Middle,47.2,86.7,Boston,52.8,0,8.2,1.3,00350450,2001,0,3.6,100.0,0.2
13194,South Boston High,46.1,45.2,Boston,53.9,0,15,17.6,00350570,2001,0,21.6,99.9,0.5
13195,The English High,46.1,51,Boston,53.9,0,38.7,1.9,00350535,2001,0,8.1,100.0,0.3
13196,Thomas A Edison Jr High,46.3,26.7,Boston,53.7,0,50.7,12,00350425,2001,0,10.4,100.0,0.2
13197,Thomas Gardner,49,18.9,Boston,51,0,55.6,13.1,00350326,2001,0,12.1,99.9,0.2
13198,Thomas J Kenny,48.5,72.2,Boston,51.5,0,9,5.9,00350328,2001,0,13,100.1,0
13199,Umana/Barnes Middle,47.5,13.2,Boston,52.5,0,51.7,5.3,00350405,2001,0,29.6,100.0,0.2
13200,Warren-Prescott,49.5,42.7,Boston,50.5,0,22.7,3.8,00350346,2001,0,30.3,100.0,0.5
13201,Washington Irving Middle,48.5,36,Boston,51.5,0,36.8,4.2,00350445,2001,0,22.4,99.9,0.5
13202,West Roxbury Sch,45.6,64.3,Boston,54.4,0,22.1,1.3,00350573,2001,0,11.9,100.0,0.4
13203,William E Russell,53.5,36,Boston,46.5,0,52.3,2.4,00350366,2001,0,8.2,100.1,1.2
13204,William Ellery Channing,48.1,77.7,Boston,51.9,0,11.7,2,00350360,2001,0,8.3,100.0,0.3
13205,William H Ohrenberger,55.1,29.4,Boston,44.9,0,53.9,1.9,00350258,2001,0,14.5,100.0,0.3
13206,William H Taft Middle,50,42.9,Boston,50,0,29,17.3,00350480,2001,0,10.8,100.0,0
13207,William Mckinley,20,66.7,Boston,80,0,16.7,0,00350363,2001,0,15.2,99.9,1.3
13208,William Monroe Trotter,49.7,84.6,Boston,50.3,0,8.9,0.2,00350370,2001,0,5.1,100.0,1.2
13209,Winship Elementary,42.5,13.9,Boston,57.5,0,67.3,8.5,00350374,2001,0,9.2,99.9,1
13210,Wm B Rogers Middle,50,63.5,Boston,50,0,10.6,11,00350470,2001,0,13.9,100.0,1
13211,Wm E Endicott,52.1,84.4,Boston,47.9,0,13.5,0,00350362,2001,0,2.1,100.0,0
13212,Woodrow Wilson Middle,45.2,83.6,Boston,54.8,0,8.6,3.4,00350490,2001,0,3.7,100.1,0.8
13213,Young Achievers,47,59.2,Boston,53,0,24,1,00350380,2001,0,15,99.9,0.7
