id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
33788,Dr. Catherine Ellison-Rosa Parks Early Ed School,44,47.3,Boston,56,1,44.9,6.3,00350008,2012,0,0.5,100.0,0
33789,Dr. William Henderson,48.8,23,Boston,51.2,1.6,26.2,6.6,00350266,2012,0,40.6,100.0,2
33791,East Boston Early Childhood Center,46.7,2.5,Boston,53.3,2,75.9,0.5,00350009,2012,0,18.6,100.0,0.5
33792,East Boston High,45.6,16.1,Boston,54.4,0.6,65.5,1.9,00350530,2012,0.1,15.5,100.0,0.3
33793,Edison K-8,44.3,27.6,Boston,55.7,2,45.9,11.1,00350375,2012,0.1,12.2,100.0,1.1
33794,Edward Everett,47.2,40.4,Boston,52.8,3.5,30.9,19.5,00350088,2012,0.4,5.3,100.0,0
33795,Egleston Community High School,60.7,28.7,Boston,39.3,5.3,61.3,0,00350543,2012,0,4.7,100.0,0
33796,ELC - West Zone,45.7,29.8,Boston,54.3,2.1,47.9,2.1,00350006,2012,0,17,100.0,1.1
33797,Elihu Greenwood Leadership Academy,48.2,54,Boston,51.8,1.5,42.2,0.5,00350094,2012,0,1.8,100.0,0
33798,Eliot Elementary,46.9,19.1,Boston,53.1,3.7,36.7,2.2,00350096,2012,0,38.3,100.0,0
33799,Ellis Mendell,48.9,29.5,Boston,51.1,4.8,48,0.9,00350100,2012,0.9,15.9,100.0,0
33800,Excel High School,43.8,35.3,Boston,56.2,1.1,29.5,21.2,00350522,2012,0,12.6,100.0,0.3
33801,Fenway High School,54,40.4,Boston,46,1.6,47.2,2.5,00350540,2012,0.3,7.8,100.1,0.3
33802,Franklin D Roosevelt,46.9,34.9,Boston,53.1,1.2,37.3,2.2,00350116,2012,0.2,23.9,99.9,0.2
33803,Gardner Pilot Academy,47.4,15,Boston,52.6,2.6,65.9,6.1,00350326,2012,0.6,9.5,100.0,0.3
33804,George H Conley,44.3,23.2,Boston,55.7,3,53.7,3,00350122,2012,0,17.2,100.1,0
33805,Harbor School,49,63.6,Boston,51,2.1,23,2.5,00350426,2012,0,7.5,100.0,1.3
33806,Harvard-Kent,49.6,19.5,Boston,50.4,2.3,43.8,25.1,00350200,2012,0,9.3,100.0,0
33807,Haynes Early Education Center,49,40.4,Boston,51,1.5,52.5,2.5,00350010,2012,0.5,2,99.9,0.5
33808,Henry Grew,46,49.8,Boston,54,2.3,39.6,2.3,00350135,2012,0,5.7,100.1,0.4
33809,Higginson/Lewis K-8,46.9,52.6,Boston,53.1,1,42.1,0.7,00350377,2012,0.2,2.9,100.0,0.5
33810,Horace Mann School for the Deaf,50,27.3,Boston,50,2.3,41.4,12.5,00350750,2012,0,16.4,99.9,0
33811,Hugh Roe O'Donnell,50.9,2.1,Boston,49.1,0,83,5.2,00350141,2012,0,9.7,100.0,0
33812,Jackson Mann,46,33,Boston,54,2.5,44.1,11.7,00350013,2012,0,8.4,100.1,0.4
33813,James Condon Elementary,49.7,34.8,Boston,50.3,3,35.8,8,00350146,2012,0.1,18,100.0,0.3
33814,James J Chittick,45.6,68.8,Boston,54.4,1.5,26.1,1.8,00350154,2012,0,1.8,100.0,0
33815,James Otis,44.5,3.1,Boston,55.5,0,84.1,0.5,00350156,2012,0.3,12,100.0,0
33816,James P Timilty Middle,55.2,43.6,Boston,44.8,0.9,52.2,0.6,00350485,2012,0,2,100.0,0.7
33817,James W Hennigan,49.1,32.5,Boston,50.9,1.7,60.1,1.4,00350153,2012,0.3,3.7,99.9,0.2
33818,Jeremiah E Burke High,49.2,64.4,Boston,50.8,1.6,31.7,0.8,00350525,2012,0.5,1.1,100.1,0
33819,John D Philbrick,42.8,19.1,Boston,57.2,6.6,44.7,0.7,00350172,2012,0,27.6,100.0,1.3
33820,John F Kennedy,47.7,17.2,Boston,52.3,1.8,78.7,0.3,00350166,2012,0,2.1,100.1,0
33821,John Marshall,48.6,47.3,Boston,51.4,2.2,46.8,2,00350178,2012,0.1,1,100.0,0.6
33822,John P Holland,49.7,38.2,Boston,50.3,1.2,44.1,15.5,00350167,2012,0,0.9,100.0,0.1
33823,John W McCormack,44.7,36.3,Boston,55.3,1.8,41.1,10,00350179,2012,0,9.8,100.1,1.1
33824,John Winthrop,50.6,51.7,Boston,49.4,1.4,44,0.6,00350180,2012,0.9,1.4,100.0,0
33825,Joseph J Hurley,50.6,6.4,Boston,49.4,2,75.1,0,00350182,2012,0,16.4,99.9,0
33826,Joseph Lee,46.3,60.3,Boston,53.7,2,28.6,5.7,00350183,2012,0.3,2.6,100.1,0.6
33827,Joseph P Manning,48.8,22.6,Boston,51.2,4.9,28.7,3.7,00350184,2012,0,40.2,100.1,0
33828,Joseph P Tynan,46.6,36.8,Boston,53.4,5.4,26.2,8.3,00350181,2012,0.3,22.5,100.0,0.5
33829,Josiah Quincy,48,13.5,Boston,52,2.2,19.2,56.6,00350286,2012,0,8.3,99.9,0.1
33830,Joyce Kilmer,46.8,9.9,Boston,53.2,4.9,17.2,5.7,00350190,2012,0,62.3,100.0,0
33831,King K-8,50.7,59,Boston,49.3,2.3,35.5,0.8,00350376,2012,0.3,1.6,100.0,0.5
33832,Lee Academy,46.4,50,Boston,53.6,3.6,33.2,6.6,00350001,2012,1,5.6,100.0,0
33833,Lilla G. Frederick Middle School,49.7,48.6,Boston,50.3,1.1,44,2.5,00350383,2012,0,3.2,100.0,0.6
33834,Lyndon,51.4,8.5,Boston,48.6,1.4,46.9,1.4,00350262,2012,0.2,41.3,100.0,0.3
33835,Lyon K-8,39.2,16,Boston,60.8,4.8,29.6,11.2,00350004,2012,0,38.4,100.0,0
33836,Lyon Upper 9-12,34.6,28.4,Boston,65.4,4.9,30.9,4.9,00350655,2012,0,29.6,99.9,1.2
33837,Madison Park High,42.2,44.6,Boston,57.8,1.9,47,1.7,00350537,2012,0.2,4.1,100.0,0.5
33838,Manassah E Bradley,53.2,4.1,Boston,46.8,3.4,56.3,3.1,00350215,2012,0,32.4,100.0,0.7
33839,Mather,47.8,36.9,Boston,52.2,3.7,24.7,31.1,00350227,2012,0.2,3.4,100.0,0
33840,Mattahunt,43.5,62.6,Boston,56.5,1.2,32.8,1.2,00350226,2012,0,1.6,100.0,0.6
33841,Maurice J Tobin,47.5,24.9,Boston,52.5,1.1,68.9,1.1,00350229,2012,0.4,3.1,99.9,0.4
33842,Michael J Perkins,47.7,35,Boston,52.3,5.8,45.7,4.9,00350231,2012,0.4,8.2,100.0,0
33843,Mildred Avenue K-8,48.1,68.2,Boston,51.9,1.2,28,1.2,00350378,2012,0.2,1,100.1,0.3
33844,Mission Hill School,51.8,40.4,Boston,48.2,6.6,34.9,0.6,00350382,2012,0,16.9,100.0,0.6
33845,Mozart,48.8,29.7,Boston,51.2,2.3,36,2.3,00350237,2012,0,29.7,100.0,0
33846,Nathan Hale,51.2,58.3,Boston,48.8,3.6,35.1,0.6,00350243,2012,0,1.2,100.0,1.2
33847,New Mission High School,50.4,61.2,Boston,49.6,0.4,34.5,0.4,00350542,2012,0,2.7,100.0,0.8
33848,O W Holmes,49.1,65.6,Boston,50.9,2.8,27.6,1.5,00350138,2012,0.3,1.8,99.9,0.3
33849,O'Bryant School Math/Science,56.4,37.5,Boston,43.6,0.9,29.6,20.7,00350575,2012,0.1,11.1,100.1,0.2
33850,Oliver Hazard Perry,49.8,18.5,Boston,50.2,0.4,31.3,3.1,00350255,2012,0,46.7,100.0,0
33851,Orchard Gardens,52,39.7,Boston,48,1.7,55.5,0.9,00350257,2012,0.7,1.2,100.1,0.4
33852,Patrick J Kennedy,45.8,4.7,Boston,54.2,1.4,85.2,1.1,00350264,2012,0,7.6,100.0,0
33853,Paul A Dever,50.1,26.5,Boston,49.9,1.3,61.3,7,00350268,2012,0,3.5,100.0,0.4
33854,Phineas Bates,50,33.8,Boston,50,3.1,42.8,5,00350278,2012,0,15.3,100.0,0
33855,Quincy Upper School,41.5,22.2,Boston,58.5,1.9,17.9,51.9,00350565,2012,0,5.7,100.0,0.4
33856,Rafael Hernandez,52.5,2.4,Boston,47.5,0.7,90.6,0.2,00350691,2012,0,6,99.9,0
33857,Richard J Murphy,51,24.7,Boston,49,2.3,19.6,25.3,00350240,2012,0.3,27.3,99.9,0.4
33858,Roger Clap,44.6,24.1,Boston,55.4,0.6,38.6,6,00350298,2012,0.6,29.5,100.0,0.6
33859,Samuel Adams,45.3,6.1,Boston,54.7,1.1,70.9,1.8,00350302,2012,0,20.1,100.0,0
33860,Samuel W Mason,49.8,48.9,Boston,50.2,4.3,36.5,1.3,00350304,2012,0.9,8.2,100.1,0
33861,Sarah Greenwood,50.4,26.9,Boston,49.6,1.3,69.8,0.8,00350308,2012,0.3,1,100.1,0
33862,Snowden International School at Copley,53.4,37.1,Boston,46.6,1.7,43.4,9,00350690,2012,0,8.3,100.0,0.5
33863,TechBoston Academy,43.3,64.1,Boston,56.7,1.9,24.3,4.3,00350657,2012,0.2,4.8,100.0,0.4
33864,The English High,43.3,36.6,Boston,56.7,1.5,56.7,1.5,00350535,2012,0.3,2.8,100.1,0.7
33865,Thomas J Kenny,44.9,55.8,Boston,55.1,1,21.6,15.9,00350328,2012,0.7,4,100.0,1
33866,Umana/Alighieri K-8,47.6,5.7,Boston,52.4,1.1,74,3.4,00350656,2012,0,15.6,100.1,0.3
33867,Urban Science Academy,46.2,45,Boston,53.8,1.2,45.3,1.2,00350579,2012,0.3,6.3,100.0,0.7
33868,Warren-Prescott,47.5,11.2,Boston,52.5,3.1,28.5,3.3,00350346,2012,0,53.6,99.9,0.2
33869,Washington Irving Middle,41.7,32.6,Boston,58.3,1.6,53.2,2,00350445,2012,0,10.6,100.0,0
33870,William E Russell,48.8,25.5,Boston,51.2,2.2,58.5,10.8,00350366,2012,0.3,2.2,100.0,0.5
33871,William Ellery Channing,48.8,53.9,Boston,51.2,3,40.7,0.3,00350360,2012,0,2.1,100.0,0
33872,William H Ohrenberger,49.2,25.3,Boston,50.8,2.6,51.8,3.8,00350258,2012,0.2,16.1,100.1,0.3
33873,William McKinley,26,48,Boston,74,3.6,34.9,1,00350363,2012,0,11.6,100.1,1
33874,William Monroe Trotter,48.9,65.5,Boston,51.1,1.8,31.3,0,00350370,2012,0,1.1,100.0,0.3
33875,Winship Elementary,50.3,18.9,Boston,49.7,2.4,50,11.5,00350374,2012,0,17.2,100.0,0
33876,Wm B Rogers Middle,43.8,61,Boston,56.2,1.5,27.1,5.4,00350470,2012,0,4.8,100.0,0.2
33877,Young Achievers,43.7,50.8,Boston,56.3,0.7,44.6,0.4,00350380,2012,0,3.2,100.1,0.4
