id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
26439,James J Chittick,48.4,71.9,Boston,51.6,1.4,23.1,0,00350154,2008,0,2.5,100.0,1.1
26440,James Otis,49.1,3.9,Boston,50.9,0.7,73.1,0.4,00350156,2008,0,21.9,100.0,0
26441,James P Timilty Middle,52,46.2,Boston,48,0.8,47.4,1.5,00350485,2008,0.2,2.9,100.1,1.1
26442,James W Hennigan,50.4,29.9,Boston,49.6,0.9,59.2,2.6,00350153,2008,0.2,7.2,100.0,0
26443,Jeremiah E Burke High,45.8,71.5,Boston,54.2,1.9,20.5,2.7,00350525,2008,0.5,2.7,99.8,0
26444,John D Philbrick,40.6,36.1,Boston,59.4,1.3,37.4,1.3,00350172,2008,0,23.2,99.9,0.6
26445,John F Kennedy,45.7,18.1,Boston,54.3,0.5,79,0,00350166,2008,0,2.4,100.0,0
26446,John Marshall,50.5,56.7,Boston,49.5,1.8,36.8,1.2,00350178,2008,0.2,1.4,99.9,1.8
26447,John P Holland,48.6,49.2,Boston,51.4,1.5,30.8,16.2,00350167,2008,0.6,1.5,100.0,0.2
26448,John W Mccormack,47.7,37.2,Boston,52.3,1.9,35.7,14,00350179,2008,0,10.5,100.0,0.7
26449,John Winthrop,49.5,57.3,Boston,50.5,1,39.3,0.3,00350180,2008,0,1.4,100.0,0.7
26450,Joseph J Hurley,46.9,17.9,Boston,53.1,1.6,68.4,1.3,00350182,2008,0,10.4,99.9,0.3
26451,Joseph Lee,43.4,71.1,Boston,56.6,2,19.5,2.6,00350183,2008,0,4.1,99.9,0.6
26452,Joseph P Manning,44.2,18.4,Boston,55.8,2,31.3,7.5,00350184,2008,0.7,40.1,100.0,0
26453,Joseph P Tynan,44.2,40.9,Boston,55.8,1.5,22.8,3,00350181,2008,0,30.3,100.0,1.5
26454,Josiah Quincy,47.3,10.5,Boston,52.7,1.4,11.6,68.3,00350286,2008,0,8.2,100.0,0
26455,Joyce Kilmer,48.1,10.1,Boston,51.9,4.1,20.5,7.9,00350190,2008,0,57.4,100.0,0
26456,Lee Academy,45.1,62,Boston,54.9,2.5,20.3,5.9,00350001,2008,0,9.3,100.0,0
26457,Lewis Middle School,40.4,60.4,Boston,59.6,0.4,37.2,0.4,00350455,2008,0,0.8,100.0,0.8
26458,Lilla G. Frederick Middle School,50.4,55.5,Boston,49.6,0.6,38.8,1.6,00350383,2008,0,3.1,100.1,0.5
26459,Lucy Stone,53.3,74,Boston,46.7,3,21.3,1.2,00350211,2008,0.6,0,100.1,0
26460,Lyndon,48.2,9.8,Boston,51.8,0.8,35.6,1.6,00350262,2008,0,52.2,100.0,0
26461,Madison Park High,45.4,47.6,Boston,54.6,1.2,45.3,1,00350537,2008,0.1,4.5,99.9,0.2
26462,Manassah E Bradley,50.8,6.9,Boston,49.2,3.1,53.1,4.2,00350215,2008,0,32.8,100.1,0
26463,Mario Umana Middle School Academy,48.5,10.8,Boston,51.5,1.2,65,3.2,00350405,2008,0,19,100.0,0.8
26464,Martin Luther King Jr Mid,43,68.7,Boston,57,1.6,26.9,0.4,00350410,2008,0,1.2,100.0,1.2
26465,Mary Lyon,36.2,18.1,Boston,63.8,2.6,30.2,9.5,00350004,2008,0,39.7,100.1,0
26466,Mather,47.1,42.8,Boston,52.9,2.6,16.4,34.1,00350227,2008,0.4,3.2,100.1,0.6
26467,Mattahunt,43.4,75.4,Boston,56.6,1.3,19.1,1.5,00350226,2008,0,2.2,100.0,0.5
26468,Maurice J Tobin,51.4,26.2,Boston,48.6,1.5,69.2,0.8,00350229,2008,0.3,2,100.0,0
26469,Media Communications Technology High School,39.2,57.6,Boston,60.8,0.8,30.1,0.8,00350578,2008,0,10.4,100.0,0.3
26470,Michael J Perkins,49.8,44.5,Boston,50.2,4.7,26.5,5.7,00350231,2008,0,18.5,99.9,0
26471,Mildred Avenue Middle School,46.4,79.3,Boston,53.6,0.2,16.6,1.1,00350381,2008,0.2,2,100.0,0.6
26472,Mission Hill School,51.5,43.6,Boston,48.5,5.5,27.9,1.2,00350382,2008,0,21.8,100.0,0
26473,Monument High School,51,48.2,Boston,49,0,25.3,4.7,00350538,2008,0,21.2,100.0,0.6
26474,Mozart,47,26.2,Boston,53,2,25.5,5.4,00350237,2008,0,40.3,100.1,0.7
26475,Nathan Hale,51.2,67.3,Boston,48.8,1.9,29,0,00350243,2008,0,1.9,100.1,0
26476,New Mission High School,56.7,64.3,Boston,43.3,0.8,32.1,2,00350542,2008,0,0.8,100.0,0
26477,Noonan Business Academy,49.4,70.6,Boston,50.6,0.4,25.7,1.1,00350524,2008,0,1.9,100.1,0.4
26478,O W Holmes,45.1,76.7,Boston,54.9,1.6,16.6,1.6,00350138,2008,0,3.1,100.1,0.5
26479,O'Bryant Sch Math/Science,58,41.1,Boston,42,0.9,23.5,22.2,00350575,2008,0.1,11.9,100.0,0.3
26480,Odyssey High School,49.2,45.6,Boston,50.8,1.1,27.2,5.3,00350577,2008,0,20.3,100.1,0.6
26481,Oliver Hazard Perry,46.3,15.8,Boston,53.8,2.5,17.5,3.8,00350255,2008,0,59.2,100.1,1.3
26482,Orchard Gardens,50.2,34.5,Boston,49.8,1,61,0.4,00350257,2008,0.3,2.2,99.8,0.4
26483,Parkway Academy Of Technology And Health,53.8,54.5,Boston,46.2,0.9,32,0.9,00350574,2008,0,10.8,100.0,0.9
26484,Patrick F Gavin Middle,49.3,46.7,Boston,50.7,0.9,28,8.3,00350435,2008,0,15.2,100.0,0.9
26485,Patrick J Kennedy,45.5,6.1,Boston,54.5,1.6,73.6,1.2,00350264,2008,0,17.5,100.0,0
26486,Patrick O'Hearn,51.5,39.1,Boston,48.5,4.7,9.8,9.8,00350266,2008,0.4,31.9,100.0,4.3
26487,Paul A Dever,46.9,36.9,Boston,53.1,2.1,48.5,6.5,00350268,2008,0,5.8,100.0,0.2
26488,Pauline Agassiz Shaw,46.8,89.9,Boston,53.2,0.4,8.5,0,00350270,2008,0,0.8,100.0,0.4
26489,Phineas Bates,45.8,45.1,Boston,54.2,4,35,3.7,00350278,2008,0,12.1,99.9,0
26490,Quincy E Dickerman,47,62.1,Boston,53,1.8,31.1,0,00350284,2008,0.5,4.6,100.1,0
26491,Quincy Upper School,44.9,25.6,Boston,55.1,0.8,11.9,55.9,00350565,2008,0,4.9,99.9,0.8
26492,Rafael Hernandez,52.5,3,Boston,47.5,0.7,89.8,0,00350691,2008,0,6.5,100.0,0
26493,Ralph Waldo Emerson,46.5,72.8,Boston,53.5,2.8,19.8,0.9,00350288,2008,0.9,2.3,100.0,0.5
26494,Richard J Murphy,43.8,29.3,Boston,56.2,2,9.9,24.5,00350240,2008,0.1,33.3,100.1,1
26495,Roger Clap,41.8,28.5,Boston,58.2,0.6,23.4,8.2,00350298,2008,0,38,100.0,1.3
26496,Samuel Adams,39.8,6.9,Boston,60.2,3,61.9,3,00350302,2008,0,24.7,99.9,0.4
26497,Samuel W Mason,52.1,60.7,Boston,47.9,3.8,25.6,0.5,00350304,2008,0.5,9,100.1,0
26498,Sarah Greenwood,49.6,31.5,Boston,50.4,1.3,65.3,0.5,00350308,2008,0.3,1.1,100.0,0
26499,Snowden Int'L High,55.3,44.9,Boston,44.7,1,35.7,11.6,00350690,2008,0,6.3,100.0,0.5
26500,Social Justice Academy,50.7,58.3,Boston,49.3,1.7,34.7,1.2,00350583,2008,0,4.1,100.0,0
26501,Solomon Lewenberg Middle,40.6,74.5,Boston,59.4,0.8,19.9,1.3,00350450,2008,0.3,3.2,100.0,0
26502,Tech Boston Academy,34.7,57.3,Boston,65.3,1.3,28.5,6.1,00350539,2008,0,6.7,99.9,0
26503,The Engineering School,27.3,49.4,Boston,72.7,0.9,40.4,1.5,00350582,2008,0.6,7,100.1,0.3
26504,The English High,44.4,46,Boston,55.6,1.1,46.7,1.8,00350535,2008,0,4,100.0,0.4
26505,Thomas A Edison Jr High,45.3,27.2,Boston,54.7,1.3,47.8,13.8,00350425,2008,0,8.9,99.9,0.9
26506,Thomas Gardner,44.8,15.2,Boston,55.2,1.5,59.1,13.1,00350326,2008,0,10.7,99.9,0.3
26507,Thomas J Kenny,38.6,56.6,Boston,61.4,2.2,14.5,14.5,00350328,2008,0,11,100.1,1.3
26508,Urban Science Academy,42.9,50.9,Boston,57.1,1.2,32.8,2.5,00350579,2008,0,12.3,100.0,0.3
26509,Warren-Prescott,47.7,13.8,Boston,52.3,0.7,26.9,2.7,00350346,2008,0,55.9,100.0,0
26510,Washington Irving Middle,48.1,36.7,Boston,51.9,1.5,47.5,3.8,00350445,2008,0,10.1,100.0,0.4
26511,William E Russell,51.4,24.6,Boston,48.6,2.8,58,8.6,00350366,2008,0.6,5.2,100.1,0.3
26512,William Ellery Channing,50.9,62.4,Boston,49.1,2.8,28.9,0.7,00350360,2008,0,5.2,100.0,0
26513,William H Ohrenberger,48.5,29,Boston,51.5,2.5,52,4.6,00350258,2008,0.2,11.3,100.1,0.5
26514,William Mckinley,20,58.4,Boston,80,2.1,25.6,0.2,00350363,2008,0,13,100.0,0.7
26515,William Monroe Trotter,46.9,75.1,Boston,53.1,2.1,19.9,0.3,00350370,2008,0,1.3,100.0,1.3
26516,Winship Elementary,47,24.3,Boston,53,2.2,48.7,13,00350374,2008,0,11.7,99.9,0
26517,Wm B Rogers Middle,46.3,56.7,Boston,53.7,1.4,25.9,9.6,00350470,2008,0,5.8,100.0,0.6
26518,Woodrow Wilson Middle,46.4,69.5,Boston,53.6,2.4,18.6,4.2,00350490,2008,0,4.5,100.0,0.8
26519,Young Achievers,44.7,61.7,Boston,55.3,2.7,30.7,1.2,00350380,2008,0,3.3,99.9,0.3
