id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
16963,David A Ellis,51.6,49.7,Boston,48.4,0,48.4,0.3,00350072,2003,0,1.3,100.0,0.3
16964,Dearborn,49.1,65.3,Boston,50.9,0,29.7,1,00350074,2003,0,3.2,100.0,0.8
16965,Dennis C Haley,44.3,75,Boston,55.7,0,18.2,2.7,00350077,2003,0,3.4,100.0,0.7
16966,Donald Mckay,49.7,4.8,Boston,50.3,0,88.9,0.3,00350080,2003,0,5.9,99.9,0
16967,Dorchester High,43.5,70.5,Boston,56.5,0,25.3,1.1,00350520,2003,0,2.7,100.0,0.4
16968,East Boston ECC,51.3,12.6,Boston,48.7,0,69.6,2.1,00350009,2003,0,15.7,100.0,0
16969,East Boston High,44.7,24.4,Boston,55.3,0,47.1,3.7,00350530,2003,0,24.2,99.9,0.5
16971,Edward Everett,53.6,38.9,Boston,46.4,0,13.7,22.9,00350088,2003,0,23.9,100.1,0.7
16972,Egleston Comm High School,50,69,Boston,50,0,31,0,00350543,2003,0,0,100.0,0
16973,ELC - East Zone,43,78.5,Boston,57,0,11.9,8.1,00350005,2003,0,1.5,100.0,0
16974,ELC - North Zone,40.5,22.6,Boston,59.5,0,20.2,36.9,00350003,2003,0,20.2,99.9,0
16975,ELC - West Zone,45,42,Boston,55,0,32,2,00350006,2003,0,22,100.0,2
16976,Elihu Greenwood,49.2,75.7,Boston,50.8,0,16.9,0.7,00350094,2003,0,5.8,100.1,1
16977,Eliot Elementary,48.6,38.1,Boston,51.4,0,38.1,2.2,00350096,2003,0,21.5,99.9,0
16978,Ellis Mendell,43.7,54.4,Boston,56.3,0,42.3,0.5,00350100,2003,0,2.3,100.0,0.5
16979,Emily A Fifield,46.9,89.9,Boston,53.1,0,8.3,0.9,00350102,2003,0,0.6,100.0,0.3
16981,Expulsion Alt School,7.7,84.6,Boston,92.3,0,0,7.7,00350580,2003,0,7.7,100.0,0
16982,Farragut,48.2,45.1,Boston,51.8,0,28.1,19.4,00350108,2003,0,5.9,100.1,1.6
16983,Fenway High School,53.5,49.4,Boston,46.5,0,25.3,2.6,00350540,2003,0,21.9,99.9,0.7
16984,Frank V Thompson Middle,45,83.7,Boston,55,0,9.9,2.6,00350114,2003,0,3.9,100.1,0
16985,Franklin D Roosevelt,45,61.6,Boston,55,0,13.3,3.3,00350116,2003,0,21.8,100.0,0
16986,George H Conley,39,52.3,Boston,61,0,28,0.9,00350122,2003,0,18.8,100.0,0
16987,Grover Cleveland,45.2,71.3,Boston,54.8,0,20.3,2.5,00350415,2003,0,5.4,100.1,0.6
16988,Harbor School,48.8,76.6,Boston,51.2,0,9,3.1,00350426,2003,0,11.3,100.0,0
16989,Harriet A Baldwin,51.3,16.7,Boston,48.7,0,7.3,64.7,00350129,2003,0,11.3,100.0,0
16990,Harvard-Kent,45.8,21.7,Boston,54.2,0,27.6,29.1,00350200,2003,0,21.4,100.0,0.2
16991,Henry Grew,50.4,62.4,Boston,49.6,0,18.4,2.4,00350135,2003,0,16.4,100.0,0.4
16992,Henry L Higginson,51.3,73.1,Boston,48.7,0,23.1,1.3,00350137,2003,0,2.6,100.1,0
16993,Horace Mann,46.6,38.3,Boston,53.4,0,31.6,9.8,00350750,2003,0,20.3,100.0,0
16994,Hugh Roe O'Donnell,50.8,5.8,Boston,49.2,0,56.3,10.8,00350141,2003,0,27.1,100.0,0
16995,Hyde Park High School,41.7,72,Boston,58.3,0,20.2,2.1,00350550,2003,0,5.4,100.0,0.3
16996,Jackson Mann,45,45.9,Boston,55,0,24.8,11.7,00350013,2003,0,17.6,100.0,0
16997,James A Garfield Elem,49.3,42.1,Boston,50.7,0,30.4,11.1,00350152,2003,0,16.1,100.1,0.4
16998,James Condon Elem,44.7,44.7,Boston,55.3,0,14.1,13.3,00350146,2003,0,27.5,100.0,0.4
16999,James J Chittick,44,91.8,Boston,56,0,5.4,0,00350154,2003,0,1.9,100.0,0.9
17000,James M Curley,45.1,49.6,Boston,54.9,0,32.3,1.5,00350384,2003,0,16.5,99.9,0
17001,James Otis,50.6,4.9,Boston,49.4,0,63.4,3.1,00350156,2003,0,28.6,100.0,0
17002,James P Timilty Middle,52.1,52.3,Boston,47.9,0,41,3.5,00350485,2003,0,2.6,100.2,0.8
17003,James W Hennigan,50.4,33.4,Boston,49.6,0,47.4,3.1,00350153,2003,0,15.8,99.9,0.2
17004,Jeremiah E Burke High,46.8,85.8,Boston,53.2,0,9.4,2.7,00350525,2003,0,1.6,100.0,0.5
17005,John D Philbrick,44.2,55.8,Boston,55.8,0,27.5,2.2,00350172,2003,0,14.5,100.0,0
17006,John F Kennedy,46.7,27.8,Boston,53.3,0,69.7,0.7,00350166,2003,0,1.8,100.0,0
17007,John Marshall,45.2,64.3,Boston,54.8,0,31.5,1.6,00350178,2003,0,1.8,100.0,0.8
17008,John P Holland,46.9,49.9,Boston,53.1,0,28.8,19.2,00350167,2003,0,1.2,99.9,0.8
17009,John W McCormack,51.3,36.7,Boston,48.7,0,40.6,12.8,00350179,2003,0,9.1,100.0,0.8
17010,John Winthrop,48.3,63.9,Boston,51.7,0,30.7,0.9,00350180,2003,0,3.8,99.9,0.6
17011,Joseph J Hurley,50.8,28.9,Boston,49.2,0,68.9,0.3,00350182,2003,0,1.6,100.0,0.3
17012,Joseph Lee,42.5,81.7,Boston,57.5,0,11.3,3.1,00350183,2003,0,3.6,100.0,0.3
17013,Joseph P Manning,46.4,43.5,Boston,53.6,0,12.5,5.4,00350184,2003,0,38.7,100.1,0
17014,Joseph P Tynan,49.4,54.5,Boston,50.6,0,13.3,5.9,00350181,2003,0,25.1,100.0,1.2
17015,Josiah Quincy,50.2,14,Boston,49.8,0,7.9,69.1,00350286,2003,0,8.8,100.0,0.2
17016,Joyce Kilmer,52.8,27,Boston,47.2,0,11.6,10.5,00350190,2003,0,50.2,100.0,0.7
17017,Lewis Middle School,47.6,71.4,Boston,52.4,0,26,1,00350455,2003,0,1.6,100.0,0
17018,Lucy Stone,47.2,83.9,Boston,52.8,0,10.9,2.1,00350211,2003,0,2.1,100.0,1
17019,Lyndon,46.4,14.6,Boston,53.6,0,34.9,4.1,00350262,2003,0,46.4,100.0,0
17020,Madison Park High,46.8,58.2,Boston,53.2,0,35,1.5,00350537,2003,0,4.9,100.1,0.5
17021,Manassah E Bradley,49.7,11.6,Boston,50.3,0,37.3,8.6,00350215,2003,0,41.8,100.0,0.7
17022,Margaret Fuller,46.2,67.4,Boston,53.8,0,27.2,0,00350217,2003,0,5.4,100.0,0
17023,Martin Luther King Jr Mid,46.5,48.5,Boston,53.5,0,49.1,0.7,00350410,2003,0,1.5,100.0,0.2
17024,Mary E Curley Middle,53.6,33.3,Boston,46.4,0,59.8,1,00350420,2003,0,5.6,100.0,0.3
17025,Mary Lyon,33.6,34.4,Boston,66.4,0,17.2,7.4,00350004,2003,0,41,100.0,0
17026,Mather,48.6,53.3,Boston,51.4,0,9.1,32.4,00350227,2003,0,5,100.0,0.2
17027,Mattahunt,47,66.9,Boston,53,0,29.4,0.3,00350226,2003,0,3.2,100.1,0.3
17028,Mattapan ECC,49.2,65.4,Boston,50.8,0,21.8,10.1,00350008,2003,0,2.8,100.1,0
17029,Maurice J Tobin,52.4,29.9,Boston,47.6,0,68.7,0.6,00350229,2003,0,0.8,100.0,0
17030,Michael J Perkins,52.3,46.8,Boston,47.7,0,14.8,10.6,00350231,2003,0,26.9,100.0,0.9
17032,Mission Hill School,53.3,58,Boston,46.7,0,15.4,3.6,00350382,2003,0,21.9,100.1,1.2
17034,Mozart,45.1,46.8,Boston,54.9,0,16.2,3.5,00350237,2003,0,33.5,100.0,0
17035,Nathan Hale,48.8,84.3,Boston,51.2,0,12.7,0.6,00350243,2003,0,1.8,100.0,0.6
17037,New Mission High School,53.4,66.3,Boston,46.6,0,24.9,4.1,00350542,2003,0,4.7,100.0,0
17038,O W Holmes,45.3,78.5,Boston,54.7,0,15,2.3,00350138,2003,0,2.8,100.0,1.4
17039,O'Bryant Sch Math/Science,57.1,50,Boston,42.9,0,15.3,24.3,00350575,2003,0,10.2,100.1,0.3
17041,Oliver Hazard Perry,47.9,36.7,Boston,52.1,0,12.8,12.8,00350255,2003,0,37.2,100.0,0.5
17043,Patrick F Gavin Middle,51.6,49.6,Boston,48.4,0,16.3,11,00350435,2003,0,21.8,100.1,1.4
17044,Patrick J Kennedy,53.6,9.1,Boston,46.4,0,43.1,4.8,00350264,2003,0,42.1,100.1,1
17045,Patrick O'Hearn,45.4,57.5,Boston,54.6,0,4.8,8.2,00350266,2003,0,27.1,100.0,2.4
17046,Paul A Dever,46.5,38.4,Boston,53.5,0,44,6.9,00350268,2003,0,10.5,100.0,0.2
17047,Pauline Agassiz Shaw,46.7,91.6,Boston,53.3,0,5.7,1.9,00350270,2003,0,0.4,100.0,0.4
17048,Phineas Bates,48,61,Boston,52,0,20,3.7,00350278,2003,0,14,100.0,1.3
17049,Phyllis Wheatley Middle,47.9,75.1,Boston,52.1,0,21.5,0.3,00350139,2003,0,3.2,100.1,0
17050,Quincy E Dickerman,44.8,79.8,Boston,55.2,0,15.7,2.2,00350284,2003,0,1.8,99.9,0.4
17051,Quincy Upper School,47.3,28.7,Boston,52.7,0,7.2,55.7,00350565,2003,0,8.4,100.0,0
17052,Rafael Hernandez,50.1,14.2,Boston,49.9,0,74.8,0.8,00350691,2003,0,10.2,100.0,0
17053,Ralph Waldo Emerson,50.9,87,Boston,49.1,0,8.3,2.3,00350288,2003,0,1.9,100.0,0.5
17054,Richard J Murphy,45.7,43.4,Boston,54.3,0,5.2,24.9,00350240,2003,0,26.3,100.0,0.2
17055,Robert Gould Shaw Middle,48.4,56.4,Boston,51.6,0,24.6,2.9,00350475,2003,0,15.2,99.9,0.8
17056,Roger Clap,49.7,45.6,Boston,50.3,0,15.6,15,00350298,2003,0,23.1,100.0,0.7
17057,Samuel Adams,45.3,18.8,Boston,54.7,0,47.8,2.4,00350302,2003,0,31,100.0,0
17058,Samuel W Mason,43.5,64.4,Boston,56.5,0,26.2,1,00350304,2003,0,8.4,100.0,0
17059,Sarah Greenwood,54,37.8,Boston,46,0,60.8,0.5,00350308,2003,0,1,100.1,0
17060,Snowden Int'l High,54.1,48.9,Boston,45.9,0,27.5,11.9,00350690,2003,0,11,100.0,0.7
17061,Solomon Lewenberg Middle,45.7,85.3,Boston,54.3,0,9.6,1.9,00350450,2003,0,2.7,100.0,0.5
17062,South Boston High,43.4,46.8,Boston,56.6,0,16.5,13.7,00350570,2003,0,22.6,100.1,0.5
17063,Tech Boston Academy,40.8,53.9,Boston,59.2,0,19.7,5.3,00350539,2003,0,19.7,99.9,1.3
17064,The English High,48.6,47.9,Boston,51.4,0,42.8,2.7,00350535,2003,0,6.2,99.9,0.3
17065,Thomas A Edison Jr High,46.2,24.7,Boston,53.8,0,52.5,13.7,00350425,2003,0,8.9,99.9,0.1
17066,Thomas Gardner,49.3,17.3,Boston,50.7,0,58.5,13.4,00350326,2003,0,10.5,100.0,0.3
17067,Thomas J Kenny,49.5,71.8,Boston,50.5,0,8.6,7.6,00350328,2003,0,10.7,100.1,1.4
17068,Umana/Barnes Middle,48.3,9.9,Boston,51.7,0,56.6,3.6,00350405,2003,0,29.9,100.1,0.1
17069,Warren-Prescott,45.2,37.3,Boston,54.8,0,18.8,3.8,00350346,2003,0,40.1,100.0,0
17070,Washington Irving Middle,49.7,31.5,Boston,50.3,0,41.6,3.7,00350445,2003,0,22.9,99.9,0.2
17071,West Roxbury Sch,44.8,62.5,Boston,55.2,0,24.1,1.6,00350573,2003,0,11.4,100.0,0.4
17072,William E Russell,50.9,33.3,Boston,49.1,0,55,4,00350366,2003,0,7.8,100.1,0
17073,William Ellery Channing,45.9,81.6,Boston,54.1,0,10.8,1.3,00350360,2003,0,5.9,99.9,0.3
17074,William H Ohrenberger,49.7,30.9,Boston,50.3,0,53.7,2.5,00350258,2003,0,12.5,100.0,0.4
17075,William H Taft Middle,48,43.8,Boston,52,0,35,9.1,00350480,2003,0,11.6,100.1,0.6
17076,William McKinley,19,64.3,Boston,81,0,18.6,0.6,00350363,2003,0,15.4,100.0,1.1
17077,William Monroe Trotter,45.7,84.9,Boston,54.3,0,11.3,0,00350370,2003,0,1.5,100.1,2.4
17078,Winship Elementary,44.3,13.3,Boston,55.7,0,66.4,7,00350374,2003,0,11.4,99.9,1.8
17079,Wm B Rogers Middle,48.1,65,Boston,51.9,0,13.4,10.9,00350470,2003,0,10.3,100.0,0.4
17080,Wm E Endicott,46,85.3,Boston,54,0,13.3,0,00350362,2003,0,1.3,99.9,0
17081,Woodrow Wilson Middle,47.8,84.1,Boston,52.2,0,8.6,3.7,00350490,2003,0,3,100.0,0.6
17082,Young Achievers,48.3,66.3,Boston,51.7,0,19.7,2,00350380,2003,0,10,100.0,2
17083,Young Adult Center,33.3,66.7,Boston,66.7,0,33.3,0,00350588,2003,0,0,100.0,0
