id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
2009,Joseph Lee,46.5,79.5,Boston,53.5,0,7.4,2.1,00350183,1995,0,10.6,100.1,0.5
2010,Joseph P Manning,45.3,44.3,Boston,54.7,0,24.5,2.1,00350184,1995,0,29.2,100.1,0
2011,Joseph P Tynan,47.6,60,Boston,52.4,0,4.5,3.5,00350181,1995,0,31.8,100.0,0.2
2012,Josiah Quincy,50.2,23,Boston,49.8,0,4.7,58.4,00350286,1995,0,13.4,99.9,0.4
2013,Joyce Kilmer,50.7,28.7,Boston,49.3,0,10.7,10.7,00350190,1995,0,49.3,100.0,0.6
2014,Lewis Middle School,46,74.4,Boston,54,0,17,0,00350455,1995,0,8.7,100.1,0
2015,Lucy Stone,44.4,76.6,Boston,55.6,0,10.7,2.8,00350211,1995,0,8.7,100.0,1.2
2016,Madison Park High,45.5,57.3,Boston,54.5,0,31,4.6,00350537,1995,0,6.8,100.0,0.3
2017,Manassah E Bradley,50.4,24.5,Boston,49.6,0,12.1,6.5,00350215,1995,0,56.3,100.0,0.6
2018,Margaret Fuller,50.7,56.3,Boston,49.3,0,23.5,1.8,00350217,1995,0,18,100.0,0.4
2019,Martin Luther King Jr Mid,54.9,45.3,Boston,45.1,0,47.2,3,00350410,1995,0,4.4,99.9,0
2020,Mary E Curley Middle,48.9,34,Boston,51.1,0,56.9,1.3,00350420,1995,0,7.6,99.9,0.1
2021,Mary Lyon,38.5,47.4,Boston,61.5,0,10.3,16.7,00350004,1995,0,25.6,100.0,0
2022,Mather,47.1,48.8,Boston,52.9,0,4.8,33.8,00350227,1995,0,12.5,100.1,0.2
2023,Mattahunt,47.7,65,Boston,52.3,0,24.2,0.1,00350226,1995,0,10.5,100.0,0.2
2024,Maurice J Tobin,50.5,31.3,Boston,49.5,0,62.5,1.4,00350229,1995,0,4.7,100.1,0.2
2025,Michael J Perkins,49.1,35.8,Boston,50.9,0,7.5,13.2,00350231,1995,0,42.5,99.9,0.9
2026,Mozart,46.2,51.3,Boston,53.8,0,20.1,1,00350237,1995,0,27.6,100.0,0
2027,Nathan Hale,47.6,91.5,Boston,52.4,0,7.5,0,00350243,1995,0,0.9,99.9,0
2028,O W Holmes,43.5,76.1,Boston,56.5,0,8.1,2.9,00350138,1995,0,12.4,100.0,0.5
2029,O'Bryant Sch Math/Science,54.7,50.7,Boston,45.3,0,13,27.3,00350575,1995,0,8.8,100.0,0.2
2030,Oliver Hazard Perry,48.7,39.3,Boston,51.3,0,9.9,6.8,00350255,1995,0,42.4,100.0,1.6
2031,Patrick F Gavin Middle,50.3,43.2,Boston,49.7,0,10,14.3,00350435,1995,0,30.3,100.0,2.2
2032,Patrick J Kennedy,47.6,17.9,Boston,52.4,0,24,6.4,00350264,1995,0,50.7,100.0,1
2033,Patrick O'Hearn,46.4,57.7,Boston,53.6,0,2.7,5,00350266,1995,0,32.9,100.1,1.8
2034,Paul A Dever,47.3,42.4,Boston,52.7,0,32.4,4.3,00350268,1995,0,19.4,100.1,1.6
2035,Pauline Agassiz Shaw,47,92.1,Boston,53,0,4.3,0.3,00350270,1995,0,3,100.0,0.3
2036,Phineas Bates,54.7,56.6,Boston,45.3,0,18.9,2.5,00350278,1995,0,22,100.0,0
2037,Phyllis Wheatley Middle,49.1,76,Boston,50.9,0,16.3,0.7,00350139,1995,0,5.7,100.1,1.4
2038,Quincy E Dickerman,48.5,83.8,Boston,51.5,0,14.2,0.3,00350284,1995,0,0.8,99.9,0.8
2039,Rafael Hernandez,51.9,26.7,Boston,48.1,0,58.3,0,00350691,1995,0,14.4,99.9,0.5
2040,Ralph Waldo Emerson,55.8,87.5,Boston,44.2,0,9,0,00350288,1995,0,2.6,100.1,1
2041,Richard J Murphy,46.6,63.9,Boston,53.4,0,3.4,5.5,00350240,1995,0,26.5,100.0,0.7
2042,Robert Gould Shaw Middle,42.3,54.9,Boston,57.7,0,17.3,3.7,00350475,1995,0,23.8,100.0,0.3
2043,Roger Clap,44.4,41.9,Boston,55.6,0,6,14.1,00350298,1995,0,37.2,100.1,0.9
2044,Samuel Adams,44.2,31,Boston,55.8,0,14.2,6.8,00350302,1995,0,47.7,100.0,0.3
2045,Samuel W Mason,43,65.8,Boston,57,0,15.8,2.6,00350304,1995,0,14.3,100.0,1.5
2046,Sarah Greenwood,48.1,47.6,Boston,51.9,0,51.6,0,00350308,1995,0,0.8,100.0,0
2047,Snowden Int'L High,60,57.9,Boston,40,0,17.1,9.1,00350690,1995,0,15.9,100.0,0
2048,Solomon Lewenberg Middle,44.2,76,Boston,55.8,0,6.6,2.9,00350450,1995,0,14.3,100.0,0.2
2049,South Boston High,41.3,41.4,Boston,58.7,0,15.9,16.7,00350570,1995,0,25.4,99.9,0.5
2050,The English High,51.3,45.9,Boston,48.7,0,40.7,1.8,00350535,1995,0,11.6,100.1,0.1
2051,Thomas A Edison Jr High,46.2,22.5,Boston,53.8,0,43.1,25.8,00350425,1995,0,8.6,100.0,0
2052,Thomas Gardner,47.5,27.7,Boston,52.5,0,41.7,13.9,00350326,1995,0,16.7,100.0,0
2053,Thomas J Kenny,52,63.7,Boston,48,0,2.6,3.8,00350328,1995,0,29.6,99.9,0.2
2054,Warren-Prescott,48,38.6,Boston,52,0,13.4,7,00350346,1995,0,41,100.0,0
2055,Washington Irving Middle,51,36.5,Boston,49,0,35,4.5,00350445,1995,0,23.7,100.0,0.3
2056,West Roxbury Sch,46.5,63.7,Boston,53.5,0,18,1.5,00350573,1995,0,16.3,100.0,0.5
2057,William E Russell,50.1,39,Boston,49.9,0,39.4,4.3,00350366,1995,0,16.6,100.0,0.7
2058,William Ellery Channing,53.5,71,Boston,46.5,0,6.3,1.8,00350360,1995,0,20.2,100.1,0.8
2059,William H Ohrenberger,49,30.9,Boston,51,0,47.5,4.1,00350258,1995,0,17,100.0,0.5
2060,William H Taft Middle,48.7,35.2,Boston,51.3,0,20,26.1,00350480,1995,0,18.3,100.0,0.4
2061,William Mckinley,18.7,66.5,Boston,81.3,0,16.4,0.8,00350363,1995,0,16.1,100.1,0.3
2062,William Monroe Trotter,50.7,82.5,Boston,49.3,0,7,1.1,00350370,1995,0,8.7,100.0,0.7
2063,Winship Elementary,45.4,17.9,Boston,54.6,0,58.4,5.9,00350374,1995,0,17.6,100.1,0.3
2064,Wm B Rogers Middle,41.3,66.2,Boston,58.7,0,10.3,1.3,00350470,1995,0,21.7,100.1,0.6
2065,Wm E Endicott,48.8,87,Boston,51.2,0,7.7,1.9,00350362,1995,0,3.4,100.0,0
2066,Woodrow Wilson Middle,45.3,82.1,Boston,54.7,0,5.8,4.3,00350490,1995,0,7.2,100.1,0.7
