id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
22633,David A Ellis,47.6,46.4,Boston,52.4,0.9,50.8,0,00350072,2006,0,1.6,100.0,0.3
22634,Dearborn,46.6,54.1,Boston,53.4,0.2,37.8,5.4,00350074,2006,0,2.3,100.0,0.2
22635,Dennis C Haley,45.4,60,Boston,54.6,3.6,25.7,1.1,00350077,2006,0,9.6,100.0,0
22636,Donald Mckay,50.5,2.6,Boston,49.5,0.2,90.1,0.5,00350080,2006,0,6.7,100.1,0
22637,East Boston ECC,47.7,6.5,Boston,52.3,0,76.2,2.3,00350009,2006,0,14.5,100.0,0.5
22638,East Boston High,47.8,21.7,Boston,52.2,0.6,53.5,2,00350530,2006,0.1,21.7,100.1,0.5
22639,Economics and Business Academy,45,72.3,Boston,55,0.4,21.8,3,00350524,2006,0,1.8,100.0,0.7
22640,Edward Everett,52.3,44.1,Boston,47.7,2.9,17.6,19.7,00350088,2006,0,15.1,100.1,0.7
22641,Egleston Comm High School,57.9,61.7,Boston,42.1,0,37.4,0.9,00350543,2006,0,0,100.0,0
22642,ELC - East Zone,45.9,70.7,Boston,54.1,0.8,21.8,3,00350005,2006,0,1.5,100.1,2.3
22643,ELC - North Zone,50.3,24.6,Boston,49.7,1.7,25.7,24.6,00350003,2006,0,22.9,100.1,0.6
22644,ELC - West Zone,48.6,37.1,Boston,51.4,1,41.9,4.8,00350006,2006,0,15.2,100.0,0
22645,Elihu Greenwood,47.3,69.1,Boston,52.7,0.5,26.2,1,00350094,2006,0,2.7,100.0,0.5
22646,Eliot Elementary,45.5,24,Boston,54.5,4.5,35.7,1.9,00350096,2006,0,33.8,99.9,0
22647,Ellis Mendell,52.5,44.3,Boston,47.5,1.1,49.7,1.6,00350100,2006,0,2.2,100.0,1.1
22648,Emily A Fifield,51.3,82.2,Boston,48.7,2.2,11.5,1.3,00350102,2006,1,1.9,100.1,0
22649,Excel High School,47.3,39.4,Boston,52.7,0.5,19.4,22.6,00350522,2006,0,17.8,100.0,0.3
22650,Farragut,47.4,43.5,Boston,52.6,3,37,10.4,00350108,2006,0,4.3,99.9,1.7
22651,Fenway High School,56.4,46.4,Boston,43.6,1.1,31.8,2.5,00350540,2006,0,16.8,100.0,1.4
22652,Franklin D Roosevelt,50.4,43.9,Boston,49.6,1.5,21.8,2.3,00350116,2006,0,30.5,100.0,0
22653,George H Conley,41.5,49.8,Boston,58.5,1.4,30,0.9,00350122,2006,0,17.5,100.1,0.5
22654,Grover Cleveland,41.7,63.4,Boston,58.3,1.4,22.3,6.6,00350415,2006,0.9,5.1,100.0,0.3
22655,Harbor School,50,64.9,Boston,50,2.3,19.1,2.7,00350426,2006,0,10.7,100.1,0.4
22656,Harvard-Kent,46.3,19.5,Boston,53.7,1.1,28.6,36.2,00350200,2006,0,13.9,100.0,0.7
22657,Henry Grew,50.8,53.2,Boston,49.2,1.6,28.6,1.6,00350135,2006,0,14.7,100.1,0.4
22658,Henry L Higginson,46.6,68.3,Boston,53.4,0.6,28,0,00350137,2006,0,2.5,100.0,0.6
22659,Horace Mann,47.8,30.9,Boston,52.2,2.9,42.6,9.6,00350750,2006,0,13.2,99.9,0.7
22660,Hugh Roe O'Donnell,50.7,5.5,Boston,49.3,0.9,64.8,5,00350141,2006,0,23.7,99.9,0
22662,Jackson Mann,44.3,39,Boston,55.7,1,28.8,13.5,00350013,2006,0,17.3,100.0,0.4
22663,James A Garfield Elem,48.8,41.4,Boston,51.2,2.8,34.4,8.8,00350152,2006,0,12.1,100.0,0.5
22664,James Condon Elem,48.4,38.6,Boston,51.6,1.5,25.6,11.7,00350146,2006,0.6,21.6,100.0,0.4
22665,James J Chittick,45.6,84.4,Boston,54.4,0.4,11.2,1.2,00350154,2006,0,2.4,100.0,0.4
22666,James M Curley,51.8,32,Boston,48.2,1.5,41.9,2.9,00350384,2006,0,21,100.0,0.7
22667,James Otis,52.1,3.1,Boston,47.9,0.8,66.7,1.9,00350156,2006,0,27.2,100.1,0.4
22668,James P Timilty Middle,54.5,50.7,Boston,45.5,1.9,41.8,3,00350485,2006,0.1,2.2,100.0,0.3
22669,James W Hennigan,51.7,26.1,Boston,48.3,0.6,59,3,00350153,2006,0.2,10.5,100.0,0.6
22670,Jeremiah E Burke High,46.9,77.6,Boston,53.1,0.1,16.7,3.3,00350525,2006,0.1,1.8,100.0,0.4
22671,John D Philbrick,41.8,39.7,Boston,58.2,2.1,39,3.5,00350172,2006,0,14.9,99.9,0.7
22672,John F Kennedy,46.9,17.9,Boston,53.1,0.8,77.1,0.5,00350166,2006,0,3.8,100.1,0
22673,John Marshall,49.5,57.4,Boston,50.5,1,35.4,1.9,00350178,2006,0.2,1.6,99.9,2.4
22674,John P Holland,46.6,49.9,Boston,53.4,0.3,31.7,15.9,00350167,2006,0.3,1.4,100.0,0.5
22675,John W McCormack,49,38.6,Boston,51,0.5,38,12.2,00350179,2006,0.5,9.5,99.8,0.5
22676,John Winthrop,46.7,61.7,Boston,53.3,1,33.7,0,00350180,2006,0,1.7,100.1,2
22677,Joseph J Hurley,51.6,28.4,Boston,48.4,1,63.3,1,00350182,2006,0.3,5.9,99.9,0
22678,Joseph Lee,43.8,76.6,Boston,56.2,0.5,15,3.6,00350183,2006,0,3.9,100.1,0.5
22679,Joseph P Manning,44.2,21.5,Boston,55.8,1.7,15.7,7,00350184,2006,0,54.1,100.0,0
22680,Joseph P Tynan,46,46.6,Boston,54,2.1,18.9,4.6,00350181,2006,0.6,26.5,99.9,0.6
22681,Josiah Quincy,47.9,12.4,Boston,52.1,1,9.5,70.8,00350286,2006,0.1,6.2,100.0,0
22682,Joyce Kilmer,47.7,14.4,Boston,52.3,1.8,10.1,10.5,00350190,2006,0,63.2,100.0,0
22683,Lee Academy,45.8,69.3,Boston,54.2,3.9,19,3.9,00350001,2006,0,3.9,100.0,0
22684,Lewis Middle School,42.8,67.9,Boston,57.2,0.7,27.8,0.7,00350455,2006,0,2.3,100.1,0.7
22685,Lucy Stone,48.1,80.2,Boston,51.9,3.1,16,0,00350211,2006,0,0.6,99.9,0
22686,Lyndon,45.6,9.7,Boston,54.4,1.7,26.9,2.3,00350262,2006,0,59.3,99.9,0
22687,Madison Park High,46.9,51.6,Boston,53.1,0.2,42.9,1.1,00350537,2006,0,3.8,100.0,0.4
22688,Manassah E Bradley,47,7.7,Boston,53,2,46.6,7.3,00350215,2006,0,36,100.0,0.4
22689,Martin Luther King Jr Mid,45.1,61.8,Boston,54.9,0.7,32.9,2,00350410,2006,0,1.6,100.0,1
22690,Mary E Curley Middle,48.9,27.1,Boston,51.1,1.1,64.7,1.7,00350420,2006,0,5.4,100.0,0
22691,Mary Lyon,34.5,19.8,Boston,65.5,3.4,31.9,8.6,00350004,2006,0,36.2,99.9,0
22692,Mather,47.8,50.5,Boston,52.2,1,13.4,31.7,00350227,2006,0,2.7,99.9,0.6
22693,Mattahunt,43.4,75.9,Boston,56.6,1.2,18.9,0.2,00350226,2006,0.2,3.4,100.0,0.2
22694,Mattapan ECC,52.6,58.4,Boston,47.4,1.1,27.4,9.5,00350008,2006,0,1.6,100.1,2.1
22695,Maurice J Tobin,48.8,26.6,Boston,51.2,0.5,69.8,1,00350229,2006,0,1.3,100.0,0.8
22696,Media Communications Technology High School,44.9,57.7,Boston,55.1,0.8,27.7,1,00350578,2006,0,11.8,100.0,1
22697,Michael J Perkins,48.1,52.9,Boston,51.9,1.9,20.5,4.8,00350231,2006,0,19,100.1,1
22698,Mildred Avenue Middle School,46.2,76.3,Boston,53.8,0.7,18.5,1,00350381,2006,0,3.3,100.1,0.3
22699,Mission Hill School,50.6,53.8,Boston,49.4,3.2,16,4.5,00350382,2006,0,21.8,99.9,0.6
22700,Monument High School,48.2,47.2,Boston,51.8,0,22.6,5.4,00350538,2006,0,24,100.0,0.8
22701,Mozart,42.3,36.9,Boston,57.7,1.3,19.5,2.7,00350237,2006,0,38.9,100.0,0.7
22702,Nathan Hale,45.8,75.3,Boston,54.2,0.5,23.2,0,00350243,2006,0,1.1,100.1,0
22703,New Boston Pilot Middle School,49.7,60.2,Boston,50.3,0.6,35.8,0.9,00350383,2006,0,1.5,100.0,1
22704,New Mission High School,51.5,61.2,Boston,48.5,0,31.9,2.7,00350542,2006,0,3.5,100.1,0.8
22705,O W Holmes,44.1,73,Boston,55.9,1.9,17.5,2.4,00350138,2006,0.9,3.8,100.0,0.5
22706,O'Bryant Sch Math/Science,59.7,45.5,Boston,40.3,0.3,20.3,22.7,00350575,2006,0,10.9,100.0,0.3
22707,Odyssey High School,48,45,Boston,52,0.5,27.9,5.7,00350577,2006,0,20.6,100.0,0.3
22708,Oliver Hazard Perry,47.3,18.1,Boston,52.7,1.6,15.9,4.4,00350255,2006,0,58.8,99.9,1.1
22709,Orchard Gardens,50.3,40.8,Boston,49.7,0.8,55.2,0.5,00350257,2006,0.2,2.3,100.0,0.2
22710,Parkway Academy of Technology and Health,62.1,56.4,Boston,37.9,0,30.3,1.3,00350574,2006,0,11.5,100.1,0.6
22711,Patrick F Gavin Middle,45.9,48.6,Boston,54.1,1.7,25.6,8,00350435,2006,0,15.6,100.1,0.6
22712,Patrick J Kennedy,51.5,7.4,Boston,48.5,0.5,67.3,2.5,00350264,2006,0,21.8,100.0,0.5
22713,Patrick O'Hearn,47.1,47.1,Boston,52.9,6.3,4.9,8.5,00350266,2006,0,27.8,100.0,5.4
22714,Paul A Dever,47.3,34.9,Boston,52.7,1.4,50.5,5.9,00350268,2006,0.2,7.1,100.0,0
22715,Pauline Agassiz Shaw,48.3,87.5,Boston,51.7,0.4,10.3,0.4,00350270,2006,0,0.8,100.2,0.8
22716,Phineas Bates,48.6,57.9,Boston,51.4,1.4,23.7,2.5,00350278,2006,0,13.7,99.9,0.7
22717,Quincy E Dickerman,48.7,73.1,Boston,51.3,1.5,23.4,0,00350284,2006,0,2,100.0,0
22718,Quincy Upper School,48.2,24.8,Boston,51.8,0.4,9.3,59.2,00350565,2006,0,5.5,99.8,0.6
22719,Rafael Hernandez,52.3,6.5,Boston,47.8,1,85.3,0,00350691,2006,0,7,100.1,0.3
22720,Ralph Waldo Emerson,44.7,75.6,Boston,55.3,2.5,15.2,1.5,00350288,2006,1,3.6,99.9,0.5
22721,Richard J Murphy,43.3,34.6,Boston,56.7,1.2,7.8,23,00350240,2006,0,32.3,100.1,1.2
22722,Roger Clap,48.9,34.8,Boston,51.1,1.5,19.3,7.4,00350298,2006,0,35.6,100.1,1.5
22723,Samuel Adams,41.6,12,Boston,58.4,1.4,52.6,4.8,00350302,2006,0,27.8,100.0,1.4
22724,Samuel W Mason,49.3,63.7,Boston,50.7,2.3,25.6,0,00350304,2006,0,7.9,100.0,0.5
22725,Sarah Greenwood,49,31.1,Boston,51,0.8,65.6,1,00350308,2006,0.3,1.3,100.1,0
22726,Snowden Int'l High,57.8,45.8,Boston,42.2,0.9,35.5,11.6,00350690,2006,0,6,100.0,0.2
22727,Social Justice Academy,57.4,64.2,Boston,42.6,0.9,29.3,0.9,00350583,2006,0,4.1,100.0,0.6
22728,Solomon Lewenberg Middle,42.5,79.4,Boston,57.5,0,17.8,0.9,00350450,2006,0,1.8,100.1,0.2
22729,Tech Boston Academy,33.2,53.2,Boston,66.8,0.6,28.9,7.8,00350539,2006,0,9.2,100.0,0.3
22730,The Engineering School,25.4,56.6,Boston,74.6,0.3,34.6,0.9,00350582,2006,0,7.4,100.1,0.3
22731,The English High,48.9,43.5,Boston,51.1,0.2,49.8,1.6,00350535,2006,0,4.6,100.0,0.3
22732,Thomas A Edison Jr High,44.9,29.5,Boston,55.1,0.2,44.9,14.8,00350425,2006,0,10.1,100.0,0.5
22733,Thomas Gardner,46.3,17.5,Boston,53.7,1.5,55.5,13.6,00350326,2006,0,11.6,100.0,0.3
22734,Thomas J Kenny,44,65.3,Boston,56,2.7,12,8,00350328,2006,0,10.2,100.0,1.8
22735,Umana/Barnes Middle,47.6,11.9,Boston,52.4,0.3,60.1,3.9,00350405,2006,0,23.2,100.0,0.6
22736,Urban Science Academy,32.1,51.9,Boston,67.9,0.3,30.3,1.7,00350579,2006,0,15.7,99.9,0
22737,Warren-Prescott,45.7,18.6,Boston,54.3,0,28,1.7,00350346,2006,0,51.2,100.1,0.6
22738,Washington Irving Middle,47,35.6,Boston,53,0.7,42.7,4.2,00350445,2006,0,16.3,99.9,0.4
22740,William E Russell,51.5,32.6,Boston,48.5,1.2,54.5,5.4,00350366,2006,0,6.3,100.0,0
22741,William Ellery Channing,46.3,72.4,Boston,53.7,1,20,0.3,00350360,2006,0,6.3,100.0,0
22742,William H Ohrenberger,46.4,33,Boston,53.6,3.6,49.5,2.9,00350258,2006,0.2,10.2,99.9,0.5
22743,William McKinley,23.6,61,Boston,76.4,1.9,22.5,0.2,00350363,2006,0,13.7,100.0,0.7
22744,William Monroe Trotter,48.1,77.8,Boston,51.9,1.7,16.6,0.6,00350370,2006,0.2,1,100.0,2.1
22745,Winship Elementary,44.9,24.8,Boston,55.1,0.5,43.9,15.9,00350374,2006,0,13.6,100.1,1.4
22746,Wm B Rogers Middle,43.1,59,Boston,56.9,2.4,19.7,9,00350470,2006,0.2,8.8,100.0,0.9
22747,Woodrow Wilson Middle,42.7,80,Boston,57.3,0,15.3,2.1,00350490,2006,0.2,1.6,99.9,0.7
22748,Young Achievers,48.8,65.3,Boston,51.2,4.6,23.5,1.4,00350380,2006,0,4.9,100.1,0.4
