id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
28309,James Condon Elem,47.9,40.4,Boston,52.1,2.1,28.2,9.3,00350146,2009,0,19.4,100.0,0.6
28310,James J Chittick,50.5,73.2,Boston,49.5,0.3,23.7,0.7,00350154,2009,0,1.4,100.0,0.7
28311,James Otis,50.6,2.9,Boston,49.4,1,74.7,1,00350156,2009,0,20.5,100.1,0
28312,James P Timilty Middle,49.2,41.5,Boston,50.8,0.8,50.8,1.6,00350485,2009,0,4.5,100.1,0.9
28313,James W Hennigan,50.9,28,Boston,49.1,1,61.4,3.1,00350153,2009,0.2,6.3,100.0,0
28314,Jeremiah E Burke High,48.2,67.6,Boston,51.8,2.4,23.6,2.7,00350525,2009,0.5,2.9,100.0,0.3
28315,John D Philbrick,42.2,30.6,Boston,57.8,0.7,41.5,1.4,00350172,2009,0,25.2,100.1,0.7
28316,John F Kennedy,49,19.9,Boston,51,0.6,77.6,0,00350166,2009,0,1.9,100.0,0
28317,John Marshall,49.1,56.9,Boston,50.9,2.2,35.8,1.6,00350178,2009,0.2,1.4,100.1,2
28318,John P Holland,47.2,45.8,Boston,52.8,1.6,32.7,17.6,00350167,2009,0.7,1.4,99.9,0.1
28319,John W McCormack,47,38.1,Boston,53,1.3,35.8,13.5,00350179,2009,0,10.5,100.0,0.8
28320,John Winthrop,50.8,54.3,Boston,49.2,0.6,41.8,0.6,00350180,2009,0.6,1.3,99.8,0.6
28321,Joseph J Hurley,49.2,16.7,Boston,50.8,1.2,68.1,0.9,00350182,2009,0,12.2,100.0,0.9
28322,Joseph Lee,45.6,66.1,Boston,54.4,2.9,24.1,3.6,00350183,2009,0.3,2.3,100.0,0.7
28323,Joseph P Manning,47.9,15.8,Boston,52.1,2.1,24,7.5,00350184,2009,0.7,49.3,100.1,0.7
28324,Joseph P Tynan,44.8,36.7,Boston,55.2,2.1,25.7,5.4,00350181,2009,0,29,100.1,1.2
28325,Josiah Quincy,45.8,12.3,Boston,54.2,1.8,13,64.9,00350286,2009,0,7.9,100.0,0.1
28326,Joyce Kilmer,45.7,10.2,Boston,54.3,4,23.8,7.2,00350190,2009,0,54.8,100.0,0
28327,Lee Academy,46.1,62.5,Boston,53.9,3,21,6.4,00350001,2009,0,6.7,100.0,0.4
28328,Lewis Middle School,42.8,58.5,Boston,57.2,0.4,37.7,0,00350455,2009,0,1.7,100.0,1.7
28329,Lilla G. Frederick Middle School,47.5,52.7,Boston,52.5,0.9,41.4,1.1,00350383,2009,0,3.8,100.1,0.2
28330,Lucy Stone,52.4,76.2,Boston,47.6,2.1,17.5,3.5,00350211,2009,0,0,100.0,0.7
28331,Lyndon,48.3,7,Boston,51.7,1.2,41.1,2.2,00350262,2009,0,48.1,100.0,0.4
28332,Madison Park High,42.7,47.2,Boston,57.3,1.6,45.8,0.7,00350537,2009,0.3,3.9,100.0,0.5
28333,Manassah E Bradley,48.4,5.9,Boston,51.6,2.8,54.7,4.5,00350215,2009,0,31.7,99.9,0.3
28334,Mario Umana Middle School Academy,47.8,10,Boston,52.2,0.7,69,2.8,00350405,2009,0,17.2,100.1,0.4
28335,Martin Luther King Jr Mid,46.6,68.9,Boston,53.4,1.7,24.8,1.7,00350410,2009,0.4,2.1,100.0,0.4
28336,Mary Lyon,31.5,13.7,Boston,68.5,3.2,31.5,7.3,00350004,2009,0,44.4,100.1,0
28337,Mather,46,41.9,Boston,54,3.7,16,35.3,00350227,2009,0,2.8,99.9,0.2
28338,Mattahunt,44.3,77,Boston,55.7,0.4,19.1,0.9,00350226,2009,0,2.1,100.1,0.6
28339,Maurice J Tobin,51.7,23.5,Boston,48.3,1.1,71.5,0.2,00350229,2009,0,3.4,99.9,0.2
28340,Media Communications Technology High School,40.6,56.9,Boston,59.4,0.8,29.1,1.7,00350578,2009,0,10.6,99.9,0.8
28341,Michael J Perkins,48.8,44,Boston,51.2,4.8,26.8,7.2,00350231,2009,0,17.2,100.0,0
28342,Mildred Avenue Middle School,46.6,79.7,Boston,53.4,0.5,17,0.9,00350381,2009,0.2,1.1,99.9,0.5
28343,Mission Hill School,51.8,42.3,Boston,48.2,5.4,29.8,0.6,00350382,2009,0,22,100.1,0
28344,Monument High School,46.8,45.7,Boston,53.2,0.8,25.3,5.2,00350538,2009,0,22,99.8,0.8
28345,Mozart,49.4,25.3,Boston,50.6,1.3,29.7,5.1,00350237,2009,0,38.6,100.0,0
28346,Nathan Hale,53.1,58.8,Boston,46.9,3.4,35,0.6,00350243,2009,0,1.1,100.0,1.1
28347,New Mission High School,59.4,65.6,Boston,40.6,0.4,30.3,2,00350542,2009,0,1.6,99.9,0
28348,Noonan Business Academy,50.6,66.9,Boston,49.4,0,26.5,2.9,00350524,2009,0,2,99.9,1.6
28349,O W Holmes,44.9,71.4,Boston,55.1,2,20.4,1.5,00350138,2009,0,4.1,99.9,0.5
28350,O'Bryant Sch Math/Science,57.3,39.5,Boston,42.7,1,25.8,21.8,00350575,2009,0.2,11.5,100.0,0.2
28351,Odyssey High School,46.1,42.4,Boston,53.9,2,27.2,6.7,00350577,2009,0,21.3,99.9,0.3
28352,Oliver Hazard Perry,50.2,14.9,Boston,49.8,1.6,19.3,4,00350255,2009,0,59.8,100.0,0.4
28353,Orchard Gardens,50.8,33.1,Boston,49.2,1.2,62.8,0.3,00350257,2009,0,2,100.0,0.6
28354,Parkway Academy of Technology and Health,54.5,51.9,Boston,45.5,0.6,36.4,1,00350574,2009,0,9.1,100.0,1
28355,Patrick F Gavin Middle,46.6,46.6,Boston,53.4,0.9,29.1,8.6,00350435,2009,0,14.6,100.0,0.2
28356,Patrick J Kennedy,45.9,6.6,Boston,54.1,2.3,76.4,1.5,00350264,2009,0,13.1,99.9,0
28357,Patrick O'Hearn,50.6,36.5,Boston,49.4,5.2,10.7,9.4,00350266,2009,0.4,34.3,99.9,3.4
28358,Paul A Dever,47.1,35.1,Boston,52.9,2.3,47.9,8.1,00350268,2009,0,6,100.0,0.6
28359,Pauline Agassiz Shaw,47.9,83.7,Boston,52.1,0.8,12.8,1.2,00350270,2009,0,0.8,100.1,0.8
28360,Phineas Bates,49,48.3,Boston,51,3.5,34.7,2.4,00350278,2009,0.3,10.8,100.0,0
28361,Quincy E Dickerman,48.6,53.6,Boston,51.4,1.4,41,0,00350284,2009,0.5,3.6,100.1,0
28362,Quincy Upper School,43.4,25,Boston,56.6,1.4,11.7,55.3,00350565,2009,0,5.7,99.9,0.8
28363,Rafael Hernandez,52,2.7,Boston,48,0.5,90.7,0.2,00350691,2009,0,5.9,100.0,0
28364,Ralph Waldo Emerson,42.7,73.1,Boston,57.3,4,16.7,2.2,00350288,2009,0.9,2.6,99.9,0.4
28365,Richard J Murphy,44.5,28.6,Boston,55.5,2.1,11,25.4,00350240,2009,0.2,31.9,100.0,0.8
28366,Roger Clap,42.6,29.6,Boston,57.4,3.1,25.3,8,00350298,2009,0.6,32.7,99.9,0.6
28367,Samuel Adams,42.8,7,Boston,57.2,2.6,67.9,2.2,00350302,2009,0,19.9,100.0,0.4
28368,Samuel W Mason,51.7,57.1,Boston,48.3,3.9,27.1,1.5,00350304,2009,0.5,9.9,100.0,0
28369,Sarah Greenwood,48.6,28.9,Boston,51.4,1.8,65.9,0.8,00350308,2009,0.3,2.3,100.0,0
28370,Snowden Int'l High,51.5,42,Boston,48.5,1.2,35.8,11.2,00350690,2009,0,9.2,99.9,0.5
28371,Social Justice Academy,49,57.2,Boston,51,0.9,36.4,0.9,00350583,2009,0.3,4.4,100.1,0
28372,Solomon Lewenberg Middle,44.5,72.9,Boston,55.5,0.6,22.7,0.6,00350450,2009,0,2.8,99.9,0.3
28373,Tech Boston Academy,35.1,56.4,Boston,64.9,2.4,28.5,6.4,00350539,2009,0,5.9,100.1,0.5
28374,The Engineering School,28.4,50.3,Boston,71.6,1.2,38,2.1,00350582,2009,0.3,7.5,100.0,0.6
28375,The English High,46.6,41,Boston,53.4,0.9,52.2,1.9,00350535,2009,0.1,3.2,99.9,0.6
28376,Thomas A Edison Jr High,40.4,29.8,Boston,59.6,1.6,47,12.8,00350425,2009,0,7.7,100.0,1.1
28377,Thomas J Kenny,42.1,53,Boston,57.9,1.2,17,17,00350328,2009,0.4,10.9,99.9,0.4
28378,Urban Science Academy,46.5,48,Boston,53.5,1.2,37.6,2.4,00350579,2009,0,10.7,99.9,0
28379,Warren-Prescott,48,12.7,Boston,52,0.7,27.1,2.8,00350346,2009,0,56.7,100.0,0
28380,Washington Irving Middle,49.6,35.3,Boston,50.4,1.7,48.2,3.5,00350445,2009,0,11,100.0,0.3
28381,William E Russell,52.2,25.3,Boston,47.8,3.3,55.5,11.5,00350366,2009,0.3,3.6,100.0,0.5
28382,William Ellery Channing,49.7,58.2,Boston,50.3,2.2,33,0.9,00350360,2009,0,5.3,99.9,0.3
28383,William H Ohrenberger,50.7,25.8,Boston,49.3,2.9,51.1,4.8,00350258,2009,0.2,15.2,100.0,0
28384,William McKinley,20.3,55.3,Boston,79.7,2.4,27.3,0.5,00350363,2009,0.2,13.5,99.9,0.7
28385,William Monroe Trotter,48.2,69.9,Boston,51.8,2.9,23.8,0.8,00350370,2009,0.5,1.3,100.0,0.8
28386,Winship Elementary,49.1,25.7,Boston,50.9,0.4,47.8,13,00350374,2009,0,13,99.9,0
28387,Wm B Rogers Middle,46.8,54,Boston,53.2,1,28.7,9,00350470,2009,0,7.4,100.1,0
28388,Woodrow Wilson Middle,47.2,75.3,Boston,52.8,1.4,18,1.7,00350490,2009,0,3.4,100.1,0.3
28389,Young Achievers,43.1,56.3,Boston,56.9,3.1,35,0.8,00350380,2009,0,4.5,100.0,0.3
