id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
18890,Economics and Business Academy,44.1,78.1,Boston,55.9,0,18.4,1.1,00350524,2004,0,1.9,100.0,0.5
18891,Edward Everett,53,42.8,Boston,47,0,13,21.8,00350088,2004,0,22.1,100.1,0.4
18892,Egleston Comm High School,50.6,73.4,Boston,49.4,0,22.8,1.3,00350543,2004,0,2.5,100.0,0
18893,ELC - East Zone,44.5,74.2,Boston,55.5,0,17.2,5.5,00350005,2004,0,3.1,100.0,0
18894,ELC - North Zone,45.9,22.4,Boston,54.1,0,25.9,32.9,00350003,2004,0,18.8,100.0,0
18895,ELC - West Zone,38.8,38.8,Boston,61.2,0,36.9,2.9,00350006,2004,0,21.4,100.0,0
18896,Elihu Greenwood,48.3,72.5,Boston,51.7,0,19.6,1.4,00350094,2004,0,5.4,100.1,1.2
18897,Eliot Elementary,50.9,32.6,Boston,49.1,0,32,3.4,00350096,2004,0,30.3,100.0,1.7
18898,Ellis Mendell,47.5,50.5,Boston,52.5,0,46,1,00350100,2004,0,2,100.0,0.5
18899,Emily A Fifield,47.4,88.5,Boston,52.6,0,8.6,1.6,00350102,2004,0,0.7,100.1,0.7
18900,Excel High School,41.2,40.7,Boston,58.8,0,15.7,26,00350522,2004,0,17.2,100.1,0.5
18901,Expulsion Alt School,33.3,100,Boston,66.7,0,0,0,00350580,2004,0,0,100.0,0
18902,Farragut,43,46.7,Boston,57,0,31.1,16.4,00350108,2004,0,4.9,99.9,0.8
18903,Fenway High School,57.6,50,Boston,42.4,0,28.8,2.8,00350540,2004,0,18,100.0,0.4
18904,Franklin D Roosevelt,46.6,57.1,Boston,53.4,0,14.9,3.4,00350116,2004,0,24.6,100.0,0
18905,George H Conley,38.2,50.5,Boston,61.8,0,28.2,0.5,00350122,2004,0,20.9,100.1,0
18906,Grover Cleveland,42.4,69.1,Boston,57.6,0,20.3,4,00350415,2004,0,5.9,99.9,0.6
18907,Harbor School,50.4,74,Boston,49.6,0,10.3,4.6,00350426,2004,0,11.1,100.0,0
18908,Harvard-Kent,45.5,22.4,Boston,54.5,0,25.9,33.9,00350200,2004,0,17.8,100.0,0
18909,Henry Grew,44.4,59.9,Boston,55.6,0,20.6,1.6,00350135,2004,0,17.9,100.0,0
18910,Henry L Higginson,53.7,75.2,Boston,46.3,0,22.1,0.7,00350137,2004,0,2,100.0,0
18911,Horace Mann,47.9,38.6,Boston,52.1,0,31.4,9.3,00350750,2004,0,20.7,100.0,0
18912,Hugh Roe O'Donnell,53.6,6.4,Boston,46.4,0,58.3,7.7,00350141,2004,0,27.7,100.1,0
18913,Hyde Park High School,45.5,70.2,Boston,54.5,0,23.6,0.8,00350550,2004,0,5,100.0,0.4
18914,Jackson Mann,44.9,44.3,Boston,55.1,0,25.9,12.7,00350013,2004,0,17,100.1,0.2
18915,James A Garfield Elem,48.6,42.9,Boston,51.4,0,30.1,10.4,00350152,2004,0,16.2,100.0,0.4
18916,James Condon Elem,44.9,44.7,Boston,55.1,0,18.7,12.3,00350146,2004,0,24.2,100.0,0.1
18917,James J Chittick,45.6,90.9,Boston,54.4,0,5.9,0,00350154,2004,0,2.1,99.9,1
18918,James M Curley,46,44.9,Boston,54,0,34.6,1.1,00350384,2004,0,19.4,100.0,0
18919,James Otis,51.1,3.6,Boston,48.9,0,63,3.3,00350156,2004,0,30.2,100.1,0
18920,James P Timilty Middle,52.2,54.1,Boston,47.8,0,39.9,2.6,00350485,2004,0,2.6,99.9,0.7
18921,James W Hennigan,49.4,28.1,Boston,50.6,0,53.8,2.8,00350153,2004,0,14.9,100.0,0.4
18922,Jeremiah E Burke High,48,83.2,Boston,52,0,11.3,2.9,00350525,2004,0,2.1,100.0,0.5
18923,John D Philbrick,42.6,54.1,Boston,57.4,0,29.7,2.7,00350172,2004,0,12.8,100.0,0.7
18924,John F Kennedy,50,23.8,Boston,50,0,73.8,0.8,00350166,2004,0,1.5,99.9,0
18925,John Marshall,45.8,62.2,Boston,54.2,0,33.4,1.6,00350178,2004,0,1.3,100.0,1.5
18926,John P Holland,47,47.9,Boston,53,0,29.8,19.6,00350167,2004,0,1.8,99.9,0.8
18927,John W McCormack,47.5,37.1,Boston,52.5,0,41.4,11.2,00350179,2004,0,9.6,100.0,0.7
18928,John Winthrop,46.3,66.3,Boston,53.7,0,29.2,1.3,00350180,2004,0,1.9,100.0,1.3
18929,Joseph J Hurley,52.3,30.5,Boston,47.7,0,68.1,0.7,00350182,2004,0,0.7,100.0,0
18930,Joseph Lee,43.5,78,Boston,56.5,0,13.9,3.1,00350183,2004,0,4.9,100.1,0.2
18931,Joseph P Manning,42.6,37.9,Boston,57.4,0,15.4,5.9,00350184,2004,0,40.8,100.0,0
18932,Joseph P Tynan,47.3,56.3,Boston,52.7,0,14.6,4.9,00350181,2004,0,23.1,100.0,1.1
18933,Josiah Quincy,50.6,12.1,Boston,49.4,0,7.7,73.2,00350286,2004,0,7,100.0,0
18934,Joyce Kilmer,56.7,22.6,Boston,43.3,0,11.1,11.1,00350190,2004,0,55.2,100.0,0
18935,Lewis Middle School,44.4,72.5,Boston,55.6,0,23.6,0.9,00350455,2004,0,2.7,100.0,0.3
18937,Lucy Stone,48.6,85.9,Boston,51.4,0,11.3,0.6,00350211,2004,0,2.3,100.1,0
18938,Lyndon,43.9,14.7,Boston,56.1,0,29.4,4.2,00350262,2004,0,51.3,100.0,0.4
18939,Madison Park High,46.7,56.7,Boston,53.3,0,37.7,1.3,00350537,2004,0,4.1,100.0,0.2
18940,Manassah E Bradley,49.6,12.7,Boston,50.4,0,37.7,10.9,00350215,2004,0,38,100.0,0.7
18941,Martin Luther King Jr Mid,45.9,65.7,Boston,54.1,0,30.6,1.4,00350410,2004,0,2.3,100.0,0
18942,Mary E Curley Middle,48.1,30.7,Boston,51.9,0,61,1.1,00350420,2004,0,6.9,100.0,0.3
18943,Mary Lyon,33.1,33.1,Boston,66.9,0,16.1,6.5,00350004,2004,0,44.4,100.1,0
18944,Mather,46.9,52.5,Boston,53.1,0,9.6,33.3,00350227,2004,0,4.4,100.0,0.2
18945,Mattahunt,44.4,71.3,Boston,55.6,0,25.3,0.2,00350226,2004,0,3.3,100.1,0
18946,Mattapan ECC,45.4,64.9,Boston,54.6,0,23.2,9.3,00350008,2004,0,2.6,100.0,0
18947,Maurice J Tobin,49.8,32.8,Boston,50.2,0,65.4,1.2,00350229,2004,0,0.5,99.9,0
18948,Michael J Perkins,51.2,44.3,Boston,48.8,0,22.2,9.4,00350231,2004,0,23.6,100.0,0.5
18949,Mildred Avenue Middle School,47.6,73.7,Boston,52.4,0,20.8,1.2,00350381,2004,0,4.1,100.1,0.3
18950,Mission Hill School,53.7,57.9,Boston,46.3,0,17.1,4.3,00350382,2004,0,20.1,100.0,0.6
18951,Monument High School,42.5,46.4,Boston,57.5,0,16.3,4.9,00350538,2004,0,31.9,100.0,0.5
18952,Mozart,48,44.6,Boston,52,0,17.7,4.6,00350237,2004,0,33.1,100.0,0
18953,Nathan Hale,49.5,85.2,Boston,50.5,0,14.3,0,00350243,2004,0,0.5,100.0,0
18954,New Boston Pilot Middle School,52.8,61.1,Boston,47.2,0,35,1,00350383,2004,0,2.4,100.1,0.6
18955,New Mission High School,50.4,61.5,Boston,49.6,0,28.6,5.6,00350542,2004,0,3.8,99.9,0.4
18956,O W Holmes,43.1,78,Boston,56.9,0,16.7,1.4,00350138,2004,0,2.9,100.0,1
18957,O'Bryant Sch Math/Science,58.7,47.7,Boston,41.3,0,17.4,22.9,00350575,2004,0,11.6,100.1,0.5
18958,Odyssey High School,45.5,43.5,Boston,54.5,0,25.2,8.7,00350577,2004,0,22.3,100.0,0.3
18959,Oliver Hazard Perry,48.5,35,Boston,51.5,0,14.7,12.3,00350255,2004,0,38,100.0,0
18960,Orchard Gardens,52,42.7,Boston,48,0,54.7,0.8,00350257,2004,0,1.6,100.1,0.3
18961,Patrick F Gavin Middle,48,48,Boston,52,0,20.7,8.6,00350435,2004,0,21.9,100.0,0.8
18962,Patrick J Kennedy,54.2,11.3,Boston,45.8,0,51.4,3.8,00350264,2004,0,33.5,100.0,0
18963,Patrick O'Hearn,49.2,52.9,Boston,50.8,0,5,10.8,00350266,2004,0,29.2,100.0,2.1
18964,Paul A Dever,46.8,38.9,Boston,53.2,0,46.4,5,00350268,2004,0,9.5,100.0,0.2
18965,Pauline Agassiz Shaw,44.7,90.5,Boston,55.3,0,7,1.1,00350270,2004,0,1.1,100.1,0.4
18966,Phineas Bates,48.8,56.3,Boston,51.2,0,22.5,5.1,00350278,2004,0,15.3,100.1,0.9
18967,Quincy E Dickerman,46,75.7,Boston,54,0,20.8,1.3,00350284,2004,0,1.8,100.0,0.4
18968,Quincy Upper School,47,26.6,Boston,53,0,6.8,59.3,00350565,2004,0,6.8,100.0,0.5
18969,Rafael Hernandez,51.3,10.5,Boston,48.7,0,80.1,0.8,00350691,2004,0,8.4,100.1,0.3
18970,Ralph Waldo Emerson,50.8,86.1,Boston,49.2,0,9.1,2.1,00350288,2004,0,2.7,100.0,0
18971,Richard J Murphy,45.4,41,Boston,54.6,0,5.5,23.9,00350240,2004,0,28.7,100.0,0.9
18972,Roger Clap,49.7,41.3,Boston,50.3,0,18.2,12.6,00350298,2004,0,26.6,100.1,1.4
18973,Samuel Adams,46.3,14.3,Boston,53.7,0,51.2,3.3,00350302,2004,0,30.3,99.9,0.8
18974,Samuel W Mason,48.8,67.3,Boston,51.2,0,23.2,1.4,00350304,2004,0,8.1,100.0,0
18975,Sarah Greenwood,52.3,34.1,Boston,47.7,0,65.4,0,00350308,2004,0,0.5,100.0,0
18976,Snowden Int'l High,58.2,47.4,Boston,41.8,0,31.8,13.3,00350690,2004,0,7,100.0,0.5
18977,Solomon Lewenberg Middle,45.5,83.4,Boston,54.5,0,11.3,1.4,00350450,2004,0,3.4,100.1,0.6
18978,Tech Boston Academy,34,50.7,Boston,66,0,24.3,8.3,00350539,2004,0,16,100.0,0.7
18979,The English High,49.7,45.8,Boston,50.3,0,46.5,2,00350535,2004,0,5.7,100.1,0.1
18980,Thomas A Edison Jr High,45,28.9,Boston,55,0,45.9,12.4,00350425,2004,0,12.6,100.0,0.2
18981,Thomas Gardner,50.1,16.6,Boston,49.9,0,59.6,14,00350326,2004,0,9.7,99.9,0
18982,Thomas J Kenny,47.8,71.5,Boston,52.2,0,11.2,7.5,00350328,2004,0,7.1,100.0,2.7
18983,Umana/Barnes Middle,47.7,12.2,Boston,52.3,0,56.3,4.3,00350405,2004,0,27.2,100.0,0
18984,Warren-Prescott,46.5,33.2,Boston,53.5,0,22.7,2.1,00350346,2004,0,42,100.0,0
18985,Washington Irving Middle,50.5,32.7,Boston,49.5,0,44.5,4,00350445,2004,0,18.3,100.0,0.5
18986,West Roxbury Sch,44.5,59,Boston,55.5,0,26.5,1.3,00350573,2004,0,12.8,100.0,0.4
18987,William E Russell,50.8,36.2,Boston,49.2,0,53.3,3.3,00350366,2004,0,7.3,100.1,0
18988,William Ellery Channing,46.8,77.6,Boston,53.2,0,17.3,0.7,00350360,2004,0,4.1,100.0,0.3
18989,William H Ohrenberger,47.7,32.8,Boston,52.3,0,50.2,3,00350258,2004,0,13.2,100.0,0.8
18990,William H Taft Middle,46.7,40.7,Boston,53.3,0,39.3,8.1,00350480,2004,0,11.9,100.0,0
18991,William McKinley,19.1,65.6,Boston,80.9,0,17.1,0.4,00350363,2004,0,15.3,100.0,1.6
18992,William Monroe Trotter,46.8,84,Boston,53.2,0,12.6,0,00350370,2004,0,1.4,100.0,2
18993,Winship Elementary,46.7,19.8,Boston,53.3,0,42,21.7,00350374,2004,0,14.6,100.0,1.9
18994,Wm B Rogers Middle,46.4,65.2,Boston,53.6,0,13.5,12.4,00350470,2004,0,8.8,100.1,0.2
18995,Woodrow Wilson Middle,45.8,84.3,Boston,54.2,0,9.1,3.4,00350490,2004,0,3.1,99.9,0
18996,Young Achievers,48,68.6,Boston,52,0,17.6,1.7,00350380,2004,0,10.5,100.1,1.7
18997,Young Adult Center,0,0,Boston,100,0,100,0,00350588,2004,0,0,100.0,0
