id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
7488,Jeremiah E Burke High,50.1,88,Boston,49.9,0,6.5,3,00350525,1998,0,2.2,100.0,0.3
7489,John D Philbrick,43.4,51.6,Boston,56.6,0,23.9,1.9,00350172,1998,0,22,100.0,0.6
7490,John F Kennedy,49.7,24.1,Boston,50.3,0,72.3,0.4,00350166,1998,0,3.1,100.1,0.2
7491,John Marshall,47.5,60.8,Boston,52.5,0,31.9,3.4,00350178,1998,0,3.2,100.0,0.7
7492,John P Holland,48.8,53.6,Boston,51.2,0,25.6,17.9,00350167,1998,0,2.8,100.1,0.2
7493,John W Mccormack,49.9,50.1,Boston,50.1,0,29.9,4.6,00350179,1998,0,15,99.9,0.3
7494,John Winthrop,48.2,66.7,Boston,51.8,0,27.7,3,00350180,1998,0,2.6,100.0,0
7495,Joseph H Barnes Middle,46.3,18.4,Boston,53.7,0,40.8,8.9,00350405,1998,0,31.6,100.0,0.3
7496,Joseph J Hurley,49.7,29.8,Boston,50.3,0,67.8,0.8,00350182,1998,0,1.4,100.1,0.3
7497,Joseph Lee,44.7,83.5,Boston,55.3,0,6.5,2.8,00350183,1998,0,6.5,100.0,0.7
7498,Joseph P Manning,50,53.9,Boston,50,0,25,1.1,00350184,1998,0,18.3,100.0,1.7
7499,Joseph P Tynan,46.9,62.4,Boston,53.1,0,8.9,5.9,00350181,1998,0,22.4,100.0,0.4
7500,Josiah Quincy,47.2,21.8,Boston,52.8,0,5.8,62.4,00350286,1998,0,9.8,99.9,0.1
7501,Joyce Kilmer,45.3,33.1,Boston,54.7,0,14.9,12.8,00350190,1998,0,38.3,100.0,0.9
7502,Lewis Middle School,48.3,73.6,Boston,51.7,0,22.5,0.6,00350455,1998,0,3,100.0,0.3
7503,Lucy Stone,44.1,80.9,Boston,55.9,0,9.1,0.9,00350211,1998,0,8.2,100.0,0.9
7504,Lyndon,51.5,31.2,Boston,48.5,0,35.2,2.1,00350262,1998,0,30.6,100.0,0.9
7505,Madison Park High,49.3,58.1,Boston,50.7,0,29.7,3.9,00350537,1998,0,8,99.9,0.2
7506,Manassah E Bradley,47.9,20.6,Boston,52.1,0,18.2,7.6,00350215,1998,0,53.3,100.0,0.3
7507,Margaret Fuller,49.8,60.2,Boston,50.2,0,27.7,2,00350217,1998,0,10,99.9,0
7508,Martin Luther King Jr Mid,52.8,53,Boston,47.2,0,41.3,3.4,00350410,1998,0,1.8,100.0,0.5
7509,Mary E Curley Middle,50.5,34.2,Boston,49.5,0,59.3,1.5,00350420,1998,0,4.7,100.1,0.4
7510,Mary Lyon,33.3,38.9,Boston,66.7,0,9.7,11.1,00350004,1998,0,40.3,100.0,0
7511,Mather,53,51,Boston,47,0,5.9,30.8,00350227,1998,0,11.7,100.1,0.7
7512,Mattahunt,45.2,70.8,Boston,54.8,0,24.6,0.2,00350226,1998,0,4,100.0,0.4
7513,Maurice J Tobin,53.7,28.8,Boston,46.3,0,68.3,0.9,00350229,1998,0,1.7,99.9,0.2
7514,Michael J Perkins,48.5,40.1,Boston,51.5,0,11.4,16.2,00350231,1998,0,31.6,100.0,0.7
7515,Mission School,47.4,45.4,Boston,52.6,0,16.5,6.2,00350382,1998,0,32,100.1,0
7516,Mozart,44.1,50.7,Boston,55.9,0,19.2,0.5,00350237,1998,0,29.6,100.0,0
7517,Multicultural Middle Coll,51.1,71.1,Boston,48.9,0,19.3,4.4,00350542,1998,0,5.2,100.0,0
7518,Nathan Hale,48.8,86.7,Boston,51.2,0,11.3,1,00350243,1998,0,1,100.0,0
7519,O W Holmes,42.6,81.3,Boston,57.4,0,9.8,2,00350138,1998,0,6.6,100.1,0.4
7520,O'Bryant Sch Math/Science,54.9,46.8,Boston,45.1,0,13.9,30,00350575,1998,0,9.1,100.0,0.2
7521,Oliver Hazard Perry,44.9,39.4,Boston,55.1,0,10.6,9.3,00350255,1998,0,39.4,100.1,1.4
7522,Patrick F Gavin Middle,51.6,45.6,Boston,48.4,0,10.3,14.5,00350435,1998,0,28.6,100.0,1
7523,Patrick J Kennedy,48.8,12.3,Boston,51.2,0,36.4,7.2,00350264,1998,0,43.1,99.9,0.9
7524,Patrick O'Hearn,46.3,55.1,Boston,53.7,0,3.2,7.4,00350266,1998,0,33.3,99.9,0.9
7525,Paul A Dever,46.8,42.9,Boston,53.2,0,34.3,6.2,00350268,1998,0,15.1,100.0,1.5
7526,Pauline Agassiz Shaw,46.1,92.2,Boston,53.9,0,3.5,1.1,00350270,1998,0,3,100.1,0.3
7527,Phineas Bates,51.1,55.3,Boston,48.9,0,20,3.4,00350278,1998,0,21.3,100.0,0
7528,Phyllis Wheatley Middle,47.9,74.3,Boston,52.1,0,23.2,0.7,00350139,1998,0,1.1,100.0,0.7
7529,Quincy E Dickerman,52.1,82.7,Boston,47.9,0,15.8,0.3,00350284,1998,0,1.2,100.0,0
7530,Rafael Hernandez,53.5,22.3,Boston,46.5,0,61.9,0,00350691,1998,0,15.8,100.0,0
7531,Ralph Waldo Emerson,56.4,83.7,Boston,43.6,0,13.6,0.4,00350288,1998,0,1.9,100.0,0.4
7532,Richard J Murphy,48.6,66.3,Boston,51.4,0,5,9.5,00350240,1998,0,18.6,100.0,0.6
7533,Robert Gould Shaw Middle,42.9,57.1,Boston,57.1,0,22.4,1.1,00350475,1998,0,18.9,100.0,0.5
7534,Roger Clap,48.8,54.7,Boston,51.2,0,8.5,15.4,00350298,1998,0,20.9,100.0,0.5
7535,Samuel Adams,44,23.4,Boston,56,0,29.6,3.3,00350302,1998,0,43.1,100.0,0.6
7536,Samuel W Mason,51,57.1,Boston,49,0,21.1,4.2,00350304,1998,0,16.1,100.0,1.5
7537,Sarah Greenwood,50.1,42.7,Boston,49.9,0,55.8,0,00350308,1998,0,1.4,100.1,0.2
7538,Snowden Int'L High,51.6,54,Boston,48.4,0,20.2,11.7,00350690,1998,0,13.7,100.0,0.4
7539,Solomon Lewenberg Middle,45.8,77.3,Boston,54.2,0,9,4.2,00350450,1998,0,9.3,100.0,0.2
7540,South Boston High,44.9,49.2,Boston,55.1,0,15.8,16,00350570,1998,0,18.4,99.9,0.5
7541,The English High,49.2,48.4,Boston,50.8,0,38.6,2.4,00350535,1998,0,10.2,100.0,0.4
7542,Thomas A Edison Jr High,51.5,27.3,Boston,48.5,0,43.3,18.8,00350425,1998,0,9.7,99.9,0.8
7543,Thomas Gardner,47.2,23.7,Boston,52.8,0,50.4,11.2,00350326,1998,0,14.4,99.9,0.2
7544,Thomas J Kenny,45.1,68.1,Boston,54.9,0,2.6,6.3,00350328,1998,0,21.8,99.9,1.1
7545,Warren-Prescott,45.3,42.5,Boston,54.7,0,16.9,5.2,00350346,1998,0,35.1,99.9,0.2
7546,Washington Irving Middle,49.8,39,Boston,50.2,0,35.3,4.4,00350445,1998,0,21,100.1,0.4
7547,West Roxbury Sch,42.1,62.7,Boston,57.9,0,20.8,1.8,00350573,1998,0,14,99.9,0.6
7548,William E Russell,48.5,42.7,Boston,51.5,0,40.2,3.9,00350366,1998,0,12.2,99.9,0.9
7549,William Ellery Channing,52.3,71.7,Boston,47.7,0,10.1,1.3,00350360,1998,0,15.9,100.0,1
7550,William H Ohrenberger,53.3,26.4,Boston,46.7,0,51.3,2.2,00350258,1998,0,19.5,100.0,0.6
7551,William H Taft Middle,47.3,37.3,Boston,52.7,0,21.7,25.9,00350480,1998,0,14.6,99.9,0.4
7552,William Mckinley,21.2,68.3,Boston,78.8,0,19.1,0.2,00350363,1998,0,11.4,99.9,0.9
7553,William Monroe Trotter,52,82,Boston,48,0,6.9,0.7,00350370,1998,0,9.7,100.1,0.8
7554,Winship Elementary,44.2,16.4,Boston,55.8,0,63.5,7.6,00350374,1998,0,12.6,100.1,0
7555,Wm B Rogers Middle,48,63.2,Boston,52,0,8.7,14.6,00350470,1998,0,12.2,100.1,1.4
7556,Wm E Endicott,50.2,82.1,Boston,49.8,0,12.1,1.9,00350362,1998,0,3.4,100.0,0.5
7557,Woodrow Wilson Middle,48.6,79.7,Boston,51.4,0,7.3,4.6,00350490,1998,0,8.2,100.0,0.2
7558,Young Achievers,48.1,54.5,Boston,51.9,0,19.3,2.6,00350380,1998,0,22.3,100.0,1.3
