id,school,Females,AfricanAmerican,district,Males,Multi,Hispanic,Asian,ORGCODE,year,PacificIslander,White,total,NativeAmerican
14988,Agassiz,46.7,19.6,Boston,53.3,0,74.7,1,00350007,2002,0,4.6,100.0,0.1
14989,Alexander Hamilton,39.6,37.8,Boston,60.4,0,20.4,21.3,00350011,2002,0,20.4,99.9,0
14990,Another Course To College,67.4,46.7,Boston,32.6,0,6.5,12,00350541,2002,0,34.8,100.0,0
14991,Beethoven,45.5,49.3,Boston,54.5,0,16.8,4.2,00350021,2002,0,28,100.0,1.7
14992,Blackstone,43.9,25.6,Boston,56.1,0,70.8,0.5,00350390,2002,0,2.7,100.0,0.4
14993,Blue Hill Ave ECC,49.5,53.5,Boston,50.5,0,43.4,1.5,00350010,2002,0,1,99.9,0.5
14995,Boston Arts Academy,58.9,44.5,Boston,41.1,0,23,2.9,00350546,2002,0,29.1,100.0,0.5
14997,Boston High School,53,52.2,Boston,47,0,23.7,5.8,00350650,2002,0,18.2,100.1,0.2
14999,Boston Latin,57.5,13.7,Boston,42.5,0,6.2,28.5,00350560,2002,0,51.5,100.0,0.1
15000,Boston Latin Academy,58.5,25.5,Boston,41.5,0,10.8,21.8,00350545,2002,0,41.6,100.1,0.4
15002,Brighton High,52,52,Boston,48,0,33,6.8,00350505,2002,0,8,100.1,0.3
15003,Carter Develop Day Care,47.8,52.2,Boston,52.2,0,39.1,4.3,00350036,2002,0,4.3,99.9,0
15004,Charles H Taylor,48.9,92.4,Boston,51.1,0,3.9,1.5,00350054,2002,0,2.1,100.1,0.2
15005,Charles Sumner,45.3,30.9,Boston,54.7,0,54.9,1.3,00350052,2002,0,12.7,100.0,0.2
15006,Charlestown High,42.7,39.2,Boston,57.3,0,29,22.5,00350515,2002,0,9.1,100.0,0.2
15007,Clarence R Edwards Middle,45.7,31.6,Boston,54.3,0,30.4,16.2,00350430,2002,0,21.1,100.1,0.8
15009,Curtis Guild,47.4,9.4,Boston,52.6,0,46,13.6,00350062,2002,0,30.5,100.0,0.5
15010,Dante Alighieri,48.5,18.7,Boston,51.5,0,50,8.2,00350066,2002,0,23.1,100.0,0
15011,David A Ellis,52.1,49.7,Boston,47.9,0,49.5,0.3,00350072,2002,0,0.5,100.0,0
15012,Dearborn,46.7,71.9,Boston,53.3,0,25.1,0.4,00350074,2002,0,1.9,99.9,0.6
15013,Dennis C Haley,45.7,79.1,Boston,54.3,0,13.6,2.3,00350077,2002,0,4.6,99.9,0.3
15014,Donald Mckay,48.7,5.6,Boston,51.3,0,85.8,0.4,00350080,2002,0,8,99.9,0.1
15015,Dorchester High,46.1,68.8,Boston,53.9,0,26.9,0.9,00350520,2002,0,3,99.9,0.3
15016,East Boston ECC,51,15.4,Boston,49,0,63,4.3,00350009,2002,0,17.3,100.0,0
15017,East Boston High,45.3,26.1,Boston,54.7,0,46.6,3.5,00350530,2002,0,23.2,100.1,0.7
15019,Edward Everett,48.8,45.9,Boston,51.3,0,9.1,19.7,00350088,2002,0,24.7,100.0,0.6
15020,Egleston Comm High School,58.7,66.7,Boston,41.3,0,25.4,1.6,00350543,2002,0,4.8,100.1,1.6
15021,ELC - East Zone,45.5,77.9,Boston,54.5,0,14.9,3.2,00350005,2002,0,3.9,99.9,0
15022,ELC - North Zone,50,20.2,Boston,50,0,21.4,36.9,00350003,2002,0,21.4,99.9,0
15023,ELC - West Zone,39.6,41.5,Boston,60.4,0,37.7,2.8,00350006,2002,0,17,99.9,0.9
15024,Elihu Greenwood,49.8,72.8,Boston,50.2,0,17.2,1.3,00350094,2002,0,8,100.0,0.7
15025,Eliot Elementary,44.1,37.2,Boston,55.9,0,36.7,2.7,00350096,2002,0,22.9,100.0,0.5
15026,Ellis Mendell,42.7,58.5,Boston,57.3,0,38.9,0.4,00350100,2002,0,2.1,99.9,0
15027,Emily A Fifield,48.3,88.8,Boston,51.7,0,8.5,1.5,00350102,2002,0,0.9,100.0,0.3
15029,Expulsion Alt School,7.7,76.9,Boston,92.3,0,7.7,3.8,00350580,2002,0,11.5,99.9,0
15030,Farragut,50.2,46.7,Boston,49.8,0,25.3,19.9,00350108,2002,0,5.4,100.0,2.7
15031,Fenway High School,57.6,51.3,Boston,42.4,0,23.4,3,00350540,2002,0,21.6,100.0,0.7
15032,Frank V Thompson Middle,44,84.8,Boston,56,0,7.4,4.4,00350114,2002,0,3.2,100.0,0.2
